slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
dillstuvad-potatis-isvec-usulu,Dillstuvad Potatis,YEMEK,sebze-yemekleri,se,3,4,few-steps;short-step,Patates 5 adet | Krema 1 su bardağı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,1. Patatesleri haşlayıp iri dilimleyin. || 2. Kremayı ısıtın. || 3. Patates ve dereotunu katıp servis edin.
ensalada-fria-de-papa-kuba-usulu,Ensalada Fría de Papa,SALATA,salatalar,cu,3,4,few-steps;short-step,Patates 4 adet | Mayonez 0.75 su bardağı | Bezelye 0.5 su bardağı | Tuz 0.25 çay kaşığı,1. Patatesleri haşlayıp küp doğrayın. || 2. Bezelyeyi ekleyin. || 3. Mayonez ve tuzla karıştırıp soğutun.
goi-du-du-tom-vietnam-usulu,Goi Du Du Tom,SALATA,salatalar,vn,3,4,few-steps;short-step,Yeşil papaya 2 su bardağı | Karides 200 gr | Lime suyu 2 yemek kaşığı | Nane 0.25 demet | Tuz 0.25 çay kaşığı,1. Karidesi 4 dakika haşlayın. || 2. Papayayı ince rendeleyin. || 3. Tüm malzemeyi lime suyuyla karıştırın.
sua-chua-nep-cam-vietnam-usulu,Sua Chua Nep Cam,TATLI,tatlilar,vn,3,4,few-steps;short-step,Mor pirinç 1 su bardağı | Yoğurt 1.5 su bardağı | Toz şeker 2 yemek kaşığı,1. Mor pirinci haşlayın. || 2. Şekerle karıştırıp soğutun. || 3. Yoğurtla buluşturup servis edin.
galaktoboureko-yunan-usulu,Galaktoboureko,TATLI,tatlilar,gr,3,4,few-steps;short-step,Yufka 6 adet | Süt 3 su bardağı | İrmik 0.75 su bardağı | Şeker 1 su bardağı | Yumurta 2 adet,1. İrmikli kremayı hazırlayın. || 2. Kremayı yufkaların arasına yerleştirin. || 3. Tatlıyı 190°C fırında 30 dakika pişirip şerbetleyin.
esquites-meksika-usulu,Esquites,ATISTIRMALIK,atistirmaliklar,mx,3,4,few-steps;short-step,Mısır 3 su bardağı | Tereyağı 15 gr | Lime suyu 1 yemek kaşığı | Pul biber 0.5 çay kaşığı | Peynir 2 yemek kaşığı,1. Mısırı tereyağında 6 dakika çevirin. || 2. Lime ve baharatı ekleyin. || 3. Peynir serperek servis edin.
firikli-kabak-dolmasi-gaziantep-usulu,Firikli Kabak Dolması,YEMEK,sebze-yemekleri,tr,3,4,few-steps;short-step,Dolmalık kabak 8 adet | Firik 0.75 su bardağı | Dana kıyma 250 gr | Soğan 1 adet | Domates 1 adet | Su 1 su bardağı,1. İç harcı hazırlayın. || 2. Kabakları doldurup tencereye dizin. || 3. Dolmaları 24 dakika pişirin.
methi-matar-malai-hint-usulu,Methi Matar Malai,YEMEK,sebze-yemekleri,in,3,4,few-steps;short-step,Bezelye 2 su bardağı | Taze çemen otu 1 su bardağı | Krema 1 su bardağı | Soğan 1 adet | Garam masala 1 çay kaşığı,1. Soğanı 5 dakika çevirin. || 2. Bezelye ve baharatları ekleyin. || 3. Kremayla birlikte 10 dakika pişirin.
tahinli-kereviz-salatasi-antalya-bahce-usulu,Antalya Tahinli Kereviz Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Kereviz 2 adet | Tahin 2 yemek kaşığı | Portakal suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Kerevizi ince doğrayın. || 2. Sos malzemeleriyle karıştırın. || 3. Salatayı soğuk servis edin.
cavdarli-kabak-tatlisi-denizli-usulu,Denizli Çavdarlı Kabak Tatlısı,TATLI,tatlilar,tr,3,4,few-steps;short-step,Balkabağı 500 gr | Şeker 0.5 su bardağı | Çavdar ekmeği kırıntısı 0.5 su bardağı | Tarçın 0.25 çay kaşığı,1. Kabağı şekerle pişirin. || 2. Çavdar kırıntısını tavada kısa ısıtın. || 3. Tatlıyı birleştirip servis edin.
otlu-misir-mucveri-van-usulu,Van Otlu Mısır Mücveri,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Mısır unu 1 su bardağı | Yumurta 1 adet | Taze ot karışımı 1 su bardağı | Su 0.75 su bardağı | Sıvı yağ 3 yemek kaşığı,1. Harcı karıştırın. || 2. Kaşıkla tavaya dökün. || 3. Mücverleri toplam 8 dakika kızartın.
lorlu-firik-dolma-izmir-bostan-usulu,İzmir Lorlu Firik Dolma,YEMEK,sebze-yemekleri,tr,3,4,few-steps;short-step,Dolmalık biber 4 adet | Firik 0.75 su bardağı | Lor peyniri 150 gr | Domates 1 adet | Zeytinyağı 1 yemek kaşığı,1. Firiği 8 dakika haşlayın. || 2. İçi hazırlayıp biberlere doldurun. || 3. Dolmaları 20 dakika pişirin.
patatesli-kes-salatasi-bolu-yayla-usulu,Bolu Patatesli Keş Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Patates 4 adet | Keş peyniri 100 gr | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı | Karabiber 0.25 çay kaşığı,1. Patatesleri haşlayıp doğrayın. || 2. Keş ve diğer malzemelerle karıştırın. || 3. Salatayı servis edin.
yogurtlu-yesil-erik-mezesi-yalova-usulu,Yalova Yoğurtlu Yeşil Erik Mezesi,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Yeşil erik 8 adet | Süzme yoğurt 1 su bardağı | Nane 1 tatlı kaşığı | Zeytinyağı 1 tatlı kaşığı,1. Erikleri ince doğrayın. || 2. Yoğurt ve nane ile karıştırın. || 3. Zeytinyağı gezdirip servis edin.
