slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
van-kavut-kahvaltisi,KAHVALTI,3,5,8,Van Kavut,"[{""stepNumber"":1,""instruction"":""Tereyağını tavada eritip unu 6 dakika kokusu çıkana kadar kavurun."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Cevizi ekleyip karışımı 2 dakika daha çevirin."",""timerSeconds"":120},{""stepNumber"":3,""instruction"":""Kavutu tabaklara alıp pekmezle sıcak servis edin."",""timerSeconds"":null}]"
van-kavutlu-yogurt-kasesi,KAHVALTI,4,5,8,Van Kavutlu Yoğurt Kasesi,"[{""stepNumber"":1,""instruction"":""Kavutu kuru tavada 3 dakika kokusu çıkana kadar çevirin."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Süzme yoğurdu kaselere paylaştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Bal ve kavutu yoğurdun üzerine gezdirin."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Ceviz ve tarçınla hemen servis edin."",""timerSeconds"":null}]"
van-murtuga,KAHVALTI,3,5,8,Van Murtuğası,"[{""stepNumber"":1,""instruction"":""Tereyağını tavada eritip unu 2 dakika kavurun."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Yumurtaları kırıp tuzu ekleyin ve karıştırarak pişirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Murtuğayı tavadan bekletmeden sıcak servis edin."",""timerSeconds"":null}]"
van-otlu-peynirli-gozleme,KAHVALTI,3,5,8,Van Otlu Peynirli Gözleme,"[{""stepNumber"":1,""instruction"":""Un ve suyla yumuşak hamur yoğurun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Hamuru açıp otlu peynirle doldurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sacda iki yüzünü 7-8 dakika pişirin."",""timerSeconds"":480}]"
visneli-syrniki-rus-usulu,KAHVALTI,3,5,8,Vişneli Syrniki,"[{""stepNumber"":1,""instruction"":""Hamuru hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Küçük parçalar şekillendirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Syrnikileri 8 dakika pişirin."",""timerSeconds"":480}]"
welsh-rarebit-bake-ingiliz-usulu,KAHVALTI,3,5,8,Welsh Rarebit Bake,"[{""stepNumber"":1,""instruction"":""Peynir, hardal ve sütü karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Karışımı ekmeklerin üstüne yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""180°C fırında 12 dakika pişirin."",""timerSeconds"":720}]"
welsh-rarebit-toast-ingiliz-usulu,KAHVALTI,3,5,8,Welsh Rarebit Toast,"[{""stepNumber"":1,""instruction"":""Ekmeği kızartın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Peynir sosunu hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sosu ekmeğin üstüne sürüp servis edin."",""timerSeconds"":null}]"
white-bean-shakshuka,KAHVALTI,3,5,8,White Bean Shakshuka,"[{""stepNumber"":1,""instruction"":""Biberi soteleyip domates püresiyle sos hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Fasulyeyi ekleyip 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Yumurtaları kırıp kapağı kapalı pişirin."",""timerSeconds"":360}]"
yag-somunu-durum-konya-usulu,KAHVALTI,3,5,8,Yağ Somunu Dürüm,"[{""stepNumber"":1,""instruction"":""Ekmeği ortadan açın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""İç malzemeyi doldurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tavada 8 dakika ısıtın."",""timerSeconds"":480}]"
yag-somunu-konya-usulu,KAHVALTI,3,5,8,Konya Yağ Somunu,"[{""stepNumber"":1,""instruction"":""Un, su ve tuzla hamur hazırlayıp 15 dakika dinlendirin."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Hamuru açıp tereyağı ve rendelenmiş kaşarla kapatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Yağ somununu 220°C fırında 12 dakika pişirin."",""timerSeconds"":720}]"
