slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
eksili-pancarli-keskek-kastamonu-ova-usulu,Kastamonu Ekşili Pancarlı Keşkek,"Kastamonu ekşili pancarlı keşkek, dövme buğdayı pancar ve limonla pişirerek kıpkırmızı, tok ve kırsal bir sofra yemeği sunar.",YEMEK,tr,MEDIUM,14,36,50,4,224,Dövme buğday 1 su bardağı | Pancar 2 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Su 4 su bardağı,5,1. Buğdayı suyla tencereye alın. || 2. Pancarı ekleyip yemeği 30 dakika pişirin. || 3. Limon suyuyla tamamlayıp servis edin.,3,GLUTEN,"tek-tencere,vejetaryen",Pancarı küçük doğramak keşkeğe daha dengeli renk verir.,Ilık servis edin.,Kastamonu Sour Beet Keskek,"This Kastamonu dish cooks cracked wheat with beet and lemon into a rustic, filling pot meal.",,,0,0,Kastamonu-Keşkek mit saurer Roter Bete,"Dieses Gericht aus Kastamonu kocht Weizen mit Roter Bete und Zitrone zu einer rustikalen, sättigenden Topfmahlzeit.",,,0,0
cevizli-bulgur-sarmasi-amasya-bag-usulu,Amasya Cevizli Bulgur Sarması,"Amasya cevizli bulgur sarması, asma yaprağını cevizli bulgur harcıyla sararak hafif ekşi ve aromatik bir içli dolma kurar.",YEMEK,tr,MEDIUM,22,24,46,4,236,Asma yaprağı 12 adet | İnce bulgur 1 su bardağı | Ceviz 0.5 su bardağı | Soğan 1 adet | Limon suyu 1 yemek kaşığı,5,1. Bulgur harcını hazırlayın. || 2. Yapraklara sarıp tencereye dizin. || 3. Sarmaları 20 dakika pişirin.,3,"GLUTEN,KUSUYEMIS","misafir-sofrasi,vejetaryen",Harca çok su eklememek sarmaların formunu korur.,Ilık servis edin.,Amasya Bulgur Rolls with Walnut,"These Amasya vine rolls fill leaves with walnut bulgur for a gently tart, aromatic plate.",,,0,0,Amasya-Bulgurröllchen mit Walnuss,"Diese Weinblattröllchen aus Amasya füllen Blätter mit Walnussbulgur zu einem sanft säuerlichen, aromatischen Teller.",,,0,0
mahlepli-yesil-mercimek-corbasi-tokat-bag-usulu,Tokat Mahlepli Yeşil Mercimek Çorbası,"Tokat mahlepli yeşil mercimek çorbası, mercimeği mahlep kokusuyla kaynatarak sıcak, hafif aromatik ve farklı bir çorba sunar.",CORBA,tr,EASY,10,30,40,4,188,Yeşil mercimek 1 su bardağı | Soğan 1 adet | Mahlep 0.25 çay kaşığı | Su 5 su bardağı | Tereyağı 15 gr,5,1. Soğanı tereyağında 4 dakika çevirin. || 2. Mercimek ve suyu ekleyip çorbayı 25 dakika pişirin. || 3. Mahlep ekleyip servis edin.,3,SUT,"tek-tencere,kis-tarifi",Mahlebi ölçülü kullanmak baskın tat oluşmasını önler.,Sıcak servis edin.,Tokat Green Lentil Soup with Mahlab,"This Tokat soup cooks green lentils with a touch of mahlab for a warm, lightly aromatic bowl.",,,0,0,Tokat-Linsensuppe mit Mahlep,"Diese Suppe aus Tokat kocht grüne Linsen mit etwas Mahlep zu einer warmen, leicht aromatischen Schale.",,,0,0
patatesli-kes-salatasi-bolu-yayla-usulu,Bolu Patatesli Keş Salatası,"Bolu patatesli keş salatası, haşlanmış patatesi keş peyniri ve otlarla buluşturarak tok ve ferah bir yayla salatası yapar.",SALATA,tr,EASY,12,14,26,4,198,Patates 4 adet | Keş peyniri 100 gr | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı | Karabiber 0.25 çay kaşığı,5,1. Patatesleri haşlayıp doğrayın. || 2. Keş ve diğer malzemelerle karıştırın. || 3. Salatayı servis edin.,3,SUT,"30-dakika-alti,vejetaryen",Patatesi ılık kullanmak keşin daha iyi yayılmasını sağlar.,Ilık servis edin.,Bolu Potato Salad with Keş,This Bolu salad combines boiled potato with keş cheese and herbs for a hearty mountain-style plate.,,,0,0,Bolu-Kartoffelsalat mit Keş,Dieser Salat aus Bolu verbindet gekochte Kartoffeln mit Keş-Käse und Kräutern zu einem sättigenden Teller im Yayla-Stil.,,,0,0
misir-unlu-hamsi-koftesi-bartin-liman-usulu,Bartın Mısır Unlu Hamsi Köftesi,"Bartın mısır unlu hamsi köftesi, hamsiyi mısır unu ve soğanla yoğurup tavada kızartarak çıtır bir kıyı atıştırmalığı çıkarır.",APERATIF,tr,EASY,16,10,26,4,214,Hamsi fileto 300 gr | Mısır unu 0.75 su bardağı | Soğan 1 adet | Yumurta 1 adet | Sıvı yağ 3 yemek kaşığı,5,1. Malzemeleri yoğurup küçük köfteler yapın. || 2. Köfteleri tavada toplam 8 dakika kızartın. || 3. Sıcak servis edin.,3,"GLUTEN,DENIZ_URUNLERI,YUMURTA","30-dakika-alti,yuksek-protein",Hamsiyi ince kıymak köftelerin tavada dağılmasını azaltır.,Sıcak servis edin.,Bartin Anchovy Cakes with Corn Flour,These Bartin cakes mix anchovy with corn flour and onion for a crisp Black Sea snack.,,,0,0,Bartın-Anchorvies-Küchlein mit Maismehl,Diese Küchlein aus Bartın mischen Anchovis mit Maismehl und Zwiebel zu einem knusprigen Schwarzmeer-Snack.,,,0,0
lahanali-mantar-guveci-zonguldak-maden-usulu,Zonguldak Lahanalı Mantar Güveci,"Zonguldak lahanalı mantar güveci, lahanayı mantar ve domatesle ağır ağır pişirerek sulu ve toprak tonlu bir kış yemeği yapar.",YEMEK,tr,EASY,12,28,40,4,146,Beyaz lahana 400 gr | Mantar 250 gr | Domates 2 adet | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,5,1. Soğan ve mantarı 6 dakika pişirin. || 2. Lahana ve domatesi ekleyin. || 3. Yemeği 18 dakika pişirip servis edin.,3,,"tek-tencere,vegan,kis-tarifi",Mantarı yüksek ateşte başlatmak su salmasını geciktirir.,Ilık servis edin.,Zonguldak Cabbage Mushroom Casserole,This Zonguldak casserole cooks cabbage with mushroom and tomato into a brothy winter vegetable dish.,,,0,0,Zonguldak-Kohl-Mushroom-Güveç,Dieser Güveç aus Zonguldak gart Kohl mit Pilzen und Tomate zu einem saftigen Wintergemüsegericht.,,,0,0
hashasli-mercimek-krep-kutahya-koy-usulu,Kütahya Haşhaşlı Mercimek Krep,"Kütahya haşhaşlı mercimek krep, mercimekli içi haşhaş aromalı ince kreplerle buluşturarak tok bir kahvaltı tabağı kurar.",KAHVALTI,tr,MEDIUM,18,16,34,4,244,Un 1 su bardağı | Yumurta 1 adet | Süt 1 su bardağı | Haşhaş ezmesi 2 yemek kaşığı | Haşlanmış yeşil mercimek 1 su bardağı,5,1. Krep hamurunu hazırlayın. || 2. Krepleri toplam 8 dakika pişirin. || 3. Mercimekli içle doldurup servis edin.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Krep hamurunu 10 dakika bekletmek tavada daha dengeli yayılmasını sağlar.,Ilık servis edin.,Kutahya Poppy Lentil Crepes,These Kutahya crepes pair a lentil filling with thin pancakes scented with poppy paste.,,,0,0,Kütahya-Crêpes mit Mohn und Linsen,"Diese Crêpes aus Kütahya verbinden eine Linsenfüllung mit dünnen Pfannkuchen, die nach Mohn duften.",,,0,0
sumakli-patates-asi-afyon-ova-usulu,Afyon Sumaklı Patates Aşı,"Afyon sumaklı patates aşı, haşlanmış patatesi sumak ve tereyağıyla buluşturarak sade ama canlı bir sıcak tabak çıkarır.",APERATIF,tr,EASY,10,12,22,4,168,Patates 4 adet | Tereyağı 20 gr | Sumak 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,4,1. Patatesleri haşlayıp iri doğrayın. || 2. Tereyağı ve tuzla 4 dakika çevirin. || 3. Sumağı ekleyip servis edin.,3,SUT,"30-dakika-alti,butce-dostu,vejetaryen",Sumağı servis öncesi eklemek aromayı taze tutar.,Ilık servis edin.,Afyon Sumac Potato Aşı,This Afyon plate mixes boiled potatoes with sumac and butter for a simple but lively warm dish.,,,0,0,Afyon-Kartoffel-Aşı mit Sumach,"Dieser Teller aus Afyon verbindet gekochte Kartoffeln mit Sumach und Butter zu einem einfachen, aber lebendigen warmen Gericht.",,,0,0
uzumlu-tavuk-kapama-manisa-sultaniye-usulu,Manisa Üzümlü Tavuk Kapama,"Manisa üzümlü tavuk kapama, pirinç ve tavuğu kuru üzüm dokunuşuyla pişirerek hafif tatlı dengeli bir bağ evi yemeği sunar.",YEMEK,tr,MEDIUM,15,28,43,4,318,Tavuk but 600 gr | Pirinç 1 su bardağı | Kuru üzüm 2 yemek kaşığı | Soğan 1 adet | Su 2 su bardağı,5,1. Soğan ve tavuğu 8 dakika çevirin. || 2. Pirinci ve üzümü ekleyin. || 3. Suyu katıp yemeği 18 dakika pişirin.,3,,"tek-tencere,misafir-sofrasi,yuksek-protein",Üzümü az miktarda kullanmak tavuk tadını geriye düşürmez.,Sıcak servis edin.,Manisa Chicken Kapama with Raisins,This Manisa one-pot meal cooks chicken and rice with a touch of raisins for a gentle sweet-savory balance.,,,0,0,Manisa-Hähnchen-Kapama mit Rosinen,Dieses Eintopfgericht aus Manisa kocht Huhn und Reis mit etwas Rosine zu einer sanften süß-salzigen Balance.,,,0,0
lorlu-firik-dolma-izmir-bostan-usulu,İzmir Lorlu Firik Dolma,"İzmir lorlu firik dolma, biberleri lor ve firikle doldurarak Ege esintili hafif isli bir dolma hazırlar.",YEMEK,tr,MEDIUM,18,28,46,4,226,Dolmalık biber 4 adet | Firik 0.75 su bardağı | Lor peyniri 150 gr | Domates 1 adet | Zeytinyağı 1 yemek kaşığı,5,1. Firiği 8 dakika haşlayın. || 2. İçi hazırlayıp biberlere doldurun. || 3. Dolmaları 20 dakika pişirin.,3,"SUT,GLUTEN","misafir-sofrasi,vejetaryen",Firiği önceden kısa haşlamak dolmada eşit pişme sağlar.,Ilık servis edin.,Izmir Stuffed Peppers with Lor and Firik,These Izmir peppers are filled with lor cheese and firik wheat for a lightly smoky Aegean-style dolma.,,,0,0,Izmir-Gefüllte Paprika mit Lor und Firik,Diese Paprika aus Izmir werden mit Lor-Käse und Firik-Weizen gefüllt und ergeben eine leicht rauchige Dolma im Ägäis-Stil.,,,0,0
