slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
pestilli-elmali-yulaf-elazig-usulu,Elazığ Pestilli Elmalı Yulaf,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Yulaf 1 su bardağı | Elma 1 adet | Pestil 2 adet | Su 2 su bardağı,1. Elmayı küp doğrayın ve pestili dilimleyin. || 2. Yulafı suyla 6 dakika pişirin. || 3. Elma ve pestili ekleyip 2 dakika daha pişirin.
kabakli-bulgur-pilavi-antalya-usulu,Antalya Kabaklı Bulgur Pilavı,YEMEK,makarna-pilav,tr,3,3,few-steps,İnce bulgur 1.5 su bardağı | Kabak 2 adet | Kuru soğan 1 adet | Domates rendesi 0.5 su bardağı | Zeytinyağı 2 yemek kaşığı,"1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Bulgur, domates ve 2.5 su bardağı sıcak suyu ekleyin. || 3. Doğranmış kabağı son 8 dakikada katıp pilavı pişirerek servis edin."
kayisi-yahni-malatya-usulu,Malatya Kayısı Yahnisi,YEMEK,et-yemekleri,tr,3,3,few-steps,Kuzu kuşbaşı 600 gr | Kuru kayısı 200 gr | Kuru soğan 1 adet | Tereyağı 25 gr | Toz tarçın 0.25 çay kaşığı,1. Eti tereyağında yüksek ateşte 6 dakika mühürleyin. || 2. Soğan ve su ekleyip eti 25 dakika pişirin. || 3. Kayısı ve tarçını ekleyip yemeği 10 dakika daha pişirin.
tandir-ekmekli-fasulye-ezmesi-bingol-usulu,Bingöl Tandır Ekmekli Fasulye Ezmesi,SOS,soslar-dippler,tr,3,3,few-steps,Haşlanmış kuru fasulye 2 su bardağı | Tandır ekmeği 1 adet | Sarımsak 1 diş | Zeytinyağı 1 yemek kaşığı,"1. Fasulyeyi ısıtın. || 2. Ekmeği küçük parçalara ayırıp fasulyeye ekleyin. || 3. Sarımsak ve yağla ezin, servis edin."
dible-ordu-usulu,Ordu Diblesi,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Taze fasulye 500 gr | Pirinç 1 su bardağı | Kuru soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Fasulye ve pirinci ekleyip 2 dakika daha karıştırın. || 3. Tencereye 2 su bardağı sıcak su ve tuz ekleyip yemeği 24 dakika pişirin.
taze-bakla-ezmesi-aydin-usulu,Aydın Taze Bakla Ezmesi,SOS,soslar-dippler,tr,3,3,few-steps,İç bakla 400 gr | Zeytinyağı 3 yemek kaşığı | Limon suyu 1.5 yemek kaşığı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,"1. Baklayı 10 dakika haşlayıp süzün. || 2. Bakla, zeytinyağı, limon suyu ve tuzu pürüzsüz çekin. || 3. Ezmenin üstünü dereotuyla tamamlayıp soğuk servis edin."
artsoppa-isvec-usulu,Ärtsoppa,CORBA,corbalar,se,3,3,few-steps,Sarı bezelye 2 su bardağı | Soğan 1 adet | Havuç 1 adet | Defne yaprağı 1 adet | Tuz 1 çay kaşığı | Maydanoz 0.25 demet,"1. Sarı bezelyeyi yıkayıp soğan, havuç ve defne yaprağıyla tencereye alın. || 2. Bezelyeye 1.8 litre su ekleyip çorbayı 70 dakika pişirin. || 3. Tuzu ekleyip ärtsoppayı maydanozla sıcak servis edin."
ptichye-moloko,Ptichye Moloko,TATLI,tatlilar,ru,3,3,few-steps,Süt 2 su bardağı | Yumurta akı 3 adet | Toz şeker 0.75 su bardağı | Bitter çikolata 120 gr | Krema 0.5 su bardağı,1. Sütlü karışımı hazırlayıp soğumaya bırakın. || 2. Yumurta aklarını şekerle köpürtüp karışıma ekleyin. || 3. Tatlıyı kalıba alıp çikolata ile tamamlayarak soğutun.
laz-boregi-rize-usulu,Laz Böreği,TATLI,tatlilar,tr,4,3,few-steps,Yufka 6 adet | Süt 500 ml | Un 3 yemek kaşığı | Toz şeker 0.75 su bardağı | Yumurta 2 adet | Tereyağı 80 gr | Pudra şekeri 2 yemek kaşığı,"1. Süt, un, şeker ve yumurtayla muhallebiyi pişirip ılıtın. || 2. Yufkaları tereyağı sürerek tepsiye yerleştirin ve araya muhallebiyi yayın. || 3. Üst katları kapatıp Laz böreğini 190°C fırında 30 dakika pişirin. || 4. Tatlıyı dilimleyip pudra şekeriyle servis edin."
borani-erzincan-usulu,Erzincan Boranisi,SALATA,salatalar,tr,3,3,few-steps,Ispanak 500 gr | Yoğurt 1.5 su bardağı | Sarımsak 2 diş | Tereyağı 25 gr | Pul biber 0.5 çay kaşığı,1. Ispanağı yıkayıp iri doğrayın. || 2. Ispanağı tavada 6 dakika çevirip soğumaya bırakın. || 3. Yoğurt ve sarımsakla karıştırıp üzerine pul biberli tereyağı gezdirin.
