slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
tavuk-gogsu,Tavuk Göğsü,TATLI,tatlilar,tr,3,3,few-steps,Tavuk göğsü 120 gr | Süt 1 litre | Şeker 1 su bardağı | Pirinç unu 0.5 su bardağı | Nişasta 2 yemek kaşığı | Tereyağı 1 yemek kaşığı,"1. Tavuk göğsünü haşlayıp lif lif didikleyin. || 2. Süt, şeker, pirinç unu ve nişastayı karıştırarak 20 dakika pişirin. || 3. Tavuk ve tereyağını ekleyip 5 dakika çırparak pişirin."
keskul,Keşkül,TATLI,tatlilar,tr,5,3,no-time,Süt 1 litre | Şeker 0.75 su bardağı | Badem 0.75 su bardağı | Pirinç unu 3 yemek kaşığı | Vanilin 1 paket,1. Bademi ince çekip süt ve şekerle tencereye alın. || 2. Pirinç ununu az sütle açıp karışıma ekleyin. || 3. Keşkülü orta ateşte 8-10 dakika koyulaştırın. || 4. Vanilini ekleyip kaselere eşitçe paylaştırın. || 5. Soğuk olarak bekletmeden servis edin.
tunnbrod-rulo-isvec-usulu,Tunnbröd Rulo,KAHVALTI,kahvaltiliklar,se,5,3,no-time,Tunnbröd 4 adet | Krem peynir 150 gr | Füme somon 150 gr | Dereotu 0.25 demet,1. Tunnbrödlerin üzerine krem peyniri ince kat halinde sürün. || 2. Füme somonu ve dereotunu üstüne eşitçe paylaştırın. || 3. Ekmeği sıkıca rulo yapıp kısa süre dinlendirin. || 4. Ruloyu dilimleyip soğuk servis tabağına alın. || 5. Soğuk olarak bekletmeden servis edin.
panna-cotta,Panna Cotta,TATLI,tatlilar,it,3,3,few-steps,Krema 500 ml | Süt 1 su bardağı | Şeker 0.5 su bardağı | Jelatin 8 gr | Vanilya 1 çubuk,"1. Jelatini soğuk suda 5 dakika yumuşatın. || 2. Krema, süt, şeker ve vanilyayı ısıtın. || 3. Jelatini karışıma ekleyip kalıplara dökün ve 4 saat soğutun."
creme-brulee,Crème Brûlée,TATLI,tatlilar,fr,3,3,few-steps,Krema 500 ml | Yumurta sarısı 5 adet | Şeker 0.5 su bardağı | Vanilya 1 çubuk | Esmer şeker 4 yemek kaşığı,1. Krema ve vanilyayı ısıtıp 5 dakika demleyin. || 2. Yumurta sarısı ve şekeri çırpıp kremayla karıştırın. || 3. Kapları benmaride 150°C fırında 35-40 dakika pişirin.
kusbasili-bulgurlu-firik-tava-sanliurfa-usulu,Kuşbaşılı Bulgurlu Firik Tava,YEMEK,et-yemekleri,tr,5,3,no-time,Dana kuşbaşı 400 gr | Firik bulguru 1 su bardağı | Pilavlık bulgur 0.5 su bardağı | Su 3 su bardağı,1. Dana kuşbaşını tavada yüksek ateşte 5 dakika mühürleyin. || 2. Firik ve pilavlık bulguru tavaya ekleyin. || 3. Sıcak suyu verip tüm malzemeyi karıştırın. || 4. Pilavı kısık ateşte 16-18 dakika pişirin. || 5. Sıcak olarak bekletmeden servis edin.
mandu,Mandu,YEMEK,hamur-isleri,kr,3,3,few-steps,Mantı hamuru yaprağı 30 adet | Dana kıyma 350 gr | Lahana 200 gr | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı,"1. Kıyma, lahana, soya sosu ve susam yağını karıştırın. || 2. Hamur yapraklarına iç koyup kapatın. || 3. Manduları buharda 10-12 dakika pişirin."
elmali-tart,Elmalı Tart,TATLI,tatlilar,tr,3,3,few-steps,Un 2.5 su bardağı | Tereyağı 150 gr | Yumurta 1 adet | Elma 4 adet | Şeker 0.75 su bardağı | Tarçın 1 tatlı kaşığı,"1. Un, tereyağı ve yumurtayla hamur yoğurup 20 dakika dinlendirin. || 2. Rendelenmiş elma, şeker ve tarçını 10 dakika pişirip soğutun. || 3. Hamur ve harcı kalıba yerleştirip 180°C fırında 30-35 dakika pişirin."
hoppin-john,Hoppin John,YEMEK,baklagil-yemekleri,us,3,3,few-steps,Haşlanmış börülce 500 gr | Pirinç 1.5 su bardağı | Dana sucuk 120 gr | Soğan 1 adet,1. Sucuğu ve soğanı tencerede 5 dakika kavurun. || 2. Börülce ve pirinci ekleyip suyla birlikte pişirin. || 3. Kapağı kapalı şekilde 18 dakika dinlendirin.
susamli-corek-eskisehir-usulu,Eskişehir Susamlı Çörek,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 4 su bardağı | Süt 1 su bardağı | Instant maya 1 tatlı kaşığı | Susam 0.75 su bardağı | Tereyağı 40 gr,1. Hamuru yoğurup 20 dakika mayalandırın. || 2. Hamura şekil verip susama bulayın. || 3. Çörekleri 190°C fırında 20 dakika pişirin.
