slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
kete-erzincan-usulu,KAHVALTI,4,5,8,Kete,"[{""stepNumber"":1,""instruction"":""Un, süt, maya ve tuzla hamur yoğurup 25 dakika mayalandırın."",""timerSeconds"":1500},{""stepNumber"":2,""instruction"":""Tereyağında unu 5 dakika kavurarak iç harcı hazırlayın."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Hamuru açıp iç harcı yayıp katlayın ve tepsiye alın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Keteyi 190°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
kete-erzurum-tava-usulu,KAHVALTI,3,5,8,Erzurum Tava Ketesi,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup 15 dakika dinlendirin."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Hamuru açıp tereyağlı içle katlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Keteyi kapaklı tavada iki yüzünü toplam 14 dakika pişirin."",""timerSeconds"":840}]"
kete-kirigi-tava-ardahan-usulu,KAHVALTI,3,5,8,Ardahan Kete Kırığı Tava,"[{""stepNumber"":1,""instruction"":""Keteyi iri parçalayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Süt ve tereyağıyla tavaya alın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Karışımı 6 dakika ısıtıp servis edin."",""timerSeconds"":360}]"
kirmizi-pancar-mihlama-trabzon-usulu,KAHVALTI,3,5,8,Trabzon Kırmızı Pancar Mıhlama,"[{""stepNumber"":1,""instruction"":""Tereyağında mısır ununu 1 dakika çevirin."",""timerSeconds"":60},{""stepNumber"":2,""instruction"":""Su ve rendelenmiş pancarı ekleyip kıvam verin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Peyniri katıp eriyene kadar karıştırarak servis edin."",""timerSeconds"":240}]"
klasik-menemen,KAHVALTI,3,5,8,Klasik Menemen,"[{""stepNumber"":1,""instruction"":""Biberleri zeytinyağında 4 dakika kavurun."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Domatesleri ekleyip 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Yumurtaları ekleyip 3 dakika karıştırarak pişirin."",""timerSeconds"":180}]"
kluski-leniwe-polonya-usulu,KAHVALTI,3,5,8,Kluski Leniwe,"[{""stepNumber"":1,""instruction"":""Hamuru hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Hamuru şerit yapıp kesin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kluski'leri 4 dakika haşlayıp tereyağıyla servis edin."",""timerSeconds"":240}]"
kolot-peynirli-kavrulmus-domates-tostu-rize-usulu,KAHVALTI,3,5,8,Kolot Peynirli Kavrulmuş Domates Tostu,"[{""stepNumber"":1,""instruction"":""Domatesleri doğrayıp tavada 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Ekmeği hafif kızartın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Peyniri ekleyip 4 dakika daha pişirin."",""timerSeconds"":240}]"
kolotlu-misir-ekmegi-trabzon-usulu,KAHVALTI,3,5,8,Trabzon Kolotlu Mısır Ekmeği,"[{""stepNumber"":1,""instruction"":""Mısır unu, un ve suyu karıştırarak koyu bir hamur hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Rendelenmiş kolot peynirini ekleyip tepsiye yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ekmeği 190°C fırında 30 dakika pişirip tereyağıyla servis edin."",""timerSeconds"":1800}]"
kuru-biberli-lorlu-bazlama-sirnak-usulu,KAHVALTI,3,5,8,Şırnak Kuru Biberli Lorlu Bazlama,"[{""stepNumber"":1,""instruction"":""Kuru biberi 5 dakika sıcak suda bekletin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Biberi lorla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Bazlamayı doldurup tavada 4 dakika ısıtın."",""timerSeconds"":240}]"
kuru-domatesli-gozleme-aydin-usulu,KAHVALTI,3,5,8,Kuru Domatesli Gözleme,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup dinlendirin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""İçi yerleştirip gözlemeleri kapatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Gözlemeleri toplam 10 dakika pişirin."",""timerSeconds"":600}]"
