slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
vaca-frita-de-pollo-kuba-usulu,Vaca Frita de Pollo,tavuk-yemekleri,YEMEK,cu,0,Haşlanmış tavuk 500 gr | Soğan 1 adet | Lime suyu 2 yemek kaşığı | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı,1. Tavuğu lime ve sarımsakla karıştırın. || 2. Soğanı tavada 3 dakika çevirin. || 3. Tavuğu ekleyip 8 dakika kızartın.,Tavuğu ince liflere ayırmak tavada daha çok çıtır yüzey oluşturur.,"Sıcak lavaşa sararak dürüm usulü yapın, yanına sumaklı soğan ve közlenmiş biberle sunun."
van-ayran-asi,Van Ayran Aşı,corbalar,CORBA,tr,0,Yoğurt 600 gr | Dövme buğday 1 su bardağı | Nohut 1 su bardağı | Taze ot karışımı 0.5 demet,1. Dövme buğdayı 30 dakika haşlayın. || 2. Nohut ve yoğurdu ekleyin. || 3. Çorbayı 5 dakika karıştırarak pişirin.,Yoğurdu kaynayan buğdaya eklerken sürekli karıştırın; kesilme riski azalır.,Taze kişniş veya nane ile ılık servis edin.
van-kavut-kahvaltisi,Van Kavut,kahvaltiliklar,KAHVALTI,tr,0,Buğday unu 120 gr | Tereyağı 60 gr | Ceviz 0.5 su bardağı | Üzüm pekmezi 3 yemek kaşığı,1. Tereyağını tavada eritip unu 6 dakika kokusu çıkana kadar kavurun. || 2. Cevizi ekleyip karışımı 2 dakika daha çevirin. || 3. Kavutu tabaklara alıp pekmezle sıcak servis edin.,Un kokusu gidene kadar kavurmak kavutun düz değil derin bir tat vermesini sağlar.,Üzerine üzüm pekmezi gezdirerek sıcak servis edin.
van-murtuga,Van Murtuğası,kahvaltiliklar,KAHVALTI,tr,0,Tereyağı 50 gr | Un 3 yemek kaşığı | Yumurta 3 adet | Tuz 0.5 çay kaşığı,1. Tereyağını tavada eritip unu 2 dakika kavurun. || 2. Yumurtaları kırıp tuzu ekleyin ve karıştırarak pişirin. || 3. Murtuğayı tavadan bekletmeden sıcak servis edin.,Unu hafif renk alana kadar kavurmak çiğ tadı bırakmadan daha derin bir aroma sağlar.,Yanına tandır ekmeği ve demli çayla sıcak servis edin.
van-otlu-peynirli-gozleme,Van Otlu Peynirli Gözleme,hamur-isleri,KAHVALTI,tr,0,Un 400 gr | Otlu peynir 300 gr | Tereyağı 40 gr | Su 220 ml,1. Un ve suyla yumuşak hamur yoğurun. || 2. Hamuru açıp otlu peynirle doldurun. || 3. Sacda iki yüzünü 7-8 dakika pişirin.,Pişmeye başlamadan önce tüm malzemeleri doğrayıp tezgahta dizmek tat dengesini bozmadan akışı korur.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
vanilla-slice-australian,Vanilla Slice,tatlilar,TATLI,au,0,Milföy hamuru 2 paket | Süt 750 ml | Yumurta sarısı 4 adet | Toz şeker 0.75 su bardağı | Nişasta 4 yemek kaşığı | Vanilya 1 çay kaşığı | Pudra şekeri 2 yemek kaşığı,"1. Milföyü iki tepsi halinde 200°C fırında 15 dakika pişirin. || 2. Süt, yumurta sarısı, şeker, nişasta ve vanilyayla koyu krema hazırlayın. || 3. Kremayı milföy katları arasına yayıp tatlıyı soğutun. || 4. Vanilla slice üzerine pudra şekeri serpip dilimleyin.",Kremayı tam soğutmadan kesmek katların dışarı kaymasına yol açar.,Üzerine pudra şekeri serperek soğuk servis edin.
vareniki,Vareniki,hamur-isleri,YEMEK,ru,0,Un 500 gr | Yumurta 1 adet | Patates 600 gr | Tereyağı 60 gr,1. Hamuru yoğurup 20 dakika dinlendirin. || 2. Patatesli içle mantıları kapatın. || 3. Varenikileri kaynar suda 10 dakika haşlayın.,Patates içini soğutmadan hamura koymayın; sıcak iç kenarları gevşetir.,Tereyağında çevrilmiş soğan ve yoğurtla servis edin.
vasterbotten-patates-grateni-isvec-usulu,Västerbotten Patates Grateni,sebze-yemekleri,YEMEK,se,0,Patates 6 adet | Västerbotten peyniri 180 gr | Krema 1 su bardağı | Karabiber 0.5 çay kaşığı,1. Patatesleri ince dilimleyin. || 2. Katlara peynir ve krema paylaştırarak kalıba dizin. || 3. Grateni 190°C fırında 35 dakika pişirin.,Patatesleri eşit incelikte dilimlemek gratende katların aynı sürede yumuşamasını sağlar.,"Yanına yoğurt veya cacık ve birkaç dilim limonla, hafif ılık serin."
vasterbotten-payi,Västerbotten Payı,hamur-isleri,YEMEK,se,0,Un 220 gr | Tereyağı 100 gr | Yumurta 3 adet | Krema 200 ml | Västerbotten peyniri 200 gr,"1. Un ve tereyağıyla pay tabanı hazırlayıp kalıba bastırın. || 2. Yumurta, krema ve rendelenmiş peyniri iç harç için çırpın. || 3. Harçlı payı 190°C fırında 28 dakika pişirin.",Peynirin tuzu yüksekse ekstra tuz eklememek dolguyu daha dengeli bırakır.,Yanına yeşil salata ile ılık servis edin.
vatapa,Vatapa,et-yemekleri,YEMEK,br,0,Karides 500 gr | Bayat ekmek 160 gr | Hindistan cevizi sütü 400 ml | Yer fıstığı 100 gr,"1. Ekmeği Hindistan cevizi sütünde 10 dakika bekletin. || 2. Ekmek, yer fıstığı ve sütü blenderdan geçirin. || 3. Karidesle birlikte 20 dakika pişirin.",Tavuğu pişirmeden önce kağıt havluyla iyice kurulamak dış yüzeyin kızarmasını sağlar.,Tabakta kuzu pembesi tabaka halinde dilimleyip üstüne pişme suyundan iki kaşık dökün.
vermutlu-limon-spritz-ispanya-usulu,Vermutlu Limon Spritz,kokteyller,KOKTEYL,es,0,Vermut 0.5 su bardağı | Soda 1 su bardağı | Limon suyu 2 yemek kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Vermut ve limonu ekleyin. || 3. Sodayla tamamlayın.,Bardağı bol buzla doldurmak içeceğin daha uzun serin kalmasını sağlar.,Soğuk servis edin.
vichyssoise-fransiz-soguk-usulu,Vichyssoise,corbalar,CORBA,fr,0,Pırasa 2 adet | Patates 2 adet | Krema 0.5 su bardağı | Su 4 su bardağı | Tereyağı 15 gr,1. Pırasayı tereyağında 4 dakika çevirin. || 2. Patates ve suyla 20 dakika pişirin. || 3. Çorbayı blenderdan geçirip soğutun.,Çorbayı tamamen soğuttuktan sonra servis etmek tadı dengeler.,"Küçük bir kase yoğurt, yanında maydanoz yaprakları ve bir limon dilimiyle sunun."
vietnam-buzlu-kahvesi,Vietnam Buzlu Kahvesi,kahve-sicak-icecekler,ICECEK,vn,0,Öğütülmüş kahve 4 yemek kaşığı | Yoğunlaştırılmış süt 4 yemek kaşığı | Sıcak su 250 ml | Buz 2 su bardağı,1. Kahveyi sıcak suyla 5 dakika demleyin. || 2. Bardaklara yoğunlaştırılmış süt koyun ve kahveyi üzerine ekleyin. || 3. Buz ekleyip karıştırarak servis edin.,Kahveyi koyu demleyin; buz eridiğinde lezzet seyrelmez.,Uzun bardakta bol buzla servis edin.
vietnam-yumurta-kahvesi,Vietnam Yumurta Kahvesi,kahve-sicak-icecekler,ICECEK,vn,0,Sert kahve 160 ml | Yumurta sarısı 2 adet | Yoğun süt 3 yemek kaşığı | Şeker 1 tatlı kaşığı,"1. Kahveyi demleyip iki fincana paylaştırın. || 2. Yumurta sarısı, yoğun süt ve şekeri 4 dakika çırpın. || 3. Yumurta kremasını kahvenin üzerine kaşıkla yerleştirin.",Yumurta kremasını 4 dakika çırpın; rengi açılıp kaşıktan şerit halinde akar.,Küçük fincanda sıcak servis edin.
vinagrete-brezilya-mangal-usulu,Vinagrete,salatalar,SALATA,br,0,Domates 3 adet | Soğan 1 adet | Maydanoz 0.25 demet | Sirke 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Sebzeleri küçük doğrayın. || 2. Sirke ve yağla karıştırın. || 3. Salatayı 10 dakika dinlendirip servis edin.,Domatesin çekirdeğinin yarısını almak salatayı daha az sulu tutar.,"Soğuk servis için 10 dakika buzdolabında dinlendirin, yanına lavaş ekmek koyun."
vinegret-herringli-rus-usulu,Herringli Vinegret Salatası,salatalar,SALATA,ru,0,Pancar 2 adet | Patates 2 adet | Ringa fileto 150 gr | Salatalık turşusu 2 adet | Zeytinyağı 1 yemek kaşığı,1. Pancar ve patatesi haşlayıp küp doğrayın. || 2. Ringayı ve turşuyu doğrayın. || 3. Hepsini yağla karıştırıp servis edin.,Pancarı ayrı doğramak diğer malzemeyi boyamaz.,Kenara iri kıyılmış ceviz içi ve nar taneleri ekleyerek kış salatası sunumu hazırlayın.
