slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
sivas-hingel,YEMEK,3,5,10,Sivas Hingel,"[{""stepNumber"":1,""instruction"":""Un, yumurta ve suyla sert hamur yoğurun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patatesli içle üçgen mantılar kapatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Hingelleri kaynar suda 12 dakika haşlayın."",""timerSeconds"":720}]"
sivas-hingeli,YEMEK,3,5,10,Sivas Hıngeli,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup kısa dinlendirin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patatesli iç hazırlayıp hıngelleri kapatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Hıngeli 10 dakika haşlayıp tereyağıyla servis edin."",""timerSeconds"":600}]"
sivas-kusburnulu-bulgur-pilavi,YEMEK,4,5,10,Sivas Kuşburnulu Bulgur Pilavı,"[{""stepNumber"":1,""instruction"":""Soğanı zeytinyağında 5 dakika yumuşayana kadar kavurun."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Bulguru ekleyip 2 dakika tencerede çevirin."",""timerSeconds"":120},{""stepNumber"":3,""instruction"":""Kuşburnu marmeladı ve sıcak suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Kısık ateşte 15 dakika pişirip nane ile dinlendirin."",""timerSeconds"":900}]"
siveydiz,YEMEK,3,5,10,Şiveydiz,"[{""stepNumber"":1,""instruction"":""Eti 20 dakika suyla pişirmeye başlayın."",""timerSeconds"":1200},{""stepNumber"":2,""instruction"":""Arpacık soğan ve taze sarımsağı ekleyip yumuşatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Yoğurt ve yumurtayı çırpıp yemeğe alıştırarak ekleyin ve nane ile tamamlayın."",""timerSeconds"":null}]"
siyah-fasulyeli-pilav-bowl-kuba-usulu,YEMEK,3,5,10,Siyah Fasulyeli Pilav Bowl,"[{""stepNumber"":1,""instruction"":""Soğanı 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Pirinci ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Fasulyeyle 12 dakika pişirin."",""timerSeconds"":720}]"
siyah-fasulyeli-pirinc-tava-kuba-usulu,YEMEK,3,5,10,Siyah Fasulyeli Pirinç Tava,"[{""stepNumber"":1,""instruction"":""Soğan ve biberi tencerede 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Pirinci ekleyip 2 dakika kavurun."",""timerSeconds"":120},{""stepNumber"":3,""instruction"":""Fasulye ve suyu katıp kapağı kapalı şekilde 14 dakika pişirin."",""timerSeconds"":840}]"
smetanali-mantarli-arpa-tavasi-rus-usulu,YEMEK,3,5,10,Smetanalı Mantarlı Arpa Tavası,"[{""stepNumber"":1,""instruction"":""Soğan ve mantarı 6 dakika çevirin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Arpa ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Smetana ile 14 dakika pişirin."",""timerSeconds"":840}]"
smorgastarta,YEMEK,3,5,10,Smörgåstårta,"[{""stepNumber"":1,""instruction"":""Ekmeklerin kenarlarını kesip ilk katı dizin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Krem peynir ve somonla katları tamamlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pastayı salatalık ve dereotuyla kaplayın."",""timerSeconds"":null}]"
sogan-kebabi,YEMEK,3,5,10,Soğan Kebabı,"[{""stepNumber"":1,""instruction"":""Kıymayı tuzla yoğurup küçük köfteler hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Soğan katmanlarının arasına köfteleri yerleştirip tepsiye dizin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nar ekşisini gezdirip yemeği 200°C fırında 30 dakika pişirin ve maydanozla servis edin."",""timerSeconds"":1800}]"
sogan-kebabi-tepsi-kilis-usulu,YEMEK,3,5,10,Soğan Kebabı Tepsi,"[{""stepNumber"":1,""instruction"":""Kıymayı baharatlarla yoğurup köfte yapın."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Soğanlarla birlikte tepsiye dizin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tepsiyi 32 dakika fırınlayın."",""timerSeconds"":1920}]"
soganli-fasulye-tursu-kavurmasi-giresun-usulu,YEMEK,3,5,10,Giresun Soğanlı Fasulye Turşu Kavurması,"[{""stepNumber"":1,""instruction"":""Soğanı ince doğrayıp 4 dakika yağda çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Turşuyu ekleyip 5 dakika kavurun."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Pul biber serpip sıcak servis edin."",""timerSeconds"":null}]"
somonlu-arpa-sehriye-tava-isvec-usulu,YEMEK,3,5,10,Somonlu Arpa Şehriye Tava,"[{""stepNumber"":1,""instruction"":""Şehriyeyi 2 dakika çevirin."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Su ile pişirmeye başlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Somonla birlikte 10 dakika pişirin."",""timerSeconds"":600}]"
