slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
tereyagli-bezelye-ezmesi,Tereyağlı Bezelye Ezmesi,"Bezelye, tereyağı ve limonla ezildiğinde sandviçlere de mezelere de uyacak açık renkli bir sürmelik olur.",APERATIF,se,EASY,8,5,13,4,120,Bezelye 300 gr | Tereyağı 20 gr | Limon suyu 1 yemek kaşığı | Nane 6 yaprak,4,1. Bezelyeyi 4 dakika haşlayın. || 2. Tereyağı ve limonla blenderdan geçirin. || 3. Nane ekleyip servis tabağına alın.,3,SUT,"vejetaryen,30-dakika-alti",Bezelyeyi fazla pişirmeyin; canlı rengi ve taze tadı kaybolur.,Çavdar ekmeği üstüne sürerek servis edin.,Buttered Pea Mash,"A bright pea mash blended with butter, lemon, and mint, soft enough to spread on bread and fresh enough for a spring table.",,,0,0,Erbsenpüree mit Butter,"Ein helles Erbsenpüree mit Butter, Zitrone und Minze, streichzart auf Brot und frisch genug für den Frühlingstisch.",,,0,0
kuru-domatesli-beyaz-fasulye-dip,Kuru Domatesli Beyaz Fasulye Dip,"Beyaz fasulye ve kuru domatesle hazırlanan bu dip, humustan farklı ama aynı kadar sürülebilir ve tok bir tabak sunar.",SOS,me,EASY,10,0,10,6,105,Haşlanmış beyaz fasulye 300 gr | Kuru domates 70 gr | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,4,1. Fasulye ve kuru domatesi robota alın. || 2. Limon suyu ve zeytinyağı ekleyip çekin. || 3. Kıvamını ayarlayıp soğuk servis edin.,3,,"vegan,30-dakika-alti,vejetaryen",Kuru domates çok tuzluysa kısa süre suda bekletip kullanın; dip dengelenir.,Lavaş cipsi veya çiğ sebzelerle servis edin.,Sun-Dried Tomato White Bean Dip,"A smooth dip of white beans and sun-dried tomatoes, blended with lemon and olive oil for a spreadable meze with plenty of body.",,,0,0,Weiße-Bohnen-Dip mit getrockneten Tomaten,"Ein cremiger Dip aus weißen Bohnen und getrockneten Tomaten, mit Zitrone und Olivenöl fein gemixt zu einem streichfähigen Meze.",,,0,0
peynirli-mantar-dolmasi,Peynirli Mantar Dolması,Büyük mantarların içi peynirli harçla dolunca kısa sürede zarif ama zahmetsiz bir fırın aperatifi çıkar.,APERATIF,fr,EASY,15,18,33,4,170,Büyük mantar 12 adet | Krem peynir 120 gr | Parmesan 40 gr | Sarımsak 1 diş,4,1. Mantarların içini çıkarın. || 2. Peynirli harçla doldurun. || 3. 200°C fırında 18 dakika pişirin.,3,SUT,"misafir-sofrasi,vejetaryen",Mantarların içini oyarken kenarları inceltmeyin; fırında su salarken formu korur.,Üzerine taze kekik serperek sıcak servis edin.,Cheese-Stuffed Mushrooms,"Large mushrooms filled with cream cheese, Parmesan, and garlic, baked into an elegant but low-effort appetizer.",,,0,0,Mit Käse gefüllte Pilze,"Große Pilze mit Frischkäse, Parmesan und Knoblauch gefüllt, zu einem eleganten und dennoch unkomplizierten Aperitif gebacken.",,,0,0
firin-tarcinli-armut,Fırın Tarçınlı Armut,Armutlar fırında bal ve tarçınla yumuşayınca ağırlaşmadan tatlı ihtiyacını karşılayan sade bir kapanış olur.,TATLI,tr,EASY,8,25,33,4,140,Armut 4 adet | Bal 3 yemek kaşığı | Tereyağı 20 gr | Tarçın 0.5 çay kaşığı,4,"1. Armutları ortadan ikiye kesip fırın kabına yerleştirin. || 2. Üzerine bal, tereyağı ve tarçın ekleyin. || 3. 190°C fırında 25 dakika pişirin.",3,SUT,"dusuk-kalorili,misafir-sofrasi,vejetaryen",Armutları çok olgun seçmeyin; fırında dağılmadan form tutmaları güzel olur.,Yanına bir kaşık kaymakla ılık servis edin.,Baked Cinnamon Pears,"A simple dessert that roasts pears with honey, butter, and cinnamon until soft, fragrant, and just sweet enough for a light finish.",,,0,0,Gebackene Zimt-Birnen,"Ein einfaches Dessert, bei dem man Birnen mit Honig, Butter und Zimt weich und duftend roëstet und leicht suess serviert.",,,0,0
koz-patlicanli-humus,Köz Patlıcanlı Humus,"Humusa eklenen köz patlıcan, nohut ezmesine dumanlı ve daha uzun bir tat derinliği kazandırır.",APERATIF,me,EASY,15,20,35,6,165,Haşlanmış nohut 350 gr | Közlenmiş patlıcan 250 gr | Tahin 2 yemek kaşığı | Limon suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,5,"1. Nohut, patlıcan, tahin ve limon suyunu robota alın. || 2. Pürüzsüz kıvam için çekin. || 3. Servis tabağına alıp zeytinyağı gezdirin.",3,SUSAM,"vegan,misafir-sofrasi,vejetaryen",Patlıcanı süzgeçte 10 dakika bekletin; fazla su humusun kıvamını gevşetir.,Üzerine zeytinyağı ve sumak serpip lavaşla servis edin.,Smoky Eggplant Hummus,"A Levantine-style hummus enriched with roasted eggplant, blending chickpeas and tahini into a smoky dip with a longer, deeper finish.",,,0,0,Hummus mit gerösteter Aubergine,"Ein Hummus im levantinischen Stil mit gerösteter Aubergine, bei dem Kichererbsen und Tahin zu einem rauchigen Dip mit tieferem Nachhall gemixt werden.",,,0,0
citir-nori-cipsi,Çıtır Nori Cipsi,"Nori yaprakları kısa sürede fırınlanınca hafif, tuzlu ve alışılmış cipslerden farklı bir atıştırmalık verir.",ATISTIRMALIK,jp,EASY,5,8,13,3,60,Nori yaprağı 6 adet | Susam yağı 1 yemek kaşığı | Susam 1 tatlı kaşığı | Tuz 1 çimdik,4,1. Nori yapraklarını küçük parçalara kesin. || 2. Üzerine hafif yağ sürüp susam serpin. || 3. 180°C fırında 6-8 dakika pişirin.,3,SUSAM,"vegan,30-dakika-alti,vejetaryen",Nori çok hızlı koyulaşır; fırından çıktığı anda daha da çıtırlaşacağını unutmayın.,Susam serperek sıcak değil ılık servis edin.,Crispy Nori Chips,"Japanese-style nori sheets brushed with sesame oil and baked until light and crisp, then finished with sesame for a salty, savory snack.",,,0,0,Knusprige Nori-Chips,"Im japanischen Stil backt man Nori-Blaetter mit Sesamoel knusprig aus und vollendet sie mit Sesam zu einem leichten, salzigen Snack.",,,0,0
salep,Salep,"Kış akşamlarında sütle koyulaşan salep, tarçınla birlikte mahalle pastanelerinin klasik sıcak içeceğine dönüşür.",ICECEK,tr,EASY,5,10,15,2,190,Süt 500 ml | Salep 2 tatlı kaşığı | Şeker 2 yemek kaşığı | Tarçın 1 çimdik,4,1. Salepi birkaç kaşık soğuk sütle pürüzsüz olana kadar karıştırın. || 2. Kalan süt ve şekeri tencereye alıp orta ateşte karıştırarak 8 dakika pişirin. || 3. Koyulaşınca bardaklara paylaştırıp tarçın serpin.,3,SUT,"vejetaryen,kis-tarifi,30-dakika-alti",Salepi önce birkaç kaşık soğuk sütle açarsanız tencerede topaklanmadan koyulaşır.,Üzerine tarçın serpip ince belli bardakta sıcak servis edin.,Salep,"A neighborhood-patisserie winter classic, salep thickens milk into a warm cup that carries cinnamon beautifully.",,,0,0,Salep,"Ein Winterklassiker aus der Konditorei um die Ecke, bei dem Salep Milch zu einer warmen, zimtfreundlichen Tasse bindet.",,,0,0
gul-serbeti,Gül Şerbeti,"Osmanlı mutfak defterlerinden bugüne gelen gül şerbeti, hafif çiçek aroması ve serinletici yapısıyla yaz sofralarına yakışır.",ICECEK,tr,EASY,10,10,20,6,95,Su 1.5 litre | Şeker 1.5 su bardağı | Gül suyu 4 yemek kaşığı | Limon suyu 2 yemek kaşığı,4,1. Su ve şekeri tencerede 8 dakika kaynatın. || 2. Tencereyi ocaktan alıp gül suyu ve limon suyunu ekleyin. || 3. Şerbeti tamamen soğutup buzla servis edin.,3,,"vegan,yaz-tarifi,alkolsuz,vejetaryen","Gül suyunu kaynayan şerbete değil, ocaktan alınmış karışıma eklerseniz aroması daha temiz kalır.",Bol buz ve birkaç gül yaprağıyla sürahide servis edin.,Rose Sherbet,"An Ottoman-style summer drink that mixes rose water, lemon, sugar, and cold water into a floral, refreshing pitcher.",,,0,0,Rosensherbet,"Ein Sommergetraenk im osmanischen Stil, bei dem man Rosenwasser, Zitrone, Zucker und Wasser zu einem floralen Krug mischt.",,,0,0
borulce-eksilemesi,Börülce Ekşilemesi,"Ege'de taze börülce, soğan ve domatesle kısa sulu pişirilir; sonunda gelen limon yemeğe ferah bir ekşilik verir.",YEMEK,tr,EASY,15,35,50,4,260,Taze börülce 600 gr | Soğan 1 adet | Domates 2 adet | Zeytinyağı 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Tuz 1 çay kaşığı,6,"1. Soğanı zeytinyağında 4 dakika çevirin, doğranmış domatesi ekleyin. || 2. Börülceyi ve 1 su bardağı sıcak suyu tencereye alıp 30 dakika pişirin. || 3. Tuzunu ayarlayıp limon suyunu ekleyin ve 5 dakika dinlendirerek servis edin.",3,,"vejetaryen,butce-dostu,vegan",Börülceyi diri kalacak noktada bırakın; limon suyunu en sonda eklemek tanelerin dağılmasını önler.,Yanına sarımsaklı yoğurt ve kızarmış ekmek koyarak servis edin.,Börülce Ekşilemesi,"An Aegean-style green bean dish that cooks fresh black-eyed peas with onion and tomato, then wakes them up with lemon at the end.",,,0,0,Börülce Ekşilemesi,"Ein Gericht nach Ägäis-Art, bei dem man frische Augenbohnen mit Zwiebel und Tomate kocht und am Ende mit Zitrone frisch ausbalanciert.",,,0,0
cilekli-kefir-smoothie,Çilekli Kefir Smoothie,"Kefir ve çileğin birleştiği bu serin içecek, kahvaltı arası için hafif ve canlı bir meyve tadı taşır.",ICECEK,tr,EASY,5,0,5,2,185,Kefir 400 ml | Çilek 250 gr | Bal 1 yemek kaşığı | Muz 1 adet,4,"1. Çileklerin saplarını ayıklayıp muzu iri parçalara bölün. || 2. Kefir, çilek, bal ve muzu blenderda 1 dakika çekin. || 3. Karışımı bekletmeden bardaklara paylaştırın.",3,SUT,"vejetaryen,pratik,yaz-tarifi",Çileği dondurulmuş kullanırsanız buz eklemeden daha yoğun bir kıvam elde edersiniz.,Soğuk bardağa doldurup üstüne birkaç dilim çilek yerleştirin.,Strawberry Kefir Smoothie,"A cool smoothie that blends strawberries with kefir, banana, and a touch of honey, lightly tangy, creamy, and bright for breakfast.",,,0,0,Erdbeer-Kefir-Smoothie,"Ein kühler Smoothie, bei dem man Erdbeeren mit Kefir, Banane und etwas Honig mixt, leicht säuerlich, cremig und ideal zum Frühstück.",,,0,0
