slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
thit-kho,YEMEK,3,5,10,Thit Kho,"[{""stepNumber"":1,""instruction"":""Şekeri tencerede amber renk alana kadar eritin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Eti ve soya sosunu ekleyip 50 dakika pişirin."",""timerSeconds"":3000},{""stepNumber"":3,""instruction"":""Yumurtaları ekleyip 20 dakika daha pişirin."",""timerSeconds"":1200}]"
tirit,YEMEK,4,5,10,Tirit,"[{""stepNumber"":1,""instruction"":""Eti 90 dakika haşlayıp didikleyin."",""timerSeconds"":5400},{""stepNumber"":2,""instruction"":""Ekmeği küp doğrayıp servis tabağına alın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ekmeği sıcak et suyuyla ıslatın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Et, yoğurt ve tereyağlı biberle servis edin."",""timerSeconds"":null}]"
tiritli-tavuk-kapama-samsun-usulu,YEMEK,3,5,10,Samsun Tiritli Tavuk Kapama,"[{""stepNumber"":1,""instruction"":""Tavuğu soğan ve tuzla birlikte 25 dakika haşlayın."",""timerSeconds"":1500},{""stepNumber"":2,""instruction"":""Pideyi parçalayıp bir servis tabağına yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pideyi suyuyla ıslatıp üstüne didiklenmiş tavuğu koyarak servis edin."",""timerSeconds"":null}]"
tofulu-kabak-noodle,YEMEK,3,5,10,Tofulu Kabak Noodle,"[{""stepNumber"":1,""instruction"":""Kabağı ince şeritler halinde hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tofuyu tavada 6 dakika renk alana kadar pişirin."",""timerSeconds"":360},{""stepNumber"":3,""instruction"":""Kabağı ve soya sosunu ekleyip 3 dakika çevirin ve susamla servis edin."",""timerSeconds"":180}]"
tokat-kebabi,YEMEK,3,5,10,Tokat Kebabı,"[{""stepNumber"":1,""instruction"":""Et ve sebzeleri şişlere sırayla dizin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""200°C fırında 55 dakika pişirin."",""timerSeconds"":3300},{""stepNumber"":3,""instruction"":""Tırnak pide üzerinde servis edin."",""timerSeconds"":null}]"
tokat-yapragi-dolmasi,YEMEK,3,5,10,Tokat Yaprağı Dolması,"[{""stepNumber"":1,""instruction"":""Yaprakları 3 dakika sıcak suda bekletin."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Pirinç ve kıymayla iç hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Dolmaları 55 dakika kısık ateşte pişirin."",""timerSeconds"":3300}]"
tonkatsu,YEMEK,3,5,10,Tonkatsu,"[{""stepNumber"":1,""instruction"":""Etleri inceltip un, yumurta ve pankoya bulayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""170°C yağda 10-12 dakika kızartın."",""timerSeconds"":720},{""stepNumber"":3,""instruction"":""Dilimleyip sosla servis edin."",""timerSeconds"":null}]"
tottori-curry,YEMEK,3,5,10,Tottori Curry,"[{""stepNumber"":1,""instruction"":""Tavuk ve sebzeleri 10 dakika kavurun."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Su ekleyip 20 dakika pişirin."",""timerSeconds"":1200},{""stepNumber"":3,""instruction"":""Köri bloğunu ekleyip 5 dakika karıştırın."",""timerSeconds"":300}]"
trabzon-hurmali-misir-ekmegi,YEMEK,4,5,10,Trabzon Hurmalı Mısır Ekmeği,"[{""stepNumber"":1,""instruction"":""Hurmaları küçük doğrayıp mısır unu ve kabartma tozuyla karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yoğurt ve yumurtayı ekleyip yoğun bir hamur hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Hamuru yağlı kalıba yayıp üzerini düzeltin."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""180°C fırında 28-32 dakika kızarana kadar pişirin."",""timerSeconds"":1800}]"
turlu,YEMEK,3,5,10,Türlü,"[{""stepNumber"":1,""instruction"":""Soğanı zeytinyağında 4 dakika kavurun."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Doğranmış sebzeleri ve domatesi tencereye ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tuz ve 1 su bardağı sıcak su ekleyip kısık ateşte 35-40 dakika pişirin."",""timerSeconds"":2400}]"
