slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
tarhanali-mercimek-corbasi-usak-usulu,CORBA,3,5,10,Uşak Tarhanalı Mercimek Çorbası,"[{""stepNumber"":1,""instruction"":""Mercimeği suyla birlikte kaynatın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tarhanayı az suyla açıp tencereye ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 20 dakika pişirip tereyağıyla tamamlayın."",""timerSeconds"":1200}]"
tarhanali-nohut-corbasi-kahramanmaras-usulu,CORBA,3,5,10,Tarhanalı Nohut Çorbası,"[{""stepNumber"":1,""instruction"":""Tarhanayı suyla açın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Nohutla birlikte kaynatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Naneli yağı üstüne gezdirin."",""timerSeconds"":180}]"
tarhanali-yesil-mercimek-corbasi-ankara-usulu,CORBA,3,5,10,Tarhanalı Yeşil Mercimek Çorbası,"[{""stepNumber"":1,""instruction"":""Mercimeği 12 dakika haşlayın."",""timerSeconds"":720},{""stepNumber"":2,""instruction"":""Tarhanayı suyla açın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Birleştirip 10 dakika pişirin."",""timerSeconds"":600}]"
tavuk-pho-hizli-tencere-vietnam-usulu,CORBA,3,5,10,Tavuk Pho Hızlı Tencere,"[{""stepNumber"":1,""instruction"":""Tavuk suyunu zencefille kaynatın."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Tavuğu ve erişteyi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Otlarla birlikte 10 dakika pişirin."",""timerSeconds"":600}]"
tavuk-suyu-corbasi,CORBA,3,5,10,Tavuk Suyu Çorbası,"[{""stepNumber"":1,""instruction"":""Tavuk butları haşlayıp didikleyin."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Tavuk suyunda şehriyeyi 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Terbiye ve tavuk etini ekleyip 5 dakika kaynatın."",""timerSeconds"":300}]"
tejfolos-biber-corbasi-macar-usulu,CORBA,3,5,10,Macar Tejfölös Biber Çorbası,"[{""stepNumber"":1,""instruction"":""Soğan ve biberi 5 dakika soteleyin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Su ve paprika ekleyip 15 dakika pişirin."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Çorbayı çekip ekşi kremayla tamamlayarak servis edin."",""timerSeconds"":null}]"
terbiyeli-nohut-corbasi-antalya-usulu,CORBA,3,5,10,Antalya Terbiyeli Nohut Çorbası,"[{""stepNumber"":1,""instruction"":""Nohudu 1 litre suyla 10 dakika kaynatın."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Yumurta sarısı, limon ve unu çırpın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Terbiyeyi tencereye ekleyip 3 dakika ısıtarak servis edin."",""timerSeconds"":180}]"
terbiyeli-nohut-corbasi-burdur-usulu,CORBA,3,5,10,Terbiyeli Nohut Çorbası,"[{""stepNumber"":1,""instruction"":""Nohudu kaynatın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Terbiyeyi hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 6 dakika daha pişirin."",""timerSeconds"":360}]"
tom-kha-gai,CORBA,3,5,10,Tom Kha Gai,"[{""stepNumber"":1,""instruction"":""Kokos içeceği, 400 ml su, galangal ve limon otunu 8 dakika kaynatın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""İnce doğranmış tavuğu ekleyip 10 dakika pişirin."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Lime suyu ve tuzla dengeleyip sıcak servis edin."",""timerSeconds"":null}]"
tom-yum,CORBA,4,5,10,Tom Yum,"[{""stepNumber"":1,""instruction"":""Limon otu ve lime yaprağını suda 10 dakika kaynatın."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Mantar ve balık sosunu ekleyip 6 dakika pişirin."",""timerSeconds"":360},{""stepNumber"":3,""instruction"":""Karidesi ekleyip 4 dakika pişirin."",""timerSeconds"":240},{""stepNumber"":4,""instruction"":""Lime suyunu ekleyip servis edin."",""timerSeconds"":null}]"
tomato-rasam-hint-usulu,CORBA,3,5,10,Tomato Rasam,"[{""stepNumber"":1,""instruction"":""Baharatları kısa süre yağda açın."",""timerSeconds"":60},{""stepNumber"":2,""instruction"":""Domates ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 12 dakika kaynatıp servis edin."",""timerSeconds"":720}]"
toyga-asi-corbasi-yozgat-usulu,CORBA,3,5,10,Toyga Aşı Çorbası,"[{""stepNumber"":1,""instruction"":""Dövmeyi yumuşayana kadar pişirin."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Yoğurtlu terbiyeyi hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nohutla birleştirip 8 dakika daha pişirin."",""timerSeconds"":480}]"
toyga-corbasi,CORBA,3,5,10,Toyga Çorbası,"[{""stepNumber"":1,""instruction"":""Buğdayı 40 dakika haşlayın."",""timerSeconds"":2400},{""stepNumber"":2,""instruction"":""Yoğurt, yumurta ve unu çırpıp sıcak sudan ekleyerek ılıtın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nohut ve terbiyeyi tencereye ekleyip 10 dakika pişirin."",""timerSeconds"":600}]"
toyga-corbasi-anadolu-usulu,CORBA,3,5,10,Toyga Çorbası,"[{""stepNumber"":1,""instruction"":""Dövmeyi yumuşayana kadar 25 dakika pişirin."",""timerSeconds"":1500},{""stepNumber"":2,""instruction"":""Yoğurt ve yumurtayı çırpıp nohutla birlikte tencereye ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 8 dakika daha pişirip naneli tereyağıyla tamamlayın."",""timerSeconds"":480}]"
trabzon-misir-corbasi,CORBA,3,5,10,Trabzon Mısır Çorbası,"[{""stepNumber"":1,""instruction"":""Soğanı tereyağında 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Kuru fasulye ve 1 litre sıcak su ekleyip 20 dakika kaynatın."",""timerSeconds"":1200},{""stepNumber"":3,""instruction"":""Mısır ve tuzu ekleyip çorbayı 8 dakika daha pişirin."",""timerSeconds"":480}]"
