slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
summer-pudding,Summer Pudding,TATLI,tatlilar,gb,4,3,few-steps,Sandviç ekmeği 10 dilim | Çilek 200 gr | Böğürtlen 150 gr | Ahududu 150 gr | Toz şeker 0.5 su bardağı | Krema 100 ml,1. Meyveleri şekerle 5 dakika kısık ateşte pişirin. || 2. Kalıbı ekmekle kaplayıp meyveli karışımı içine doldurun. || 3. Tatlıyı bastırarak buzdolabında 4 saat dinlendirin. || 4. Summer puddingi krema ile soğuk servis edin.
nar-eksili-sehriye-pilavi-mardin-usulu,Mardin Nar Ekşili Şehriye Pilavı,YEMEK,makarna-pilav,tr,5,3,no-time,Arpa şehriye 1.5 su bardağı | Kuru soğan 1 adet | Nar ekşisi 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Tuz 0.75 çay kaşığı,"1. Soğanı yağda 3 dakika çevirin. || 2. Arpa şehriyeyi ekleyip hafif renk alana kadar kavurun. || 3. Sıcak su, nar ekşisi ve tuzu katıp kapağı kapatın. || 4. Pilavı 10-12 dakika pişirin ve suyunu çektirin. || 5. Pilavı dinlendirip sıcak olarak servis edin."
pastirmali-arpa-pilavi-kayseri-usulu,Pastırmalı Arpa Pilavı,YEMEK,makarna-pilav,tr,5,3,no-time,Arpa şehriye 2 su bardağı | Pastırma 120 gr | Tereyağı 25 gr | Su 4 su bardağı,1. Tereyağını tencerede eritip arpa şehriyeyi renk alıncaya kadar kavurun. || 2. Kaynar suyu ekleyin ve kapağı kapalı olarak 10-12 dakika pişirin. || 3. Pastırmayı küçük parçalara ayırıp ayrı tavada 1 dakika çevirin. || 4. Pilav suyunu çekince pastırmayı karıştırın ve 2 dakika daha ocakta tutun. || 5. Tencereyi ocaktan alıp 5 dakika dinlendirdikten sonra servis edin.
hardaliyeli-tavuk-kapama-kirklareli-usulu,Kırklareli Hardaliyeli Tavuk Kapama,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Tavuk but 600 gr | Pirinç 1 su bardağı | Hardaliye 1 su bardağı | Su 1.5 su bardağı | Kuru soğan 1 adet,1. Soğan ve tavuğu tencerede 8 dakika çevirin. || 2. Pirinci ekleyip 2 dakika karıştırın. || 3. Hardaliye ve suyu ekleyip yemeği 20 dakika pişirin.
vasterbotten-payi,Västerbotten Payı,YEMEK,hamur-isleri,se,3,3,few-steps,Un 220 gr | Tereyağı 100 gr | Yumurta 3 adet | Krema 200 ml | Västerbotten peyniri 200 gr,"1. Un ve tereyağıyla pay tabanı hazırlayıp kalıba bastırın. || 2. Yumurta, krema ve rendelenmiş peyniri iç harç için çırpın. || 3. Harçlı payı 190°C fırında 28 dakika pişirin."
placki-ziemniaczane,Placki Ziemniaczane,ATISTIRMALIK,atistirmaliklar,pl,4,3,few-steps,Patates 4 adet | Un 2 yemek kaşığı | Yumurta 1 adet | Soğan 0.5 adet | Ayçiçek yağı 0.5 su bardağı | Ekşi krema 4 yemek kaşığı,1. Patates ve soğanı rendeleyip suyunu hafifçe sıkın. || 2. Un ve yumurtayı ekleyip karıştırın. || 3. Karışımı ayçiçek yağında iki yüzü kızarana kadar pişirin. || 4. Placki ziemniaczane'yi ekşi krema ile servis edin.
tatar-boregi-eskisehir-usulu,Tatar Böreği,YEMEK,hamur-isleri,tr,4,3,few-steps,Un 400 gr | Su 200 ml | Yoğurt 250 gr | Sarımsak 2 diş | Tereyağı 30 gr | Nane 1 tatlı kaşığı | Tuz 1 çay kaşığı,1. Un ve suyla hamur yoğurup ince açın. || 2. Hamuru küçük kareler kesip tuzlu suda haşlayın. || 3. Yoğurt ve sarımsağı karıştırıp hamurun üstüne dökün. || 4. Tereyağı ve naneyi kızdırıp Tatar böreğinin üstüne gezdirin.
mercimekli-hingel-kars-usulu,Kars Mercimekli Hıngel,YEMEK,hamur-isleri,tr,3,3,few-steps,Un 3.5 su bardağı | Su 1 su bardağı | Yeşil mercimek 1 su bardağı | Kuru soğan 1 adet | Yoğurt 1 su bardağı,"1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Mercimek ve soğanla iç harcı hazırlayın. || 3. Hamuru kesip iç doldurun, hıngelleri haşlayın ve yoğurtla servis edin."
lalanga-trakya-usulu,Lalanga,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Un 200 gr | Yoğurt 150 gr | Yumurta 2 adet | Tereyağı 20 gr | Tuz 0.5 çay kaşığı,"1. Un, yoğurt, yumurta ve tuzu pürüzsüz olana kadar çırpın. || 2. Hamuru 5 dakika dinlendirin. || 3. Tereyağlı tavada ince parçalar halinde toplam 8 dakika pişirin."
paluze-kilis-usulu,Paluze,TATLI,tatlilar,tr,4,3,few-steps,Üzüm pekmezi 1 su bardağı | Nişasta 4 yemek kaşığı | Su 3 su bardağı,1. Nişastayı 1 su bardağı suyla açın. || 2. Pekmez ve kalan suyu tencerede ısıtın. || 3. Nişastalı karışımı ekleyip paluzeyi koyulaşana kadar pişirin. || 4. Tatlıyı kaselere paylaştırıp soğutarak servis edin.
pierogi-ruskie,Pierogi Ruskie,YEMEK,hamur-isleri,pl,5,3,no-time,Un 350 gr | Su 180 ml | Patates 3 adet | Lor peyniri 200 gr | Soğan 1 adet | Tereyağı 25 gr,"1. Un ve suyla hamur yoğurup üzerini kapatın, 20 dakika dinlendirin. || 2. Patatesi haşlayıp lor peyniri ve sotelenmiş soğanla iç hazırlayın. || 3. Hamuru açıp içi koyarak yarım ay biçiminde kapatın. || 4. Pierogileri kaynar suda yüzeye çıkana kadar 4-5 dakika haşlayın. || 5. Pierogileri tereyağıyla sıcak halde servis edin."
misir-yarmali-balik-corbasi-sinop-usulu,Sinop Mısır Yarmalı Balık Çorbası,CORBA,corbalar,tr,3,3,few-steps,Beyaz etli balık fileto 350 gr | Mısır yarması 0.5 su bardağı | Kuru soğan 1 adet | Zeytinyağı 1 yemek kaşığı | Limon 1 adet,"1. Soğanı zeytinyağında 3 dakika çevirin. || 2. Mısır yarması ve 1 litre su ekleyip çorbayı 18 dakika pişirin. || 3. Balığı ekleyip 6 dakika daha pişirin, limonla servis edin."
terbiyeli-nohut-corbasi-antalya-usulu,Antalya Terbiyeli Nohut Çorbası,CORBA,corbalar,tr,3,3,few-steps,Haşlanmış nohut 2 su bardağı | Yumurta sarısı 1 adet | Limon suyu 2 yemek kaşığı | Un 1 yemek kaşığı | Nane 1 çay kaşığı,"1. Nohudu 1 litre suyla 10 dakika kaynatın. || 2. Yumurta sarısı, limon ve unu çırpın. || 3. Terbiyeyi tencereye ekleyip 3 dakika ısıtarak servis edin."
bramble,Bramble,KOKTEYL,kokteyller,us,3,3,few-steps,Cin 50 ml | Limon suyu 25 ml | Şeker şurubu 15 ml | Böğürtlen likörü 15 ml,"1. Cin, limon suyu ve şurubu buzla çalkalayın. || 2. Karışımı kırık buz dolu bardağa süzün. || 3. Böğürtlen likörünü üstten gezdirin."
chilaquiles,Chilaquiles,KAHVALTI,kahvaltiliklar,th,3,3,few-steps,Tortilla cipsi 250 gr | Salsa verde 300 ml | Yumurta 4 adet | Beyaz peynir 100 gr,1. Salsayı tavada ısıtın. || 2. Tortilla cipslerini salsaya ekleyip 3 dakika çevirin. || 3. Yumurta ve peynirle servis edin.
yuca-mojo-bites-kuba-usulu,Yuca Mojo Bites,ATISTIRMALIK,atistirmaliklar,cu,3,3,few-steps,Manyok 500 gr | Sarımsak 3 diş | Portakal suyu 0.5 su bardağı | Zeytinyağı 2 yemek kaşığı,1. Manyoku 15 dakika haşlayın. || 2. Sarımsak ve portakal suyuyla mojo hazırlayın. || 3. Manyoku tavada kısaca kızartıp mojoyla servis edin.
hardalli-kabak-mucveri-edirne-usulu,Edirne Hardallı Kabak Mücveri,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Kabak 3 adet | Un 3 yemek kaşığı | Yumurta 2 adet | Dijon hardal 1 tatlı kaşığı | Dereotu 0.25 demet,"1. Kabağı rendeleyip suyunu sıkın. || 2. Un, yumurta, hardal ve dereotunu ekleyip karıştırın. || 3. Harçtan kaşıkla alıp tavada iki yüzünü 10 dakika kızartın."
uzumlu-tahinli-un-helvasi-konya-usulu,Üzümlü Tahinli Un Helvası,TATLI,tatlilar,tr,5,3,no-time,Un 1.5 su bardağı | Tahin 0.5 su bardağı | Kuru üzüm 0.5 su bardağı | Şeker 0.5 su bardağı | Su 0.75 su bardağı,"1. Şeker ve suyu küçük tencerede 3 dakika kaynatıp şerbet hazırlayın. || 2. Unu tavada kısık ateşte kokusu çıkıp renk alıncaya kadar kavurun. || 3. Tahin ve kuru üzümü ekleyip 1 dakika karıştırın. || 4. Şerbeti ekleyin, helva toparlanana kadar 4-5 dakika çevirin. || 5. Ocaktan alıp 5 dakika dinlendirerek servis edin."
kayisili-irmik-pilavi-macaristan-usulu,Kayısılı İrmik Pilavı,YEMEK,makarna-pilav,hu,5,3,no-time,İrmik 1.5 su bardağı | Kuru kayısı 0.75 su bardağı | Tereyağı 25 gr | Su 2 su bardağı,1. Kuru kayısıları küçük doğrayıp 5 dakika ılık suda bekletin. || 2. Tereyağında irmiği açık kehribar ton alıncaya kadar kavurun. || 3. Suyu ve süzülen kayısıları ekleyip hızlıca karıştırın. || 4. Kapağı kapalı şekilde 8-10 dakika pişirin. || 5. Pilavı ocaktan alıp 5 dakika dinlendirerek servis edin.
dereotlu-somon-acik-sandvic-isvec-usulu,Dereotlu Somon Açık Sandviç,KAHVALTI,kahvaltiliklar,se,5,3,no-time,Çavdar ekmeği 4 dilim | Somon füme 150 gr | Krem peynir 0.5 su bardağı | Dereotu 0.25 demet,1. Çavdar ekmeği dilimlerini hafifçe kızartın. || 2. Krem peyniri ekmeklerin üstüne ince tabaka halinde sürün. || 3. Somon fümeyi ekmeklere kıvırarak yerleştirin. || 4. Dereotunu ince kıyıp sandviçlerin üstüne serpin. || 5. Açık sandviçleri bekletmeden servis edin.
tursulu-kavrulmus-lahana-rize-usulu,Rize Turşulu Kavrulmuş Lahana,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Beyaz lahana 500 gr | Fasulye turşusu 200 gr | Kuru soğan 1 adet | Zeytinyağı 2 yemek kaşığı,1. Lahanayı ince doğrayın ve soğanı piyazlık kesin. || 2. Soğanı yağda 4 dakika çevirip lahanayı ekleyin. || 3. Turşuyu katıp tavayı 8 dakika daha pişirerek servis edin.
peynirli-badem-corbasi-edirne-usulu,Edirne Peynirli Badem Çorbası,CORBA,corbalar,tr,3,3,few-steps,Süt 500 ml | Su 500 ml | Badem 0.5 su bardağı | Beyaz peynir 80 gr | Un 1 yemek kaşığı,"1. Bademi ince çekin. || 2. Süt, su, un ve bademi tencerede 12 dakika pişirin. || 3. Peyniri ekleyip bir taşım ısıtarak servis edin."
narenciyeli-levrek-sis-alanya-usulu,Narenciyeli Levrek Şiş,YEMEK,et-yemekleri,tr,5,3,no-time,Levrek fileto 600 gr | Portakal suyu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Levrek filetolarını iri küpler halinde kesip portakal, limon ve zeytinyağıyla harmanlayın. || 2. Balığı buzdolabında 20 dakika marine edin. || 3. Levrek parçalarını şişlere nazikçe geçirip fazla marineyi süzdürün. || 4. Izgarayı ya da fırını 220°C eşdeğer yüksek ısıya getirin. || 5. Şişleri 8-10 dakika pişirip yarısında çevirin, kurumadan alın."
otlu-cirpma-yumurtasi-izmir-usulu,İzmir Otlu Çırpma Yumurtası,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Yumurta 4 adet | Lor peyniri 80 gr | Dereotu 0.25 demet | Maydanoz 0.25 demet | Ekşi mayalı ekmek 2 dilim,1. Otları ince kıyın ve yumurtaları çırpın. || 2. Lor ve otları yumurtaya ekleyip tavaya alın. || 3. Karışımı 4 dakika karıştırarak pişirip ekmekle servis edin.
taratorlu-kabak-corbasi-mersin-usulu,Taratorlu Kabak Çorbası,CORBA,corbalar,tr,3,3,few-steps,Kabak 3 adet | Yoğurt 1 su bardağı | Ceviz 0.25 su bardağı | Sarımsak 1 diş | Su 4 su bardağı,1. Kabağı suda 10 dakika haşlayın. || 2. Taratoru hazırlayın. || 3. Çorbayı birleştirip 4 dakika ısıtın.
adana-yuksuk-corbasi,Adana Yüksük Çorbası,CORBA,corbalar,tr,5,3,no-time,Un 400 gr | Dana kıyma 250 gr | Haşlanmış nohut 1 su bardağı | Domates salçası 2 yemek kaşığı,1. Kıymalı küçük mantıları hazırlayıp unlanmış tepsiye dizin. || 2. Salçalı suyu kaynatıp nohutları tencereye ekleyin. || 3. Mantıları dikkatlice çorbaya bırakıp nazikçe karıştırın. || 4. Çorbayı 12-15 dakika pişirip mantıları yumuşatın. || 5. Çorbayı sıcak halde kaselere paylaştırın.
madimakli-yumurta-sivas-usulu,Sivas Madımaklı Yumurta,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Madımak otu 250 gr | Yumurta 3 adet | Tereyağı 20 gr | Tuz 0.5 çay kaşığı | Tandır ekmeği 3 dilim,1. Madımağı ayıklayıp iri doğrayın. || 2. Tereyağında madımağı 4 dakika çevirin. || 3. Yumurtaları kırıp 4 dakika daha pişirin.
sumakli-nohutlu-salata-mardin-usulu,Mardin Sumaklı Nohutlu Salata,SALATA,salatalar,tr,3,3,few-steps,Haşlanmış nohut 2 su bardağı | Kuru soğan 1 adet | Sumak 1 tatlı kaşığı | Maydanoz 0.25 demet | Zeytinyağı 1 yemek kaşığı,"1. Soğanı ince doğrayıp sumakla ovun. || 2. Nohut, maydanoz ve yağı ekleyip karıştırın. || 3. Salatayı 5 dakika dinlendirip servis edin."
biang-biang-mian,Biang Biang Mian,YEMEK,makarna-pilav,cn,3,3,few-steps,Un 500 gr | Su 260 ml | Soya sosu 3 yemek kaşığı | Acı pul biber 2 yemek kaşığı,1. Un ve suyla elastik hamur yoğurun. || 2. Hamuru 45 dakika dinlendirip geniş noodle çekin. || 3. Noodleı haşlayıp sos ve kızgın yağla karıştırın.
ahududulu-eton-kup-ingiltere-usulu,Ahududulu Eton Kup,TATLI,tatlilar,gb,5,3,no-time,Beze 120 gr | Krema 1 su bardağı | Ahududu 1.5 su bardağı | Pudra şekeri 1 yemek kaşığı,"1. Kremayı pudra şekeriyle birlikte yumuşak kıvam alana kadar çırpın. || 2. Bezenin yarısını iri kırıntılar halinde ufalayın. || 3. Kup bardaklara krema, ahududu ve beze kırıntılarını kat kat yerleştirin. || 4. Kalan ahududuları üst yüzeye paylaştırın. || 5. Kupu bekletmeden servis edin."
arabasi-corbasi-yozgat-usulu,Arabaşı Çorbası,CORBA,corbalar,tr,3,3,few-steps,Tavuk but 600 gr | Un 2 yemek kaşığı | Domates salçası 1 yemek kaşığı | Pul biber 1 tatlı kaşığı | Tuz 1 çay kaşığı | Un 1 su bardağı | Su 3 su bardağı,"1. Hamur için un ve suyu koyulaşana kadar pişirip tepsiye yayıp soğutun. || 2. Tavuğu haşlayın, lifleyin ve salça, un, pul biber ve tuzla çorbayı hazırlayın. || 3. Hamuru küp kesin ve çorbayı yanında servis edin."
limon-myrtle-avokado-toast-avustralya-usulu,Limon Myrtle Avokado Toast,KAHVALTI,kahvaltiliklar,au,5,3,no-time,Ekşi mayalı ekmek 4 dilim | Avokado 2 adet | Limon suyu 1 yemek kaşığı | Limon myrtle 0.25 çay kaşığı,"1. Ekşi mayalı ekmekleri kızartıp servis tabağına alın. || 2. Avokadoları çatalla ezin, limon suyu ve limon myrtle ile karıştırın. || 3. Hazırladığınız ezmeyi sıcak ekmeklerin üstüne kalınca yayın. || 4. Yüzeyi spatulayla hafif dalgalı bırakarak dokulu görünüm verin. || 5. Toast'ı bekletmeden servis edin."
zeytinli-enginar-guveci-yalova-usulu,Yalova Zeytinli Enginar Güveci,YEMEK,sebze-yemekleri,tr,5,3,no-time,Enginar 4 adet | Yeşil zeytin 1 su bardağı | Limon suyu 2 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,1. Enginarları limonlu suda kısa süre bekletip kararmasını önleyin. || 2. Enginar ve zeytini yağla harmanlayıp güvece alın. || 3. Önceden 180°C ısıtılmış fırında 25-30 dakika pişirin. || 4. Yemeği 5 dakika dinlendirip ılık ya da sıcak servis edin. || 5. Zeytinli enginarı güveçten dikkatlice paylaştırın.
kabak-mucver-lokmalari,Kabak Mücver Lokmaları,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Kabak 3 adet | Un 4 yemek kaşığı | Yumurta 2 adet | Beyaz peynir 80 gr,1. Kabağı rendeleyip avuç içinde iki kez sıkarak suyunu alın. || 2. Diğer malzemelerle karıştırıp küçük parçalar halinde tepsiye koyun. || 3. 200°C fırında 20 dakika pişirin.
pestilli-cevizli-sarma-elazig-usulu,Elazığ Pestilli Cevizli Sarma,TATLI,tatlilar,tr,3,3,few-steps,Pestil 6 adet | Ceviz 0.75 su bardağı | Tarçın 0.25 çay kaşığı,1. Cevizi iri çekip tarçınla karıştırın. || 2. Pestilin üstüne içi serpin. || 3. Rulo yapıp dilimleyerek servis edin.
domatesli-misir-coregi-sakarya-usulu,Sakarya Domatesli Mısır Çöreği,APERATIF,hamur-isleri,tr,3,3,few-steps,Mısır unu 1 su bardağı | Un 1 su bardağı | Domates 2 adet | Yumurta 2 adet | Zeytinyağı 3 yemek kaşığı,"1. Domatesleri küçük küpler halinde doğrayın. || 2. Unlar, yumurta ve zeytinyağıyla harcı karıştırın. || 3. 180°C fırında 30 dakika pişirip dilimleyin."
adacayli-elma-cayi,Adaçaylı Elma Çayı,ICECEK,kahve-sicak-icecekler,tr,3,3,no-time,Kuru elma 4 dilim | Adaçayı 1 tatlı kaşığı | Elma 1 adet | Su 500 ml,1. Suyu kaynatın. || 2. Kuru elma ve adaçayını 6 dakika demleyin. || 3. İçeceği süzüp elma dilimleriyle servis edin.
findikli-keskek-toplari-ordu-usulu,Ordu Fındıklı Keşkek Topları,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Aşurelik buğday 1 su bardağı | Fındık 0.5 su bardağı | Tereyağı 20 gr | Tuz 0.5 çay kaşığı,"1. Buğdayı 20 dakika haşlayıp süzün. || 2. Fındık, tereyağı ve tuzla yoğurun. || 3. Harcı ceviz büyüklüğünde toplar yapıp servis edin."
