slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
hardalli-lufer-salatasi-canakkale-usulu,Hardallı Lüfer Salatası,salatalar,SALATA,tr,0,Lüfer fileto 250 gr | Tane hardal 1 yemek kaşığı | Karışık yeşillik 1 paket | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Lüferi 6 dakika pişirin. || 2. Sosu hazırlayın. || 3. Salatayı birleştirip servis edin.,Lüferi iri parçalamak salatada dokusunu korur.,Servis öncesi üzerine sumak ve ince kıyılmış soğan serpip ekşi-tuzlu tabaka oluşturun.
hardalli-luferli-patates-tepsi-canakkale-usulu,Hardallı Lüferli Patates Tepsi,et-yemekleri,YEMEK,tr,0,Lüfer fileto 500 gr | Patates 3 adet | Tane hardal 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Patatesi ince dilimleyin. || 2. Tepsiyi kurup lüferi yerleştirin. || 3. Yemeği 24 dakika pişirin.,Lüferi patatesin üstüne dizmek balığın suyunun tepsiye lezzet vermesini sağlar.,Sıcak servis edin.
hardalli-sari-bezelye-corbasi-isvec-usulu,Hardallı Sarı Bezelye Çorbası,corbalar,CORBA,se,0,Haşlanmış sarı bezelye 2 su bardağı | Tane hardal 1 yemek kaşığı | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Bezelye ve suyu ekleyin. || 3. Hardalla birlikte 12 dakika pişirin.,Hardalı en son karıştırmak aromanın canlı kalmasına yardım eder.,Sıcak servis edin.
hardalli-tavuk-sote-tekirdag-usulu,Hardallı Tavuk Sote,tavuk-yemekleri,YEMEK,tr,0,Tavuk göğsü 500 gr | Kuru soğan 1 adet | Hardal 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Tavuğu 8 dakika soteleyin. || 2. Soğanı ekleyip yumuşatın. || 3. Hardalla karıştırıp servis edin.,Hardalı son bölümde eklemek tavukta parlak bir sos bırakır.,Tabakta pembesi tabaka halinde dilimleyip üstüne pişme suyundan iki kaşık dökün.
harira-kuzey-afrika-usulu,Harira,corbalar,CORBA,ma,0,Kırmızı mercimek 0.75 su bardağı | Haşlanmış nohut 1 su bardağı | Domates püresi 1 su bardağı | Un 1 yemek kaşığı | Kimyon 0.5 çay kaşığı,"1. Baharat ve domatesi tencerede açın. || 2. Mercimek, nohut ve suyu ekleyin. || 3. Çorbayı 25 dakika pişirip unla bağlayın.",Baharatları başta açmak çorbanın kokusunu güçlendirir.,"Çorbayı ince uzun kaselere alıp yanına turşu tabağı koyun, küçük bir kase pul biber ayrı dursun."
harire-mardin-usulu,Mardin Hariresi,tatlilar,TATLI,tr,0,Üzüm pekmezi 1 su bardağı | Un 4 yemek kaşığı | Su 3 su bardağı | Ceviz 0.5 su bardağı,1. Unu kuru tencerede 3 dakika kavurun. || 2. Pekmez ve suyu ekleyip koyulaşana kadar karıştırın. || 3. Harireyi kaselere alıp cevizle servis edin.,Unu kokusu çıkana kadar 3 dakika kavurmak harirenin hamur tadını geride bırakır.,Kaselere paylaştırıp üstüne ceviz serperek ılık servis edin.
harire-tatlisi-mardin-usulu,Harire Tatlısı,tatlilar,TATLI,tr,0,Üzüm pekmezi 1 su bardağı | Su 3 su bardağı | Nişasta 4 yemek kaşığı | Ceviz 0.5 su bardağı,"1. Pekmez, su ve nişastayı tencerede çırpın. || 2. Karışımı koyulaşana kadar 12 dakika pişirin. || 3. Harireyi kalıba alıp soğutun, cevizle servis edin.",Karışımı sürekli çırpmak nişastanın tencerede topak kalmasını önler.,Üzerine ince çekilmiş ceviz serperek soğuk servis edin.
harissa-yogurt-sos,Harissa Yoğurt Sos,soslar-dippler,SOS,ma,0,Süzme yoğurt 250 gr | Harissa 1 yemek kaşığı | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Yoğurt, harissa ve limon suyunu çırpın. || 2. Zeytinyağını ekleyip karıştırın. || 3. Sosu 10 dakika soğuk dinlendirin.",Harissayı yoğurda azar azar ekleyin; acılık markaya göre değişir.,"Köz patlıcan, tavuk tagine veya çıtır patates yanında servis edin."
harput-kofte-elazig-usulu,Elazığ Harput Köftesi,et-yemekleri,YEMEK,tr,0,İnce bulgur 1 su bardağı | Kıyma 300 gr | Domates salçası 1 yemek kaşığı | Kuru soğan 1 adet | Yoğurt 1 kase,1. Bulgur ve kıymayla küçük köfteler yoğurup yuvarlayın. || 2. Soğan ve salçayı tencerede çevirip su ekleyin. || 3. Köfteleri sos içinde 20 dakika pişirip yoğurtla servis edin.,Köfte harcını 8 dakika yoğurmak dağılmadan küçük toplar yapmayı kolaylaştırır.,Yanına yoğurtla sıcak servis edin.
hasanpasa-koftesi,Hasanpaşa Köftesi,et-yemekleri,YEMEK,tr,0,Dana kıyma 500 gr | Soğan 1 adet | Yumurta 1 adet | Galeta unu 3 yemek kaşığı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı | Patates 3 adet | Süt 0.5 su bardağı | Tereyağı 1 yemek kaşığı | Domates salçası 1 yemek kaşığı | Su 1 su bardağı,"1. Kıyma, rendelenmiş soğan, yumurta, galeta unu, tuz ve karabiberi 5 dakika yoğurun. || 2. Harçtan 4 büyük çanak köfte şekillendirin ve fırın kabına dizin. || 3. Köfteleri 190°C fırında 15 dakika ön pişirin. || 4. Haşlanmış patatesi süt ve tereyağıyla ezip püre yapın. || 5. Püreyi köftelerin içine paylaştırın, salçalı suyu kaba dökün ve 20 dakika pişirin.",Köfte çanaklarını fırına vermeden önce ortalarını derin açın; püre pişerken dışarı taşmaz.,Yanında mevsim salatası yeterli olur.
hashasli-armut-tatlisi-afyon-usulu,Afyon Haşhaşlı Armut Tatlısı,tatlilar,TATLI,tr,0,Armut 4 adet | Haşhaş 2 yemek kaşığı | Bal 2 yemek kaşığı | Tarçın 0.25 çay kaşığı,1. Armutları ortadan ikiye kesin. || 2. Bal ve haşhaşla kaplayın. || 3. Tatlıyı 180°C fırında 22 dakika pişirin.,Armutları yarım sertlikte seçmek fırında dağılmadan pişmelerini sağlar.,Üstüne bir parça fıstık tozu veya ince tarçın gezdirip porselen tabakta servis yapın.
hashasli-armutlu-revani-afyon-usulu,Haşhaşlı Armutlu Revani,tatlilar,TATLI,tr,0,İrmik 1 su bardağı | Un 1 su bardağı | Yumurta 2 adet | Armut 2 adet | Haşhaş 2 yemek kaşığı,1. Kek harcını hazırlayın. || 2. Armutu içine pay edin. || 3. Revanıyı 24 dakika pişirin.,Armutu ince doğramak revani içinde ağırlaşmadan dağılmasını sağlar.,Ilık servis edin.
hashasli-bukme-afyon-usulu,Afyon Haşhaşlı Bükme,hamur-isleri,KAHVALTI,tr,0,Un 4 su bardağı | Ilık süt 1 su bardağı | Instant maya 1 tatlı kaşığı | Haşhaş ezmesi 0.75 su bardağı | Tereyağı 50 gr,"1. Un, süt ve mayayla yumuşak bir hamur yoğurup 20 dakika dinlendirin. || 2. Hamuru açıp haşhaş ezmesi ve eritilmiş tereyağını sürerek rulo yapın. || 3. Bükmeyi tepsiye alıp 190°C fırında 25 dakika pişirin.",Haşhaşlı harcı hamura ince yaymak katların fırında daha dengeli ayrılmasını sağlar.,Dilimleyip taze çayla ılık servis edin.
hashasli-cevizli-bukme-eskisehir-usulu,Haşhaşlı Cevizli Bükme,hamur-isleri,KAHVALTI,tr,0,Un 3 su bardağı | Haşhaş ezmesi 0.5 su bardağı | Ceviz 0.5 su bardağı | Tereyağı 40 gr | Su 1 su bardağı,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. İç harcı sürüp rulo yapın. || 3. Bükmeyi 26 dakika pişirin.,Ruloyu çok sıkmadan sarmak katların fırında kolay açılmasını sağlar.,Tahta tepsiye yerleştirip bir sürahi portakal suyu ve karmaşık tane ekmek dilimleri ekleyin.
hashasli-cevizli-irmik-tatlisi-usak-usulu,Uşak Haşhaşlı Cevizli İrmik Tatlısı,tatlilar,TATLI,tr,0,İrmik 1 su bardağı | Tereyağı 60 gr | Ceviz 0.5 su bardağı | Haşhaş 2 yemek kaşığı | Toz şeker 0.75 su bardağı,1. Tereyağında irmiği 8 dakika kavurun. || 2. Şeker ve 1.5 su bardağı sıcak su ekleyip karıştırın. || 3. Ceviz ve haşhaşı katıp tatlıyı toparlayarak servis edin.,Haşhaşı son aşamada eklemek kokusunun daha net hissedilmesini sağlar.,Üzerine 1 yemek kaşığı daha ceviz serpip ılık servis edin.
hashasli-elma-kompostosu-eskisehir-usulu,Eskişehir Haşhaşlı Elma Kompostosu,icecekler,ICECEK,tr,0,Elma 4 adet | Su 1.5 lt | Toz şeker 0.5 su bardağı | Haşhaş 1 yemek kaşığı | Tarçın 1 çubuk,"1. Elmaları iri küp doğrayın. || 2. Elma, su, şeker ve tarçını 10 dakika kaynatın. || 3. Haşhaşı ekleyip kompostoyu soğutarak servis edin.",Elmaları çok ince doğramamak kaynarken püreye dönmelerini önler.,Üzerine bir dilim taze zencefil ve küçük bir yaprak fesleğen ekleyip aromayı canlandırın.
hashasli-erikli-rulo-macaristan-usulu,Haşhaşlı Erikli Rulo,tatlilar,TATLI,hu,0,Un 2.5 su bardağı | Yumurta 1 adet | Süt 0.75 su bardağı | Erik 4 adet | Haşhaş 0.5 su bardağı,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. İç harcı sürüp rulo yapın. || 3. Ruloyu 24 dakika pişirin.,Erik dilimlerini ince kesmek rulonun katlarında eşit dağılım sağlar.,Soğuk servis etmeden önce küçük dilimlere bölün; tabağın yanına sade bir kaşık krema koyun.
hashasli-gozleme-kutahya-usulu,Kütahya Haşhaşlı Gözleme,hamur-isleri,KAHVALTI,tr,0,Un 3 su bardağı | Su 1 su bardağı | Tuz 1 çay kaşığı | Haşhaş ezmesi 0.5 su bardağı | Ayçiçek yağı 2 yemek kaşığı,"1. Un, su ve tuzla yumuşak hamur hazırlayıp bezelere ayırın. || 2. Bezeleri açıp haşhaş ezmesi sürün ve katlayın. || 3. Gözlemeleri sacda ya da tavada iki yüzünü pişirin.",Haşhaşı çok kalın sürmemek pişerken dışarı taşmasını azaltır.,Dilimleyip sıcak çayla ılık servis edin.
