slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
fasulye-diblesi-ordu-usulu,Fasulye Diblesi,"Ordu fasulye diblesi, taze fasulyeyi pirinç ve dereotuyla ağır ateşte pişirerek tane tane, hafif sulu ve bahar kokulu bir Karadeniz yemeği sunar.",YEMEK,tr,EASY,12,24,36,4,186,Taze fasulye 500 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Dereotu 0.25 demet | Zeytinyağı 2 yemek kaşığı | Su 1.5 su bardağı,6,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Fasulye ve pirinci ekleyip karıştırın. || 3. Suyu katıp yemeği 20 dakika pişirin.,3,,"tek-tencere,vegan,yaz-tarifi",Fasulyeyi kısa süre kavurmak tencerede dağılmadan pişmesini kolaylaştırır.,Ilık servis edin.,Fasulye Diblesi,"Ordu's Fasulye Diblesi cooks green beans with rice and dill into a light, herb-scented Black Sea pot dish.",,,0,0,Fasulye Diblesi,"Fasulye Diblesi aus Ordu gart grüne Bohnen mit Reis und Dill zu einem leichten, kräuterduftenden Schwarzmeer-Topfgericht.",,,0,0
galdirik-kavurmasi-ordu-usulu,Galdirik Kavurması,"Ordu galdirik kavurması, galdirik otunu soğan ve sarımsakla çevirerek hafif diri, otsu ve köy sofrası karakteri taşıyan bir tabak çıkarır.",YEMEK,tr,EASY,14,10,24,4,94,Galdirik otu 400 gr | Soğan 1 adet | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,5,1. Soğanı zeytinyağında 3 dakika çevirin. || 2. Galdirik ve sarımsağı ekleyin. || 3. Yemeği 6 dakika soteleyip servis edin.,3,,"30-dakika-alti,vegan,yaz-tarifi",Galdiriği çok uzun pişirmemek canlı rengini ve hafif diriliğini korur.,Ilık servis edin.,Galdirik Kavurması,"This Ordu dish sautés galdirik greens with onion and garlic for an herbal, lightly crisp village plate.",,,0,0,Galdirik Kavurması,"Dieses Gericht aus Ordu schwenkt Galdirik-Grün mit Zwiebel und Knoblauch zu einem kräuterigen, leicht bissfesten Dorfteller.",,,0,0
hamsi-kususu-samsun-usulu,Hamsi Kuşusu,"Samsun hamsi kuşusu, hamsiyi mısır unu ve soğanla birleştirip tavada kızartarak dışı çıtır, içi sulu bir kıyı lokması hazırlar.",YEMEK,tr,MEDIUM,18,10,28,4,246,Hamsi fileto 350 gr | Soğan 1 adet | Yumurta 1 adet | Mısır unu 0.5 su bardağı | Sıvı yağ 3 yemek kaşığı,5,"1. Hamsi, soğan ve yumurtayı karıştırın. || 2. Karışımdan küçük parçalar şekillendirin. || 3. Parçaları tavada 8 dakika kızartın.",3,"YUMURTA,DENIZ_URUNLERI","30-dakika-alti,yuksek-protein",Hamsiyi ince doğramak karışımın tavada kolay şekil almasını sağlar.,Sıcak servis edin.,Hamsi Kuşusu,Samsun's Hamsi Kuşusu fries chopped anchovy with onion into crisp little Black Sea fritters.,,,0,0,Hamsi Kuşusu,Hamsi Kuşusu aus Samsun brät gehackte Sardellen mit Zwiebel zu knusprigen kleinen Schwarzmeer-Küchlein.,,,0,0
pepecura-peltesi-rize-usulu,Pepeçura Peltesi,"Rize pepeçura peltesi, siyah üzüm suyunu mısır unuyla koyulaştırarak mor renkli, serin ve hafif ekşi bir Karadeniz tatlısı sunar.",TATLI,tr,EASY,10,18,28,6,128,Karadeniz üzüm suyu 3 su bardağı | Mısır unu 4 yemek kaşığı | Su 1 su bardağı | Şeker 2 yemek kaşığı,4,1. Üzüm suyunu tencereye alın. || 2. Mısır unu ve şekeri ekleyip çırpın. || 3. Karışımı 12 dakika koyulaştırın.,3,,"30-dakika-alti,vegan,yaz-tarifi",Karışımı sürekli çırpmak peltenin pürüzsüz kalmasına yardım eder.,Soğuk servis edin.,Pepeçura Pudding,"Rize's Pepeçura thickens dark grape juice with corn flour into a cool, gently tart Black Sea dessert.",,,0,0,Pepeçura-Pudding,"Pepeçura aus Rize bindet dunklen Traubensaft mit Maismehl zu einem kühlen, leicht säuerlichen Schwarzmeer-Dessert.",,,0,0
karalahana-diblesi-giresun-usulu,Karalahana Diblesi,"Giresun karalahana diblesi, karalahanayı pirinçle pişirerek hafif sulu, tane tane ve yeşil aroması belirgin bir kış tenceresi kurar.",YEMEK,tr,EASY,12,22,34,4,172,Karalahana 400 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Su 1.5 su bardağı,5,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Karalahana ve pirinci ekleyin. || 3. Suyu katıp yemeği 18 dakika pişirin.,3,,"tek-tencere,vegan,kis-tarifi",Lahanayı ince kıymak pirinçle daha dengeli dağılmasını sağlar.,Ilık servis edin.,Karalahana Diblesi,"This Giresun pot dish cooks black cabbage with rice into a brothy, grainy Black Sea winter meal.",,,0,0,Karalahana Diblesi,"Dieses Topfgericht aus Giresun gart Schwarzkohl mit Reis zu einer saftigen, körnigen Schwarzmeer-Wintermahlzeit.",,,0,0
kaygana-trabzon-otlu-usulu,Otlu Kaygana,"Trabzon otlu kaygana, ince hamuru yumurta ve yeşil otlarla tavada pişirerek yumuşak, kenarları kızarmış bir kahvaltı klasiği yapar.",KAHVALTI,tr,EASY,10,10,20,4,236,Un 1 su bardağı | Yumurta 2 adet | Süt 1 su bardağı | Maydanoz 0.25 demet | Taze soğan 2 dal | Tereyağı 15 gr,6,1. Hamuru hazırlayıp otları ekleyin. || 2. Tereyağını tavada eritin. || 3. Kayganayı toplam 8 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","30-dakika-alti,vejetaryen",Hamuru ince dökmek kaygananın ortasının da eşit pişmesini sağlar.,Sıcak servis edin.,Herbed Kaygana,Trabzon's herbed Kaygana cooks a thin batter with egg and greens into a soft Black Sea breakfast panbread.,,,0,0,Kaygana mit Kräutern,Das herzhafte Kaygana aus Trabzon bäckt einen dünnen Teig mit Ei und Kräutern zu einem weichen Schwarzmeer-Frühstück.,,,0,0
kabak-cicegi-borani-aydin-usulu,Kabak Çiçeği Borani,"Aydın kabak çiçeği borani, kabak çiçeğini sarımsaklı yoğurtla buluşturarak narin dokulu, serin ve zarif bir Ege mezesi çıkarır.",APERATIF,tr,EASY,15,5,20,4,124,Kabak çiçeği 12 adet | Süzme yoğurt 1 su bardağı | Sarımsak 1 diş | Dereotu 0.25 demet | Zeytinyağı 1 tatlı kaşığı,5,1. Kabak çiçeklerini 3 dakika buharda yumuşatın. || 2. Yoğurt ve sarımsağı karıştırın. || 3. Boranıyı birleştirip servis edin.,3,SUT,"30-dakika-alti,vejetaryen,yaz-tarifi",Çiçekleri çok kısa pişirmek formunu ve hafif diriliğini korur.,Soğuk servis edin.,Zucchini Blossom Borani,This Aydin mezze pairs tender zucchini blossoms with garlicky yogurt for a cool Aegean appetizer.,,,0,0,Borani mit Zucchiniblüten,Diese Mezze aus Aydin verbindet zarte Zucchiniblüten mit Knoblauchjoghurt zu einer kühlen Vorspeise im Ägäis-Stil.,,,0,0
borulceli-eksileme-izmir-usulu,Börülceli Ekşileme,"İzmir börülceli ekşileme, taze börülceyi domates ve limonla pişirerek hafif ekşi, sulu ve yazlık bir Ege tenceresi kurar.",YEMEK,tr,EASY,12,24,36,4,116,Taze börülce 500 gr | Domates 2 adet | Soğan 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,5,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Börülce ve domatesi ekleyin. || 3. Yemeği 18 dakika pişirip limonla tamamlayın.,3,,"tek-tencere,vegan,yaz-tarifi",Limonu son bölümde eklemek ekşiliğin taze kalmasını sağlar.,Ilık servis edin.,Sour Fresh Cowpea Stew,"This Izmir pot cooks fresh cowpeas with tomato and lemon into a bright, lightly tart Aegean stew.",,,0,0,Säuerlicher Augenbohnen-Eintopf,"Dieser Topf aus Izmir gart frische Augenbohnen mit Tomate und Zitrone zu einem hellen, leicht säuerlichen Ägäis-Eintopf.",,,0,0
sakizli-muhallebi-cesme-usulu,Sakızlı Muhallebi,"Çeşme sakızlı muhallebi, damla sakızını sütlü tabanla birleştirerek ipeksi, serin ve hoş kokulu bir sahil tatlısı hazırlar.",TATLI,tr,EASY,10,12,22,6,176,Süt 4 su bardağı | Şeker 0.75 su bardağı | Pirinç unu 4 yemek kaşığı | Damla sakızı 1 çimdik,4,1. Malzemeleri tencereye alın. || 2. Karışımı 10 dakika koyulaştırın. || 3. Kaselere paylaştırıp soğutun.,3,SUT,"30-dakika-alti,misafir-sofrasi,vejetaryen",Damla sakızını çok az kullanmak tatlının dengesini ve ferahlığını korur.,Soğuk servis edin.,Mastic Pudding,"Çeşme's mastic pudding folds resin into a milk base for a silky, cool dessert with a coastal aroma.",,,0,0,Mastix-Muhallebi,"Diese Muhallebi aus Çeşme verbindet Mastix mit einer Milchbasis zu einem seidigen, kühlen Dessert mit Küstenduft.",,,0,0
sinkonta-izmir-usulu,Sinkonta,"İzmir sinkonta, kabağı soğan ve salçayla ağır ağır pişirerek hafif tatlı, yumuşak dokulu ve ev tipi bir sebze yemeği çıkarır.",YEMEK,tr,EASY,12,26,38,4,132,Balkabağı 600 gr | Soğan 2 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Su 0.5 su bardağı,5,1. Soğanı zeytinyağında 5 dakika çevirin. || 2. Kabak ve salçayı ekleyin. || 3. Yemeği 18 dakika pişirin.,3,,"tek-tencere,vegan,kis-tarifi",Kabağı iri doğramak uzun pişirmede tamamen erimesini önler.,Ilık servis edin.,Sinkonta,"Izmir's Sinkonta cooks pumpkin with onion and paste into a soft, gently sweet Aegean vegetable dish.",,,0,0,Sinkonta,"Sinkonta aus Izmir gart Kürbis mit Zwiebel und Tomatenmark zu einem weichen, sanft süßen Gemüsegericht im Ägäis-Stil.",,,0,0
