slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
helise-malatya-usulu,Helise,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Aşurelik buğday 1 su bardağı | Tavuk but 500 gr | Tereyağı 20 gr | Su 5 su bardağı | Tuz 1 çay kaşığı,1. Buğdayı suyla 25 dakika pişirin. || 2. Tavuğu ekleyip 15 dakika daha pişirin. || 3. Yemeği ezerek tereyağıyla servis edin.
lahanali-mantar-guveci-zonguldak-maden-usulu,Zonguldak Lahanalı Mantar Güveci,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Beyaz lahana 400 gr | Mantar 250 gr | Domates 2 adet | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,1. Soğan ve mantarı 6 dakika pişirin. || 2. Lahana ve domatesi ekleyin. || 3. Yemeği 18 dakika pişirip servis edin.
mercimek-corbasi,Mercimek Çorbası,CORBA,corbalar,tr,5,3,no-time,Kırmızı mercimek 1.5 su bardağı | Soğan 1 adet | Havuç 1 adet | Patates 1 adet | Domates salçası 1 yemek kaşığı | Su 6 su bardağı | Tereyağı 1 yemek kaşığı | Tuz | Karabiber | Kimyon,"1. Mercimekleri yıkayın. Soğanı, havucu ve patatesi küçük küçük doğrayın. || 2. Tencereye az yağ koyun, soğanı kavurun. Diğer sebzeleri ekleyin. || 3. Mercimekleri ve suyu ekleyin. Kaynamaya bırakın. || 4. Mercimekler yumuşayınca blender ile pürüzsüz hale getirin. || 5. Tuz, karabiber ve kimyon ekleyin. Tereyağı ile servis edin."
mahlepli-yesil-mercimek-corbasi-tokat-bag-usulu,Tokat Mahlepli Yeşil Mercimek Çorbası,CORBA,corbalar,tr,3,3,few-steps,Yeşil mercimek 1 su bardağı | Soğan 1 adet | Mahlep 0.25 çay kaşığı | Su 5 su bardağı | Tereyağı 15 gr,1. Soğanı tereyağında 4 dakika çevirin. || 2. Mercimek ve suyu ekleyip çorbayı 25 dakika pişirin. || 3. Mahlep ekleyip servis edin.
pesto-sos,Pesto Sos,SOS,soslar-dippler,it,4,3,few-steps,Taze fesleğen 2 demet | Çam fıstığı 3 yemek kaşığı | Parmesan peyniri 50 gr | Sarımsak 2 diş | Zeytinyağı 0.5 su bardağı | Limon suyu 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,"1. Fesleğen yapraklarını saplarından ayırıp kurutun. || 2. Çam fıstığını kuru tavada 2 dakika kokusu çıkana kadar çevirin. || 3. Fesleğen, çam fıstığı, parmesan, sarımsak, limon suyu ve tuzu robota alın. || 4. Zeytinyağını yavaşça ekleyerek sos kıvamına gelene kadar çekin."
balikli-dereotu-pilaki-canakkale-usulu,Balıklı Dereotu Pilaki,YEMEK,et-yemekleri,tr,3,3,few-steps,Levrek fileto 450 gr | Patates 2 adet | Soğan 1 adet | Dereotu 0.25 demet | Su 1 su bardağı,1. Soğan ve patatesi tencerede çevirin. || 2. Su ile 8 dakika pişirin. || 3. Balık ve dereotuyla 8 dakika daha pişirin.
tottori-curry,Tottori Curry,YEMEK,makarna-pilav,jp,3,3,few-steps,Tavuk but 500 gr | Patates 2 adet | Havuç 2 adet | Japon köri bloğu 100 gr,1. Tavuk ve sebzeleri 10 dakika kavurun. || 2. Su ekleyip 20 dakika pişirin. || 3. Köri bloğunu ekleyip 5 dakika karıştırın.
mihlamali-mantarli-tost-trabzon-usulu,Mıhlamalı Mantarlı Tost,KAHVALTI,kahvaltiliklar,tr,5,3,no-time,Köy ekmeği 4 dilim | Kolot peyniri 160 gr | Mantar 250 gr | Tereyağı 1 yemek kaşığı,1. Mantarı tavada 4-5 dakika suyunu çekene kadar soteleyin. || 2. Ekmeği hafifçe kızartıp üzerine mantarları yayın. || 3. Kolot peynirini üstüne bolca ekleyin. || 4. Tostu peynir eriyene kadar 4-5 dakika daha pişirin. || 5. Sıcak olarak bekletmeden servis edin.
sekerpare,Şekerpare,TATLI,tatlilar,tr,3,3,few-steps,Un 3 su bardağı | İrmik 0.5 su bardağı | Tereyağı 125 gr | Yumurta 2 adet | Şeker 2.5 su bardağı | Su 3 su bardağı | Fındık 20 adet,"1. Şeker ve suyu 10 dakika kaynatıp şerbeti ılıtın. || 2. Hamur malzemelerini yoğurup şekil verin ve fındık yerleştirin. || 3. 180°C fırında 25-30 dakika pişirin, ılık şerbeti üzerine dökün."
golden-gaytime-kup-avustralya-usulu,Golden Gaytime Kup,TATLI,tatlilar,au,3,3,few-steps,Krema 1 su bardağı | Vanilyalı puding 1 paket | Bisküvi kırığı 1 su bardağı | Karamel sos 3 yemek kaşığı,1. Pudingi hazırlayıp soğutun. || 2. Kup içine bisküvi ve kremayı katlayın. || 3. Karamel gezdirip 1 saat soğutun.
