slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
pancarli-arpa-salatasi-avustralya-usulu,SALATA,3,5,8,Pancarlı Arpa Salatası,"[{""stepNumber"":1,""instruction"":""Arpa ve pancarı hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sosu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı karıştırıp servis edin."",""timerSeconds"":null}]"
pancarli-dereotlu-salata-rus-usulu,SALATA,3,5,8,Pancarlı Dereotlu Salata,"[{""stepNumber"":1,""instruction"":""Pancarı 12 dakika haşlayın."",""timerSeconds"":720},{""stepNumber"":2,""instruction"":""Turşu ve dereotunu doğrayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı yağla karıştırın."",""timerSeconds"":null}]"
panzanella-italyan-yaz-usulu,SALATA,3,5,8,Panzanella,"[{""stepNumber"":1,""instruction"":""Ekmeği küp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sebzeleri sosla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ekmeği ekleyip servis edin."",""timerSeconds"":null}]"
paris-elmali-kereviz-remoulade,SALATA,4,5,8,Paris Elmalı Kereviz Remoulade,"[{""stepNumber"":1,""instruction"":""Kerevizi rendeleyip hemen limon suyuyla karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yeşil elmayı ince jülyen doğrayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Mayonez ve hardalı küçük kasede çırpın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Kereviz ve elmayı sosla harmanlayıp 10 dakika dinlendirin."",""timerSeconds"":600}]"
patates-elma-salatasi-polonya-usulu,SALATA,3,5,8,Patates Elma Salatası,"[{""stepNumber"":1,""instruction"":""Patatesleri 16-18 dakika yumuşayana kadar haşlayın."",""timerSeconds"":1020},{""stepNumber"":2,""instruction"":""Sıcakken hardal ve yoğurtla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Elma ve dereotunu ekleyip salatayı servis edin."",""timerSeconds"":null}]"
patates-salatasi,SALATA,3,5,8,Patates Salatası,"[{""stepNumber"":1,""instruction"":""Patatesleri yumuşayana kadar 18-20 dakika haşlayın."",""timerSeconds"":1200},{""stepNumber"":2,""instruction"":""Patatesleri doğrayıp taze soğan ve maydanozla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Limon suyu, zeytinyağı, sumak ve tuzu ekleyip harmanlayın."",""timerSeconds"":null}]"
patatesli-kes-salatasi-bolu-yayla-usulu,SALATA,3,5,8,Bolu Patatesli Keş Salatası,"[{""stepNumber"":1,""instruction"":""Patatesleri haşlayıp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Keş ve diğer malzemelerle karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı servis edin."",""timerSeconds"":null}]"
patlican-pacarasi-manisa-usulu,SALATA,3,5,8,Manisa Patlıcan Paçarası,"[{""stepNumber"":1,""instruction"":""Patlıcanları közleyip kabuklarını soyun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patlıcanı sarımsak, zeytinyağı ve limonla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı dinlendirip soğuk servis edin."",""timerSeconds"":null}]"
patlican-salatasi,SALATA,4,5,8,Patlıcan Salatası,"[{""stepNumber"":1,""instruction"":""Patlıcanları ocak üzerinde veya fırında közleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kabuklarını soyun, doğrayıp ezin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sarımsak, zeytinyağı, limon suyu ve tuzu ekleyip karıştırın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Maydanoz ile süsleyip soğuk servis edin."",""timerSeconds"":null}]"
patlican-sogurme-sanliurfa-usulu,SALATA,3,5,8,Patlıcan Söğürme,"[{""stepNumber"":1,""instruction"":""Patlıcanları közleyip kabuklarını soyun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patlıcanı sarımsak, limon suyu, zeytinyağı ve tuzla ezerek karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Patlıcan söğürmeyi soğuk servis edin."",""timerSeconds"":null}]"
