slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
gumushane-sironlu-yogurt-corbasi,Gümüşhane Sironlu Yoğurt Çorbası,"Gümüşhane usulü sironlu yoğurt çorbası, kuru yufka rulolarını sarımsaklı yoğurt ve naneli tereyağıyla sıcak, tok bir kaseye dönüştürür.",CORBA,tr,MEDIUM,14,28,42,5,265,Kuru siron 3 su bardağı | Yoğurt 2 su bardağı | Un 1 yemek kaşığı | Sarımsak 2 diş | Tereyağı 2 yemek kaşığı | Kuru nane 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,7,"1. Yoğurt, un, sarımsak ve tuzu pürüzsüz olana kadar çırpın. || 2. Karışımı ılık suyla açıp tencereye alın, 10 dakika karıştırarak pişirin. || 3. Kuru sironları kaselere paylaştırıp sıcak yoğurtlu çorbayı üzerine dökün. || 4. Tereyağında kuru naneyi 1 dakika köpürtüp kaselerin üzerine gezdirin.",4,"GLUTEN,SUT","vejetaryen,tek-tencere,misafir-sofrasi",Yoğurdu sıcak sudan azar azar alıştırmak kesilmeden kıvam verir.,Naneli tereyağı gezdirip sıcak kaselerde servis edin.,Siron Yogurt Soup,"Torn siron sheets soften in a tangy yogurt broth, giving this Gumushane soup a spoonful that is both silky and filling.",,,0,0,Siron-Joghurtsuppe,Sironblaetter werden in einer saeuerlichen Joghurtbruehe weich und machen diese Suppe aus Gumushane seidig und saettigend.,,,0,0
rize-hamsili-pazi-diblesi,Rize Hamsili Pazı Diblesi,"Rize usulü hamsili pazı diblesi, pazı, pirinç ve ayıklanmış hamsiyi tek tencerede buluşturan hafif, buğulu bir Karadeniz yemeğidir.",YEMEK,tr,MEDIUM,18,30,48,4,335,Ayıklanmış hamsi 400 gr | Pazı 1 demet | Pirinç 1 su bardağı | Soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Limon 1 adet | Tuz 0.5 çay kaşığı,7,"1. Soğanı zeytinyağında 5 dakika yumuşayana kadar kavurun. || 2. Pazıyı doğrayıp pirinç ve tuzla tencereye ekleyin, 2 dakika çevirin. || 3. Sıcak suyu ekleyip pirinç diri kalacak şekilde 12 dakika pişirin. || 4. Hamsileri üzerine dizin, kapak kapalı 8-10 dakika buharda pişirin. || 5. Limon dilimleriyle sıcak servis edin.",5,DENIZ_URUNLERI,"yuksek-protein,tek-tencere,misafir-sofrasi",Hamsiyi en son dizmek balığın parçalanmadan buharda pişmesini sağlar.,Limon ve mısır ekmeğiyle sıcak servis edin.,Anchovy Chard Dible,"Anchovies season chard and rice in this Rize dible, so the pot tastes briny, green, and gently hearty.",,,0,0,Sardellen-Mangold-Dible,"Sardellen wuerzen Mangold und Reis in diesem Dible aus Rize, salzig, gruen und angenehm herzhaft.",,,0,0
sinop-cevizli-kabak-boregi,Sinop Cevizli Kabak Böreği,"Sinop usulü cevizli kabak böreği, rendelenmiş bal kabağını ceviz ve ince yufkayla kat kat pişiren tatlı kokulu bir tepsi işidir.",YEMEK,tr,MEDIUM,24,34,58,6,345,Yufka 4 adet | Bal kabağı 600 gr | Ceviz içi 1 su bardağı | Toz şeker 3 yemek kaşığı | Sıvı yağ 0.5 su bardağı | Tarçın 1 çay kaşığı,6,"1. Bal kabağını rendeleyip 10 dakika süzgeçte bekletin. || 2. Kabak, ceviz, toz şeker ve tarçını geniş kasede karıştırın. || 3. Yufkaları yağlayıp kabaklı harcı katlar arasına ince yayın. || 4. Böreği 180°C fırında 35-38 dakika kızarana kadar pişirin. || 5. Tepsiyi 10 dakika dinlendirip ılık dilimleyin.",5,"GLUTEN,KUSUYEMIS","vejetaryen,firinda,misafir-sofrasi",Kabağın suyunu süzdürmek yufkanın hamurlaşmasını önler.,Ilık dilimleyip demli çay yanında servis edin.,Walnut Pumpkin Borek,"Walnuts deepen the pumpkin filling in this Sinop borek, while crisp pastry keeps each slice sturdy for the table.",,,0,0,Walnuss-Kürbis-Börek,"Walnuesse vertiefen die Kuerbisfuellung dieses Boereks aus Sinop, knuspriger Teig haelt jede Scheibe stabil.",,,0,0
izmir-enginarli-bakla-pilakisi,İzmir Enginarlı Bakla Pilakisi,"İzmir usulü enginarlı bakla pilakisi, taze bakla ve enginarı zeytinyağı, limon ve dereotuyla serin bir Ege tabağına taşır.",YEMEK,tr,EASY,12,18,30,4,210,Taze bakla 500 gr | Enginar kalbi 4 adet | Soğan 1 adet | Zeytinyağı 0.5 çay bardağı | Limon suyu 2 yemek kaşığı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,7,"1. Enginarları limon suyunun yarısıyla 10 dakika suda bekletin. || 2. Soğanı zeytinyağında 4 dakika saydamlaşana kadar çevirin. || 3. Bakla, enginar ve tuzu ekleyip üzerini az geçecek su koyun. || 4. Kısık ateşte 25-28 dakika sebzeler yumuşayana kadar pişirin. || 5. Dereotu ve kalan limon suyuyla soğumaya bırakın.",5,,"vegan,30-dakika-alti,dusuk-kalorili",Enginarı limonlu suda tutmak rengini açık bırakır.,Dereotu ve zeytinyağıyla soğuk servis edin.,Artichoke Fava Bean Pilaki,"Artichoke and fava beans share a lemony olive oil base in this Izmir pilaki, light enough for a cool mezze plate.",,,0,0,Artischocken-Dicke-Bohnen-Pilaki,Artischocke und dicke Bohnen liegen in diesem Pilaki aus Izmir auf einer zitronigen Olivenoelbasis.,,,0,0
aydin-kuru-incirli-lor-tatlisi,Aydın Kuru İncirli Lor Tatlısı,"Aydın usulü kuru incirli lor tatlısı, yumuşak inciri taze lor, bal ve cevizle dolduran kısa sürede hazır bir Ege tatlısıdır.",TATLI,tr,EASY,10,12,22,4,285,Kuru incir 12 adet | Taze lor 1 su bardağı | Bal 3 yemek kaşığı | Ceviz içi 0.5 su bardağı | Tarçın 0.5 çay kaşığı,5,"1. Kuru incirleri sıcak suda 8 dakika yumuşatıp süzün. || 2. Taze lor, balın yarısı, ceviz ve tarçını karıştırın. || 3. İncirleri ortadan açıp lorlu harçla doldurun. || 4. Doldurulan incirleri tavada 5-6 dakika kısık ateşte ılıtın. || 5. Kalan balı gezdirip servis edin.",5,"SUT,KUSUYEMIS","vejetaryen,30-dakika-alti,misafir-sofrasi",İncirleri sıcak suda bekletmek doldurmayı kolaylaştırır.,Bal ve cevizle ılık servis edin.,Dried Figs with Lor Cheese,"Dried figs become soft pockets around mild lor cheese, making this Aydin dessert sweet without feeling heavy.",,,0,0,Getrocknete Feigen mit Lor,"Getrocknete Feigen umhuellen milden Lor und machen dieses Dessert aus Aydin suess, aber nicht schwer.",,,0,0
mugla-koruklu-deniz-borulcesi,Muğla Koruklu Deniz Börülcesi,"Muğla usulü koruklu deniz börülcesi, haşlanmış deniz börülcesini koruk suyu ve sarımsaklı zeytinyağıyla ferah bir mezeye çevirir.",SALATA,tr,EASY,14,6,20,4,145,Deniz börülcesi 500 gr | Koruk suyu 3 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sarımsak 2 diş | Limon kabuğu 1 çay kaşığı,5,"1. Deniz börülcesini kaynar suda 8-10 dakika haşlayın. || 2. Börülceleri saplarından sıyırıp yeşil kısımları kaseye alın. || 3. Koruk suyu, zeytinyağı ve ezilmiş sarımsağı çırpın. || 4. Sosu deniz börülcesiyle harmanlayıp limon kabuğu serpin.",4,,"vegan,30-dakika-alti,dusuk-kalorili",Deniz börülcesini tuzsuz haşlamak doğal tuzluluğu dengeler.,Balık sofralarında soğuk meze olarak servis edin.,Sea Beans with Verjuice,"Verjuice sharpens the sea beans in this Mugla salad, giving the plate a clean coastal bite.",,,0,0,Meeresspargel mit Verjus,Verjus schaerft den Meeresspargel in diesem Salat aus Mugla und gibt ihm einen klaren Kuestenbiss.,,,0,0
mardin-soganli-mercimekli-bulgur,Mardin Soğanlı Mercimekli Bulgur,"Mardin usulü soğanlı mercimekli bulgur, yeşil mercimek, iri bulgur ve baharatlı soğanı tek tencerede doyurucu bir pilava dönüştürür.",YEMEK,tr,EASY,10,18,28,4,315,Yeşil mercimek 1 su bardağı | Pilavlık bulgur 1.5 su bardağı | Soğan 2 adet | Zeytinyağı 4 yemek kaşığı | Pul biber 1 çay kaşığı | Sumak 1 çay kaşığı | Tuz 0.5 çay kaşığı,7,"1. Yeşil mercimeği 15 dakika yarı yumuşayana kadar haşlayıp süzün. || 2. Soğanları zeytinyağında 8 dakika tatlanana kadar kavurun. || 3. Bulgur, mercimek, pul biber, sumak ve tuzu tencereye ekleyin. || 4. Sıcak suyu koyup 16-18 dakika kısık ateşte pişirin. || 5. Pilavı 10 dakika demlendirip servis edin.",5,GLUTEN,"vegan,30-dakika-alti,tek-tencere",Mercimeği yarı diri bırakmak bulgurla ikinci pişirmede dağılmasını önler.,Sumaklı soğan ve ayranla sıcak servis edin.,Onion Lentil Bulgur Pilaf,"Onions melt into lentils and bulgur in this Mardin pan, creating a modest meal with deep sweetness.",,,0,0,Zwiebel-Linsen-Bulgur,Zwiebeln schmelzen in Linsen und Bulgur in dieser Pfanne aus Mardin und geben tiefe Suesse.,,,0,0
urfa-isotlu-patlican-kebabi-ev-usulu,Urfa İsotlu Patlıcan Kebabı,"Urfa usulü isotlu patlıcan kebabı, patlıcan dilimleri ve baharatlı kıymayı fırında sulu, köz tadına yakın bir ana yemeğe taşır.",YEMEK,tr,MEDIUM,22,42,64,5,435,Patlıcan 4 adet | Dana kıyma 500 gr | İsot 1 yemek kaşığı | Soğan 1 adet | Domates 2 adet | Biber 3 adet | Tuz 1 çay kaşığı,7,"1. Patlıcanları 2 cm kalınlığında yuvarlak dilimleyin. || 2. Dana kıyma, rendelenmiş soğan, isot ve tuzu 3 dakika yoğurun. || 3. Patlıcan ve kıymayı tepsiye dönüşümlü dizin, domates ve biber ekleyin. || 4. 200°C fırında 32-35 dakika patlıcanlar yumuşayana kadar pişirin. || 5. Tepsiyi 5 dakika dinlendirip servis edin.",5,,"misafir-sofrasi,yuksek-protein,firinda",Patlıcanları eş kalınlıkta kesmek kıyma ile aynı sürede pişmesini sağlar.,"Lavaş, köz biber ve ayranla sıcak servis edin.",Urfa Eggplant Kebab with Isot,"Isot warms the eggplant and meat in this home-style Urfa kebab, giving the bake a smoky pepper finish.",,,0,0,Urfa-Auberginen-Kebab mit Isot,Isot waermt Aubergine und Fleisch in diesem hausgemachten Urfa-Kebab mit rauchigem Paprikaabschluss.,,,0,0
diyarbakir-narli-kuru-dolma,Diyarbakır Narlı Kuru Dolma,"Diyarbakır usulü narlı kuru dolma, kuru patlıcan ve biberleri nar ekşili bulgur içiyle dolduran ekşi, baharatlı bir tencere yemeğidir.",YEMEK,tr,HARD,34,48,82,6,330,Kuru patlıcan 12 adet | Kuru biber 12 adet | Pilavlık bulgur 2 su bardağı | Nar ekşisi 3 yemek kaşığı | Domates salçası 1 yemek kaşığı | Soğan 2 adet | Tuz 1 çay kaşığı,7,"1. Kuru patlıcan ve kuru biberleri 8 dakika haşlayıp süzün. || 2. Soğan, bulgur, domates salçası, nar ekşisi ve tuzu karıştırın. || 3. Sebzeleri yarısına kadar doldurup tencereye dik yerleştirin. || 4. Sıcak suyu ekleyip 40-45 dakika kısık ateşte pişirin. || 5. Dolmaları 10 dakika dinlendirip ılık servis edin.",5,GLUTEN,"vegan,misafir-sofrasi,tek-tencere",Kuru sebzeleri fazla haşlamamak dolmaların tencerede yırtılmasını önler.,Sarımsaklı yoğurtla ılık servis edin.,Pomegranate Dried Dolma,"Pomegranate brightens the dried vegetable dolma from Diyarbakir, cutting through the rich rice filling.",,,0,0,Getrocknete Dolma mit Granatapfel,Granatapfel hellt die getrockneten Dolma aus Diyarbakir auf und schneidet durch die reiche Reisfuellung.,,,0,0
kayseri-pastirmali-yarma-corbasi,Kayseri Pastırmalı Yarma Çorbası,"Kayseri usulü pastırmalı yarma çorbası, haşlanmış buğdayı yoğurt terbiyesi ve çemen kokulu pastırmayla doyurucu bir kış kasesi yapar.",CORBA,tr,MEDIUM,14,34,48,5,310,Haşlanmış yarma 2 su bardağı | Yoğurt 1.5 su bardağı | Un 1 yemek kaşığı | Pastırma 80 gr | Tereyağı 2 yemek kaşığı | Kuru nane 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,7,"1. Haşlanmış yarma ve suyu tencerede kaynatın. || 2. Yoğurt, un ve tuzu çırpıp sıcak çorbadan azar azar ekleyin. || 3. Terbiyeyi tencereye döküp 12 dakika kısık ateşte pişirin. || 4. Pastırmayı tereyağında 2 dakika çevirip kuru naneyle çorbaya katın.",4,"GLUTEN,SUT","yuksek-protein,tek-tencere,kis-tarifi",Terbiyeye sıcak çorba eklemek yoğurdun kesilmesini engeller.,Pastırma kırıntısı ve nane yağıyla sıcak servis edin.,Pastrami Wheat Berry Soup,"Pastirma perfumes wheat berries in this Kayseri soup, turning a winter bowl smoky and substantial.",,,0,0,Pastirma-Weizensuppe,Pastirma parfuemiert Weizenkoerner in dieser Suppe aus Kayseri und macht die Winterschale rauchig und kraeftig.,,,0,0
