slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
acaraje,APERATIF,3,4,8,Acaraje,"[{""stepNumber"":1,""instruction"":""Börülceyi 8 saat ıslatıp kabuklarını ayırın."",""timerSeconds"":28800},{""stepNumber"":2,""instruction"":""Börülce ve soğanı püre yapıp toplar hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Topları kızartıp karidesli içle doldurun."",""timerSeconds"":900}]"
arancini,APERATIF,3,4,8,Arancini,"[{""stepNumber"":1,""instruction"":""Pirinci sebze suyuyla 18-20 dakika pişirip parmesanla karıştırın."",""timerSeconds"":1200},{""stepNumber"":2,""instruction"":""Soğuyan pirinçten toplar yapıp ortasına mozzarella yerleştirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Topları yumurta ve galeta ununa bulayıp kızgın yağda 5-6 dakika kızartın."",""timerSeconds"":360}]"
atom-mezesi-bodrum-usulu,APERATIF,3,4,8,Atom Mezesi,"[{""stepNumber"":1,""instruction"":""Süzme yoğurt ve ezilmiş sarımsağı karıştırıp servis tabağına yayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kuru biberleri zeytinyağında 2 dakika çevirin."",""timerSeconds"":120},{""stepNumber"":3,""instruction"":""Biberli yağı yoğurdun üstüne döküp pideyle servis edin."",""timerSeconds"":null}]"
avokadolu-patates-causa-peru-usulu,APERATIF,3,4,8,Avokadolu Patates Causa,"[{""stepNumber"":1,""instruction"":""Patatesi 12 dakika haşlayın."",""timerSeconds"":720},{""stepNumber"":2,""instruction"":""Avokadolu iç katı hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Katmanlayıp soğuk servis edin."",""timerSeconds"":null}]"
aycekirdekli-bulgur-kofte-kirikkale-usulu,APERATIF,3,4,8,Ayçekirdekli Bulgur Köfte,"[{""stepNumber"":1,""instruction"":""Bulguru sıcak suyla kabartın."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Harçla yoğurup şekil verin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Köfteleri tavada 8 dakika pişirin."",""timerSeconds"":480}]"
banh-mi,APERATIF,3,4,8,Banh Mi,"[{""stepNumber"":1,""instruction"":""Havuç ve turpu sirke, tuz ve şekerle 30 dakika dinlendirin."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Dana etini soya sosuyla marine edip tavada 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Bagetleri mayonez, et, salamura sebze ve kişnişle doldurun."",""timerSeconds"":null}]"
banh-tom,APERATIF,3,4,8,Banh Tom,"[{""stepNumber"":1,""instruction"":""Tatlı patatesi ince şerit kesin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Un ve pirinç unuyla akışkan hamur hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Karidesli parçaları 18 dakika kızartın."",""timerSeconds"":1080}]"
banh-tom-vietnam-usulu,APERATIF,3,4,8,Bánh Tôm,"[{""stepNumber"":1,""instruction"":""Hamuru hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Karides ve patatesle parçalar oluşturun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Parçaları 8 dakika kızartın."",""timerSeconds"":480}]"
bat-tokat-usulu,APERATIF,3,4,8,Tokat Bat,"[{""stepNumber"":1,""instruction"":""Bulguru az sıcak suyla 10 dakika bekletin."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Salça, limon suyu ve yeşillikleri ekleyip karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Batı marulla birlikte servis edin."",""timerSeconds"":null}]"
batata-harra-beyrut-usulu,APERATIF,3,4,8,Batata Harra,"[{""stepNumber"":1,""instruction"":""Patatesleri küp doğrayıp 8 dakika haşlayın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Patatesleri tavada zeytinyağıyla kızartın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sarımsak, kişniş ve pul biberi ekleyip 2 dakika daha çevirin."",""timerSeconds"":120}]"
bezelyeli-cheddar-scone-ingiliz-usulu,APERATIF,3,4,8,İngiliz Bezelyeli Cheddar Scone,"[{""stepNumber"":1,""instruction"":""Tüm malzemeyi hafifçe karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Hamura yuvarlak şekiller verin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""190°C fırında 18 dakika pişirin."",""timerSeconds"":1080}]"
biberli-cevizli-ekmek-asi-hatay-usulu,APERATIF,3,4,8,Hatay Biberli Cevizli Ekmek Aşı,"[{""stepNumber"":1,""instruction"":""Salçayı yağda 2 dakika çevirin."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Su ve cevizi ekleyip kısa kaynatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ekmeği sosa alıp karıştırarak servis edin."",""timerSeconds"":null}]"
biberli-lorlu-yufka-osmaniye-usulu,APERATIF,3,4,8,Osmaniye Biberli Lorlu Yufka,"[{""stepNumber"":1,""instruction"":""Biberi ince doğrayıp lorla karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaları rulo yapın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ruloları tavada 8 dakika ısıtıp servis edin."",""timerSeconds"":480}]"
biberli-peynirli-borek-osmaniye-usulu,APERATIF,3,4,8,Osmaniye Biberli Peynirli Börek,"[{""stepNumber"":1,""instruction"":""Biberi küçük doğrayıp peynirle karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaları yağlayıp iç harçla katlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Üzerine yumurta sürüp 190°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
borulceli-eksi-ot-kavurmasi-ayvalik-usulu,APERATIF,3,4,8,Börülceli Ekşi Ot Kavurması,"[{""stepNumber"":1,""instruction"":""Otları ayıklayıp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sarımsakla birlikte 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Limonla tatlandırıp servis edin."",""timerSeconds"":null}]"
brik,APERATIF,3,4,8,Brik,"[{""stepNumber"":1,""instruction"":""Patatesleri haşlayıp ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaya patates, ton balığı, maydanoz ve yumurta koyup üçgen kapatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kızgın yağda her yüzünü 2 dakika kızartın."",""timerSeconds"":240}]"
