slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
firikli-kuru-patlican-dolmasi-gaziantep-usulu,YEMEK,3,5,10,Gaziantep Firikli Kuru Patlıcan Dolması,"[{""stepNumber"":1,""instruction"":""Kuru patlıcanları 6 dakika haşlayıp süzün."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Firik, kıyma, soğan, salça ve tuzu karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Patlıcanları doldurup 40 dakika pişirin."",""timerSeconds"":2400}]"
firikli-patlican-dolmasi-gaziantep-usulu,YEMEK,3,5,10,Firikli Patlıcan Dolması,"[{""stepNumber"":1,""instruction"":""Kuru patlıcanları kaynar suda 8 dakika yumuşatıp süzün."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Firik, kıyma, salça ve nar ekşisini karıştırarak iç hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Patlıcanları doldurup kısık ateşte 35 dakika pişirin."",""timerSeconds"":2100}]"
firikli-tavuk-kapama-diyarbakir-usulu,YEMEK,3,5,10,Firikli Tavuk Kapama,"[{""stepNumber"":1,""instruction"":""Tavukları 6 dakika mühürleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Soğan ve firiği ekleyip çevirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Suyu katıp kapağı kapalı 18 dakika pişirin."",""timerSeconds"":1080}]"
firikli-yesil-mercimekli-kuzu-tava-gaziantep-usulu,YEMEK,3,5,10,Firikli Yeşil Mercimekli Kuzu Tava,"[{""stepNumber"":1,""instruction"":""Eti 6 dakika mühürleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Firik ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Mercimekle birlikte 12 dakika pişirin."",""timerSeconds"":720}]"
firin-balikli-orzo-tava-yunan-usulu,YEMEK,3,5,10,Fırın Balıklı Orzo Tava,"[{""stepNumber"":1,""instruction"":""Orzoyu sosla hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Balığı üstüne yerleştirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tepsiyi 20 dakika pişirin."",""timerSeconds"":1200}]"
firin-domatesli-bulgur-koftesi-adana-usulu,YEMEK,3,5,10,Adana Fırın Domatesli Bulgur Köftesi,"[{""stepNumber"":1,""instruction"":""Bulguru sıcak suyla 10 dakika şişirin."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Domates, salça ve soğanı ekleyip yoğurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Harcı tepsiye yayıp 190°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
firin-fasulyeli-kofte-tava-ingiltere-usulu,YEMEK,3,5,10,Fırın Fasulyeli Köfte Tava,"[{""stepNumber"":1,""instruction"":""Kıymayı galeta unu ve soğanla yoğurup köfteler yapın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Köfteleri tavada 6 dakika mühürleyin."",""timerSeconds"":360},{""stepNumber"":3,""instruction"":""Fasulye ve domates püresini ekleyip 10 dakika pişirin."",""timerSeconds"":600}]"
firin-kabakli-bulgur-pilavi-burdur-usulu,YEMEK,3,5,10,Fırın Kabaklı Bulgur Pilavı,"[{""stepNumber"":1,""instruction"":""Kabağı 12 dakika fırınlayın."",""timerSeconds"":720},{""stepNumber"":2,""instruction"":""Soğan ve bulguru çevirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kabakla birlikte 12 dakika pişirin."",""timerSeconds"":720}]"
firin-lorlu-patlican-antalya-usulu,YEMEK,3,5,10,Antalya Fırın Lorlu Patlıcan,"[{""stepNumber"":1,""instruction"":""Patlıcanları ortadan yarıp çizikler atın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Lor, domates, kekik ve tuzu karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Patlıcanları doldurup 190°C fırında 28 dakika pişirin."",""timerSeconds"":1680}]"
firin-mantarli-ekmek-asisi-sakarya-usulu,YEMEK,3,5,10,Sakarya Fırın Mantarlı Ekmek Aşısı,"[{""stepNumber"":1,""instruction"":""Soğan ve mantarı 6 dakika soteleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Ekmeği tepsiye yayıp sosu üstüne dökün."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""190°C fırında 15 dakika pişirin."",""timerSeconds"":900}]"
firin-patatesli-testi-tava-nevsehir-usulu,YEMEK,3,5,10,Fırın Patatesli Testi Tava,"[{""stepNumber"":1,""instruction"":""Malzemeleri tepsiye alın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Baharat ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""28 dakika pişirin."",""timerSeconds"":1680}]"
firin-somon-brokoli-kasesi,YEMEK,3,5,10,Fırın Somon Brokoli Kasesi,"[{""stepNumber"":1,""instruction"":""Brokoliyi zeytinyağıyla tepsiye yayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Brokoliyi 200°C fırında 8 dakika ön pişirin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Somonu ekleyip 12 dakika daha pişirin ve limonla servis edin."",""timerSeconds"":720}]"
firin-turos-csusza,YEMEK,3,5,10,Fırın Túrós Csusza,"[{""stepNumber"":1,""instruction"":""Erişteyi haşlayıp süzün."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tereyağı, lor ve ekşi kremayla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kısık ateşte 2 dakika birleştirip servis edin."",""timerSeconds"":120}]"
firinda-balkabagi,YEMEK,3,5,10,Fırında Balkabağı,"[{""stepNumber"":1,""instruction"":""Balkabağını iri küpler halinde doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Zeytinyağı, sarımsak ve biberiyeyle karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kabakları 200°C fırında 30-35 dakika pişirin."",""timerSeconds"":2100}]"
firinda-karnabahar,YEMEK,4,5,10,Fırında Karnabahar,"[{""stepNumber"":1,""instruction"":""Karnabaharı çiçeklerine ayırıp tuzlu suda 8 dakika haşlayın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Yoğurt, yumurta, un, zeytinyağı, tuz ve karabiberi pürüzsüz sos olana kadar çırpın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Karnabaharları sosla kaplayıp fırın kabına alın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Üzerine kaşar serpin ve 190°C fırında 25-30 dakika pişirin."",""timerSeconds"":1800}]"
firinda-karniyarik,YEMEK,4,5,10,Fırında Karnıyarık,"[{""stepNumber"":1,""instruction"":""Patlıcanları kızgın yağda 8 dakika kızartın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Kıyma, soğan, domates ve biberi 15 dakika pişirin."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Patlıcanları açıp harçla doldurun."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""180°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
firinda-makarna,YEMEK,4,5,10,Fırında Makarna,"[{""stepNumber"":1,""instruction"":""Makarnayı tuzlu suda 8 dakika haşlayıp süzün."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Tereyağı, un ve sütle beşamel sos hazırlayın."",""timerSeconds"":420},{""stepNumber"":3,""instruction"":""Sos, yumurta ve makarnayı karıştırıp fırın kabına alın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Üzerine kaşar serpin ve 190°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
firinda-mucver,YEMEK,3,5,10,Fırında Mücver,"[{""stepNumber"":1,""instruction"":""Kabakları rendeleyip suyunu sıkın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yumurta, un, peynir, dereotu, zeytinyağı ve tuzla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Karışımı tepsiye yayın ve 180°C fırında 28-30 dakika pişirin."",""timerSeconds"":1800}]"
