slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
simit-tost,Simit Tost,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Simit 2 adet | Kaşar peyniri 120 gr | Domates 1 adet | Tereyağı 1 tatlı kaşığı,1. Simidi yatay kesip içini hazırlayın. || 2. Peynir ve domatesi koyup tost makinesine alın. || 3. Simitleri 5 dakika bastırarak kızartın.
baharatli-patlamis-misir,Baharatlı Patlamış Mısır,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Mısır tanesi 100 gr | Ayçiçek yağı 2 yemek kaşığı | Füme paprika 1 çay kaşığı | Sarımsak tozu 1 çay kaşığı | Limon kabuğu 1 çay kaşığı,1. Mısırı yağla kapaklı tencerede patlatın. || 2. Baharat ve limon kabuğunu ekleyin. || 3. Tencereyi sallayıp kaseye alın.
nar-eksili-hindi-tava-mardin-usulu,Nar Ekşili Hindi Tava,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Hindi kuşbaşı 600 gr | Kuru soğan 1 adet | Nar ekşisi 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Karabiber 0.5 çay kaşığı,1. Hindi etini 6 dakika mühürleyin. || 2. Soğanı ekleyin. || 3. Nar ekşisiyle 6 dakika daha pişirin.
coleslaw,Coleslaw,SALATA,salatalar,tr,3,3,few-steps,Beyaz lahana 0.5 adet | Havuç 2 adet | Yoğurt 0.5 su bardağı | Mayonez 3 yemek kaşığı | Elma sirkesi 1 yemek kaşığı | Şeker 1 çay kaşığı,"1. Lahana ve havucu ince doğrayın. || 2. Yoğurt, mayonez, sirke ve şekeri karıştırın. || 3. Sebzeleri sosla karıştırıp 10 dakika dinlendirin."
firinlanmis-yulaf,Fırınlanmış Yulaf,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Yulaf ezmesi 2 su bardağı | Süt 2 su bardağı | Muz 2 adet | Yumurta 1 adet,1. Muzu ezip süt ve yumurtayla karıştırın. || 2. Yulafı ekleyip karışımı kalıba dökün. || 3. 180°C fırında 25 dakika pişirin.
moussaka,Moussaka,YEMEK,et-yemekleri,gr,4,3,few-steps,Patlıcan 4 adet | Dana kıyma 500 gr | Domates püresi 1.5 su bardağı | Un 3 yemek kaşığı | Süt 2 su bardağı | Yumurta 1 adet,1. Patlıcan dilimlerini 200°C fırında 20 dakika pişirin. || 2. Kıyma ve domates püresini 20 dakika pişirin. || 3. Un ve sütle beşamel hazırlayıp yumurtayla bağlayın. || 4. Katları dizip 180°C fırında 35 dakika pişirin.
balli-hardalli-tavuk,Ballı Hardallı Tavuk,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Tavuk fileto 600 gr | Bal 2 yemek kaşığı | Hardal 2 yemek kaşığı | Limon suyu 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Sarımsak 2 diş | Tuz 1 çay kaşığı,"1. Bal, hardal, limon suyu, zeytinyağı, sarımsak ve tuzu karıştırın. || 2. Tavukları sosla kaplayıp 15 dakika dinlendirin. || 3. Tavukları tavada her yüzü kızarana kadar toplam 15-18 dakika pişirin."
barbacoa-taco,Barbacoa Taco,YEMEK,et-yemekleri,mx,4,3,few-steps,Dana döş 900 gr | Mısır tortilla 12 adet | Sarımsak 4 diş | Kimyon 1 tatlı kaşığı | Lime suyu 3 yemek kaşığı,"1. Eti sarımsak, kimyon ve lime suyuyla tencereye alın. || 2. Üzerini geçecek kadar su ekleyin. || 3. Kısık ateşte 3 saat pişirin. || 4. Eti didikleyip sıcak tortillaya doldurun."
hurmali-ekmek-tatlisi-kirklareli-usulu,Hurmalı Ekmek Tatlısı,TATLI,tatlilar,tr,5,3,no-time,Bayat ekmek 4 dilim | Süt 2 su bardağı | Hurma 6 adet | Tarçın 0.25 çay kaşığı,1. Bayat ekmek ve Süt malzemelerini tencereye alın. || 2. Hurma ile Tarçın malzemelerini karışıma ekleyin. || 3. Karışımı koyulaşana kadar 8-10 dakika pişirin. || 4. Tatlıyı servis kabına alıp 15-20 dakika dinlendirin. || 5. Kısa süre dinlendirip ardından servis edin.
beghrir,Beghrir,KAHVALTI,kahvaltiliklar,ma,3,3,few-steps,İrmik 1 su bardağı | Un 1 su bardağı | Maya 1 çay kaşığı | Su 2 su bardağı | Bal 3 yemek kaşığı,"1. İrmik, un, maya ve suyu blenderdan geçirip 15 dakika dinlendirin. || 2. Hamurdan tavaya kepçe döküp tek yüzünü pişirin. || 3. Tüm pankekleri hazırlayıp balla servis edin."
patlicanli-yogurtlama-trakya-usulu,Trakya Patlıcanlı Yoğurtlama,SALATA,salatalar,tr,3,3,few-steps,Patlıcan 3 adet | Yoğurt 1.5 su bardağı | Sarımsak 2 diş | Zeytinyağı 1 yemek kaşığı,1. Patlıcanları közleyip kabuklarını soyun. || 2. Yoğurt ve sarımsağı karıştırıp patlıcana ekleyin. || 3. Patlıcanlı yoğurtlamayı zeytinyağıyla soğuk servis edin.
boeuf-bourguignon,Boeuf Bourguignon,YEMEK,et-yemekleri,me,4,3,few-steps,Dana kuşbaşı 900 gr | Kırmızı şarap 2.5 su bardağı | Mantar 300 gr | Arpacık soğan 12 adet | Un 2 yemek kaşığı | Tereyağı 50 gr,"1. Eti tereyağında 10 dakika kızartın. || 2. Unu ekleyip 2 dakika kavurun. || 3. Şarap, soğan ve mantarı ekleyin. || 4. Kısık ateşte 2.5 saat pişirin."
yumurtali-ispanak-tava,Yumurtalı Ispanak Tava,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Ispanak 250 gr | Yumurta 4 adet | Zeytinyağı 1 yemek kaşığı | Sarımsak 1 diş,1. Sarımsağı yağda 30 saniye çevirin. || 2. Ispanağı ekleyip 3 dakika soteleyin. || 3. Yumurtaları kırıp kapağı kapalı pişirin.
brigadeiro,Brigadeiro,TATLI,tatlilar,br,3,3,few-steps,Yoğunlaştırılmış süt 400 gr | Kakao 3 yemek kaşığı | Tereyağı 1 yemek kaşığı | Çikolata parçacığı 100 gr,"1. Yoğunlaştırılmış süt, kakao ve tereyağını tencereye alın. || 2. Orta ateşte 10-12 dakika karıştırarak pişirin. || 3. Soğuyan karışımdan toplar yapıp çikolata parçacığına bulayın."
