slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
kaldirikli-yumurtali-tava-samsun-usulu,Kaldirikli Yumurtalı Tava,"Samsun kaldirikli yumurtalı tava, kaldiriği tereyağında çevirip yumurtayla buluşturarak otlu, yumuşak ve Karadeniz sabahına uygun bir tava kahvaltısı hazırlar.",KAHVALTI,tr,EASY,10,8,18,2,248,Kaldirik otu 150 gr | Yumurta 3 adet | Tereyağı 20 gr | Soğan 0.5 adet | Tuz 0.5 çay kaşığı,5,1. Soğanı tereyağında 2 dakika çevirin. || 2. Kaldiriği ekleyip yumuşatın. || 3. Yumurtaları kırıp 3 dakika pişirin.,3,SUT,"30-dakika-alti,vejetaryen",Otları fazla çevirmemek canlı rengini ve taze kokusunu korur.,Ilık servis edin.,Skillet Eggs with Wild Greens,"This Samsun skillet folds wild greens into buttery eggs for a soft, herbaceous Black Sea breakfast.",,,0,0,Pfanneneier mit Wildkräutern,"Diese Pfanne aus Samsun verbindet Wildkräuter mit butterigen Eiern zu einem weichen, kräuterigen Schwarzmeerfrühstück.",,,0,0
misir-unlu-kefal-bugulama-sinop-usulu,Mısır Unlu Kefal Buğulama,"Sinop mısır unlu kefal buğulama, kefali ince mısır unu ve defneyle pişirerek sulu, kıyı kokulu ve doyurucu bir Karadeniz balık yemeği sunar.",YEMEK,tr,EASY,14,18,32,4,266,Kefal fileto 700 gr | Mısır unu 2 yemek kaşığı | Soğan 1 adet | Defne yaprağı 1 adet | Su 2 su bardağı,5,"1. Soğanı tencerede 4 dakika çevirin. || 2. Balık, su ve defneyi ekleyin. || 3. Mısır ununu serpip 12 dakika pişirin.",3,"DENIZ_URUNLERI,GLUTEN","yuksek-protein,tek-tencere",Mısır ununu ince serpmek sosu koyulaştırırken balığın tadını bastırmaz.,Sıcak servis edin.,Cornmeal Mullet Stew,This Sinop fish stew cooks mullet with a light dusting of cornmeal and bay leaf for a brothy Black Sea plate.,,,0,0,Meeräschen-Eintopf mit Maismehl,Dieser Fischeintopf aus Sinop gart Meeräsche mit etwas Maismehl und Lorbeer zu einem saftigen Schwarzmeer-Teller.,,,0,0
isirganli-yogurt-corbasi-rize-usulu,Isırganlı Yoğurt Çorbası,"Rize ısırganlı yoğurt çorbası, ince kıyılmış ısırganı yoğurtlu tabanla buluşturarak ferah, hafif ekşili ve yayla usulü bir çorba kurar.",CORBA,tr,EASY,12,20,32,4,128,Isırgan otu 120 gr | Yoğurt 1.5 su bardağı | Pirinç 0.25 su bardağı | Su 5 su bardağı | Nane 0.5 çay kaşığı,5,1. Pirinci suda 12 dakika haşlayın. || 2. Yoğurdu çorba suyuyla açın. || 3. Isırganı ekleyip 6 dakika pişirin.,3,SUT,"vejetaryen,tek-tencere",Yoğurtlu karışımı kaynama noktasının altında tutmak kesilmeyi önler.,Sıcak servis edin.,Yogurt Soup with Nettles,This Rize soup stirs finely chopped nettles into a tangy yogurt base for a fresh highland bowl.,,,0,0,Joghurtsuppe mit Brennnessel,Diese Suppe aus Rize rührt fein gehackte Brennnesseln in eine säuerliche Joghurtbasis zu einer frischen Hochland-Schale.,,,0,0
pekmezli-findik-ezmeli-kup-giresun-usulu,Pekmezli Fındık Ezmeli Kup,"Giresun pekmezli fındık ezmeli kup, fındık ezmesini dut pekmezi ve kırıntı katlarla buluşturarak yoğun, serin ve kaşıklık bir tatlı hazırlar.",TATLI,tr,EASY,12,0,12,4,284,Fındık ezmesi 1 su bardağı | Dut pekmezi 3 yemek kaşığı | Labneh 1 su bardağı | Bisküvi kırıntısı 1 su bardağı,4,1. Labneh ve fındık ezmesini çırpın. || 2. Kup katlarını hazırlayın. || 3. Tatlıyı soğutup servis edin.,3,"KUSUYEMIS,SUT,GLUTEN","30-dakika-alti,vejetaryen,misafir-sofrasi",Kupu servis öncesi kısa dinlendirmek katların birbirine oturmasını sağlar.,Soğuk servis edin.,Hazelnut and Molasses Dessert Cup,This Giresun dessert layers hazelnut spread with mulberry molasses and crumbs into a chilled spoon sweet.,,,0,0,Dessertbecher mit Haselnuss und Pekmez,Dieses Dessert aus Giresun schichtet Haselnusscreme mit Maulbeerpekmez und Bröseln zu einer gekühlten Löffelsüßspeise.,,,0,0
fasulyeli-pazi-diblesi-ordu-usulu,Fasulyeli Pazı Diblesi,"Ordu fasulyeli pazı diblesi, taze fasulyeyi pazı ve pirinçle pişirerek sulu, tane tane ve kırsal bir Karadeniz tenceresi sunar.",YEMEK,tr,EASY,14,24,38,4,188,Taze fasulye 350 gr | Pazı 200 gr | Pirinç 0.5 su bardağı | Soğan 1 adet | Su 2.5 su bardağı,5,1. Soğan ve fasulyeyi 5 dakika çevirin. || 2. Pirinci ve suyu ekleyin. || 3. Pazıyla birlikte 15 dakika pişirin.,3,,"vegan,tek-tencere",Pazıyı son bölümde eklemek diblenin rengini daha canlı tutar.,Ilık servis edin.,Swiss Chard and Bean Diblesi,"This Ordu pot cooks green beans, chard, and rice into a brothy Black Sea vegetable meal.",,,0,0,Diblesi mit Mangold und Bohnen,"Dieser Topf aus Ordu gart grüne Bohnen, Mangold und Reis zu einer saftigen Schwarzmeer-Gemüsemahlzeit.",,,0,0
hamsi-pastirmasi-salatasi-trabzon-usulu,Hamsi Pastırması Salatası,"Trabzon hamsi pastırması salatası, marine hamsiyi roka ve soğanla buluşturarak tuzlu, keskin ve meze sofralarına uygun bir tabak yapar.",SALATA,tr,EASY,12,0,12,4,142,Hamsi pastırması 180 gr | Roka 1 demet | Kırmızı soğan 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,5,1. Soğanı limonla ovun. || 2. Roka ve hamsiyle karıştırın. || 3. Salatayı hemen servis edin.,3,DENIZ_URUNLERI,"30-dakika-alti,misafir-sofrasi",Soğanı kısa süre limonda bekletmek salatadaki sertliği yumuşatır.,Soğuk servis edin.,Anchovy Pastrami Salad,This Trabzon salad pairs cured anchovy with arugula and onion for a sharp Black Sea mezze plate.,,,0,0,Salat mit Sardellenpastırması,Dieser Salat aus Trabzon verbindet gepökelte Sardelle mit Rucola und Zwiebel zu einem markanten Schwarzmeer-Mezze-Teller.,,,0,0
laz-otlu-tava-boregi-artvin-usulu,Laz Otlu Tava Böreği,"Artvin laz otlu tava böreği, ince yufkayı dağ otları ve peynirle tavada kızartarak çıtır kenarlı, yumuşak içli bir yayla kahvaltısı kurar.",KAHVALTI,tr,MEDIUM,18,12,30,4,266,Yufka 2 adet | Karışık ot 1 demet | Beyaz peynir 150 gr | Tereyağı 20 gr,4,1. İç harcı karıştırın. || 2. Yufkaları harçla kapatın. || 3. Böreği tavada 10 dakika pişirin.,3,"GLUTEN,SUT","vejetaryen,misafir-sofrasi",İç harcı kuru tutmak böreğin tavada kolay çevrilmesini sağlar.,Ilık servis edin.,Pan Börek with Highland Herbs,This Artvin pan börek fills thin pastry with mountain herbs and cheese for a crisp village breakfast.,,,0,0,Pfannen-Börek mit Bergkräutern,Dieser Pfannen-Börek aus Artvin füllt dünnen Teig mit Bergkräutern und Käse zu einem knusprigen Dorf-Frühstück.,,,0,0
elmali-misir-unu-keki-rize-usulu,Elmalı Mısır Unu Keki,"Rize elmalı mısır unu keki, mısır ununu rendelenmiş elma ve tarçınla buluşturarak nemli, kokulu ve çay yanına uygun bir dilim tatlı çıkarır.",TATLI,tr,EASY,14,26,40,8,214,Mısır unu 1 su bardağı | Un 1 su bardağı | Elma 2 adet | Yoğurt 1 su bardağı | Tarçın 1 çay kaşığı,5,1. Kuru ve sıvı malzemeleri karıştırın. || 2. Elmayı ekleyip kalıba dökün. || 3. Keki 24 dakika pişirin.,3,"GLUTEN,SUT","firinda,vejetaryen",Elmayı fazla sıkmamak kekin iç dokusunu nemli tutar.,Ilık servis edin.,Cornmeal Apple Cake,"This Rize cake combines cornmeal, grated apple, and cinnamon for a moist tea-time slice.",,,0,0,Apfelkuchen mit Maismehl,"Dieser Kuchen aus Rize verbindet Maismehl, geriebenen Apfel und Zimt zu einem saftigen Stück für die Teestunde.",,,0,0
kiren-serbeti-gumushane-usulu,Kiren Şerbeti,"Gümüşhane kiren şerbeti, kızılcığı hafif baharatla kaynatarak buruk, ferah ve yaz sonuna uygun bir Karadeniz içeceği hazırlar.",ICECEK,tr,EASY,8,12,20,5,58,Kiren 2 su bardağı | Su 5 su bardağı | Şeker 0.25 su bardağı | Karanfil 2 adet,4,1. Malzemeleri tencereye alın. || 2. Şerbeti 10 dakika kaynatın. || 3. Soğutup servis edin.,3,,"30-dakika-alti,alkolsuz,yaz-tarifi",Meyveyi ezmeden kaynatmak şerbetin rengini parlak tutar.,Soğuk servis edin.,Cornelian Cherry Sherbet,"This Gümüşhane sherbet simmers tart cornelian cherries into a bright, refreshing Black Sea drink.",,,0,0,Kiren-Sherbet,"Dieses Sherbet aus Gümüşhane kocht herbe Kornelkirschen zu einem hellen, erfrischenden Schwarzmeer-Getränk.",,,0,0
kestaneli-hamsi-pilavi-zonguldak-usulu,Kestaneli Hamsi Pilavı,"Zonguldak kestaneli hamsi pilavı, pirinci hamsi ve kestaneyle buluşturarak tatlı-tuzlu dengesi belirgin bir kıyı pilavı sunar.",YEMEK,tr,MEDIUM,18,22,40,4,344,Pirinç 1.5 su bardağı | Hamsi fileto 250 gr | Haşlanmış kestane 1 su bardağı | Soğan 1 adet | Su 2.5 su bardağı,5,1. Soğanı kavurun. || 2. Pirinci ve kestaneyi ekleyin. || 3. Hamsilerle birlikte 16 dakika pişirin.,3,DENIZ_URUNLERI,misafir-sofrasi,Kestaneleri küçük doğramak pilavda baskın cepler oluşmasını önler.,Ilık servis edin.,Anchovy Rice with Chestnuts,This Zonguldak pilaf pairs anchovies and chestnuts for a sweet-savory Black Sea rice dish.,,,0,0,Reispilaw mit Sardelle und Kastanie,Dieser Pilaw aus Zonguldak verbindet Sardellen und Kastanien zu einem süß-herzhaften Schwarzmeer-Reisgericht.,,,0,0
