slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
falafel,Falafel,baklagil-yemekleri,YEMEK,me,0,Nohut 2 su bardağı | Soğan 1 adet | Sarımsak 3 diş | Maydanoz 0.5 demet | Kişniş 0.25 demet | Kimyon 1 tatlı kaşığı | Tuz 1 tatlı kaşığı | Kabartma tozu 1 çay kaşığı | Susam 2 yemek kaşığı | Sıvı yağ 2 su bardağı,"1. Nohudu bir gece suda bekletip süzün. || 2. Nohut, soğan, sarımsak, yeşillikler, kimyon ve tuzu robotta taneli harç olana kadar çekin. || 3. Kabartma tozunu ekleyin ve harcı buzdolabında 30 dakika dinlendirin. || 4. Harçtan küçük toplar yapıp susama bulayın. || 5. Kızgın yağda her tarafı koyu altın rengi olana kadar 4-5 dakika kızartın.",Konserve nohut kullanmayın; bir gece ıslatılmış çiğ nohut falafelin dağılmadan kızarmasını sağlar.,"Tahin sosu, lavaş ve turşuyla servis edin."
farinata-italyan-sokak-usulu,Farinata,hamur-isleri,YEMEK,it,0,Nohut unu 1.5 su bardağı | Su 2 su bardağı | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı | Karabiber 0.25 çay kaşığı,1. Hamuru karıştırıp dinlendirin. || 2. Karışımı tepsiye dökün. || 3. Farinatayı 220°C fırında 22 dakika pişirin.,Hamuru dinlendirmek nohut ununun suyu daha iyi çekmesini sağlar.,"Sıcak pide dilimleri ve közlenmiş biberle, üstüne bir kaşık tereyağı gezdirerek tamamlayın."
farofa,Farofa,soslar-dippler,SOS,br,0,Manyok unu 250 gr | Tereyağı 60 gr | Soğan 1 adet | Maydanoz 0.5 demet,1. Soğanı tereyağında 5 dakika kavurun. || 2. Manyok ununu ekleyip 7 dakika karıştırarak kavurun. || 3. Maydanozu ekleyip ocaktan alın.,Manyok ununu orta ateşte kavurun; rengi altına dönünce aromasını verir.,Feijoada ve ızgara et yanında servis edin.
fasolada-corbasi-yunan-usulu,Fasolada Çorbası,corbalar,CORBA,gr,0,Beyaz fasulye 1 su bardağı | Havuç 1 adet | Domates 2 adet | Zeytinyağı 1 yemek kaşığı | Su 5 su bardağı,1. Fasulyeyi 20 dakika haşlayın. || 2. Sebzeleri ekleyin. || 3. Çorbayı 10 dakika daha pişirin.,Fasulyeyi bir gece bekletmek çorbada temiz ve eşit bir pişme sağlar.,Yanına ızgara lavaş veya simit dilimleri ve soğuk cacık koyarak tamamlayın.
fasolada-yunan-usulu,Fasolada,corbalar,CORBA,gr,0,Haşlanmış kuru fasulye 2 su bardağı | Domates püresi 1 su bardağı | Havuç 1 adet | Zeytinyağı 2 yemek kaşığı | Su 3 su bardağı,"1. Havuç ve zeytinyağını tencerede 4 dakika çevirin. || 2. Fasulye, domates ve suyu ekleyin. || 3. Çorbayı 25 dakika pişirip servis edin.",Fasulyeyi kısa ön haşlama ile çorbada daha eşit yumuşatabilirsiniz.,"Taze doğranmış dereotu ve bir damla zeytinyağıyla sunum kurun, yanına kıtır ekmek iliştirin."
fasolakia,Fasolakia,sebze-yemekleri,YEMEK,gr,0,Taze fasulye 700 gr | Domates 3 adet | Soğan 1 adet | Zeytinyağı 4 yemek kaşığı | Tuz 1 çay kaşığı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Domatesi ve fasulyeyi ekleyip kapağı kapalı 30 dakika pişirin. || 3. Tuzunu ayarlayıp ılık servis edin.,Fasulyeyi çok karıştırmadan pişirin; uzun pişme süresinde taneler diri kalır.,Yanına feta ve limonlu patatesle servis edin.
fasolka-po-bretonsku-polonya-usulu,Fasolka po Bretońsku,baklagil-yemekleri,YEMEK,pl,0,Haşlanmış kuru fasulye 3 su bardağı | Domates püresi 1.5 su bardağı | Dana sosis 250 gr | Kuru soğan 1 adet | Tuz 0.75 çay kaşığı,1. Soğan ve sosisi tavada çevirin. || 2. Domates püresi ve fasulyeyi ekleyin. || 3. Tencereyi 20 dakika pişirin.,Fasulyeyi ezmeden karıştırmak yapıyı korur.,"Yanına karamelize soğan ve ızgara ekmek dilimleriyle destekleyin, protein dengesi kurulsun."
fasulye-diblesi-giresun-usulu,Giresun Usulü Fasulye Diblesi,sebze-yemekleri,YEMEK,tr,0,Taze fasulye 700 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Dereotu 0.5 demet | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı,"1. Soğanı zeytinyağında 5 dakika çevirin ve fasulyeyi ekleyin. || 2. Pirinç, tuz ve 1.5 su bardağı sıcak su ekleyin. || 3. Tencereyi kapatıp yemeği 20 dakika pişirin ve dereotuyla tamamlayın.",Pirinç ekledikten sonra fazla karıştırmayın; taze fasulye diri kalır ve diblesi tane tane olur.,Üzerine dereotu serperek ılık servis edin.
fasulye-diblesi-ordu-usulu,Fasulye Diblesi,makarna-pilav,YEMEK,tr,0,Taze fasulye 500 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Dereotu 0.25 demet | Zeytinyağı 2 yemek kaşığı | Su 1.5 su bardağı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Fasulye ve pirinci ekleyip karıştırın. || 3. Suyu katıp yemeği 20 dakika pişirin.,Fasulyeyi kısa süre kavurmak tencerede dağılmadan pişmesini kolaylaştırır.,Yanına bulgur pilavı ve turşu koyarak derin kasede verin; üzerine pul biber gezdirin.
fasulye-diblesi-trabzon-usulu,Trabzon Fasulye Diblesi,sebze-yemekleri,YEMEK,tr,0,Taze fasulye 600 gr | Pirinç 0.5 su bardağı | Kuru soğan 1 adet | Dereotu 0.25 demet | Zeytinyağı 2 yemek kaşığı | Tuz 1 çay kaşığı,"1. Fasulyeleri kılçıklarından ayırıp küçük parçalar halinde doğrayın. || 2. Soğanı yağda 4 dakika çevirin, fasulye ve pirinci ekleyin. || 3. 1.5 su bardağı su ve tuzu katıp tencereyi 20 dakika pişirin, dereotuyla dinlendirip servis edin.",Fasulyeyi kısa tutmak diblede diri ve parlak bir sonuç verir.,Yanına cacık koyarak ılık servis edin.
