slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
visneli-kefir-icecegi-sakarya-usulu,Vişneli Kefir İçeceği,"Sakarya usulü vişneli kefir içeceği, kefiri vişne suyu ve buzla buluşturarak hafif ekşi, serin ve yazlık bir bardak çıkarır.",ICECEK,tr,EASY,5,0,5,3,64,Kefir 2 su bardağı | Vişne suyu 1 su bardağı | Buz 1 su bardağı,3,1. Sıvıları karıştırın. || 2. Bardaklara buz koyun. || 3. İçeceği pay edip servis edin.,3,SUT,"alkolsuz,30-dakika-alti,yaz-tarifi",Vişne suyunu önceden soğutmak kefirin keskin tadını daha dengeli hissettirir.,Soğuk içecek için 1 saat önceden bardakları buzdolabında bekletin; sıcak camda aroma zayıflar.,Cherry Kefir Cooler,This Sakarya-style drink mixes kefir with cherry juice for a tart chilled refreshment.,Chilling the sour cherry juice in advance softens kefir's tang and makes the drink taste more rounded.,Serve cold.,1,1,Kirsch-Kefir-Getränk,Dieses Getränk nach Art aus Sakarya mischt Kefir mit Kirschsaft zu einer säuerlichen gekühlten Erfrischung.,Vorgekühlter Sauerkirschsaft lässt die Säure des Kefirs runder und ausgewogener wirken.,Kalt servieren.,1,1
kestaneli-mantar-sote-bilecik-usulu,Kestaneli Mantar Sote,"Bilecik usulü kestaneli mantar sote, mantarı kestane ve tereyağıyla buluşturarak topraksı, yumuşak ve sonbahar sofralarına uygun bir tabak yapar.",YEMEK,tr,EASY,12,14,26,4,194,Kültür mantarı 350 gr | Haşlanmış kestane 1 su bardağı | Tereyağı 1 yemek kaşığı | Karabiber 0.25 çay kaşığı,4,1. Mantarı tavaya alın. || 2. 5 dakika soteleyin. || 3. Kestane ile birlikte 5 dakika daha çevirin.,3,"KUSUYEMIS,SUT","vejetaryen,30-dakika-alti",Kestaneyi önceden haşlamak tavada mantarla eşit sürede yumuşamasını sağlar.,"Yanına yoğurt veya cacık ve birkaç dilim limonla, hafif ılık serin.",Mushroom Saute with Chestnuts,This Bilecik-style dish cooks mushrooms with chestnuts and butter into an autumn side.,Boiling the chestnuts first helps them soften in the pan at the same pace as the mushrooms.,Serve warm.,1,1,Pilzpfanne mit Kastanien,Dieses Gericht nach Art aus Bilecik gart Pilze mit Kastanien und Butter zu einer herbstlichen Beilage.,Vorgekochte Kastanien werden in der Pfanne gleichzeitig mit den Pilzen angenehm weich.,Warm servieren.,1,1
kasarli-biberli-pide-tekirdag-usulu,Kaşarlı Biberli Pide,"Tekirdağ usulü kaşarlı biberli pide, yumuşak hamuru kapya biber ve kaşarla buluşturarak kızarmış, sıcak ve paylaşmalık bir fırın işi sunar.",ATISTIRMALIK,tr,MEDIUM,18,16,34,4,286,Un 2.5 su bardağı | Kaşar peyniri 180 gr | Kapya biber 2 adet | Su 0.75 su bardağı | Zeytinyağı 1 yemek kaşığı,5,1. Hamuru açın. || 2. Biber ve peyniri yerleştirin. || 3. Pideyi 16 dakika pişirin.,3,"GLUTEN,SUT","misafir-sofrasi,vejetaryen",Biberi önceden 3 dakika çevirmek pidenin orta kısmını ıslatmaz.,Taze dilimlenmiş ekmek ve yanında mevsim yeşillikleriyle derin tabakta verin.,Pide with Cheese and Peppers,This Tekirdag-style pide tops soft dough with peppers and melting cheese for a warm shareable bake.,Giving the peppers a short 3-minute saute keeps the center of the pide from turning watery.,Serve warm.,1,1,Pide mit Käse und Paprika,Dieses Gebäck nach Art aus Tekirdag belegt weichen Teig mit Paprika und schmelzendem Käse zu einem warmen Ofengericht zum Teilen.,Kurz angeschwitzte Paprika geben weniger Feuchtigkeit ab und halten die Mitte der Pide trockener.,Warm servieren.,1,1
ayvali-hardalli-yesil-salata-yalova-usulu,Ayvalı Hardallı Yeşil Salata,"Yalova usulü ayvalı hardallı yeşil salata, ayvayı hardallı sos ve yeşillikle buluşturarak gevrek, ferah ve hafif tatlı bir tabak kurar.",SALATA,tr,EASY,10,0,10,4,118,Karışık yeşillik 1 paket | Ayva 1 adet | Hardal 1 tatlı kaşığı | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,5,1. Ayvayı ince doğrayın. || 2. Sosu hazırlayın. || 3. Salatayı birleştirip servis edin.,3,HARDAL,"vegan,30-dakika-alti",Ayvayı servis öncesi doğramak yüzeyinin kararmasını önler.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.,Green Salad with Quince and Mustard,This Yalova-style salad mixes greens with quince and mustard dressing for a crisp plate.,Cutting the quince just before serving keeps the surface pale and fresh-looking.,Serve cold.,1,1,Grüner Salat mit Quitte und Senf,Dieser Salat nach Art aus Yalova mischt Blätter mit Quitte und Senfdressing zu einem knackigen Teller.,Erst kurz vor dem Servieren geschnittene Quitte bleibt heller und wirkt frischer.,Kalt servieren.,1,1
pancarli-muhallebi-kup-istanbul-usulu,Pancarli Muhallebi Kup,"İstanbul usulü pancarlı muhallebi kup, sütlü muhallebiyi hafif pancar rengi ve vanilya ile buluşturarak zarif, yumuşak ve küçük porsiyonluk bir tatlı yapar.",TATLI,tr,EASY,12,10,22,4,202,Süt 3 su bardağı | Mısır nişastası 3 yemek kaşığı | Pancar suyu 0.25 su bardağı | Şeker 0.5 su bardağı | Vanilya 1 çimdik,5,1. Muhallebiyi koyulaştırın. || 2. Pancar suyunu ekleyin. || 3. Kup içinde soğutup servis edin.,3,SUT,"misafir-sofrasi,vejetaryen",Pancar suyunu son bölümde eklemek rengin canlı kalmasına yardım eder.,Yanına kuru incir dilimi ve bir kaşık yoğurtla kontrastlı tadım tabağı oluşturun.,Beet Milk Pudding Cups,This Istanbul-style dessert tints milk pudding with beet for an elegant soft cup sweet.,Adding the beet juice at the end helps the pudding keep its bright pink color.,Serve cold.,1,1,Milchpudding-Becher mit Roter Bete,Dieses Dessert nach Art aus Istanbul färbt Milchpudding mit Roter Bete zu einer eleganten weichen Süßigkeit im Becher.,Erst zum Schluss eingerührter Rote-Bete-Saft hält die Farbe des Puddings klar und lebendig.,Kalt servieren.,1,1
patatesli-soganli-midye-tava-istanbul-bogaz-usulu,Patatesli Soğanlı Midye Tava,"İstanbul Boğaz usulü patatesli soğanlı midye tava, midyeyi patates ve soğanla buluşturarak hafif çıtır, deniz kokulu ve paylaşmalık bir tava çıkarır.",YEMEK,tr,MEDIUM,14,16,30,4,248,Ayıklanmış midye 300 gr | Patates 2 adet | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,4,1. Patates ve soğanı tavada 8 dakika pişirin. || 2. Midyeyi ekleyin. || 3. 6 dakika daha pişirip servis edin.,3,DENIZ_URUNLERI,"misafir-sofrasi,30-dakika-alti",Midyeyi son 6 dakikada eklemek sertleşmesini önler.,"Taze limon ve roka ile soğumadan masaya götürün, yanına ılık patates eşlik etsin.",Skillet Mussels with Potatoes and Onion,This Bosphorus-style pan cooks mussels with potatoes and onion for a shareable coastal plate.,Adding the mussels only for the final 6 minutes keeps them tender instead of rubbery.,Serve hot.,1,1,Muschelpfanne mit Kartoffeln und Zwiebeln,Diese Pfanne nach Bosporus-Art gart Muscheln mit Kartoffeln und Zwiebeln zu einem Küstenteller zum Teilen.,Erst in den letzten 6 Minuten zugegebene Muscheln bleiben zart und werden nicht zäh.,Heiß servieren.,1,1
narenciyeli-semizotu-salatasi-antalya-usulu,Narenciyeli Semizotu Salatası,"Antalya usulü narenciyeli semizotu salatası, semizotunu portakal ve limonla buluşturarak ferah, sulu ve güneşli sofralara uygun bir salata yapar.",SALATA,tr,EASY,10,0,10,4,96,Semizotu 1 demet | Portakal 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,4,1. Semizotunu yıkayın. || 2. Portakalı dilimleyin. || 3. Salatayı sosla birleştirip servis edin.,3,,"vegan,30-dakika-alti,yaz-tarifi",Portakalı servis öncesi dilimlemek suyunun salataya kontrollü geçmesini sağlar.,"Derin cam kasede, üzerine bir fiske pul biber ve birkaç damla nar ekşisi gezdirerek servise çıkarın.",Purslane Salad with Citrus,This Antalya-style salad pairs purslane with orange and lemon for a bright sunny plate.,Slicing the orange at the last moment lets its juice season the salad without flooding it.,Serve cold.,1,1,Portulaksalat mit Zitrus,Dieser Salat nach Art aus Antalya verbindet Portulak mit Orange und Zitrone zu einem hellen sonnigen Teller.,"Frisch geschnittene Orange gibt genug Saft an den Salat ab, ohne ihn zu verwässern.",Kalt servieren.,1,1
domatesli-cokelek-sikma-mersin-usulu,Domatesli Çökelek Sıkma,"Mersin usulü domatesli çökelek sıkma, ince yufkayı çökelek ve domatesle buluşturarak sıcak, tuzlu ve sahil sabahlarına uygun bir dürüm yapar.",KAHVALTI,tr,EASY,10,8,18,3,244,Yufka 3 adet | Çökelek 180 gr | Domates 2 adet | Zeytinyağı 1 yemek kaşığı,4,1. İç harcı hazırlayın. || 2. Yufkayı sarın. || 3. Sıkmayı tavada 6 dakika ısıtın.,3,"GLUTEN,SUT","30-dakika-alti,vejetaryen",Domatesi küçük küp kesmek sıkmanın içinde düzenli bir dolgu sağlar.,"Kişi başı küçük tava, yanında taze maydanoz ve dilimlenmiş tereyağıyla geleneksel kahvaltı kurgula.",Flatbread Wrap with Curd and Tomato,This Mersin-style breakfast wraps thin bread around curd cheese and tomato for a warm bite.,Dicing the tomatoes finely gives the filling an even texture instead of loose watery pockets.,Serve warm.,1,1,Sıkma mit Çökelek und Tomate,Dieses Frühstück nach Art aus Mersin wickelt dünnes Brot um Bruchkäse und Tomate zu einem warmen Bissen.,Klein gewürfelte Tomaten verteilen sich gleichmäßiger und machen die Füllung ordentlicher.,Warm servieren.,1,1
biberli-tavuk-guvec-adana-usulu,Biberli Tavuk Güveç,"Adana usulü biberli tavuk güveç, tavuk parçalarını yeşil biber ve domatesle buluşturarak sulu, hafif acılı ve sofralık bir ana yemek hazırlar.",YEMEK,tr,EASY,14,20,34,4,296,Tavuk kalça 650 gr | Yeşil biber 4 adet | Domates 3 adet | Zeytinyağı 2 yemek kaşığı,4,1. Malzemeleri güvece alın. || 2. Baharat ekleyin. || 3. 20 dakika pişirin.,3,,"yuksek-protein,tek-tencere",Biberi kalın doğramak güveçte diri kalmasına yardım eder.,"Pirinç pilavı veya buharı çekmiş bulgurla birlikte, yanında limonlu yeşillik karışımıyla tamamlayın.",Chicken Casserole with Peppers,This Adana-style casserole cooks chicken with peppers and tomato into a spicy juicy main.,Cutting the peppers into thick pieces helps them stay distinct and juicy in the guvec.,Serve hot.,1,1,Hähnchen-Güveç mit Paprika,Dieses Hauptgericht nach Art aus Adana gart Hähnchen mit Paprika und Tomate zu einem würzigen saftigen Güveç.,Dick geschnittene Paprika behalten im Güveç mehr Biss und fallen nicht zusammen.,Heiß servieren.,1,1
gul-recelli-muhallebi-isparta-usulu,Gül Reçelli Muhallebi,"Isparta usulü gül reçelli muhallebi, sütlü tabanı gül reçeli ile buluşturarak zarif, çiçeksi ve serin bir tatlı kurar.",TATLI,tr,EASY,10,10,20,4,214,Süt 3 su bardağı | Mısır nişastası 3 yemek kaşığı | Şeker 0.5 su bardağı | Gül reçeli 4 yemek kaşığı,4,1. Muhallebiyi koyulaştırın. || 2. Kaselere pay edin. || 3. Gül reçeliyle servis edin.,3,SUT,"misafir-sofrasi,vejetaryen",Gül reçelini üst katmana eklemek muhallebinin pürüzsüz yapısını korur.,"Buzdolabında bekletmiş tabakta tek porsiyon olarak, yanına demli ıhlamur fincanıyla verin.",Milk Pudding with Rose Jam,This Isparta-style dessert tops milk pudding with rose jam for an elegant floral finish.,Keeping the rose jam on top preserves the silky texture of the pudding underneath.,Serve cold.,1,1,Milchpudding mit Rosenkonfitüre,Dieses Dessert nach Art aus Isparta krönt Milchpudding mit Rosenkonfitüre zu einem eleganten blumigen Abschluss.,Obenauf gesetzte Rosenmarmelade bewahrt die glatte Struktur des Puddings darunter.,Kalt servieren.,1,1
