slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
kizilcikli-cay-serbeti-elazig-usulu,Kızılcıklı Çay Şerbeti,ICECEK,icecekler,tr,3,1,short-step,Demli çay 2 su bardağı | Kızılcık suyu 1 su bardağı | Su 1 su bardağı | Buz 1 su bardağı,1. Çayı soğutun. || 2. Kızılcık suyu ile karıştırın. || 3. Buzla servis edin.
naneli-portakal-soda-fas-usulu,Naneli Portakal Soda,ICECEK,icecekler,ma,3,1,short-step,Portakal suyu 1 su bardağı | Soda 1 su bardağı | Nane 0.25 demet | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Portakal suyunu ekleyin. || 3. Sodayla tamamlayın.
yuzu-soda-japon-usulu,Yuzu Soda,ICECEK,icecekler,jp,3,1,short-step,Yuzu suyu 0.25 su bardağı | Soda 1.75 su bardağı | Bal 1 tatlı kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Yuzu ve balı ekleyin. || 3. Sodayla tamamlayın.
mandalinali-reyhan-serbeti-aydin-usulu,Mandalinalı Reyhan Şerbeti,ICECEK,icecekler,tr,3,1,short-step,Mandalina suyu 2 su bardağı | Su 2 su bardağı | Reyhan 0.25 demet | Buz 1 su bardağı,1. Mandalina suyunu süzün. || 2. Su ve reyhanla karıştırın. || 3. Buzla servis edin.
espresso-tonic,Espresso Tonic,ICECEK,kahve-sicak-icecekler,us,3,1,short-step,Espresso 40 ml | Tonik 160 ml | Buz 1 su bardağı | Portakal kabuğu 1 adet,1. Bardağı buzla doldurun. || 2. Toniği bardağa dökün. || 3. Espressoyu yavaşça üstten ekleyin.
lemon-myrtle-iced-tea-avustralya-usulu,Lemon Myrtle Iced Tea,ICECEK,icecekler,au,3,1,short-step,Siyah çay 2 tatlı kaşığı | Lemon myrtle 1 çay kaşığı | Su 4 su bardağı | Bal 2 yemek kaşığı | Buz 1 su bardağı,1. Çayı 5 dakika demleyin. || 2. Balı karıştırıp soğutun. || 3. Buzla servis edin.
emoliente-peru-usulu,Emoliente,ICECEK,icecekler,pe,3,1,short-step,Arpa 0.5 su bardağı | Tarçın çubuğu 1 adet | Limon suyu 2 yemek kaşığı | Su 5 su bardağı | Bal 2 yemek kaşığı,1. Arpayı suyla 15 dakika kaynatın. || 2. Tarçın ve balı ekleyin. || 3. Limonla tamamlayıp servis edin.
elmali-kefir-smoothie,Elmalı Kefir Smoothie,ICECEK,smoothie-shake,tr,3,1,short-step,Kefir 300 ml | Elma 1 adet | Yulaf 2 yemek kaşığı | Tarçın 0.5 çay kaşığı,1. Elmayı iri doğrayın. || 2. Tüm malzemeyi blendera alın. || 3. Karışımı 45 saniye çekip soğuk servis edin.
portakalli-sicak-cikolata,Portakallı Sıcak Çikolata,ICECEK,kahve-sicak-icecekler,fr,3,1,short-step,Süt 400 ml | Bitter çikolata 80 gr | Portakal kabuğu rendesi 1 çay kaşığı | Kakao 1 tatlı kaşığı,1. Sütü tencerede ısıtın. || 2. Çikolatayı ekleyip eritin. || 3. Portakal kabuğu ve kakaoyu ekleyip servis edin.
somonlu-sushi-roll,Somonlu Sushi Roll,APERATIF,aperatifler,jp,4,1,short-step,Sushi pirinci 2 su bardağı | Nori 4 yaprak | Somon fileto 250 gr | Salatalık 1 adet | Soya sosu 4 yemek kaşığı,1. Pirinci 18 dakika pişirip soğutun. || 2. Nori üzerine pirinci yayın. || 3. Somon ve salatalığı yerleştirip sıkı rulo yapın. || 4. Ruloyu 8 parçaya kesin.
seftalili-yogurt-smoothie,Şeftalili Yoğurt Smoothie,ICECEK,smoothie-shake,tr,3,1,short-step,Şeftali 3 adet | Yoğurt 250 gr | Süt 120 ml | Bal 1 tatlı kaşığı,1. Şeftalileri doğrayıp blendera alın. || 2. Yoğurt ve sütü ekleyin. || 3. Karışımı 40 saniye çekip servis edin.
limonana,Limonana,ICECEK,icecekler,me,3,1,short-step,Limon suyu 0.5 su bardağı | Taze nane 0.5 demet | Şeker 2 yemek kaşığı | Su 1.5 su bardağı | Buz 1 su bardağı,"1. Limon suyu, nane, şeker ve suyu blendera alın. || 2. 20 saniye çekin. || 3. Buz ekleyip bardaklara paylaştırın."
filmjolk-meyveli-smoothie,Filmjölk Meyveli Smoothie,ICECEK,smoothie-shake,se,3,1,short-step,Filmjölk 2 su bardağı | Orman meyvesi 1.5 su bardağı | Bal 1 yemek kaşığı | Yulaf 2 yemek kaşığı,1. Tüm malzemeyi blendera alın. || 2. 40 saniye pürüzsüz olana kadar çekin. || 3. Hemen servis edin.
hurmali-fistik-ezmeli-smoothie,Hurmalı Fıstık Ezmeli Smoothie,ICECEK,smoothie-shake,us,3,1,short-step,Hurma 4 adet | Fıstık ezmesi 2 yemek kaşığı | Süt 300 ml | Muz 1 adet,1. Hurmaların çekirdeklerini çıkarın. || 2. Tüm malzemeyi blendera alın. || 3. Karışımı 45 saniye çekip bekletmeden servis edin.
vitamina-de-abacate,Vitamina de Abacate,ICECEK,smoothie-shake,br,3,1,short-step,Avokado 1 adet | Süt 1.5 su bardağı | Şeker 2 yemek kaşığı | Buz 0.5 su bardağı,1. Avokadoyu soyup çekirdeğini çıkarın. || 2. Tüm malzemeyi blenderda 30 saniye çekin. || 3. Hemen bardaklara alın.
tinto-limon-slush-ispanya-usulu,İspanya Tinto Limon Slush,ICECEK,icecekler,es,3,1,short-step,Kırmızı şarap 1 su bardağı | Limonata 1 su bardağı | Buz 1 su bardağı,1. Şarap ve limonatayı karıştırın. || 2. Karışımı dondurucuya alın. || 3. Bir kez çatalla kazıyıp servis edin.
ayvali-komposto-yozgat-usulu,Ayvalı Komposto,ICECEK,icecekler,tr,3,1,short-step,Ayva 3 adet | Su 6 su bardağı | Şeker 0.5 su bardağı | Tarçın çubuğu 1 adet | Karanfil 2 adet,1. Ayvayı doğrayın. || 2. Kompostoyu 16 dakika pişirin. || 3. Soğutup servis edin.
