slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
taktouka,Taktouka,SALATA,salatalar,ma,3,3,few-steps,Kapya biber 4 adet | Domates 3 adet | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Kimyon 0.5 tatlı kaşığı | Tuz 0.5 çay kaşığı,"1. Biberleri közleyip kabuklarını soyun ve doğrayın. || 2. Domates, sarımsak, kimyon ve tuzu tavada 10 dakika pişirin. || 3. Biberleri ekleyip 5 dakika daha çevirin ve zeytinyağıyla servis edin."
amlou,Amlou,SOS,soslar-dippler,ma,3,3,few-steps,Badem 200 gr | Bal 3 yemek kaşığı | Argan yağı 4 yemek kaşığı,1. Bademleri tavada 6 dakika hafifçe kavurun. || 2. Bademi robottan geçirip balı ekleyin. || 3. Argan yağını yavaşça yedirip ezmeyi pürüzsüz hale getirin.
nohutlu-topalak,Nohutlu Topalak,CORBA,corbalar,tr,5,3,no-time,İnce bulgur 2 su bardağı | Nohut 1 su bardağı | Un 3 yemek kaşığı | Domates salçası 1 yemek kaşığı,1. İnce bulgur ve unla minik topalak köfteler hazırlayın. || 2. Salçalı suyu kaynatıp haşlanmış nohudu ekleyin. || 3. Topalakları tencereye azar azar bırakın ve dibe çökmemesini sağlayın. || 4. Köfteleri 20-25 dakika pişirip çorbayı koyulaştırın. || 5. Çorbayı sıcak halde kaselere paylaştırıp servis edin.
mandalinali-adacayi-fizz-bodrum-usulu,Bodrum Mandalinalı Adaçayı Fizz,KOKTEYL,kokteyller,tr,3,3,few-steps,Cin 90 ml | Mandalina suyu 120 ml | Adaçayı 4 yaprak | Toz şeker 2 yemek kaşığı | Soda 120 ml,"1. Adaçayı ve şekeri 5 dakika kaynatıp şurup hazırlayın. || 2. Buz dolu çalkalayıcıda cin, mandalina suyu ve şurubu karıştırın. || 3. Bardaklara süzüp soda ekleyerek servis edin."
firinda-soslu-tavuk-kanat,Fırında Soslu Tavuk Kanat,YEMEK,tavuk-yemekleri,tr,4,3,few-steps,Tavuk kanat 1 kg | Yoğurt 3 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Domates salçası 1 yemek kaşığı | Sarımsak 2 diş | Tatlı toz biber 1 tatlı kaşığı | Tuz 1 tatlı kaşığı | Karabiber 0.5 çay kaşığı,"1. Yoğurt, zeytinyağı, salça, ezilmiş sarımsak ve baharatları kapta karıştırın. || 2. Kanatları sosla kaplayın ve buzdolabında 30 dakika dinlendirin. || 3. Kanatları yağlı kağıt serili tepsiye aralıklı dizin. || 4. 200°C fırında 35-40 dakika kızarana kadar pişirin."
kefta-tagine,Kefta Tagine,YEMEK,et-yemekleri,ma,3,3,few-steps,Dana kıyma 500 gr | Domates rendesi 300 ml | Yumurta 2 adet | Kimyon 1 tatlı kaşığı | Maydanoz 0.25 demet,1. Kıyma ve kimyonla küçük köfteler hazırlayın. || 2. Domates rendesini tavada 10 dakika pişirin ve köfteleri ekleyin. || 3. Yumurtaları kırıp yemeği 8 dakika daha pişirin ve maydanozla servis edin.
moqueca-de-peixe,Moqueca de Peixe,YEMEK,et-yemekleri,br,3,3,few-steps,Beyaz etli balık fileto 700 gr | Soğan 1 adet | Kapya biber 1 adet | Domates 2 adet | Hindistan cevizi sütü 300 ml | Kişniş 0.25 demet | Lime suyu 1 yemek kaşığı | Palmiye yağı 2 yemek kaşığı | Tuz 1 çay kaşığı,"1. Balığı lime suyu ve tuzla 10 dakika dinlendirin. || 2. Soğan, biber, domates ve palmiye yağını tencerede 8 dakika pişirin. || 3. Balık, hindistan cevizi sütü ve kişnişi ekleyip 12 dakika daha pişirin."
hurmali-sutlu-tatli-nusaybin-usulu,Nusaybin Hurmalı Sütlü Tatlı,TATLI,tatlilar,tr,3,3,few-steps,Süt 1 lt | Hurma 12 adet | Mısır nişastası 3 yemek kaşığı | Tarçın 0.5 çay kaşığı,1. Hurmaları ılık suda 10 dakika bekletin. || 2. Hurma ve sütü çekip nişastayla birlikte tencerede koyulaştırın. || 3. Tatlıyı kâselere alıp soğutarak servis edin.
kekikli-peynirli-sikma-konya-usulu,Konya Kekikli Peynirli Sıkma,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 3 su bardağı | Su 1.25 su bardağı | Beyaz peynir 180 gr | Kekik 1 tatlı kaşığı | Ayran 2 su bardağı,"1. Hamuru yoğurup 10 dakika dinlendirin. || 2. Bezeleri ince açıp sacda iki yüzlü pişirin. || 3. Peynir ve kekikle doldurup sarın, ayranla servis edin."
tavuklu-bezelye,Tavuklu Bezelye,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Tavuk göğsü 500 gr | Bezelye 2 su bardağı | Patates 2 adet | Havuç 1 adet | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 2 su bardağı,1. Tavukları küp doğrayıp zeytinyağında 6 dakika mühürleyin. || 2. Soğan ve salçayı ekleyip 3 dakika kavurun. || 3. Sebzeler ve sıcak suyu ekleyip 25-30 dakika pişirin.
