slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
tahinli-kereviz-salatasi-antalya-bahce-usulu,Antalya Tahinli Kereviz Salatası,salatalar,SALATA,tr,0,Kereviz 2 adet | Tahin 2 yemek kaşığı | Portakal suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Kerevizi ince doğrayın. || 2. Sos malzemeleriyle karıştırın. || 3. Salatayı soğuk servis edin.,Portakalı ince kullanmak tahin tadını dengelemeye yardım eder.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.
tahinli-koz-patlican-salatasi-hatay-usulu,Tahinli Köz Patlıcan Salatası,salatalar,SALATA,tr,0,Közlenmiş patlıcan 3 adet | Tahin 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Sarımsak 1 diş,1. Patlıcanı ince kıyın. || 2. Tahinli sosu hazırlayın. || 3. Malzemeleri karıştırıp servis edin.,Patlıcanı süzgeçte 5 dakika bekletmek tahinli sosun ağırlaşmasını önler.,Tabakta kümeler halinde dizip üzerine iri dilimlenmiş zeytin ve beyaz peynir ekleyerek sunun.
tahinli-kuru-elma-lokmasi-nevsehir-usulu,Nevşehir Tahinli Kuru Elma Lokması,atistirmaliklar,ATISTIRMALIK,tr,0,Kuru elma 150 gr | Tahin 3 yemek kaşığı | Tarçın 0.25 çay kaşığı | Susam 1 yemek kaşığı,1. Kuru elmayı 5 dakika ılık suda bekletin. || 2. Elmayı tahin ve tarçınla karıştırıp yuvarlayın. || 3. Lokmaları susama bulayıp servis edin.,Elmaları sıcak suda kısa bekletmek kolay şekil almalarını sağlar.,"Geniş porselen tabakta, yanına yoğurtlu bir sos ve bir bardak ayran eşliğinde servis yapın."
tahinli-kuru-elma-tatlisi-nigde-usulu,Niğde Tahinli Kuru Elma Tatlısı,tatlilar,TATLI,tr,0,Kuru elma 250 gr | Tahin 3 yemek kaşığı | Bal 1 yemek kaşığı | Tarçın 0.5 çay kaşığı | Ceviz 0.25 su bardağı,"1. Kuru elmaları ılık suda 10 dakika bekletin. || 2. Elmaları tahin, bal ve tarçınla harmanlayın. || 3. 180°C fırında 15 dakika pişirip cevizle servis edin.",Elmaları fırın kabına tek sıra dizmek tahinin eşit dağılmasını sağlar.,Üzerine ceviz serperek ılık servis edin.
tahinli-muzlu-gozleme-alanya-usulu,Tahinli Muzlu Gözleme,hamur-isleri,KAHVALTI,tr,0,Yufka 3 adet | Tahin 3 yemek kaşığı | Muz 2 adet,1. Muzu ince dilimleyin. || 2. Yufkaya tahin sürüp muz yerleştirin. || 3. Gözlemeyi 6 dakika pişirin.,Muzu ince dilimlemek gözleme içinde daha dengeli yayılmasını sağlar.,"Tabakta yumurta, peynir, bal-kaymak üçlüsü ve bir bardak sıcak sahlep eşlik ettiğinde tamamlanır."
tahinli-muzlu-irmik-kasesi-alanya-usulu,Tahinli Muzlu İrmik Kasesi,kahvaltiliklar,KAHVALTI,tr,0,Süt 2 su bardağı | İrmik 4 yemek kaşığı | Muz 1 adet | Tahin 2 yemek kaşığı,1. İrmiği sütle koyulaştırın. || 2. Kaseye alın. || 3. Muz ve tahinle tamamlayın.,Tahin miktarını az tutmak muzun tadını dengede bırakır.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
tahinli-nohutlu-piyaz-antalya-usulu,Tahinli Nohutlu Piyaz,salatalar,SALATA,tr,0,Haşlanmış nohut 2 su bardağı | Tahin 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Kırmızı soğan 1 adet | Maydanoz 0.25 demet,1. Tahini limon suyu ve suyla açın. || 2. Nohut ve soğanı karıştırın. || 3. Sosu ekleyip maydanozla servis edin.,Tahinli sosu suyla azar azar açmak salatada parlak bir kıvam verir.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.
tahinli-pancar-ezme-kirsehir-usulu,Tahinli Pancar Ezme,aperatifler,APERATIF,tr,0,Pancar 2 adet | Tahin 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Sarımsak 1 diş,1. Pancarı 18 dakika haşlayın. || 2. Malzemeleri birlikte çekin. || 3. Soğutup servis edin.,Pancarı soğuttuktan sonra tahinle çekmek ezmede daha pürüzsüz bir doku verir.,Soğuk servis edin.
tahinli-patlican-corbasi-hatay-usulu,Tahinli Patlıcan Çorbası,corbalar,CORBA,tr,0,Közlenmiş patlıcan 2 adet | Tahin 2 yemek kaşığı | Sarımsak 1 diş | Su 4 su bardağı | Limon suyu 1 tatlı kaşığı,1. Patlıcanı suyla tencereye alın. || 2. Çorbayı 10 dakika ısıtın. || 3. Tahin ve limonla tamamlayın.,Tahini kaynamanın sonunda eklemek çorbanın kesilmeden parlak kalmasına yardım eder.,Porselen derin kaseye boşaltıp kenarına haşlanmış bir dilim yumurta ve taze soğan koyun.
tahinli-pide,Tahinli Pide,hamur-isleri,TATLI,tr,0,Un 500 gr | Maya 7 gr | Tahin 200 gr | Şeker 120 gr,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru açıp tahin ve şeker sürün. || 3. 220°C fırında 18 dakika pişirin.",Mayalı hamursa kabardıktan sonra hafifçe yumruk atıp tekrar bekletmek iç dokuyu düzenler.,Yanına kuru incir dilimi ve bir kaşık yoğurtla kontrastlı tadım tabağı oluşturun.
