slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
pekmezli-ayva-tatlisi-nevsehir-usulu,TATLI,4,5,10,Pekmezli Ayva Tatlısı,"[{""stepNumber"":1,""instruction"":""Ayvaları ikiye bölüp çekirdek yataklarını temizleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Ayvaları tencereye dizip pekmez, şeker ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tatlıyı kapağı kapalı şekilde 30 dakika pişirin."",""timerSeconds"":1800},{""stepNumber"":4,""instruction"":""Pekmezli ayva tatlısını kaymakla ılık servis edin."",""timerSeconds"":null}]"
pekmezli-badem-sutlaci-nigde-usulu,TATLI,3,5,10,Pekmezli Badem Sütlacı,"[{""stepNumber"":1,""instruction"":""Pirinci yumuşayana kadar pişirin."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Süt ve şekeri ekleyip 10 dakika kaynatın."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Pekmez ve bademle tamamlayıp servis edin."",""timerSeconds"":null}]"
pekmezli-bulgur-peltesi-nevsehir-usulu,TATLI,3,5,10,Nevşehir Pekmezli Bulgur Peltesi,"[{""stepNumber"":1,""instruction"":""Bulguru suyla 10 dakika pişirin."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Pekmezi ekleyip 4 dakika karıştırın."",""timerSeconds"":240},{""stepNumber"":3,""instruction"":""Cevizle servis edin."",""timerSeconds"":null}]"
pekmezli-cevizli-helva-kasesi-batman-usulu,TATLI,3,5,10,Pekmezli Cevizli Helva Kasesi,"[{""stepNumber"":1,""instruction"":""Unu yağda 5 dakika kavurun."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Suyla toparlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pekmez ve cevizi ekleyin."",""timerSeconds"":null}]"
pekmezli-cevizli-katmer-kup-sanliurfa-usulu,TATLI,3,5,10,Pekmezli Cevizli Katmer Kup,"[{""stepNumber"":1,""instruction"":""Katmeri iri kırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kup içine kaymağı pay edin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pekmez ve cevizle katmanlayın."",""timerSeconds"":null}]"
pekmezli-cevizli-pestil-sarma-sanliurfa-usulu,TATLI,3,5,10,Pekmezli Cevizli Pestil Sarma,"[{""stepNumber"":1,""instruction"":""Cevizi iri çekin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Pekmez ve tarçınla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pestilleri sarıp dilimleyin."",""timerSeconds"":null}]"
pekmezli-elma-tatlisi-nevsehir-usulu,TATLI,3,5,10,Pekmezli Elma Tatlısı,"[{""stepNumber"":1,""instruction"":""Elmaları oyun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Pekmezli harcı doldurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tatlıyı 20 dakika pişirin."",""timerSeconds"":1200}]"
pekmezli-findik-ezmeli-kup-giresun-usulu,TATLI,3,5,10,Pekmezli Fındık Ezmeli Kup,"[{""stepNumber"":1,""instruction"":""Labneh ve fındık ezmesini çırpın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kup katlarını hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tatlıyı soğutup servis edin."",""timerSeconds"":null}]"
pekmezli-findikli-armut-kup-ordu-usulu,TATLI,3,5,10,Pekmezli Fındıklı Armut Kup,"[{""stepNumber"":1,""instruction"":""Yoğurdu kup tabanına pay edin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Armutu dilimleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pekmez ve fındıkla tamamlayın."",""timerSeconds"":null}]"
pekmezli-fistikli-kadayif-kup-gaziantep-usulu,TATLI,3,5,10,Pekmezli Fıstıklı Kadayıf Kup,"[{""stepNumber"":1,""instruction"":""Kadayıfı tereyağında 6 dakika kavurun."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Kup içine pay edin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pekmez ve fıstıkla tamamlayın."",""timerSeconds"":null}]"
pekmezli-fistikli-muhallebi-kup-gaziantep-usulu,TATLI,3,5,10,Pekmezli Fıstıklı Muhallebi Kup,"[{""stepNumber"":1,""instruction"":""Muhallebiyi 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Kup halinde pay edin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pekmez ve fıstıkla tamamlayın."",""timerSeconds"":null}]"
