slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
kefirli-pancar-kase-rus-usulu,Rus Kefirli Pancar Kâse,CORBA,corbalar,ru,3,3,few-steps,Pancar 3 adet | Kefir 2 su bardağı | Dereotu 0.25 demet | Salatalık 1 adet,1. Pancarı 18 dakika haşlayıp küp doğrayın. || 2. Salatalık ve dereotunu doğrayın. || 3. Tüm malzemeyi kefirle karıştırıp soğuk servis edin.
gul-sirkeli-tavuk-isparta-usulu,Isparta Gül Sirkeli Tavuk,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Tavuk kalça 600 gr | Kuru soğan 1 adet | Gül sirkesi 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Pirinç pilavı 2 su bardağı,"1. Tavuğu yağda 6 dakika mühürleyin. || 2. Soğanı ekleyip 5 dakika daha pişirin. || 3. Sirkeyi katıp 10 dakika kısık ateşte pişirin, pilavla servis edin."
yumurtali-eriste-kavurmasi-kirsehir-usulu,Kırşehir Yumurtalı Erişte Kavurması,YEMEK,makarna-pilav,tr,3,3,few-steps,Erişte 250 gr | Yumurta 2 adet | Tereyağı 25 gr | Karabiber 0.25 çay kaşığı,1. Erişteyi 8 dakika haşlayıp süzün. || 2. Tereyağında erişteyi 2 dakika çevirin. || 3. Yumurtayı ekleyip 2 dakika daha karıştırarak pişirin.
bal-kremali-un-helvasi-bingol-usulu,Bingöl Bal Kremalı Un Helvası,TATLI,tatlilar,tr,3,3,few-steps,Un 1 su bardağı | Tereyağı 70 gr | Bal 3 yemek kaşığı | Krema 0.5 su bardağı,1. Unu tereyağında 8 dakika kavurun. || 2. Kremayı ekleyip karışımı toparlayın. || 3. Balı katıp helvayı sıcak servis edin.
adacayli-lor-dip-balikesir-usulu,Balıkesir Adaçaylı Lor Dip,SOS,soslar-dippler,tr,4,3,few-steps,Lor peyniri 200 gr | Adaçayı 1 tatlı kaşığı | Zeytinyağı 2 yemek kaşığı | Ekmek 4 dilim,1. Adaçayını çok ince kıyın. || 2. Zeytinyağını hafif ısıtıp adaçayını 30 saniye çevirin. || 3. Lor peynirini adaçaylı yağla karıştırıp pürüzlü dip kıvamı verin. || 4. Ekmek dilimlerini kızartıp dip ile birlikte servis edin.
uborkali-patates-kofte-macar-usulu,Macar Uborkalı Patates Köfte,YEMEK,sebze-yemekleri,hu,3,3,few-steps,Patates 5 adet | Un 3 yemek kaşığı | Yumurta 1 adet | Salatalık 1 adet | Karabiber 0.5 çay kaşığı,1. Patatesleri haşlayıp ezin. || 2. Un ve yumurtayla harç yapıp köfte şekli verin. || 3. Köfteleri tavada kızartıp salatalıkla servis edin.
hardaliyeli-uzum-sorbesi-kirklareli-usulu,Kırklareli Hardaliyeli Üzüm Sorbesi,TATLI,tatlilar,tr,3,3,few-steps,Üzüm suyu 3 su bardağı | Hardaliye 1 su bardağı | Toz şeker 2 yemek kaşığı | Limon suyu 1 yemek kaşığı,1. Tüm malzemeyi 3 dakika ısıtıp şekeri eritin. || 2. Karışımı sığ kaba alıp dondurun. || 3. İki kez çatalla kazıyıp tekrar dondurarak servis edin.
turo-rudi-parfe-macar-usulu,Túró Rudi Parfe,TATLI,tatlilar,hu,3,3,few-steps,Lor peyniri 250 gr | Süzme yoğurt 0.5 su bardağı | Bitter çikolata 80 gr | Çilek 1 su bardağı,1. Lor ve yoğurdu pürüzsüz olana kadar karıştırın. || 2. Bardaklara meyve ve çikolatayla katmanlayın. || 3. Parfeyi kısa süre soğutup servis edin.
welsh-rarebit-bake-ingiliz-usulu,Welsh Rarebit Bake,KAHVALTI,hamur-isleri,gb,3,3,few-steps,Köy ekmeği 4 dilim | Cheddar peyniri 180 gr | Hardal 1 tatlı kaşığı | Süt 0.25 su bardağı,"1. Peynir, hardal ve sütü karıştırın. || 2. Karışımı ekmeklerin üstüne yayın. || 3. 180°C fırında 12 dakika pişirin."
kasik-boregi-yozgat-usulu,Yozgat Kaşık Böreği,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 1.5 su bardağı | Yumurta 2 adet | Yoğurt 1 su bardağı | Beyaz peynir 120 gr,"1. Un, yumurta ve yoğurdu çırpın. || 2. Peyniri ekleyip harcı karıştırın. || 3. Hamuru tavada kaşık kaşık pişirerek servis edin."
mantarli-simit-dolmasi-balikesir-usulu,Balıkesir Mantarlı Simit Dolması,APERATIF,hamur-isleri,tr,3,3,few-steps,Simit 2 adet | Mantar 250 gr | Kaşar peyniri 80 gr | Süt 0.5 su bardağı | Karabiber 0.5 çay kaşığı,1. Mantarları tavada 6 dakika soteleyin. || 2. Simitleri sütle hafifçe nemlendirip içlerini doldurun. || 3. Üzerine kaşar serpip 190°C fırında 12 dakika pişirin.
kabak-cekirdekli-corek-aksaray-usulu,Aksaray Kabak Çekirdekli Çörek,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 3.5 su bardağı | Süt 1 su bardağı | Instant maya 1 tatlı kaşığı | Kabak çekirdeği 0.75 su bardağı,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Hamura şekil verip çekirdekleri üstüne bastırın. || 3. Çöreği 190°C fırında 22 dakika pişirin.
susamli-armut-tatlisi-bursa-usulu,Bursa Susamlı Armut Tatlısı,TATLI,tatlilar,tr,3,3,few-steps,Armut 4 adet | Su 2 su bardağı | Toz şeker 0.5 su bardağı | Susam 2 yemek kaşığı | Limon suyu 1 yemek kaşığı,1. Armutları soyup ikiye bölün. || 2. Şekerli limonlu suda 15 dakika pişirin. || 3. Kavrulmuş susam serperek servis edin.
naneli-yogurtlu-patlican-corbasi-burdur-usulu,Burdur Naneli Yoğurtlu Patlıcan Çorbası,CORBA,corbalar,tr,3,3,few-steps,Patlıcan 2 adet | Yoğurt 1.5 su bardağı | Su 3 su bardağı | Nane 1 çay kaşığı | Sarımsak 1 diş,"1. Patlıcanları közleyip ince doğrayın. || 2. Yoğurt ve suyu ılıştırıp tencereye alın. || 3. Patlıcan, sarımsak ve naneyi ekleyip kısa süre ısıtarak servis edin."
mantarli-grechnevaya-kasha-rus-usulu,Mantarlı Grechnevaya Kasha,YEMEK,makarna-pilav,ru,5,3,no-time,Karabuğday 1.5 su bardağı | Mantar 250 gr | Kuru soğan 1 adet | Ayçiçek yağı 2 yemek kaşığı,1. Karabuğdayı kısa süre kavurup kenara alın. || 2. Soğan ve mantarı yağda yüksek ateşte soteleyin. || 3. Karabuğdayı ve suyu ekleyip kaynamaya bırakın. || 4. Yemeği 15 dakika pişirip 10 dakika demlendirin. || 5. Karışımı karıştırıp sıcak halde servis edin.
erikli-tavuk-salata-kocaeli-usulu,Kocaeli Erikli Tavuk Salata,SALATA,salatalar,tr,3,3,few-steps,Haşlanmış tavuk göğsü 250 gr | Kırmızı erik 3 adet | Kıvırcık 0.5 adet | Zeytinyağı 1 yemek kaşığı | Limon suyu 1 tatlı kaşığı,"1. Tavuğu didikleyin, eriği ince dilimleyin. || 2. Yeşillikleri doğrayıp tüm malzemeyi karıştırın. || 3. Sosu gezdirip salatayı servis edin."
lorlu-kabak-cicegi-tostu-izmir-usulu,İzmir Lorlu Kabak Çiçeği Tostu,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Sandviç ekmeği 4 dilim | Kabak çiçeği 6 adet | Lor peyniri 120 gr | Zeytinyağı 1 tatlı kaşığı,1. Kabak çiçeklerini iri doğrayıp lorla karıştırın. || 2. Harçla ekmekleri doldurup dışına az yağ sürün. || 3. Tostu tavada iki yüzünü toplam 6 dakika pişirin.
tandir-otlu-gozleme-sirnak-usulu,Şırnak Tandır Otlu Gözleme,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 3 su bardağı | Su 1.25 su bardağı | Karışık ot 300 gr | Zeytinyağı 1 yemek kaşığı,1. Un ve suyla hamur yoğurup 10 dakika dinlendirin. || 2. Otları yağla karıştırıp açtığınız hamura yayın. || 3. Gözlemeyi tavada iki yüzünü toplam 8 dakika pişirin.
tulumlu-lor-kavurmasi-erzurum-usulu,Erzurum Tulumlu Lor Kavurması,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Lor peyniri 200 gr | Tulum peyniri 80 gr | Tereyağı 15 gr | Karabiber 0.25 çay kaşığı,1. Tereyağını tavada eritin. || 2. Peynirleri ekleyip 3 dakika çevirin. || 3. Karabiber ekleyip sıcak servis edin.
tahinli-kuru-elma-lokmasi-nevsehir-usulu,Nevşehir Tahinli Kuru Elma Lokması,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Kuru elma 150 gr | Tahin 3 yemek kaşığı | Tarçın 0.25 çay kaşığı | Susam 1 yemek kaşığı,1. Kuru elmayı 5 dakika ılık suda bekletin. || 2. Elmayı tahin ve tarçınla karıştırıp yuvarlayın. || 3. Lokmaları susama bulayıp servis edin.
koper-soslu-fasulye-polonya-usulu,Polonya Koper Soslu Fasulye,YEMEK,sebze-yemekleri,pl,3,3,few-steps,Taze fasulye 400 gr | Krema 0.5 su bardağı | Dereotu 0.25 demet | Tereyağı 15 gr,1. Fasulyeyi 10 dakika haşlayın. || 2. Krema ve tereyağını kısa süre ısıtın. || 3. Dereotunu ekleyip fasulyeyle buluşturarak servis edin.
zahterli-nohutlu-krep-hatay-usulu,Hatay Zahterli Nohutlu Krep,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Un 1 su bardağı | Yumurta 2 adet | Haşlanmış nohut 1 su bardağı | Zahter 1 yemek kaşığı | Su 1 su bardağı,"1. Un, yumurta, su ve yarım zahteri çırparak krep hamuru hazırlayın. || 2. Nohudu kalan zahterle ezip iç harcı yapın. || 3. Krepleri pişirip harçla doldurarak servis edin."
kabakli-bulgur-dolmasi-diyarbakir-usulu,Diyarbakır Kabaklı Bulgur Dolması,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Yuvarlak kabak 6 adet | İnce bulgur 1 su bardağı | Kuru soğan 1 adet | Domates rendesi 1 su bardağı | Zeytinyağı 2 yemek kaşığı,1. Kabakların içini dikkatlice oyun. || 2. Bulgurlu iç harcı hazırlayıp kabaklara doldurun. || 3. Dolmaları domatesli sosta 24 dakika pişirin.
nohutlu-kuru-bamya-yahnisi-konya-usulu,Konya Nohutlu Kuru Bamya Yahnisi,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Kuru bamya 150 gr | Haşlanmış nohut 1.5 su bardağı | Kuru soğan 1 adet | Domates salçası 1 tatlı kaşığı | Limon 1 adet | Zeytinyağı 2 yemek kaşığı | Tuz 1 çay kaşığı,"1. Kuru bamyayı limonlu suda 10 dakika haşlayıp süzün. || 2. Soğanı yağ ve salçayla 3 dakika çevirin. || 3. Bamya, nohut, su ve tuzu katıp 30 dakika pişirin."
fairy-bread-avustralya-usulu,Fairy Bread,ATISTIRMALIK,atistirmaliklar,au,4,3,few-steps,Sandviç ekmeği 4 dilim | Tereyağı 30 gr | Renkli şekerleme 3 yemek kaşığı,1. Sandviç ekmeklerinin kenarlarını isterseniz incecik kesin. || 2. Tereyağını ekmeklerin tüm yüzeyine eşit kalınlıkta sürün. || 3. Renkli şekerlemeyi tereyağlı yüzeye bastırarak kaplayın. || 4. Ekmekleri üçgen parçalara kesip hemen servis edin.
tahinli-portakal-cilbiri-antalya-usulu,Antalya Tahinli Portakal Çılbırı,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Yumurta 4 adet | Tahin 2 yemek kaşığı | Portakal suyu 3 yemek kaşığı | Sarımsak 1 diş | Zeytinyağı 1 yemek kaşığı,"1. Tahin, portakal suyu ve sarımsağı karıştırın. || 2. Yumurtaları kaynar suda 3 dakika poşe edin. || 3. Sosu tabağa yayıp yumurtaları üzerine alarak servis edin."
kardamomlu-elma-coplari-isvec-usulu,İsveç Kardamomlu Elma Çöpleri,ATISTIRMALIK,tatlilar,se,3,3,few-steps,Elma 4 adet | Toz şeker 2 yemek kaşığı | Kakule 0.5 çay kaşığı | Limon suyu 1 tatlı kaşığı,"1. Elmaları kalın çubuklar halinde kesin. || 2. Şeker, kakule ve limon suyuyla harmanlayın. || 3. 190°C fırında 15 dakika pişirip servis edin."
