slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
quiche-lorraine,Quiche Lorraine,hamur-isleri,YEMEK,fr,0,Un 2 su bardağı | Tereyağı 120 gr | Yumurta 4 adet | Krema 1.5 su bardağı | Dana pastırması 150 gr,"1. Un ve tereyağıyla hamur hazırlayıp kalıba yayın. || 2. Hamuru 180°C fırında 15 dakika ön pişirin. || 3. Yumurta, krema ve pastırmayı karıştırıp hamura dökün. || 4. 180°C fırında 25 dakika pişirin.",Hamuru ön pişirin; krema dolgusu tabanı ıslatmaz.,Yeşil salatayla ılık servis edin.
quindim,Quindim,tatlilar,TATLI,br,0,Yumurta sarısı 10 adet | Şeker 250 gr | Hindistan cevizi rendesi 100 gr | Tereyağı 40 gr,"1. Yumurta sarısı, şeker ve Hindistan cevizi rendesini karıştırın. || 2. Yağlanmış kalıplara paylaştırın. || 3. Benmaride 180°C fırında 35 dakika pişirin.",Yumurta sarılarını süzgeçten geçirin; tatlıda pürüzsüz doku oluşur.,Soğuttuktan sonra kalıptan çıkarıp kahveyle servis edin.
quinoa-chupe-corbasi-peru-usulu,Quinoa Chupe Çorbası,corbalar,CORBA,pe,0,Quinoa 1 su bardağı | Mısır tanesi 1 su bardağı | Patates 1 adet | Süt 0.5 su bardağı | Su 4 su bardağı,1. Quinoayı yıkayın. || 2. Tüm malzemeyi tencereye alın. || 3. Çorbayı 18 dakika pişirin.,Quinoayı yıkamak çorbada temiz bir tat bırakmasına yardım eder.,"Taze doğranmış dereotu ve bir damla zeytinyağıyla sunum kurun, yanına kıtır ekmek iliştirin."
quinoa-lime-salatasi-peru-usulu,Peru Quinoa Lime Salatası,salatalar,SALATA,pe,0,Quinoa 1 su bardağı | Misket limonu suyu 2 yemek kaşığı | Kişniş 0.25 demet | Salatalık 1 adet | Zeytinyağı 1 yemek kaşığı,1. Quinoayı 15 dakika haşlayıp soğutun. || 2. Salatalık ve kişnişi doğrayın. || 3. Tüm malzemeyi limon suyuyla karıştırıp servis edin.,Kinoayı süzdükten sonra dinlendirmek tane tane kalmasına yardım eder.,Kenara iri kıyılmış ceviz içi ve nar taneleri ekleyerek kış salatası sunumu hazırlayın.
radika-borani-ayvalik-usulu,Ayvalık Radika Boranisi,salatalar,SALATA,tr,0,Radika 300 gr | Yoğurt 1.5 su bardağı | Sarımsak 2 diş | Zeytinyağı 1 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Radikayı 5 dakika haşlayıp suyunu süzün. || 2. Yoğurdu sarımsak ve tuzla çırpın. || 3. Radikayı yoğurtla karıştırıp üzerine zeytinyağı gezdirin.,Radikayı diri bırakmak dokusunu korur.,Üzerine zeytinyağı gezdirerek soğuk servis edin.
radika-salatasi,Radika Salatası,salatalar,SALATA,tr,0,Radika 2 demet | Zeytinyağı 4 yemek kaşığı | Limon suyu 2 yemek kaşığı | Sarımsak 1 diş,"1. Radikayı yıkayıp 5 dakika haşlayın. || 2. Süzüp doğrayın. || 3. Zeytinyağı, limon ve sarımsakla harmanlayın.",Tuzu servise yakın serpmek yaprakların dirilik kazanmasını sağlar; erken tuzlamak yaprakları soldurur.,Üzerine ince dilimlenmiş turp ve maydanoz yapraklarıyla yaz tabaklarına uygun sunum kurun.
raggmunk-isvec-usulu,Raggmunk,kahvaltiliklar,KAHVALTI,se,0,Patates 4 adet | Un 100 gr | Süt 200 ml | Yumurta 1 adet | Tereyağı 30 gr,"1. Patatesleri rendeleyip hafifçe sıkın. || 2. Un, süt ve yumurtayla hamur hazırlayıp patatesi ekleyin. || 3. Raggmunkları tereyağlı tavada iki yüzü toplam 10 dakika pişirin.",Rendelenmiş patatesin suyunu hafif sıkmak tavanın içinde dağılmasını azaltır.,Yanına yaban mersini reçeliyle sıcak servis edin.
raita-sos,Raita Sos,soslar-dippler,SOS,in,0,Yoğurt 300 gr | Salatalık 1 adet | Nane 8 yaprak | Kimyon 0.5 çay kaşığı,"1. Salatalığı rendeleyip suyunu sıkın. || 2. Yoğurt, salatalık, nane ve kimyonu karıştırın. || 3. Sosu 10 dakika buzdolabında dinlendirin.",Rendelenmiş salatalığın suyunu sıkın; sulu salatalık yoğurdu inceltir.,"Biryani, köri veya samosa yanında soğuk servis edin."
rajma,Rajma,baklagil-yemekleri,YEMEK,in,0,Haşlanmış barbunya 500 gr | Soğan 1 adet | Domates püresi 1.5 su bardağı | Garam masala 1 tatlı kaşığı | Zencefil 1 tatlı kaşığı,1. Soğanı yağda 5 dakika çevirip zencefil ve baharatı ekleyin. || 2. Domates püresini katıp 8 dakika pişirin. || 3. Barbunyayı ekleyip kısık ateşte 15 dakika kaynatın.,"Baharatı yağa kısa süre açmak, fasulyenin içine daha net işlemesini sağlar.",Basmati pilav ve yoğurtla servis edin.
rajma-masala-hint-usulu,Rajma Masala,baklagil-yemekleri,YEMEK,in,0,Haşlanmış barbunya 2 su bardağı | Domates püresi 1 su bardağı | Soğan 1 adet | Sarımsak 2 diş | Garam masala 1 çay kaşığı,1. Soğanı 5 dakika pişirin. || 2. Domates püresi ve baharatı ekleyin. || 3. Fasulyeyle birlikte 15 dakika kaynatın.,Fasulyenin 2-3 yemek kaşığını sosla birlikte ezmek kıvamı doğal biçimde koyulaştırır.,"Sıcak pide dilimleri ve közlenmiş biberle, üstüne bir kaşık tereyağı gezdirerek tamamlayın."
rakoczi-turos,Rákóczi Túrós,tatlilar,TATLI,hu,0,Un 250 gr | Tereyağı 120 gr | Lor peyniri 400 gr | Toz şeker 0.75 su bardağı | Yumurta 3 adet | Vanilya 1 çay kaşığı,"1. Un ve tereyağıyla tabanı hazırlayıp kalıba bastırın. || 2. Lor, şeker, yumurta ve vanilyayla iç harcı karıştırın. || 3. Tatlıyı 180°C fırında 30 dakika pişirin. || 4. Üstüne beze sürüp kısa süre daha kızartarak servis edin.",Lorlu tabanı tam soğutmadan bezeyi sürmemek katların net kalmasını sağlar.,Dilimleyip ılık ya da soğuk servis edin.
rakott-karfiol-macar-usulu,Rakott Karfiol,sebze-yemekleri,YEMEK,hu,0,Karnabahar 1 adet | Yoğurt 1.5 su bardağı | Yumurta 1 adet | Peynir 80 gr | Tuz 0.5 çay kaşığı,1. Karnabaharı 6 dakika haşlayın. || 2. Yoğurt ve yumurtayı çırpın. || 3. Kat kat yerleştirip 25 dakika pişirin.,Karnabaharı fazla haşlamamak fırında dağılmasını önler.,"Yanına yoğurt veya cacık ve birkaç dilim limonla, hafif ılık serin."
rakott-krumpli,Rakott Krumpli,sebze-yemekleri,YEMEK,hu,0,Patates 900 gr | Yumurta 5 adet | Sucuk 180 gr | Ekşi krema 250 gr,"1. Patates ve yumurtaları haşlayıp dilimleyin. || 2. Tepsiye patates, yumurta, sucuk ve ekşi krema katları kurun. || 3. 190°C fırında 40 dakika pişirin.",Patatesleri tam yumuşatmadan haşlayın; fırında katlar diri kalır.,Yanında kornişon turşu ile sıcak servis edin.
ramos-gin-fizz,Ramos Gin Fizz,kokteyller,KOKTEYL,us,0,Cin 50 ml | Krema 25 ml | Yumurta akı 1 adet | Soda 60 ml,"1. Cin, krema ve yumurta akını buzsuz çalkalayın. || 2. Buz ekleyip 20 saniye daha çalkalayın. || 3. Bardağa süzüp soda ile tamamlayın.",Sodayı en son yavaş ekleyin; hızlı dökerseniz köpük taşar.,"Uzun bardakta pipetsiz, köpüğü taşacak şekilde servis edin."
rarakor-soslu-patates-isvec-usulu,Rårakor,atistirmaliklar,ATISTIRMALIK,se,0,Patates 4 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Patatesleri rendeleyip suyunu sıkın. || 2. Yağlı tavaya yayın. || 3. İki yüzünü toplam 8 dakika pişirin.,Patates suyunu sıkmak çıtırlığı artırır.,Taze dilimlenmiş ekmek ve yanında mevsim yeşillikleriyle derin tabakta verin.
rassolnik-rus-usulu,Rassolnik,corbalar,CORBA,ru,0,Arpa 0.5 su bardağı | Salatalık turşusu 3 adet | Kuru soğan 1 adet | Su 4 su bardağı | Tuz 0.75 çay kaşığı,1. Arpayı yıkayıp tencereye alın. || 2. Soğan ve suyu ekleyip 20 dakika kaynatın. || 3. Doğranmış turşuyu katıp 8 dakika daha pişirin.,Turşuyu sonda eklemek tadı canlı tutar.,Yanına çıtır bruşetta ve sarımsaklı yoğurt sosu koyup kışlık tabak kurgulayın.
ratatouille,Ratatouille,sebze-yemekleri,YEMEK,fr,0,Patlıcan 2 adet | Kabak 2 adet | Domates 4 adet | Kırmızı biber 2 adet | Zeytinyağı 4 yemek kaşığı | Fesleğen 8 yaprak,1. Sebzeleri ince halkalar halinde dilimleyin. || 2. Domates sosunu fırın kabına yayıp sebzeleri sırayla dizin. || 3. Üzerine zeytinyağı gezdirip 180°C fırında 40-45 dakika pişirin.,Sebzeleri eş kalınlıkta dilimleyin; fırında aynı anda yumuşar.,Taze fesleğenle sıcak veya ılık servis edin.
ratatouille-orzo-fransiz-provans-usulu,Ratatouille Orzo,makarna-pilav,YEMEK,fr,0,Arpa şehriye 1.5 su bardağı | Kabak 2 adet | Patlıcan 1 adet | Domates 2 adet | Zeytinyağı 1 yemek kaşığı,1. Sebzeleri 6 dakika soteleyin. || 2. Arpa şehriye ve suyu ekleyin. || 3. Yemeği 10 dakika pişirin.,Sebzeleri önce yüksek ateşte çevirmek daha canlı bir lezzet bırakır.,"Geniş porselen tabakta, yanına yoğurtlu bir sos ve bir bardak ayran eşliğinde servis yapın."
raventli-vanilyali-trifle-kup-ingiltere-usulu,Raventli Vanilyalı Trifle Kup,tatlilar,TATLI,gb,0,Ravent 300 gr | Vanilyalı krema 1.5 su bardağı | Kek küpü 2 su bardağı | Şeker 2 yemek kaşığı,1. Raventi 5 dakika pişirin. || 2. Kup tabanına keki pay edin. || 3. Krema ve raventle katmanlayın.,Raventi çok ezmeden pişirmek kup içinde parlak bir katman bırakır.,Soğuk servis edin.
rebujito-granita-ispanya-usulu,İspanya Rebujito Granita,icecekler,ICECEK,es,0,Beyaz şarap 1 su bardağı | Limonata 2 su bardağı | Nane 4 yaprak,1. Beyaz şarap ve limonatayı karıştırın. || 2. Karışımı dondurucuya alın. || 3. İki kez çatalla kazıyıp nane ile servis edin.,Karışımı dondururken iki kez çatalla kazımak kristal yapıyı inceltir.,"Yüksek ince bardakta buzla birlikte verin, bardağın kenarını limon kabuğuyla gezdirip süsleyin."
rebujito-ispanya-usulu,Rebujito,kokteyller,KOKTEYL,es,0,Kuru şeri 100 ml | Limonata 150 ml | Taze nane 4 yaprak | Buz 1 su bardağı,1. Bardağa buz ve naneyi alın. || 2. Şeri ve limonatayı ekleyin. || 3. Hafifçe karıştırıp servis edin.,Bardağı önceden soğutmak içeceğin daha uzun ferah kalmasına yardım eder.,Bol buzla servis edin.
rebujito-limon-fizz-ispanyol-usulu,Rebujito Limon Fizz,kokteyller,KOKTEYL,es,0,Beyaz şarap 0.5 su bardağı | Limon suyu 2 yemek kaşığı | Soda 1 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. İçki ve limonu ekleyin. || 3. Sodayla tamamlayın.,Sodayı en son eklemek kokteylde canlı bir köpük bırakır.,Soğuk içecek için 1 saat önceden bardakları buzdolabında bekletin; sıcak camda aroma zayıflar.
red-bean-soup-cin-tatli-usulu,Red Bean Soup,tatlilar,TATLI,cn,0,Kırmızı fasulye 1 su bardağı | Su 5 su bardağı | Şeker 0.5 su bardağı | Portakal kabuğu 1 şerit,1. Fasulyeyi suyla tencereye alın. || 2. Fasulyeyi 40 dakika pişirin. || 3. Şeker ekleyip 5 dakika daha kaynatın.,Fasulyeyi önceden ıslatmak daha düzgün açılmasını sağlar.,Buzdolabından çıkarıp 10 dakika oda sıcaklığında bekletip yanına bir fincan Türk kahvesiyle sunun.
refried-beans,Refried Beans,baklagil-yemekleri,YEMEK,mx,0,Haşlanmış barbunya fasulyesi 600 gr | Soğan 1 adet | Sıvı yağ 2 yemek kaşığı | Kimyon 0.5 tatlı kaşığı,1. Soğanı yağda 5 dakika çevirin. || 2. Fasulye ve kimyonu ekleyip ezerek 10 dakika pişirin. || 3. Kıvamı 60 ml haşlama suyuyla açıp sıcak servis edin.,Fasulyeyi ezerken 80 ml haşlama suyu ayırın; kıvamı bununla ayarlamak daha güvenlidir.,"Taco, quesadilla veya mısır cipsi yanında servis edin."
revithia-yunan-usulu,Revithia,baklagil-yemekleri,YEMEK,gr,0,Haşlanmış nohut 2 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Su 1.5 su bardağı,1. Soğanı yağda 4 dakika çevirin. || 2. Nohut ve suyu ekleyin. || 3. Yemeği 30 dakika pişirip limonla bitirin.,Limonu en sonda eklemek tadın daha temiz kalmasını sağlar.,Limon dilimi ve taze nane yapraklarını iliştirip derin çorba kasesine koyun.
