slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
date-tahini-cake-orta-dogu-usulu,Date Tahini Cake,TATLI,tatlilar,me,3,3,few-steps,Hurma 1 su bardağı | Tahin 0.5 su bardağı | Un 1.5 su bardağı | Yumurta 2 adet | Kabartma tozu 1 çay kaşığı,1. Hurmaları 10 dakika sıcak suda bekletin. || 2. Hamuru karıştırın. || 3. Keki 180°C fırında 30 dakika pişirin.
cevizli-biber-kavurmasi-adiyaman-usulu,Adıyaman Cevizli Biber Kavurması,APERATIF,aperatifler,tr,3,3,few-steps,Kapya biber 4 adet | Ceviz 0.5 su bardağı | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Lavaş 2 adet,1. Biberleri ince doğrayın. || 2. Biberleri yağda 8 dakika kavurup sarımsağı ekleyin. || 3. Cevizle birlikte iri çekip lavaşla servis edin.
pastirmali-nohutlu-bulgur-pilavi-kayseri-usulu,Pastırmalı Nohutlu Bulgur Pilavı,YEMEK,makarna-pilav,tr,3,3,few-steps,Pilavlık bulgur 1.5 su bardağı | Pastırma 120 gr | Haşlanmış nohut 1 su bardağı | Tereyağı 20 gr | Su 2.25 su bardağı,1. Pastırmayı tereyağında 3 dakika çevirin. || 2. Bulgur ve nohudu ekleyin. || 3. Suyu katıp pilavı 15 dakika pişirin.
borulceli-eksileme-izmir-usulu,Börülceli Ekşileme,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Taze börülce 500 gr | Domates 2 adet | Soğan 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Börülce ve domatesi ekleyin. || 3. Yemeği 18 dakika pişirip limonla tamamlayın.
visneli-irmik-tatlisi-edirne-usulu,Vişneli İrmik Tatlısı,TATLI,tatlilar,tr,5,3,no-time,İrmik 1 su bardağı | Süt 4 su bardağı | Şeker 0.5 su bardağı | Vişne 1 su bardağı,"1. Süt, irmik ve şekeri tencerede topak kalmayana kadar çırpın. || 2. Karışımı koyulaşana kadar 8-10 dakika pişirin. || 3. Vişneleri son 2 dakikada ekleyip hafifçe karıştırın. || 4. Tatlıyı kaselere paylaştırıp oda sıcaklığına gelmesini bekleyin. || 5. İrmik tatlısını 1 saat soğutup servis edin."
hamsi-kususu-samsun-usulu,Hamsi Kuşusu,YEMEK,et-yemekleri,tr,3,3,few-steps,Hamsi fileto 350 gr | Soğan 1 adet | Yumurta 1 adet | Mısır unu 0.5 su bardağı | Sıvı yağ 3 yemek kaşığı,"1. Hamsi, soğan ve yumurtayı karıştırın. || 2. Karışımdan küçük parçalar şekillendirin. || 3. Parçaları tavada 8 dakika kızartın."
pepecura-peltesi-rize-usulu,Pepeçura Peltesi,TATLI,tatlilar,tr,5,3,no-time,Karadeniz üzüm suyu 3 su bardağı | Mısır unu 4 yemek kaşığı | Su 1 su bardağı | Şeker 2 yemek kaşığı,1. Mısır ununu suyla açıp topaksız karışım hazırlayın. || 2. Üzüm suyunu ve şekeri tencerede ısıtmaya başlayın. || 3. Mısır unlu karışımı ekleyip koyulaşana kadar 8 dakika pişirin. || 4. Pelteyi kaselere paylaştırıp oda sıcaklığına gelmesini bekleyin. || 5. Pepeçurayı en az 1 saat soğutup servis edin.
kesme-asi-erzincan-usulu,Kesme Aşı,CORBA,corbalar,tr,3,3,few-steps,Erişte 1 su bardağı | Yeşil mercimek 0.75 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Su 5 su bardağı,1. Mercimeği 15 dakika haşlayın. || 2. Soğan ve salçayı tencereye alın. || 3. Erişteyi ekleyip çorbayı 8 dakika daha pişirin.
lecso-yumurtali-macar-usulu,Lecsó Yumurtalı,YEMEK,sebze-yemekleri,hu,3,3,few-steps,Kapya biber 4 adet | Domates 3 adet | Soğan 1 adet | Yumurta 3 adet | Zeytinyağı 1 yemek kaşığı,1. Soğan ve biberi 6 dakika pişirin. || 2. Domatesi ekleyin. || 3. Yumurtayı kırıp 4 dakika daha pişirin.
barramundi-taco-avustralya-sahil-usulu,Barramundi Taco,YEMEK,et-yemekleri,au,5,3,no-time,Barramundi fileto 400 gr | Tortilla 8 adet | Lahana 150 gr | Lime suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Barramundi filetoları zeytinyağıyla ovup tavaya alın. || 2. Balığı her yüzü 3-4 dakika pişirip iri parçalara ayırın. || 3. Lahanayı ince kıyın, lime suyuyla hafifçe ovun. || 4. Tortillaları kısa süre ısıtıp içine lahana ve balığı paylaştırın. || 5. Tacoları bekletmeden servis edin."
kedgeree-ingiliz-kahvalti-usulu,Kedgeree,KAHVALTI,kahvaltiliklar,gb,3,3,few-steps,Basmati pirinç 1 su bardağı | Tütsülenmiş balık 250 gr | Yumurta 3 adet | Bezelye 1 su bardağı | Tereyağı 25 gr,1. Pirinci 12 dakika haşlayın. || 2. Balık ve bezelyeyi tereyağında çevirin. || 3. Yumurta ve pirinçle birleştirip servis edin.
vaca-frita-de-pollo-kuba-usulu,Vaca Frita de Pollo,YEMEK,tavuk-yemekleri,cu,3,3,few-steps,Haşlanmış tavuk 500 gr | Soğan 1 adet | Lime suyu 2 yemek kaşığı | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı,1. Tavuğu lime ve sarımsakla karıştırın. || 2. Soğanı tavada 3 dakika çevirin. || 3. Tavuğu ekleyip 8 dakika kızartın.
