slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
kayisili-froccs-macar-usulu,Kayısılı Fröccs,"Macar usulü kayısılı fröccs, kayısı püresini beyaz şarap ve soda ile buluşturarak hafif meyvemsi, serin ve uzun içimli bir kokteyl yapar.",KOKTEYL,hu,EASY,6,0,6,2,170,Beyaz şarap 0.5 su bardağı | Kayısı püresi 0.25 su bardağı | Soda 1 su bardağı | Buz 1 su bardağı,4,1. Bardağı buzla doldurun. || 2. Şarap ve püreyi ekleyin. || 3. Sodayla tamamlayın.,3,,"alkollu,30-dakika-alti",Sodayı en son eklemek kokteylde canlı bir köpük bırakır.,Soğuk servis edin.,Apricot Fröccs,"This Hungarian-style cocktail mixes apricot puree, white wine, and soda into a light long drink.",,,0,0,Aprikosen-Fröccs,"Dieser Cocktail nach ungarischer Art mischt Aprikosenpüree, Weißwein und Soda zu einem leichten Longdrink.",,,0,0
cheddarli-mantarli-crumpet-ingiltere-usulu,Cheddarlı Mantarlı Crumpet,"İngiltere usulü cheddarlı mantarlı crumpet, süngerimsi crumpeti mantar ve cheddar ile buluşturarak sıcak, eriyen ve doyurucu bir kahvaltı sunar.",KAHVALTI,gb,EASY,8,8,16,2,246,Crumpet 4 adet | Mantar 250 gr | Cheddar peyniri 100 gr | Tereyağı 1 tatlı kaşığı,4,1. Crumpetleri ısıtın. || 2. Mantarı 5 dakika soteleyin. || 3. Cheddar ile birleştirip servis edin.,3,"GLUTEN,SUT","vejetaryen,30-dakika-alti",Mantarı yüksek ateşte kısa pişirmek crumpetin üzerine sulanmadan oturmasını sağlar.,Ilık servis edin.,Crumpets with Mushrooms and Cheddar,This British-style breakfast tops airy crumpets with mushrooms and cheddar for a warm savory bite.,,,0,0,Crumpets mit Pilzen und Cheddar,Dieses Frühstück nach britischer Art belegt luftige Crumpets mit Pilzen und Cheddar zu einem warmen herzhaften Bissen.,,,0,0
pirasali-patates-bulyon-ingiltere-usulu,Pırasalı Patates Bulyon,"İngiltere usulü pırasalı patates bulyon, pırasayı patates ve sebze suyuyla buluşturarak sakin, yumuşak ve günlük bir çorba yapar.",CORBA,gb,EASY,10,20,30,4,162,Pırasa 2 adet | Patates 2 adet | Sebze suyu 5 su bardağı | Zeytinyağı 1 yemek kaşığı,4,1. Pırasayı 4 dakika çevirin. || 2. Patates ve suyu ekleyin. || 3. Çorbayı 14 dakika pişirin.,3,,"vejetaryen,kis-tarifi",Pırasayı kısık ateşte çevirmek çorbada tatlı bir temel aroma verir.,Sıcak servis edin.,Leek and Potato Broth,"This British-style broth simmers leek and potato into a calm, soft everyday soup bowl.",,,0,0,Lauch-Kartoffel-Bouillon,Diese Bouillon nach britischer Art kocht Lauch und Kartoffel zu einer ruhigen weichen Alltagssuppe.,,,0,0
hardal-soslu-tavuk-pie-tepsi-ingiltere-usulu,Hardal Soslu Tavuk Pie Tepsi,"İngiltere usulü hardal soslu tavuk pie tepsi, tavuk parçalarını hardallı iç harç ve hamurla buluşturarak zengin, fırın kokulu bir ana yemek yapar.",YEMEK,gb,MEDIUM,18,24,42,6,292,Milföy hamuru 6 adet | Tavuk göğsü 400 gr | Hardal sosu 2 yemek kaşığı | Krema 0.5 su bardağı,4,1. İç harcı 8 dakika pişirin. || 2. Tepsiye yayın ve kapatın. || 3. Pieyi 24 dakika pişirin.,3,"GLUTEN,HARDAL,SUT","misafir-sofrasi,firinda",İç harcı 2 dakika daha çevirip kaşığın arkasını ince kaplayacak kıvama getirmek pie dilimlenirken akmasını önler.,Ilık servis edin.,Chicken Tray Pie with Mustard Sauce,This British-style bake wraps chicken and mustard sauce under pastry for a rich oven main.,,,0,0,Hähnchen-Blechpie mit Senfsoße,Dieses Ofengericht nach britischer Art legt Hähnchen und Senfsoße unter Teig zu einem reichen Hauptgericht aus dem Ofen.,,,0,0
raventli-vanilyali-trifle-kup-ingiltere-usulu,Raventli Vanilyalı Trifle Kup,"İngiltere usulü raventli vanilyalı trifle kup, raventi vanilyalı krema ve kek parçalarıyla buluşturarak katmanlı, serin ve zarif bir tatlı hazırlar.",TATLI,gb,EASY,12,8,20,4,228,Ravent 300 gr | Vanilyalı krema 1.5 su bardağı | Kek küpü 2 su bardağı | Şeker 2 yemek kaşığı,4,1. Raventi 5 dakika pişirin. || 2. Kup tabanına keki pay edin. || 3. Krema ve raventle katmanlayın.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Raventi çok ezmeden pişirmek kup içinde parlak bir katman bırakır.,Soğuk servis edin.,Vanilla Trifle Cups with Rhubarb,"This British-style dessert layers rhubarb, vanilla cream, and cake into a chilled elegant trifle.",,,0,0,Vanille-Trifle mit Rhabarber,"Dieses Dessert nach britischer Art schichtet Rhabarber, Vanillecreme und Kuchen zu einem gekühlten eleganten Trifle.",,,0,0
elderflower-gin-spritz-ingiltere-usulu,Elderflower Gin Spritz,"İngiltere usulü elderflower gin spritz, cin ve mürver çiçeği şurubunu soda ile buluşturarak çiçeksi, ferah ve uzun içimli bir kokteyl çıkarır.",KOKTEYL,gb,EASY,6,0,6,2,178,Cin 0.5 su bardağı | Mürver çiçeği şurubu 0.25 su bardağı | Soda 1 su bardağı | Buz 1 su bardağı,4,1. Bardağı buzla doldurun. || 2. Cin ve şurubu ekleyin. || 3. Sodayla tamamlayın.,3,,"alkollu,30-dakika-alti",Bardağı bol buzla doldurmak spritzin uzun süre serin kalmasını sağlar.,Soğuk servis edin.,Elderflower Gin Spritz,"This British-style cocktail mixes gin, elderflower syrup, and soda into a floral long drink.",,,0,0,Elderflower-Gin-Spritz,"Dieser Cocktail nach britischer Art mischt Gin, Holunderblütensirup und Soda zu einem blumigen Longdrink.",,,0,0
frenk-soganli-twarog-kase-polonya-usulu,Frenk Soğanlı Twarog Kase,"Polonya usulü frenk soğanlı twarog kase, taze peyniri frenk soğanı ve ekmek küpleriyle buluşturarak hafif, tuzlu ve sabah sofrasına uygun bir tabak yapar.",KAHVALTI,pl,EASY,8,0,8,2,212,Twarog peyniri 180 gr | Frenk soğanı 0.25 demet | Ekmek küpü 1 su bardağı | Zeytinyağı 1 tatlı kaşığı,4,1. Peyniri çırpın. || 2. Frenk soğanını doğrayın. || 3. Ekmekle birleştirip servis edin.,3,"GLUTEN,SUT","vejetaryen,30-dakika-alti",Twarogu servis öncesi çırpmak daha hafif bir kıvam verir.,Soğuk servis edin.,Twarog Bowl with Chives,"This Polish-style breakfast mixes twarog, chives, and bread cubes into a simple savory bowl.",,,0,0,Twarog-Schale mit Schnittlauch,"Dieses Frühstück nach polnischer Art mischt Twarog, Schnittlauch und Brotwürfel zu einer schlichten herzhaften Schale.",,,0,0
kuzukulakli-patates-corbasi-polonya-usulu,Kuzukulağılı Patates Çorbası,"Polonya usulü kuzukulağılı patates çorbası, patatesi kuzukulağı ve soğanla buluşturarak ekşimsi, yumuşak ve dengeli bir çorba kurar.",CORBA,pl,EASY,10,20,30,4,158,Patates 2 adet | Kuzukulağı 1 demet | Soğan 1 adet | Su 5 su bardağı,4,1. Soğanı 4 dakika çevirin. || 2. Patates ve suyu ekleyin. || 3. Kuzukulağıyla 8 dakika pişirin.,3,,"vejetaryen,kis-tarifi",Kuzukulağını son dakikalarda eklemek renginin canlı kalmasını sağlar.,Sıcak servis edin.,Potato Soup with Sorrel,This Polish-style soup cooks potato and sorrel into a soft bowl with a clean tart edge.,,,0,0,Kartoffelsuppe mit Sauerampfer,Diese Suppe nach polnischer Art kocht Kartoffel und Sauerampfer zu einer weichen Schale mit klarer säuerlicher Note.,,,0,0
sosisli-arpali-lahana-tava-polonya-usulu,Sosisli Arpalı Lahana Tava,"Polonya usulü sosisli arpalı lahana tava, lahanayı arpa ve sosisle buluşturarak tok, sıcak ve kırsal bir ana yemek hazırlar.",YEMEK,pl,EASY,12,18,30,4,318,Lahana 300 gr | Arpa 1 su bardağı | Sosis 250 gr | Su 2.5 su bardağı,4,1. Sosisi 4 dakika çevirin. || 2. Lahana ve arpayı ekleyin. || 3. Suyla birlikte 12 dakika pişirin.,3,GLUTEN,tek-tencere,Lahanayı yüksek ateşte kısa çevirmek tavada tatlı bir karamel ton verir.,Sıcak servis edin.,Cabbage Skillet with Sausage and Barley,"This Polish-style main cooks cabbage, barley, and sausage into a hearty rustic supper.",,,0,0,Kohlpfanne mit Wurst und Gerste,"Dieses Hauptgericht nach polnischer Art gart Kohl, Gerste und Wurst zu einem herzhaften rustikalen Abendessen.",,,0,0
elmali-hashasli-kek-kup-polonya-usulu,Elmalı Haşhaşlı Kek Kup,"Polonya usulü elmalı haşhaşlı kek kup, ufalanmış keki elma ve haşhaşlı krema ile buluşturarak katmanlı, yumuşak ve serin bir tatlı yapar.",TATLI,pl,EASY,10,0,10,4,224,Kek küpü 2 su bardağı | Elma 1 adet | Krema 1 su bardağı | Haşhaş 1 yemek kaşığı,4,1. Elmayı küçük doğrayın. || 2. Kup içine keki pay edin. || 3. Krema ve haşhaşla katmanlayın.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Elmayı ince küp kesmek kup içinde her kaşıkta meyve hissi bırakır.,Soğuk servis edin.,Apple Poppy Cake Cups,This Polish-style dessert layers apple and poppy cream with cake crumbs into a chilled sweet.,,,0,0,Apfel-Mohn-Kuchenbecher,Dieses Dessert nach polnischer Art schichtet Apfel und Mohncreme mit Kuchenbröseln zu einer gekühlten Süßigkeit.,,,0,0
