slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
french-75,French 75,kokteyller,KOKTEYL,me,0,Cin 30 ml | Limon suyu 15 ml | Şeker şurubu 15 ml | Köpüklü şarap 90 ml | Buz 1 su bardağı,"1. Cin, limon suyu ve şeker şurubunu buzla 12 saniye çalkalayın. || 2. Karışımı flüt kadehe süzün. || 3. Köpüklü şarapla tamamlayın.",Köpüklü şarabı çalkalamayın; kadehte en son tamamlayın.,Limon kabuğu kıvrımıyla servis edin.
french-martini,French Martini,kokteyller,KOKTEYL,fr,0,Votka 50 ml | Ananas suyu 60 ml | Frambuaz likörü 20 ml | Buz 1 su bardağı,1. Malzemeleri buzla shakera alın. || 2. Shakerı 12 saniye güçlü çalkalayın. || 3. Soğuk martini bardağına süzün.,Ananas suyunu güçlü çalkalayın; doğal köpük içeceğin dokusunu taşır.,Martini bardağında tek frambuaz ile servis edin.
frenk-soganli-twarog-kase-polonya-usulu,Frenk Soğanlı Twarog Kase,kahvaltiliklar,KAHVALTI,pl,0,Twarog peyniri 180 gr | Frenk soğanı 0.25 demet | Ekmek küpü 1 su bardağı | Zeytinyağı 1 tatlı kaşığı,1. Peyniri çırpın. || 2. Frenk soğanını doğrayın. || 3. Ekmekle birleştirip servis edin.,Twarogu servis öncesi çırpmak daha hafif bir kıvam verir.,Soğuk servis edin.
frijoles-charros,Frijoles Charros,baklagil-yemekleri,YEMEK,mx,0,Haşlanmış barbunya 500 gr | Domates 2 adet | Soğan 1 adet | Jalapeno 1 adet | Kişniş 0.25 demet,"1. Soğan ve jalapenoyu 4 dakika çevirin, domatesi ekleyin. || 2. Fasulyeyi ve 1 su bardağı fasulye suyunu katıp 20 dakika kaynatın. || 3. Kişniş ekleyip servis edin.",Fasulyenin suyunu tamamen çektirmeyin; bu yemeğin kaşıkta hafif akışkan kalması gerekir.,Taze kişniş ve lime dilimiyle servis edin.
frijoles-negros-cubanos,Frijoles Negros Cubanos,baklagil-yemekleri,YEMEK,cu,0,Haşlanmış siyah fasulye 3 su bardağı | Sarımsak 3 diş | Defne yaprağı 2 adet | Pirinç 1 su bardağı,1. Sarımsağı tencerede kısa çevirin. || 2. Fasulye ve defneyi ekleyip 40 dakika pişirin. || 3. Defneyi çıkarıp yemeği pirinçle servis edin.,Defneyi pişirme sonunda çıkarmak fasulyenin tadını temiz tutar.,Yanına pirinç koyarak sıcak servis edin.
frittata-di-zucchine,Frittata di Zucchine,kahvaltiliklar,KAHVALTI,it,0,Kabak 2 adet | Yumurta 6 adet | Parmesan 50 gr | Zeytinyağı 2 yemek kaşığı,1. Kabakları ince dilimleyip zeytinyağında 5 dakika soteleyin. || 2. Yumurta ve parmesanı çırpıp kabağın üstüne dökün. || 3. Kısık ateşte 8 dakika pişirip ters çevirerek 2 dakika daha tutun.,Kabağın suyunu tavada 2-3 dakika çektirin; yumurta karışımı sulanıp geç pişmez.,Roka ve domates salatasıyla ılık servis edin.
froccs-macar-usulu,Fröccs,kokteyller,KOKTEYL,hu,0,Beyaz şarap 1 su bardağı | Soda 1 su bardağı | Limon kabuğu 1 şerit,1. Bardağı soğutun. || 2. Şarap ve sodayı ekleyin. || 3. Limon kabuğuyla servis edin.,Şarabı çok soğuk kullanmak gazlı yapının daha uzun canlı kalmasını sağlar.,"Kısa köpüklü bardakta, üstüne ince rende muskat gezdirip Avrupai bir sunum verin."
ful-medames,Ful Medames,kahvaltiliklar,KAHVALTI,me,0,Haşlanmış bakla 500 gr | Kimyon 1 tatlı kaşığı | Limon suyu 3 yemek kaşığı | Zeytinyağı 4 yemek kaşığı,1. Baklayı tencerede 20 dakika ısıtın. || 2. Baklayı ezip kimyon ve limonla karıştırın. || 3. Zeytinyağı gezdirip servis edin.,Pişmeye başlamadan önce tüm malzemeleri doğrayıp tezgahta dizmek tat dengesini bozmadan akışı korur.,"Zeytinyağı, limon ve pita ekmek ile servis edin."
furikake-popcorn,Furikake Popcorn,atistirmaliklar,ATISTIRMALIK,jp,0,Patlamış mısır 100 gr | Ayçiçek yağı 2 yemek kaşığı | Furikake 2 yemek kaşığı | Tuz 1 çay kaşığı,1. Mısırı yağla tencerede patlatın. || 2. Sıcakken furikake ve tuz ekleyin. || 3. Kaseye alıp hemen servis edin.,Furikakeyi mısır sıcakken ekleyin; yağ baharatı tanelere yapıştırır.,Geniş kasede sıcak servis edin.
gaeng-daeng,Gaeng Daeng,tavuk-yemekleri,YEMEK,th,0,Tavuk göğsü 600 gr | Hindistan cevizi sütü 400 ml | Kırmızı köri ezmesi 2 yemek kaşığı | Balık sosu 1 yemek kaşığı,1. Köri ezmesini tencerede 2 dakika kavurun. || 2. Tavuk ve hindistan cevizi sütünü ekleyin. || 3. Sosu 20-25 dakika pişirin.,Köri ezmesini hindistan cevizi sütünden önce kuru kavurun; yağı çıkınca aroma katlanır.,Jasmine pirinç ile servis edin.
gajar-halwa-hint-kis-usulu,Gajar Halwa,tatlilar,TATLI,in,0,Havuç 5 adet | Süt 3 su bardağı | Şeker 0.5 su bardağı | Kakule 0.25 çay kaşığı | Badem 2 yemek kaşığı,1. Havucu rendeleyin. || 2. Havucu sütle 20 dakika pişirin. || 3. Şeker ve kakuleyle 8 dakika daha çevirin.,Havucu ince rendelemek pişme süresini kısaltır ve dokuyu inceltir.,Üstüne iri kıyılmış çiğ fındık ve bir damla gül suyuyla sunum kurun.
gajar-halwa-kup-hint-usulu,Gajar Halwa Kup,tatlilar,TATLI,in,0,Havuç 4 adet | Süt 3 su bardağı | Şeker 0.5 su bardağı | Kakule 0.25 çay kaşığı | Kaju 0.25 su bardağı,1. Havucu 5 dakika kavurun. || 2. Süt ve şekeri ekleyin. || 3. Tatlıyı 15 dakika pişirip kaselere alın.,Havucu ince rendelemek tatlının sütü daha hızlı çekmesine yardım eder.,Üstüne ince çekilmiş kakao ve iri kıyılmış Antep fıstığı gezdirip küçük porsiyon tabağında sunun.
galaktoboureko-yunan-usulu,Galaktoboureko,tatlilar,TATLI,gr,0,Yufka 6 adet | Süt 3 su bardağı | İrmik 0.75 su bardağı | Şeker 1 su bardağı | Yumurta 2 adet,1. İrmikli kremayı hazırlayın. || 2. Kremayı yufkaların arasına yerleştirin. || 3. Tatlıyı 190°C fırında 30 dakika pişirip şerbetleyin.,Şerbeti ılık tatlının üstüne dökmek katları korur.,"Buzdolabında bekletmiş tabakta tek porsiyon olarak, yanına demli ıhlamur fincanıyla verin."
galbi,Galbi,et-yemekleri,YEMEK,kr,0,Dana kaburga 800 gr | Armut püresi 120 gr | Soya sosu 80 ml | Susam yağı 1 yemek kaşığı | Esmer şeker 1 yemek kaşığı,"1. Armut püresi, soya sosu, susam yağı ve şekeri karıştırıp eti marine edin. || 2. Marine edilmiş kaburgayı kızgın ızgarada her yüzü 4 dakika pişirin. || 3. Etleri 5 dakika dinlendirip dilimleyin.",Eti en az 4 saat marine edin; armut suyu lifleri yumuşatır ve hızlı pişirmeye hazırlar.,"Marul yaprağı, pirinç pilavı ve salatalık turşusu ile sunun."
galdirik-kavurmasi-ordu-usulu,Galdirik Kavurması,sebze-yemekleri,YEMEK,tr,0,Galdirik otu 400 gr | Soğan 1 adet | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Soğanı zeytinyağında 3 dakika çevirin. || 2. Galdirik ve sarımsağı ekleyin. || 3. Yemeği 6 dakika soteleyip servis edin.,Galdiriği çok uzun pişirmemek canlı rengini ve hafif diriliğini korur.,"Geniş servis tabağında, üstüne sızma zeytinyağı ve limon kabuğu rendesi gezdirerek ılık servis edin."
gavurdagi-salatasi,Gavurdağı Salatası,salatalar,SALATA,tr,0,Domates 4 adet | Yeşil biber 2 adet | Kırmızı soğan 1 adet | Maydanoz 0.5 demet | Ceviz içi 0.5 su bardağı | Nar ekşisi 3 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı | Sumak 1 çay kaşığı,"1. Domates, biber ve kırmızı soğanı küçük küpler halinde doğrayın. || 2. Maydanozu ince kıyın, cevizi bıçakla iri parçalayın. || 3. Nar ekşisi, zeytinyağı, tuz ve sumağı kapta karıştırın. || 4. Sebzeleri sosla harmanlayın ve cevizi en son ekleyin.",Sebzeleri bıçakla küçük küpler halinde doğrayın; robot sulandırır ve salatanın dokusunu bozar.,Kebap ve lahmacun yanında servis edin.
gavutlu-parfe-kars-usulu,Gavutlu Parfe,tatlilar,TATLI,tr,0,Gavut unu 0.75 su bardağı | Krema 1 su bardağı | Bal 2 yemek kaşığı | Süt 0.5 su bardağı,1. Kremayı bal ile çırpın. || 2. Gavutu sütle açıp karışıma katın. || 3. Parfeyi kaselere pay edip soğutun.,Gavutu ince eleyerek eklemek parfede kumlu değil pürüzsüz bir doku bırakır.,"Buzdolabında bekletmiş tabakta tek porsiyon olarak, yanına demli ıhlamur fincanıyla verin."
gaziantep-omac,Gaziantep Omaç,salatalar,SALATA,tr,0,Kuru yufka 3 adet | Domates 4 adet | Yeşil biber 2 adet | Zeytinyağı 4 yemek kaşığı,1. Yufkaları küçük parçalara kırın. || 2. Domates ve biberi ince doğrayın. || 3. Tüm malzemeleri 5 dakika yoğurun.,Yufkayı domates suyuyla yumuşatın; ayrıca su eklemek salatayı hamurlaştırır.,Ayran ve közlenmiş biberle öğle öğünü olarak servis edin.
gaziantep-siveydiz,Gaziantep Şiveydiz,et-yemekleri,YEMEK,tr,0,Kuzu kuşbaşı 600 gr | Taze sarımsak 500 gr | Nohut 1 su bardağı | Yoğurt 600 gr | Yumurta 1 adet,1. Kuzu eti ve nohudu 45 dakika pişirin. || 2. Taze sarımsağı ekleyip 15 dakika pişirin. || 3. Yoğurt ve yumurtayı çırpıp yemeğe ekleyin.,Yoğurdu yemeğe eklerken tencereden sıcak suyla ılıtın; pürüzsüz kıvam korunur.,Tereyağlı nane ile servis edin.
gazpacho,Gazpacho,corbalar,CORBA,es,0,Domates 6 adet | Salatalık 1 adet | Kırmızı biber 1 adet | Sarımsak 1 diş | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı,1. Sebzeleri iri doğrayın. || 2. Sebzeleri zeytinyağı ve tuzla blenderdan geçirin. || 3. Çorbayı buzdolabında 60 dakika soğutun.,Çorbayı servis öncesi 1 saat soğutun; sebze tadı toparlanır.,Küp doğranmış salatalıkla servis edin.
gemista-yunan-usulu,Gemista,sebze-yemekleri,YEMEK,gr,0,Domates 4 adet | Dolmalık biber 4 adet | Pirinç 1 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,1. Sebzelerin içini çıkarın. || 2. Pirinçli harcı hazırlayıp doldurun. || 3. Gemista'yı 190°C fırında 45 dakika pişirin.,Sebzeleri çok sıkı doldurmamak pirincin açılmasına alan bırakır.,"Yanına cacık ve közlenmiş biber, üstüne tereyağında kavrulmuş fıstıkla tabakta verin."
gendime-corbasi,Gendime Çorbası,corbalar,CORBA,tr,0,Aşurelik buğday 1 su bardağı | Yoğurt 500 gr | Yumurta 1 adet | Nane 1 tatlı kaşığı,1. Buğdayı 60 dakika haşlayın. || 2. Yoğurt ve yumurtayı çırpıp çorbaya alıştırarak ekleyin. || 3. Nane ekleyip 10 dakika pişirin.,Yoğurtlu tabanı 70 dereceyi geçmeyen sıcaklıkta tutmak ayrışmayı engeller.,Çorbayı derin kaseye boşaltıp üzerine eritilmiş tereyağında kavurulmuş nane dökün.
gigantes-plaki,Gigantes Plaki,baklagil-yemekleri,YEMEK,gr,0,İri kuru fasulye 500 gr | Domates rendesi 400 ml | Soğan 2 adet | Zeytinyağı 4 yemek kaşığı,1. Fasulyeyi bir gece ıslatıp 35 dakika haşlayın. || 2. Soğanı zeytinyağında çevirip domates rendesini ekleyin. || 3. Fasulye ve sosu 190°C fırında 35 dakika pişirin.,Fasulyeyi haşlarken tamamen dağıtmayın; fırında sosu çekerken formunu koruması gerekir.,Üzerine maydanoz ve az limon gezdirip ılık servis edin.
ginger-pineapple-smash-avustralya-usulu,Ginger Pineapple Smash,kokteyller,KOKTEYL,au,0,Rom 0.5 su bardağı | Ananas suyu 0.5 su bardağı | Taze zencefil 1 tatlı kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Sıvıları ve zencefili ekleyin. || 3. Karıştırıp servis edin.,Zencefili hafif ezmek kadehte canlı ama baskın olmayan bir aroma bırakır.,Soğuk içecek için 1 saat önceden bardakları buzdolabında bekletin; sıcak camda aroma zayıflar.
giresun-fasulye-tursusu-kavurmasi,Giresun Fasulye Turşusu Kavurması,sebze-yemekleri,YEMEK,tr,0,Fasulye turşusu 600 gr | Soğan 2 adet | Zeytinyağı 4 yemek kaşığı | Pul biber 1 çay kaşığı,1. Turşuyu suda bekletip süzün. || 2. Soğanı zeytinyağında 8 dakika kavurun. || 3. Turşuyu ekleyip 10 dakika çevirin.,Turşuyu 10 dakika suda bekletin; fazla tuz tadı sertleştirir.,Mısır ekmeği ve yoğurtla sıcak servis edin.
