slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
mercimekli-domatesli-shorba-hindistan-usulu,Mercimekli Domatesli Shorba,corbalar,CORBA,in,0,Kırmızı mercimek 1 su bardağı | Domates rendesi 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Baharatı kısa çevirin. || 2. Mercimek ve domatesi ekleyin. || 3. Çorbayı 14 dakika pişirin.,Baharatı 30 saniye yağda çevirmek çorbada daha derin bir taban aroma verir.,Sıcak servis edin.
mercimekli-eriste-asi-kirsehir-usulu,Kırşehir Mercimekli Erişte Aşı,baklagil-yemekleri,YEMEK,tr,0,Yeşil mercimek 0.75 su bardağı | Erişte 1 su bardağı | Kuru soğan 1 adet | Salça 1 tatlı kaşığı | Nane 1 çay kaşığı,1. Mercimeği 15 dakika haşlayın. || 2. Soğan ve salçayı tencerede çevirip mercimeği ekleyin. || 3. Erişteyi katıp yemeği 10 dakika daha pişirin.,Mercimeği erişteden önce yarı yumuşatmak iki malzemenin aynı anda pişmesini kolaylaştırır.,Yanına bulgur pilavı ve turşu koyarak derin kasede verin; üzerine pul biber gezdirin.
mercimekli-eriste-borek-ardahan-usulu,Ardahan Mercimekli Erişte Börek,hamur-isleri,APERATIF,tr,0,Yufka 3 adet | Erişte 0.75 su bardağı | Yeşil mercimek 0.75 su bardağı | Yumurta 1 adet | Zeytinyağı 2 yemek kaşığı,1. Mercimek ve erişteyi ayrı ayrı haşlayın. || 2. İkisini karıştırıp yufkaya yayın. || 3. Üzerine yumurta sürüp 190°C fırında 25 dakika pişirin.,İç harcı ılıtarak kullanmak yufkanın hamurlaşmasını azaltır.,Üzerine sızma zeytinyağı ve pul biber gezdirip küçük derin tabakta mezelik sunum kurun.
mercimekli-hingel-kars-usulu,Kars Mercimekli Hıngel,hamur-isleri,YEMEK,tr,0,Un 3.5 su bardağı | Su 1 su bardağı | Yeşil mercimek 1 su bardağı | Kuru soğan 1 adet | Yoğurt 1 su bardağı,"1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Mercimek ve soğanla iç harcı hazırlayın. || 3. Hamuru kesip iç doldurun, hıngelleri haşlayın ve yoğurtla servis edin.",İç harcı kuru kıvamda tutmak hıngellerin haşlanırken açılmasını azaltır.,Üzerine sarımsaklı yoğurtla sıcak servis edin.
mercimekli-kabak-sote,Mercimekli Kabak Sote,baklagil-yemekleri,YEMEK,tr,0,Haşlanmış yeşil mercimek 300 gr | Kabak 3 adet | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,1. Soğanı yağda çevirip kabakları ekleyin. || 2. Kabaklar hafif yumuşayınca mercimeği katın. || 3. 8 dakika birlikte pişirip servis edin.,Kabağı çok ince doğramayın; mercimekle pişerken diri kalması lezzeti artırır.,Yanına sarımsaklı yoğurt koyarak servis edin.
mercimekli-kisir-corbasi-levant-usulu,Mercimekli Kısır Çorbası,corbalar,CORBA,me,0,Kırmızı mercimek 1 su bardağı | İnce bulgur 0.5 su bardağı | Domates rendesi 1 su bardağı | Kimyon 1 çay kaşığı | Su 5 su bardağı,1. Mercimek ve suyu 12 dakika kaynatın. || 2. Domates ve baharatları ekleyin. || 3. Bulguru ekleyip 10 dakika daha pişirin.,Bulguru son 10 dakikada eklemek çorbanın lapalaşmadan gövdeli kalmasını sağlar.,Yanına ızgara lavaş veya simit dilimleri ve soğuk cacık koyarak tamamlayın.
mercimekli-koy-boregi-yozgat-usulu,Yozgat Mercimekli Köy Böreği,hamur-isleri,YEMEK,tr,0,Un 4 su bardağı | Yoğurt 0.75 su bardağı | Yeşil mercimek 1.5 su bardağı | Kuru soğan 1 adet | Tereyağı 60 gr,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Mercimek ve soğanla iç harcı hazırlayın. || 3. Böreği tepsiye kurup 190°C fırında 30 dakika pişirin.,Mercimekli içi suyunu çektirerek kullanmak böreğin alt katını daha kuru ve katlı tutar.,Dilimleyip ayranla ılık servis edin.
mercimekli-sumakli-domates-corbasi-mardin-usulu,Mercimekli Sumaklı Domates Çorbası,corbalar,CORBA,tr,0,Kırmızı mercimek 1 su bardağı | Domates rendesi 1.5 su bardağı | Sumak 1 tatlı kaşığı | Su 5 su bardağı,1. Mercimeği 14 dakika pişirin. || 2. Domatesi ekleyin. || 3. Sumağı katıp 4 dakika pişirin.,Sumağı son 3 dakikada eklemek çorbada daha net bir ekşilik bırakır.,Sıcak servis edin.
mercimekli-sumakli-sogan-corbasi-mardin-usulu,Mercimekli Sumaklı Soğan Çorbası,corbalar,CORBA,tr,0,Kırmızı mercimek 1 su bardağı | Soğan 2 adet | Sumak suyu 0.5 su bardağı | Su 5 su bardağı,1. Soğanı 5 dakika çevirin. || 2. Mercimek ve suyu ekleyin. || 3. Sumakla 10 dakika pişirin.,Sumak suyunu son 5 dakikada eklemek çorbanın rengini daha canlı tutar.,Sıcak servis edin.
merguezlu-nohut-tava-fas-usulu,Merguezli Nohut Tava,et-yemekleri,YEMEK,ma,0,Merguez sosis 300 gr | Haşlanmış nohut 2 su bardağı | Domates rendesi 1 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,1. Sosisi tavada 6 dakika mühürleyin. || 2. Soğan ve domatesi ekleyin. || 3. Nohutla birlikte 10 dakika pişirin.,Merguezi önce mühürlemek tavada yağını bırakmadan içini sulu tutar.,Üzerine yoğurt kaşığı ve bol maydanozla birlikte ılıklığında sunun.
mersin-kerebic,Mersin Kerebiç,tatlilar,TATLI,tr,0,İrmik 400 gr | Un 250 gr | Ceviz 250 gr | Çöven köpüğü 300 gr,1. İrmik ve unla yağlı hamur hazırlayın. || 2. Hamuru cevizli içle doldurup kalıba basın. || 3. 180°C fırında 25 dakika pişirin.,Hamuru kalıptan çıkarırken hafif unlayın; fazla un desenleri matlaştırır.,Çöven köpüğü ve tarçınla oda sıcaklığında servis edin.
mesir-baharatli-tavuk-manisa-usulu,Manisa Mesir Baharatlı Tavuk,tavuk-yemekleri,YEMEK,tr,0,Tavuk kalça 700 gr | Yoğurt 0.75 su bardağı | Toz kırmızı biber 1 çay kaşığı | Tarçın 0.25 çay kaşığı | Zeytinyağı 1 yemek kaşığı,1. Marine malzemeleriyle tavuğu karıştırın. || 2. Tavuğu tepsiye yerleştirin. || 3. 190°C fırında 26 dakika pişirin.,Marineyi en az 20 dakika bekletmek baharatın ete işlemesini sağlar.,"Pirinç pilavı veya buharı çekmiş bulgurla birlikte, yanında limonlu yeşillik karışımıyla tamamlayın."
methi-matar-malai-hint-usulu,Methi Matar Malai,sebze-yemekleri,YEMEK,in,0,Bezelye 2 su bardağı | Taze çemen otu 1 su bardağı | Krema 1 su bardağı | Soğan 1 adet | Garam masala 1 çay kaşığı,1. Soğanı 5 dakika çevirin. || 2. Bezelye ve baharatları ekleyin. || 3. Kremayla birlikte 10 dakika pişirin.,Çemen yapraklarını kısa pişirmek yemeğin rengini ve hafif acı notalarını dengede tutar.,Yanına kısa kırılmış arpa ekmeği ve bir kase sarımsaklı yoğurtla Ege sunumu hazırlayın.
mevsim-salatasi,Mevsim Salatası,salatalar,SALATA,tr,0,Marul 1 adet | Domates 2 adet | Salatalık 2 adet | Havuç 1 adet | Zeytinyağı 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Tuz 0.5 çay kaşığı,"1. Marulu doğrayın, domates ve salatalığı dilimleyin. || 2. Havucu rendeleyip sebzelerle karıştırın. || 3. Zeytinyağı, limon suyu ve tuzu çırpıp salatanın üzerine gezdirin.",Sosu servis anında ekleyin; yeşillikler diri kalır.,"Et, tavuk ve baklagil yemeklerinin yanında servis edin."
meyan-koklu-limonata-sanliurfa-usulu,Meyan Köklü Limonata,icecekler,ICECEK,tr,0,Limon suyu 1 su bardağı | Su 3 su bardağı | Meyan kökü özü 2 yemek kaşığı | Buz 1 su bardağı,1. Sıvıları karıştırın. || 2. Tadı dengeleyin. || 3. Buzla servis edin.,Meyan kökü özünü azar azar eklemek limon tadının dengede kalmasını sağlar.,Soğuk servis edin.
mi-quang,Mi Quang,makarna-pilav,YEMEK,vn,0,Pirinç eriştesi 350 gr | Tavuk but 500 gr | Zerdeçal 1 çay kaşığı | Yer fıstığı 80 gr,"1. Tavuğu zerdeçallı suda 30 dakika pişirin. || 2. Pirinç eriştesini haşlayıp süzün. || 3. Erişteyi az tavuk suyu, et ve yer fıstığıyla servis edin.",Tavuğu pişirmeden önce kağıt havluyla iyice kurulamak dış yüzeyin kızarmasını sağlar.,Tavuğu sıcak sosunun içinde bırakıp yanına ince kesilmiş yeşil yaprak salatayla verin.
midyeli-pirinc-tava-canakkale-usulu,Midyeli Pirinç Tava,et-yemekleri,YEMEK,tr,0,Ayıklanmış midye 300 gr | Pirinç 1.25 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Su 2.5 su bardağı,1. Soğanı tencerede yumuşatın. || 2. Pirinç ve suyu ekleyin. || 3. Midyeyle birlikte 12 dakika pişirin.,Midyeyi fazla pişirmemek lastik gibi olmasını önler.,Üzerine ince dilimlenmiş soğan ve nar taneleriyle İstanbul meyhanesi sunumu hazırlayın.
mihalic-peynirli-domates-boregi-bursa-usulu,Mihaliç Peynirli Domates Böreği,hamur-isleri,ATISTIRMALIK,tr,0,Yufka 4 adet | Mihaliç peyniri 180 gr | Domates 3 adet | Zeytinyağı 2 yemek kaşığı,1. Domatesi ince doğrayın. || 2. Yufkaları içle katlayın. || 3. Böreği 22 dakika pişirin.,Domatesi çekirdeklerinden arındırmak böreğin tabanını ıslatmaz.,Taze dilimlenmiş ekmek ve yanında mevsim yeşillikleriyle derin tabakta verin.
mihalic-peynirli-krep-balikesir-usulu,Mihaliç Peynirli Krep,kahvaltiliklar,KAHVALTI,tr,0,Un 1 su bardağı | Süt 1 su bardağı | Yumurta 2 adet | Mihaliç peyniri 120 gr,1. Krep hamurunu hazırlayın. || 2. Krepleri pişirin. || 3. Peynirle doldurup servis edin.,Krep hamurunu 10 dakika dinlendirmek tavada daha düzgün yayılmasını sağlar.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
mihalic-peynirli-patates-tava-bursa-usulu,Bursa Mihaliç Peynirli Patates Tava,aperatifler,APERATIF,tr,0,Patates 4 adet | Mihaliç peyniri 120 gr | Zeytinyağı 3 yemek kaşığı | Kekik 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,1. Patatesleri küp doğrayın. || 2. Patatesleri tavada 12 dakika kızartın. || 3. Peyniri ve kekiği ekleyip 2 dakika daha çevirin.,Peyniri son bölümde eklemek eriyip yağ salmasını önler.,Üzerine kekik serpip sıcak servis edin.
mihlamali-mantarli-tost-trabzon-usulu,Mıhlamalı Mantarlı Tost,kahvaltiliklar,KAHVALTI,tr,0,Köy ekmeği 4 dilim | Kolot peyniri 160 gr | Mantar 250 gr | Tereyağı 1 yemek kaşığı,1. Mantarı 5 dakika soteleyin. || 2. Ekmeği kızartın. || 3. Peynirle birleştirip servis edin.,Mantarı 5 dakika yüksek ateşte çevirmek tostun üstünde su bırakmasını önler.,Ilık servis edin.
minci-peynirli-pazi-kaygana-giresun-usulu,Minci Peynirli Pazı Kaygana,kahvaltiliklar,KAHVALTI,tr,0,Yumurta 2 adet | Un 0.75 su bardağı | Minci peyniri 120 gr | Pazı 100 gr | Su 0.5 su bardağı,1. Pazıyı ince kıyıp tavada 3 dakika çevirin. || 2. Yumurta ve unlu harcı hazırlayın. || 3. Harca peyniri ekleyip 5 dakika pişirin.,Pazıyı önceden 3 dakika çevirip suyunu bırakmak kaygananın tavada rahat açılmasını sağlar.,"Kişi başı küçük tava, yanında taze maydanoz ve dilimlenmiş tereyağıyla geleneksel kahvaltı kurgula."
mincili-laz-boregi-rize-ev-usulu,Rize Mincili Laz Böreği,hamur-isleri,APERATIF,tr,0,Un 2 su bardağı | Yumurta 1 adet | Minci 150 gr | Tereyağı 50 gr | Su 0.75 su bardağı,"1. Un, yumurta ve suyla hamur hazırlayın. || 2. Hamuru açıp aralarına tereyağı ve minci yayarak katlayın. || 3. Böreği 190°C fırında 25 dakika pişirin.",İç harcı sulu bırakmamak katların çıtır kalmasına yardım eder.,Ahşap tepside 3-4 meze bir arada sunmak için yanına acılı ezme ve kısırla eşleştirin.
mini-arancini,Mini Arancini,atistirmaliklar,ATISTIRMALIK,it,0,Pişmiş risotto pirinci 450 gr | Mozzarella 100 gr | Yumurta 1 adet | Galeta unu 1 su bardağı,1. Pirinçten küçük toplar yapıp ortasına peynir yerleştirin. || 2. Yumurta ve galeta ununa bulayın. || 3. Kızgın yağda 4-5 dakika kızartın.,Risotto tamamen soğumadan şekil vermeyin; toplar dağılır.,Yanında sıcak domates sosla servis edin.
mini-banh-xeo-vietnam-usulu,Mini Banh Xeo,aperatifler,APERATIF,vn,0,Pirinç unu 1 su bardağı | Karides 150 gr | Taze soğan 2 adet | Su 1 su bardağı | Zerdeçal 0.5 çay kaşığı,1. Hamuru hazırlayın. || 2. Karidesi kısa soteleyin. || 3. Mini pankekleri pişirin.,Tavayı iyi ısıtmak banh xeo'nun kenarlarını daha çıtır yapar.,Ahşap tepside 3-4 meze bir arada sunmak için yanına acılı ezme ve kısırla eşleştirin.
