slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
kongnamul-muchim,Kongnamul Muchim,salatalar,SALATA,kr,1,Soya filizi 400 gr | Susam yağı 1 yemek kaşığı | Sarımsak 1 diş | Yeşil soğan 2 dal | Susam 1 çay kaşığı | Tuz 0.5 çay kaşığı,"1. Soya filizlerini kaynar suda 5 dakika haşlayın. || 2. Süzüp susam yağı, ezilmiş sarımsak ve tuzla harmanlayın. || 3. Yeşil soğan ve susam ekleyip soğuk servis edin.",Filizleri süzdükten sonra buharı çıkana kadar 3 dakika bekletin; sos sulanmaz.,Bibimbap kaselerinde veya et yemeklerinin yanında sunun.
kremali-mantar-corbasi,Kremalı Mantar Çorbası,corbalar,CORBA,tr,1,Kültür mantarı 400 gr | Soğan 1 adet | Un 1.5 yemek kaşığı | Tereyağı 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Sebze suyu 4 su bardağı | Krema 100 ml | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı,"1. Mantarları ince dilimleyin, soğanı küçük doğrayın. || 2. Zeytinyağı ve tereyağında soğanı 4 dakika kavurun. || 3. Mantarları ekleyip suyunu çekene kadar 8-10 dakika soteleyin. || 4. Unu ekleyip 2 dakika kavurun, sebze suyunu azar azar dökerek karıştırın. || 5. Kremayı ekleyip 8 dakika kısık ateşte pişirin.",Mantarları yüksek ateşte soteleyin; suyunu salıp çektiğinde aroması belirginleşir.,Üzerine karabiber ve maydanoz serpin.
kuru-dolma,Kuru Dolma,sebze-yemekleri,YEMEK,tr,1,Kuru patlıcan 15 adet | Kuru biber 15 adet | Pirinç 1.5 su bardağı | Soğan 2 adet | Domates salçası 2 yemek kaşığı | Sumak ekşisi 3 yemek kaşığı,"1. Kuru sebzeleri 10 dakika haşlayın. || 2. Pirinç, soğan, salça ve baharatı karıştırın. || 3. Sebzeleri harçla doldurup tencereye dizin. || 4. Sumak ekşili suyla 50-60 dakika pişirin.",Kuru sebzeleri haşladıktan sonra soğuk sudan geçirin; doldururken yırtılmaz.,Sarımsaklı yoğurtla servis edin.
kvass,Kvass,icecekler,ICECEK,ru,1,Çavdar ekmeği 300 gr | Şeker 120 gr | Maya 3 gr | Su 2 litre,"1. Ekmekleri fırında 10 dakika kızartın. || 2. Ekmek, şeker ve suyu kavanoza alın. || 3. Maya ekleyip 24 saat oda sıcaklığında bekletin.","Hamuru en az 20 dakika dinlendirmek gluteni gevşetir, açımda elastik olmasını sağlar.","Şeffaf sürahide sunmak içeceğin rengini öne çıkarır, bardakları yanına ayrı dizin."
lazanya,Lazanya,makarna-pilav,YEMEK,it,1,Lazanya yaprağı 12 adet | Dana kıyma 500 gr | Domates sosu 2 su bardağı | Soğan 1 adet | Süt 3 su bardağı | Un 3 yemek kaşığı | Kaşar peyniri 1.5 su bardağı,"1. Kıyma, soğan ve domates sosunu 20 dakika pişirin. || 2. Süt ve unla beşamel sos hazırlayın. || 3. Lazanyayı kat kat dizip 180°C fırında 35-40 dakika pişirin.",Raguyu sulu bırakın; lazanya yaprakları fırında bu sosla yumuşar.,Yeşil salata ile servis edin.
london-fog,London Fog,kahve-sicak-icecekler,ICECEK,gb,1,Earl Grey çayı 2 poşet | Su 250 ml | Süt 250 ml | Vanilya 1 çay kaşığı | Bal 1 yemek kaşığı,"1. Earl Grey çayını sıcak suda 4 dakika demleyin. || 2. Sütü ısıtıp köpürtün. || 3. Çay, vanilya, bal ve sütü fincanlarda birleştirin.",Çayı 4 dakikadan uzun demlemeyin; bergamot acılığı yükselir.,İnce vanilya kokusuyla sıcak servis edin.
madeleine,Madeleine,tatlilar,TATLI,fr,1,Un 150 gr | Tereyağı 120 gr | Yumurta 3 adet | Şeker 120 gr,1. Yumurta ve şekeri kabarana kadar çırpın. || 2. Un ve eritilmiş tereyağını ekleyin. || 3. Kalıplarda 190°C fırında 10-12 dakika pişirin.,"Şerbeti soğuk, tatlıyı sıcak kullanın; tersi şerbeti yüzeyde bırakır, iç kurur.",Çay veya kahve eşliğinde servis edin.
minestrone,Minestrone,corbalar,CORBA,it,1,Kabak 1 adet | Havuç 1 adet | Kereviz sapı 1 adet | Haşlanmış fasulye 1 su bardağı | Küçük makarna 0.5 su bardağı | Parmesan peyniri 3 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Sebzeleri zeytinyağında 8 dakika kavurun. || 2. Fasulye ve suyu ekleyip 20 dakika kaynatın. || 3. Makarnayı ekleyip 10 dakika pişirin.,Makarnayı son 10 dakikada ekleyin; çorbada beklerken şişmesini sınırlarsınız.,Parmesan ve zeytinyağıyla servis edin.
mole-poblano,Mole Poblano,tavuk-yemekleri,YEMEK,mx,1,Tavuk but 6 adet | Kuru acı biber 4 adet | Bitter çikolata 40 gr | Yer fıstığı 0.25 su bardağı | Susam 2 yemek kaşığı | Badem 0.25 su bardağı,"1. Tavuğu 30 dakika haşlayın. || 2. Biber, fıstık, susam ve bademi 5 dakika kavurun. || 3. Karışımı çikolata ve tavuk suyuyla blenderdan geçirin. || 4. Tavuğu sosta 25 dakika pişirin.",Sosu pürüzsüz çekip süzün; mole kadifemsi dokusunu böyle alır.,Pilav ve mısır tortilla ile servis edin.
moussaka,Moussaka,et-yemekleri,YEMEK,gr,1,Patlıcan 4 adet | Dana kıyma 500 gr | Domates püresi 1.5 su bardağı | Un 3 yemek kaşığı | Süt 2 su bardağı | Yumurta 1 adet,1. Patlıcan dilimlerini 200°C fırında 20 dakika pişirin. || 2. Kıyma ve domates püresini 20 dakika pişirin. || 3. Un ve sütle beşamel hazırlayıp yumurtayla bağlayın. || 4. Katları dizip 180°C fırında 35 dakika pişirin.,Fırından çıkan moussakayı 15 dakika bekletin; katlar dağılmadan kesilir.,Yanına sade yeşil salata ekleyin.
