slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
kars-kazli-bulgur-pilavi,Kars Kazlı Bulgur Pilavı,"Kars kazlı bulgur pilavı, didiklenmiş kaz etini tereyağlı bulgur ve soğanla buluşturarak kış sofralarına güçlü bir ana yemek çıkarır.",YEMEK,tr,HARD,25,95,120,6,540,Kaz eti 700 gr | Pilavlık bulgur 2 su bardağı | Soğan 1 adet | Tereyağı 2 yemek kaşığı | Kaz suyu 3 su bardağı | Karabiber 1 çay kaşığı | Tuz 1 tatlı kaşığı,7,1. Kaz etini tuzlu suda 70-80 dakika yumuşayana kadar haşlayın. || 2. Eti ılıtıp iri parçalar halinde didikleyin. || 3. Soğanı tereyağında 5 dakika saydamlaşana kadar kavurun. || 4. Bulgur ve kaz suyunu ekleyip kapağı kapatın. || 5. Pilavı 18-20 dakika pişirip kaz etiyle 10 dakika dinlendirin.,5,"GLUTEN,SUT","yuksek-protein,misafir-sofrasi,kis-tarifi",Kaz etini haşlama suyunda ılıtmak pilavı daha kokulu yapar.,Turşu ve ayranla sıcak servis edin.,Kars Goose Bulgur Pilaf,"Shredded goose and buttered bulgur make this Kars pilaf deep, hearty, and winter-ready.",,,0,0,Bulgur-Pilaw mit Gans aus Kars,Gezupfte Gans und gebutterter Bulgur machen diesen Pilaw aus Kars herzhaft und winterlich.,,,0,0
erzincan-kesli-eriste-corbasi,Erzincan Kesli Erişte Çorbası,"Erzincan kesli erişte çorbası, ev eriştesini kurutulmuş çökelek, nohut ve naneli tereyağıyla koyu, ekşi aromalı bir çorbaya çevirir.",CORBA,tr,MEDIUM,14,28,42,5,285,Erişte 1.5 su bardağı | Kes 0.75 su bardağı | Haşlanmış nohut 1 su bardağı | Tereyağı 1.5 yemek kaşığı | Kuru nane 1 tatlı kaşığı | Su 6 su bardağı,6,1. Kesi 1 bardak sıcak suyla ezip pürüzsüz hale getirin. || 2. Suyu kaynatıp erişteyi tencereye ekleyin. || 3. Erişteyi 10-12 dakika yumuşayana kadar pişirin. || 4. Nohut ve açılmış kesi katıp 5 dakika karıştırarak kaynatın. || 5. Naneli tereyağını üzerine gezdirip çorbayı servis edin.,5,"GLUTEN,SUT","vejetaryen,tek-tencere,kis-tarifi",Kesi sıcak suyla açmak çorbada topaklanmayı azaltır.,Naneli tereyağı gezdirip sıcak servis edin.,Kes Cheese Noodle Soup,"Dried curd, noodles, chickpeas, and mint butter thicken this Erzincan winter soup.",,,0,0,Erişte-Suppe mit Kes,"Getrockneter Quark, Nudeln, Kichererbsen und Minzbutter machen diese Suppe aus Erzincan saemig.",,,0,0
gaziantep-nar-eksili-kuru-patlican-dolmasi,Gaziantep Nar Ekşili Kuru Patlıcan Dolması,"Gaziantep nar ekşili kuru patlıcan dolması, haşlanmış kuru patlıcanı pirinçli baharatlı harçla doldurup ekşi ve parlak bir tencere yapar.",YEMEK,tr,HARD,50,45,95,6,330,Kuru patlıcan 24 adet | Pirinç 1.5 su bardağı | Soğan 2 adet | Domates salçası 1 yemek kaşığı | Nar ekşisi 3 yemek kaşığı | Zeytinyağı 0.5 su bardağı | Kuru nane 1 tatlı kaşığı,7,"1. Kuru patlıcanları kaynar suda 8 dakika yumuşatıp süzün. || 2. Pirinç, soğan, salça, nane ve zeytinyağını karıştırın. || 3. Patlıcanları yarısına kadar harçla doldurun. || 4. Dolmaları tencereye sıkı dizip nar ekşili sıcak su ekleyin. || 5. Kısık ateşte 40-45 dakika pirinç yumuşayana kadar pişirin.",5,,"vegan,misafir-sofrasi",Patlıcanları fazla doldurmamak pirincin patlamadan pişmesini sağlar.,Sarımsaklı yoğurt veya limonla ılık servis edin.,Pomegranate Dried Eggplant Dolma,Dried eggplants hold spiced rice and pomegranate molasses in this glossy Antep dolma.,,,0,0,Getrocknete Auberginen-Dolma mit Granatapfel,Getrocknete Auberginen tragen gewuerzten Reis und Granatapfelsirup in dieser Dolma aus Antep.,,,0,0
manisa-kuzu-etli-sehriye-pilavi,Manisa Kuzu Etli Şehriye Pilavı,"Manisa kuzu etli şehriye pilavı, arpa şehriyeyi küçük kuzu parçaları ve domatesle kavurarak kaşıklık, doyurucu bir pilav yapar.",YEMEK,tr,MEDIUM,18,38,56,5,470,Arpa şehriye 2 su bardağı | Kuzu kuşbaşı 450 gr | Domates rendesi 1 su bardağı | Soğan 1 adet | Sıvı yağ 3 yemek kaşığı | Et suyu 3 su bardağı,6,1. Kuzu etini tencerede 10 dakika suyunu çekene kadar kavurun. || 2. Soğanı ekleyip 5 dakika yumuşatın. || 3. Şehriyeyi katıp 4 dakika renk aldırın. || 4. Domates rendesi ve et suyunu tencereye alın. || 5. Kapağı kapalı 18-20 dakika şehriye yumuşayana kadar pişirin.,5,GLUTEN,"yuksek-protein,tek-tencere",Şehriyeyi koyu altın renge gelmeden bırakmak yanık tadı önler.,Cacık ve yeşil salatayla sıcak servis edin.,Lamb Orzo Pilaf from Manisa,"Small lamb pieces, tomato, and toasted orzo cook into a spoonable Manisa pilaf.",,,0,0,Lamm-Orzo-Pilaw aus Manisa,"Kleine Lammstuecke, Tomate und geroestete Orzo garen zu einem saftigen Pilaw aus Manisa.",,,0,0
izmir-kabak-cicekli-menemen,İzmir Kabak Çiçekli Menemen,"İzmir kabak çiçekli menemen, domatesli biberli yumurta tabanına nazik kabak çiçekleri ekleyerek yazlık bir kahvaltı tavası kurar.",KAHVALTI,tr,EASY,12,14,26,3,225,Yumurta 4 adet | Kabak çiçeği 10 adet | Domates 3 adet | Sivri biber 3 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,6,1. Kabak çiçeklerinin iç sert kısmını çıkarıp iri doğrayın. || 2. Biberleri zeytinyağında 4 dakika yumuşatın. || 3. Domatesleri ekleyip 7-8 dakika suyunu çektirin. || 4. Yumurtaları tavaya kırıp kenarlardan ortaya doğru karıştırın. || 5. Kabak çiçeklerini ekleyip 1 dakika sonra ocaktan alın.,5,YUMURTA,"30-dakika-alti,vejetaryen,yaz-tarifi",Çiçekleri son dakikada eklemek narin dokularını korur.,Kızarmış ekmek ve tulum peyniriyle sıcak servis edin.,Zucchini Blossom Menemen,Tender zucchini blossoms fold into a tomato pepper egg skillet for an Izmir summer breakfast.,,,0,0,Menemen mit Zucchiniblueten,Zarte Zucchiniblueten kommen in eine Tomaten-Paprika-Eierpfanne fuer ein Fruehstueck aus Izmir.,,,0,0
trabzon-hamsili-misir-ekmegi,Trabzon Hamsili Mısır Ekmeği,"Trabzon hamsili mısır ekmeği, mısır unlu harcı ayıklanmış hamsi ve taze soğanla fırınlayarak tuzlu, tok bir Karadeniz dilimi sunar.",YEMEK,tr,MEDIUM,22,32,54,6,340,Mısır unu 2 su bardağı | Ayıklanmış hamsi 500 gr | Yoğurt 1 su bardağı | Taze soğan 4 dal | Sıvı yağ 0.25 su bardağı | Kabartma tozu 1 paket,6,"1. Hamsileri yıkayıp kağıt havluyla kurulayın. || 2. Mısır unu, yoğurt, yağ ve kabartma tozunu karıştırın. || 3. Taze soğan ve hamsiyi harca nazikçe katın. || 4. Yağlı tepsiye yayın ve üstünü düzeltin. || 5. 190°C fırında 30-32 dakika üstü kızarana kadar pişirin.",5,"DENIZ_URUNLERI,SUT","firinda,yuksek-protein",Hamsileri kurulamak ekmeğin içini hamur bırakmaz.,"Roka, limon ve turşuyla sıcak dilimleyin.",Anchovy Cornbread from Trabzon,Cornmeal batter bakes with anchovies and scallions into a salty Black Sea slice.,,,0,0,Maisbrot mit Sardellen aus Trabzon,Maismehlteig backt mit Sardellen und Fruehlingszwiebeln zu einem herzhaften Schwarzmeer-Stueck.,,,0,0
bolu-mengen-mantarli-et-sote,Bolu Mengen Mantarlı Et Sote,"Bolu Mengen mantarlı et sote, dana etini mantar, domates ve biberle kısa ateşte pişirip lokanta usulü parlak bir tava yapar.",YEMEK,tr,MEDIUM,18,32,50,4,390,Dana kuşbaşı 600 gr | Kültür mantarı 300 gr | Domates 2 adet | Sivri biber 3 adet | Soğan 1 adet | Sıvı yağ 3 yemek kaşığı,6,1. Dana etini kızgın tavada 10 dakika mühürleyin. || 2. Soğan ve biberi ekleyip 5 dakika kavurun. || 3. Mantarları katıp yüksek ateşte 6 dakika çevirin. || 4. Domatesleri ekleyip tavanın kapağını kapatın. || 5. Et yumuşayana kadar 10-12 dakika daha pişirin.,5,,"yuksek-protein,30-dakika-alti",Mantarı yüksek ateşte eklemek suyunu salmadan kızarmasını sağlar.,Pirinç pilavı ve köz biberle sıcak servis edin.,Mengen Beef Mushroom Saute,"Beef, mushrooms, tomatoes, and peppers turn glossy in this Bolu skillet dish.",,,0,0,Mengen-Pfanne mit Rind und Pilzen,"Rind, Pilze, Tomaten und Paprika werden in dieser Pfanne aus Bolu glaenzend geschmort.",,,0,0
aydin-zeytinyagli-enginar-kalbi,Aydın Zeytinyağlı Enginar Kalbi,"Aydın zeytinyağlı enginar kalbi, enginarı havuç, bezelye, dereotu ve limonla hafif ateşte pişirerek soğuk servis edilen zarif bir tabak yapar.",YEMEK,tr,MEDIUM,16,28,44,4,190,Enginar kalbi 6 adet | Havuç 1 adet | Bezelye 1 su bardağı | Zeytinyağı 0.5 su bardağı | Limon suyu 2 yemek kaşığı | Dereotu 0.25 demet,6,1. Enginar kalplerini limonlu suda 10 dakika bekletin. || 2. Havuç ve bezelyeyi tencereye yayın. || 3. Enginarları üzerine dizip zeytinyağı ve limon suyu ekleyin. || 4. Kısık ateşte 25-28 dakika enginarlar yumuşayana kadar pişirin. || 5. Tencerede soğutup dereotuyla servis edin.,5,,"vegan,yaz-tarifi,tek-tencere",Enginarları limonlu suda bekletmek rengin kararmasını geciktirir.,Dereotu ve zeytinyağıyla soğuk servis edin.,Olive Oil Artichoke Hearts,"Artichoke hearts simmer with carrot, peas, dill, and lemon in this cool Aegean plate.",,,0,0,Artischockenherzen in Olivenoel,"Artischockenherzen schmoren mit Karotte, Erbsen, Dill und Zitrone zu einem kuehlen Aegaeis-Teller.",,,0,0
sanliurfa-patlicanli-kazan-kebabi,Şanlıurfa Patlıcanlı Kazan Kebabı,"Şanlıurfa patlıcanlı kazan kebabı, patlıcan halkalarını kıymalı harçla doldurup domatesli suyla ağır ağır pişen paylaşımlık bir tencere kurar.",YEMEK,tr,MEDIUM,32,45,77,6,430,Patlıcan 5 adet | Dana kıyma 600 gr | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Domates 3 adet | Sivri biber 4 adet | Tuz 1 tatlı kaşığı | Karabiber 1 çay kaşığı,8,"1. Patlıcanları kalın halka kesip ortalarını hafifçe açın. || 2. Kıyma, rendelenmiş soğan, tuz ve karabiberi yoğurun. || 3. Patlıcan halkalarının arasına kıymalı harç yerleştirin. || 4. Domates, biber ve salçalı suyu tencereye ekleyin. || 5. Kapağı kapalı 40-45 dakika patlıcan yumuşayana kadar pişirin.",5,,"misafir-sofrasi,yuksek-protein",Patlıcanları aynı kalınlıkta kesmek tencerede eşit pişme sağlar.,"Lavaş, ayran ve sumaklı soğanla sıcak servis edin.",Urfa Eggplant Kazan Kebab,Eggplant rings hold minced beef and simmer in tomato broth for this shared Urfa pot.,,,0,0,Auberginen-Kazan-Kebab aus Urfa,Auberginenringe tragen Hackfleisch und schmoren in Tomatensud zu diesem Topf aus Urfa.,,,0,0
adiyaman-cevizli-semsek,Adıyaman Cevizli Semsek,"Adıyaman cevizli semsek, ince hamuru cevizli kıymalı içle kapatıp sacda pişirerek bol baharatlı, yarım ay biçimli bir hamur işi sunar.",YEMEK,tr,HARD,45,24,69,6,410,Un 4 su bardağı | Su 1.5 su bardağı | Dana kıyma 350 gr | Ceviz 0.75 su bardağı | Soğan 1 adet | Biber salçası 1 yemek kaşığı | Tuz 1 tatlı kaşığı,7,"1. Un, su ve tuzla yumuşak hamur yoğurup 25 dakika dinlendirin. || 2. Kıyma ve soğanı 8 dakika kavurup salçayı ekleyin. || 3. Cevizi harca katıp içi ılıtın. || 4. Hamuru bezelere ayırıp ince açın ve içle kapatın. || 5. Semsekleri sacda iki yüzü kızarana kadar 8-10 dakika pişirin.",5,"GLUTEN,KUSUYEMIS",misafir-sofrasi,İçi soğuk kullanmak hamurun yırtılmasını azaltır.,Ayran ve maydanozlu soğanla sıcak servis edin.,Walnut Semsek from Adiyaman,Thin dough folds around minced beef and walnuts for this spiced Adiyaman griddle pastry.,,,0,0,Semsek mit Walnuss aus Adiyaman,Duenner Teig umhuellt Hackfleisch und Walnuesse fuer dieses gewuerzte Fladenstueck aus Adiyaman.,,,0,0
