slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
misirli-pazili-tava-ekmegi-rize-usulu,Mısırlı Pazılı Tava Ekmeği,"Rize mısırlı pazılı tava ekmeği, mısır ununu pazı ve tereyağıyla pişirerek kenarı kızarmış, içi yumuşak bir yayla kahvaltısı kurar.",KAHVALTI,tr,EASY,12,12,24,4,214,Mısır unu 1.5 su bardağı | Pazı 200 gr | Tereyağı 25 gr | Su 1.5 su bardağı | Tuz 0.5 çay kaşığı,5,1. Pazıyı ince doğrayın. || 2. Su ve mısır ununu karıştırıp pazıyı ekleyin. || 3. Karışımı tavada 10 dakika pişirin.,3,SUT,"30-dakika-alti,vejetaryen",Hamuru tavaya yaydıktan sonra kapağı kapatmak iç kısmın eşit pişmesine yardım eder.,Ilık servis edin.,Corn and Chard Pan Bread,This Rize breakfast cooks cornmeal with chard and butter into a browned Black Sea pan bread with a soft center.,,,0,0,Mais-Pfannenbrot mit Mangold,Dieses Frühstück aus Rize gart Maismehl mit Mangold und Butter zu einem gebräunten Schwarzmeer-Pfannenbrot mit weicher Mitte.,,,0,0
fasulye-tursulu-cavdar-corbasi-ordu-usulu,Fasulye Turşulu Çavdar Çorbası,"Ordu fasulye turşulu çavdar çorbası, turşu fasulyeyi çavdar ve soğanla kaynatarak ekşiliği canlı, sulu ve kırsal bir Karadeniz çorbası sunar.",CORBA,tr,EASY,10,24,34,4,166,Fasulye turşusu 250 gr | Çavdar yarma 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı | Su 5 su bardağı,5,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Çavdar ve suyu ekleyip pişirin. || 3. Turşu fasulyeyi ekleyip 10 dakika daha kaynatın.,3,GLUTEN,"tek-tencere,kis-tarifi,vegan",Turşu fasulyeyi son bölümde eklemek çorbanın diriliğini ve ekşiliğini korur.,Sıcak servis edin.,Pickled Bean Rye Soup,"This Ordu soup simmers pickled beans with rye and onion into a tangy, rustic Black Sea bowl.",,,0,0,Roggensuppe mit Bohnenpickle,"Diese Suppe aus Ordu kocht eingelegte Bohnen mit Roggen und Zwiebel zu einer säuerlichen, rustikalen Schwarzmeer-Schale.",,,0,0
hamsili-pirincli-yesil-lahana-sarmasi-sinop-usulu,Hamsili Pirinçli Yeşil Lahana Sarması,"Sinop hamsili pirinçli yeşil lahana sarması, lahanayı hamsi ve pirinçle sararak deniz kokulu, hafif sulu ve fırınsız bir kıyı yemeği yapar.",YEMEK,tr,MEDIUM,24,24,48,4,248,Yeşil lahana 12 yaprak | Hamsi fileto 300 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,5,1. Lahana yapraklarını 3 dakika haşlayın. || 2. İç harcı hazırlayıp yapraklara sarın. || 3. Sarmaları 20 dakika pişirin.,3,DENIZ_URUNLERI,misafir-sofrasi,Lahana yapraklarını kısa haşlamak sararken yırtılmalarını azaltır.,Ilık servis edin.,Anchovy Cabbage Rolls with Rice,These Sinop cabbage rolls wrap anchovy and rice into a savory Black Sea coastal dish with a gentle broth.,,,0,0,Kohlrouladen mit Sardelle und Reis,Diese Kohlrouladen aus Sinop füllen Blätter mit Sardelle und Reis zu einem herzhaften Schwarzmeer-Küstengericht mit sanfter Brühe.,,,0,0
karayemis-kompostosu-trabzon-usulu,Karayemiş Kompostosu,"Trabzon karayemiş kompostosu, karayemişi tarçınla kaynatarak hafif buruk, serin ve yaz sonrası sofralara uygun bir Karadeniz içeceği hazırlar.",ICECEK,tr,EASY,8,14,22,5,62,Karayemiş 2 su bardağı | Su 5 su bardağı | Şeker 0.25 su bardağı | Tarçın çubuğu 1 adet,4,1. Tüm malzemeyi tencereye alın. || 2. İçeceği 12 dakika kaynatın. || 3. Kompostoyu soğutup servis edin.,3,,"alkolsuz,yaz-tarifi",Meyveyi ezmeden kaynatmak kompostonun rengi koyulaşırken suyunun berrak kalmasını sağlar.,Soğuk servis edin.,Cherry Laurel Compote,Trabzon's cherry laurel compote simmers the fruit with cinnamon into a lightly tannic Black Sea drink.,,,0,0,Kompott aus Kirschlorbeer,Dieses Kompott aus Trabzon kocht Kirschlorbeer mit Zimt zu einem leicht herbem Schwarzmeer-Getränk.,,,0,0
findikli-un-helvasi-giresun-usulu,Fındıklı Un Helvası,"Giresun fındıklı un helvası, unu kavrulmuş fındıkla buluşturarak sıcak, kumlu dokulu ve yoğun kokulu bir kış tatlısı çıkarır.",TATLI,tr,EASY,10,18,28,6,238,Un 1.5 su bardağı | Fındık 0.75 su bardağı | Tereyağı 80 gr | Şeker 0.75 su bardağı | Su 1 su bardağı,5,1. Şerbeti hazırlayın. || 2. Unu tereyağında 10 dakika kavurun. || 3. Fındık ve şerbeti ekleyip helvayı toplayın.,3,"GLUTEN,SUT,KUSUYEMIS","30-dakika-alti,vejetaryen,kis-tarifi",Fındığı son bölümde eklemek yağı çıkmadan gevrek parça hissi bırakır.,Ilık servis edin.,Hazelnut Flour Halva,This Giresun halva roasts flour with hazelnuts into a warm dessert with a sandy texture and deep aroma.,,,0,0,Mehl-Helva mit Haselnuss,Diese Helva aus Giresun röstet Mehl mit Haselnüssen zu einem warmen Dessert mit sandiger Textur und tiefem Duft.,,,0,0
kolotlu-mantar-guveci-artvin-usulu,Kolotlu Mantar Güveci,"Artvin kolotlu mantar güveci, mantarı kolot peyniriyle fırınlayarak uzayan dokulu, toprak tonlu ve yayla sofralık bir tabak sunar.",YEMEK,tr,EASY,12,18,30,4,212,Mantar 400 gr | Kolot peyniri 150 gr | Soğan 1 adet | Tereyağı 20 gr | Karabiber 0.25 çay kaşığı,5,1. Soğanı ve mantarı 6 dakika çevirin. || 2. Karışımı güvece alın. || 3. Kolotla kaplayıp 10 dakika pişirin.,3,SUT,"30-dakika-alti,vejetaryen,firinda",Kolotu ince dilimlemek güvecin üzerinde eşit eriyen bir tabaka oluşturur.,Sıcak servis edin.,Mushroom Casserole with Kolot,This Artvin casserole bakes mushrooms with kolot cheese into a stretchy highland dish with earthy depth.,,,0,0,Pilz-Güveç mit Kolot,Dieser Güveç aus Artvin backt Pilze mit Kolot-Käse zu einem dehnbaren Hochlandgericht mit erdiger Tiefe.,,,0,0
misir-unlu-palamut-tava-samsun-usulu,Mısır Unlu Palamut Tava,"Samsun mısır unlu palamut tava, palamudu ince mısır unuyla kızartarak dışı çıtır, içi sulu ve deniz kokusu güçlü bir kıyı tabağı yapar.",YEMEK,tr,EASY,14,10,24,4,276,Palamut fileto 600 gr | Mısır unu 1 su bardağı | Tuz 1 çay kaşığı | Sıvı yağ 4 yemek kaşığı | Limon 1 adet,5,1. Balığı tuzlayıp mısır ununa bulayın. || 2. Palamudu tavada toplam 8 dakika kızartın. || 3. Limonla servis edin.,3,DENIZ_URUNLERI,"30-dakika-alti,yuksek-protein",Balığı tavaya almadan önce fazla unu silkelemek yüzeyin yanmadan kızarmasına yardım eder.,Sıcak servis edin.,Cornmeal Fried Bonito,"This Samsun dish coats bonito in cornmeal for a crisp, juicy Black Sea fish fry.",,,0,0,Bonito in Maismehl,"Dieses Gericht aus Samsun wendet Bonito in Maismehl zu einem knusprigen, saftigen Schwarzmeer-Fischteller.",,,0,0
karalahanali-barbunya-diblesi-giresun-usulu,Karalahanalı Barbunya Diblesi,"Giresun karalahanalı barbunya diblesi, barbunyayı karalahana ve pirinçle pişirerek sulu, tane tane ve kışlık bir Karadeniz yemeği kurar.",YEMEK,tr,EASY,14,24,38,4,208,Barbunya 1.5 su bardağı | Karalahana 250 gr | Pirinç 0.5 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,5,"1. Soğanı kısa çevirin. || 2. Barbunya, lahana ve pirinci ekleyin. || 3. Yemeği 20 dakika pişirin.",3,,"tek-tencere,vegan,kis-tarifi",Karalahanayı ince kıymak barbunya ile aynı kaşıkta dengeli doku verir.,Ilık servis edin.,Black Cabbage Borlotti Diblesi,"This Giresun pot cooks borlotti beans, black cabbage, and rice into a brothy Black Sea winter meal.",,,0,0,Diblesi mit Schwarzkohl und Borlottibohnen,"Dieser Topf aus Giresun gart Borlottibohnen, Schwarzkohl und Reis zu einer saftigen Schwarzmeer-Wintermahlzeit.",,,0,0
otlu-lorlu-kete-artvin-usulu,Otlu Lorlu Kete,"Artvin otlu lorlu kete, ince açılmış hamuru lor ve yayla otlarıyla doldurarak katmanlı, kokulu ve çaylık bir hamur işi sunar.",KAHVALTI,tr,MEDIUM,20,20,40,6,246,Un 2.5 su bardağı | Lor peyniri 200 gr | Karışık ot 0.5 demet | Tereyağı 50 gr | Su 0.75 su bardağı,5,1. Hamuru yoğurup dinlendirin. || 2. İç harcıyla hamuru kapatın. || 3. Keteyi 18 dakika pişirin.,3,"GLUTEN,SUT","misafir-sofrasi,vejetaryen",İç harcı kuru tutmak ketenin katmanlarının fırında gevrek kalmasını sağlar.,Ilık servis edin.,Herbed Lor Kete,This Artvin kete fills layered dough with lor cheese and mountain herbs for a fragrant tea-time pastry.,,,0,0,Kete mit Kräutern und Lor,Diese Kete aus Artvin füllt geschichteten Teig mit Lor-Käse und Bergkräutern zu einem duftenden Gebäck für die Teestunde.,,,0,0
erikli-hamsi-salatasi-trabzon-usulu,Erikli Hamsi Salatası,"Trabzon erikli hamsi salatası, hamsiyi yeşil erik ve roka ile buluşturarak tuzlu, keskin ve bahar sofralarına uygun bir salata yapar.",SALATA,tr,EASY,14,6,20,4,164,Hamsi fileto 250 gr | Yeşil erik 6 adet | Roka 1 demet | Zeytinyağı 1 yemek kaşığı | Limon suyu 1 yemek kaşığı,5,1. Hamsiyi 4 dakika tavada pişirin. || 2. Erik ve rokayı hazırlayın. || 3. Tüm malzemeyi karıştırıp servis edin.,3,DENIZ_URUNLERI,"30-dakika-alti,yaz-tarifi",Hamsiyi kısa süre tavada çevirmek salatada diri ve sulu bir sonuç bırakır.,Soğuk servis edin.,Anchovy Salad with Green Plums,"This Trabzon salad pairs anchovy with green plums and arugula for a sharp, springy Black Sea plate.",,,0,0,Sardellensalat mit grünen Pflaumen,Dieser Salat aus Trabzon verbindet Sardelle mit grünen Pflaumen und Rucola zu einem scharf-frischen Schwarzmeer-Teller.,,,0,0
