slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
sinop-misirli-isirgan-corbasi,Sinop Mısırlı Isırgan Çorbası,"Sinop usulü mısırlı ısırgan çorbası, taze ısırganı mısır unu ve yoğurtla yumuşak, ekşimsi bir Karadeniz kasesine dönüştürür.",CORBA,tr,EASY,12,24,36,4,205,Isırgan otu 1 demet | Mısır unu 3 yemek kaşığı | Yoğurt 1 su bardağı | Tereyağı 1 yemek kaşığı | Kuru nane 1 çay kaşığı,5,1. Isırganı yıkayıp iri saplarını ayıklayın. || 2. Mısır ununu tencerede 2 dakika kokusu çıkana kadar kavurun. || 3. Sıcak su ve ısırganı ekleyip 15 dakika kaynatın. || 4. Yoğurdu çorba suyuyla ılıtıp tencereye yavaşça karıştırın. || 5. Tereyağında naneyi 30 saniye çevirip kaselere gezdirin.,5,SUT,"vejetaryen,tek-tencere",Isırganı eldivenle ayıklamak hazırlığı güvenli ve hızlı tutar.,Tereyağlı nane gezdirip sıcak servis edin.,Corn Nettle Soup,"Fresh nettles, cornmeal, and yogurt make this Sinop soup earthy, tart, and quietly filling.",,,0,0,Brennnesselsuppe mit Mais,"Brennnesseln, Maismehl und Joghurt machen diese Suppe aus Sinop erdig und mild saeuerlich.",,,0,0
ordu-findikli-pazi-sarmasi,Ordu Fındıklı Pazı Sarması,"Ordu usulü fındıklı pazı sarması, pazı yapraklarını pirinç, kavrulmuş fındık ve dereotlu içle zarif bir zeytinyağlıya taşır.",YEMEK,tr,MEDIUM,28,34,62,5,285,Pazı 2 demet | Pirinç 1 su bardağı | Fındık 0.5 su bardağı | Soğan 1 adet | Dereotu 0.25 demet | Zeytinyağı 4 yemek kaşığı,6,"1. Pazı yapraklarını kaynar suda 40 saniye haşlayıp süzün. || 2. Soğanı zeytinyağında 5 dakika yumuşayana kadar pişirin. || 3. Pirinç, kıyılmış fındık ve dereotunu soğanla karıştırın. || 4. Pazı yapraklarına iç koyup ince sarın. || 5. Tencereye dizip kısık ateşte 28-30 dakika pişirin.",5,KUSUYEMIS,"vejetaryen,misafir-sofrasi",Pazıyı kısa haşlamak yaprağı yumuşatır ama rengini soldurmaz.,Limon dilimi ve yoğurtla ılık servis edin.,Hazelnut Chard Rolls,Toasted hazelnuts and rice fill tender chard leaves in this Ordu-style olive oil dish.,,,0,0,Mangoldrollen mit Haselnuss,Geroestete Haselnuesse und Reis fuellen zarte Mangoldblaetter in diesem Gericht aus Ordu.,,,0,0
kastamonu-eksili-siyez-pilavi,Kastamonu Ekşili Siyez Pilavı,"Kastamonu usulü ekşili siyez pilavı, siyez bulgurunu kızılcık ekşisi, soğan ve tereyağıyla tok kokulu bir İç Karadeniz pilavına çevirir.",YEMEK,tr,EASY,10,24,34,4,310,Siyez bulguru 1.5 su bardağı | Soğan 1 adet | Kızılcık ekşisi 2 yemek kaşığı | Tereyağı 1.5 yemek kaşığı | Sıcak su 2.5 su bardağı,5,1. Siyez bulgurunu yıkayıp 10 dakika ılık suda bekletin. || 2. Soğanı tereyağında 4 dakika yumuşayana kadar kavurun. || 3. Bulguru ekleyip 2 dakika tencerede çevirin. || 4. Sıcak su ve kızılcık ekşisini katıp 18 dakika pişirin. || 5. Pilavı 8 dakika dinlendirip tanelendirerek servis edin.,5,"GLUTEN,SUT","vejetaryen,tek-tencere",Siyez bulgurunu ılık suda bekletmek pişme süresini dengeler.,Yoğurt ve turşuyla sıcak servis edin.,Sour Einkorn Bulgur Pilaf,Kizilcik sourness and butter give this Kastamonu einkorn bulgur pilaf a rounded village flavor.,,,0,0,Saeuerlicher Einkorn-Bulgurpilaw,Kornelkirschsaeure und Butter praegen diesen Einkorn-Bulgurpilaw aus Kastamonu.,,,0,0
artvin-cevizli-kara-lahana-kavurmasi,Artvin Cevizli Kara Lahana Kavurması,"Artvin usulü cevizli kara lahana kavurması, haşlanmış lahanayı ceviz, soğan ve pul biberle tok, dumanlı bir tavaya taşır.",YEMEK,tr,EASY,14,22,36,4,245,Kara lahana 1 demet | Ceviz 0.5 su bardağı | Soğan 1 adet | Pul biber 1 çay kaşığı | Zeytinyağı 3 yemek kaşığı,5,1. Kara lahanayı ince doğrayıp 8 dakika haşlayın. || 2. Haşlanan lahanayı süzüp avuçla suyunu sıkın. || 3. Soğanı zeytinyağında 5 dakika yumuşayana kadar pişirin. || 4. Lahana ve pul biberi tavaya alıp 8 dakika kavurun. || 5. Cevizi ekleyip 2 dakika daha çevirerek servis edin.,5,KUSUYEMIS,"vejetaryen,butce-dostu",Lahanayı haşladıktan sonra sıkmak kavurmanın sulanmasını önler.,Mısır ekmeği ve yoğurtla sıcak servis edin.,Walnut Collard Skillet,Walnuts add depth to this Artvin collard skillet while onion and pepper keep it rustic.,,,0,0,Kohlpfanne mit Walnuss,"Walnuesse geben dieser Kohlpfanne aus Artvin Tiefe, Zwiebel und Pfeffer halten sie rustikal.",,,0,0
aydin-lorlu-patlican-bohcasi,Aydın Lorlu Patlıcan Bohçası,"Aydın usulü lorlu patlıcan bohçası, köz patlıcan dilimlerini lor, maydanoz ve domates sosuyla hafif bir Ege fırınına dönüştürür.",YEMEK,tr,MEDIUM,24,30,54,4,275,Patlıcan 4 adet | Lor peyniri 250 gr | Maydanoz 0.25 demet | Domates püresi 1.5 su bardağı | Zeytinyağı 3 yemek kaşığı,5,1. Patlıcanları uzun dilimleyip 200°C fırında 18 dakika yumuşatın. || 2. Lor peyniri ve kıyılmış maydanozu karıştırın. || 3. Patlıcan dilimlerine lor koyup bohça gibi kapatın. || 4. Domates püresini fırın kabına yayıp bohçaları yerleştirin. || 5. 190°C fırında 18-20 dakika sosla bütünleşene kadar pişirin.,5,SUT,"vejetaryen,firinda",Patlıcanları fazla inceltmemek bohçaların yırtılmasını önler.,Domates sosuyla ılık servis edin.,Curd Eggplant Parcels,Roasted eggplant wraps curd cheese and herbs in this Aydin bake with a light tomato sauce.,,,0,0,Auberginenpaeckchen mit Lor,Geroestete Aubergine umhuellt Lor und Kraeuter in diesem Auflauf aus Aydin.,,,0,0
tekirdag-hardalli-uskumru-salatasi,Tekirdağ Hardallı Uskumru Salatası,"Tekirdağ usulü hardallı uskumru salatası, fırın uskumruyu roka, kırmızı soğan ve hardallı sosla diri bir Marmara tabağına taşır.",SALATA,tr,EASY,16,18,34,3,335,Uskumru fileto 400 gr | Roka 1 demet | Kırmızı soğan 0.5 adet | Hardal 1 tatlı kaşığı | Limon suyu 2 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,6,"1. Uskumru filetolarını 190°C fırında 16-18 dakika pişirin. || 2. Rokayı yıkayıp salata kurutucuda kurutun. || 3. Kırmızı soğanı ince piyazlık doğrayın. || 4. Hardal, limon suyu ve zeytinyağını çırparak sos hazırlayın. || 5. Ayıklanmış uskumruyu roka ve soğanla nazikçe harmanlayın.",5,"DENIZ_URUNLERI,HARDAL","yuksek-protein,misafir-sofrasi",Balığı ılındıktan sonra ayıklamak salatanın dokusunu korur.,Kızarmış ekmek ve limonla servis edin.,Mustard Mackerel Salad,"Baked mackerel, arugula, and mustard dressing make this Tekirdag salad sharp, oily, and bright.",,,0,0,Makrelensalat mit Senf,"Gebackene Makrele, Rucola und Senfdressing machen diesen Salat aus Tekirdag frisch und pikant.",,,0,0
edirne-bademli-kestane-tatlisi,Edirne Bademli Kestane Tatlısı,"Edirne usulü bademli kestane tatlısı, haşlanmış kestaneyi badem, süt ve tarçınla kaşıklık, kış kokulu bir tatlıya dönüştürür.",TATLI,tr,MEDIUM,20,35,55,6,315,Kestane 500 gr | Badem 0.5 su bardağı | Süt 2 su bardağı | Şeker 0.5 su bardağı | Tarçın 1 çay kaşığı,5,1. Kestaneleri çizip 20 dakika haşlayın ve kabuklarını soyun. || 2. Süt ve şekeri tencerede 5 dakika ısıtın. || 3. Kestaneleri sütlü karışıma ekleyip 12 dakika yumuşatın. || 4. Badem ve tarçını katıp tatlıyı iri parçalı ezin. || 5. Tatlıyı kaselere paylaştırıp 10 dakika dinlendirin.,5,"KUSUYEMIS,SUT","vejetaryen,kis-tarifi",Kestaneyi sıcakken soymak iç zarın kolay ayrılmasını sağlar.,Tarçın ve file bademle ılık servis edin.,Almond Chestnut Dessert,Chestnuts simmer with milk and almonds in this Edirne dessert for a spoonable winter bowl.,,,0,0,Maronendessert mit Mandeln,"Maronen, Milch und Mandeln werden in diesem Dessert aus Edirne zu einer warmen Winterspeise.",,,0,0
mugla-lorlu-kabak-mucver,Muğla Lorlu Kabak Mücver,"Muğla usulü lorlu kabak mücver, rendelenmiş kabağı lor, dereotu ve yumurtayla gevrek kenarlı bir Ege kahvaltılığına çevirir.",KAHVALTI,tr,EASY,14,16,30,4,228,Kabak 3 adet | Yumurta 2 adet | Un 0.5 su bardağı | Lor peyniri 120 gr | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,6,"1. Kabakları rendeleyip tuzla 10 dakika bekletin. || 2. Kabağın suyunu sıkıp yumurta, un ve lorla karıştırın. || 3. Dereotunu ince kıyıp harca ekleyin. || 4. Harçtan kaşıkla tavaya bırakıp iki yüzünü 8-10 dakika pişirin. || 5. Mücverleri kağıt havluda 2 dakika dinlendirip servis edin.",5,"GLUTEN,SUT,YUMURTA","vejetaryen,30-dakika-alti",Kabağı tuzla bekletip sıkmak mücveri hafifletir.,Sarımsaklı yoğurtla sıcak servis edin.,Curd Zucchini Fritters,Curd cheese and dill give these Mugla zucchini fritters crisp edges and a gentle Aegean tang.,,,0,0,Zucchinipuffer mit Lor,Lor und Dill geben diesen Zucchinipuffern aus Mugla knusprige Raender und milde Saeure.,,,0,0
isparta-gul-sulu-sutlac,Isparta Gül Sulu Sütlaç,"Isparta usulü gül sulu sütlaç, pirinç ve sütü gül suyuyla kokulandırarak çiçeksi, yumuşak bir kaşık tatlısı hazırlar.",TATLI,tr,EASY,8,32,40,6,240,Pirinç 0.5 su bardağı | Süt 1 litre | Şeker 0.75 su bardağı | Gül suyu 2 yemek kaşığı | Nişasta 1 yemek kaşığı,5,1. Pirinci 2 su bardağı suyla 12 dakika yumuşatın. || 2. Süt ve şekeri ekleyip orta ateşte 15 dakika pişirin. || 3. Nişastayı az suyla açıp sütlaca karıştırın. || 4. Gül suyunu ekleyip 2 dakika daha kaynatın. || 5. Sütlacı kaselere paylaştırıp oda sıcaklığına indirin.,5,SUT,"vejetaryen,cocuk-dostu",Gül suyunu ocaktan almaya yakın eklemek kokusunu taze tutar.,Soğutup üstüne tarçın serperek servis edin.,Rose Water Rice Pudding,Rose water perfumes this Isparta rice pudding without covering the milk and tender grains.,,,0,0,Milchreis mit Rosenwasser,"Rosenwasser parfuemiert diesen Milchreis aus Isparta, ohne Milch und Reis zu ueberdecken.",,,0,0
adana-turunclu-tavuk-sis,Adana Turunçlu Tavuk Şiş,"Adana usulü turunçlu tavuk şiş, tavuk parçalarını turunç suyu, biber salçası ve kekikle narenciye kokulu bir ızgaraya taşır.",YEMEK,tr,MEDIUM,18,16,34,4,345,Tavuk but kuşbaşı 650 gr | Turunç suyu 3 yemek kaşığı | Biber salçası 1 yemek kaşığı | Kekik 1 tatlı kaşığı | Zeytinyağı 3 yemek kaşığı,5,"1. Tavuk parçalarını turunç suyu, salça, kekik ve zeytinyağıyla karıştırın. || 2. Tavuğu buzdolabında 25 dakika marine edin. || 3. Parçaları şişlere aralıklı dizin. || 4. Izgarada her yüzünü 6-7 dakika pişirin. || 5. Şişleri 5 dakika dinlendirip sıcak servis edin.",5,,"yuksek-protein,misafir-sofrasi",Turunç suyunu fazla bekletmemek tavuğun dokusunu sıkılaştırmaz.,"Lavaş, köz biber ve soğan salatasıyla servis edin.",Bitter Orange Chicken Skewers,Bitter orange juice and pepper paste season these Adana chicken skewers with bright citrus heat.,,,0,0,Haehnchenspiesse mit Pomeranze,Pomeranzensaft und Paprikamark geben diesen Spiessen aus Adana helle Schaerfe.,,,0,0
