slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
narenciyeli-avokado-salatasi-kuba-usulu,Narenciyeli Avokado Salatası,salatalar,SALATA,cu,0,Avokado 2 adet | Portakal 2 adet | Kişniş 0.25 demet | Lime suyu 1 yemek kaşığı,1. Portakalı dilimleyin. || 2. Avokadoyu iri doğrayın. || 3. Malzemeleri lime ile karıştırın.,Avokadoyu servis anında doğramak yüzeyinin kararmasını önler.,Üzerine ince dilimlenmiş turp ve maydanoz yapraklarıyla yaz tabaklarına uygun sunum kurun.
narenciyeli-cin-tonik-antalya-usulu,Narenciyeli Cin Tonik,kokteyller,KOKTEYL,tr,0,Cin 0.5 su bardağı | Tonik 1 su bardağı | Turunç suyu 2 yemek kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Cini ve turunç suyunu ekleyin. || 3. Tonikle tamamlayın.,Bardağı bol buzla doldurmak içeceğin 10 dakika serin kalmasına yardım eder.,Soğuk servis edin.
narenciyeli-cin-tonik-mersin-usulu,Mersin Narenciyeli Cin Tonik,icecekler,ICECEK,tr,0,Cin 50 ml | Tonik 150 ml | Portakal kabuğu 1 şerit | Limon kabuğu 1 şerit | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Cin ve toniği ekleyin. || 3. Kabukları sıkarak içkiye bırakın ve servis edin.,Bardağı önceden soğutmak içkinin uzun süre canlı kalmasına yardım eder.,"Şeffaf sürahide sunmak içeceğin rengini öne çıkarır, bardakları yanına ayrı dizin."
narenciyeli-levrek-sis-alanya-usulu,Narenciyeli Levrek Şiş,et-yemekleri,YEMEK,tr,0,Levrek fileto 600 gr | Portakal suyu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Balığı marine edin. || 2. Şişlere dizin. || 3. Şişleri 10 dakika pişirin.,Balığı uzun marine etmemek dokusunu diri tutar.,"Deniz tuzu, zeytinyağı ve doğranmış dereotu üzerine gezdirip limon dilimleriyle süsleyin."
narenciyeli-raki-fizz-alanya-usulu,Narenciyeli Rakı Fizz,kokteyller,KOKTEYL,tr,0,Rakı 0.5 su bardağı | Portakal suyu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Soda 0.5 su bardağı,1. Bardağı buzla hazırlayın. || 2. Sıvıları ekleyin. || 3. Sodayla tamamlayıp servis edin.,Sodayı en son eklemek kokteylin canlı köpüğünü korur.,Soğuk servis edin.
narenciyeli-semizotu-salatasi-antalya-usulu,Narenciyeli Semizotu Salatası,salatalar,SALATA,tr,0,Semizotu 1 demet | Portakal 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Semizotunu yıkayın. || 2. Portakalı dilimleyin. || 3. Salatayı sosla birleştirip servis edin.,Portakalı servis öncesi dilimlemek suyunun salataya kontrollü geçmesini sağlar.,"Derin cam kasede, üzerine bir fiske pul biber ve birkaç damla nar ekşisi gezdirerek servise çıkarın."
narenciyeli-sutlu-irmik-adana-usulu,Adana Narenciyeli Sütlü İrmik,tatlilar,TATLI,tr,0,İrmik 0.75 su bardağı | Süt 1 lt | Toz şeker 0.75 su bardağı | Portakal kabuğu rendesi 1 çay kaşığı,"1. Süt, irmik ve şekeri tencereye alın. || 2. Karıştırarak 10 dakika pişirin. || 3. Portakal kabuğunu ekleyip kaselere paylaştırın.",Narenciye kabuğunu en son eklemek tazeliğini daha iyi korur.,Yanına kuru incir dilimi ve bir kaşık yoğurtla kontrastlı tadım tabağı oluşturun.
narli-bulgur-kisiri-mardin-usulu,Mardin Narlı Bulgur Kısırı,salatalar,SALATA,tr,0,İnce bulgur 1.5 su bardağı | Nar taneleri 1 su bardağı | Biber salçası 1 yemek kaşığı | Maydanoz 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Bulguru sıcak suyla 10 dakika şişirin. || 2. Salça ve yağı ekleyip karıştırın. || 3. Nar ve maydanozu ekleyip servis edin.,Narı en son eklemek tanelerin ezilip su salmasını önler.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.
narli-bulgur-kofte-kasesi-adiyaman-usulu,Narlı Bulgur Köfte Kasesi,salatalar,SALATA,tr,0,İnce bulgur 1 su bardağı | Nar taneleri 1 su bardağı | Un 2 yemek kaşığı | Maydanoz 0.25 demet | Nar ekşisi 1 yemek kaşığı,1. Bulgur köfte harcını hazırlayın. || 2. Köfteleri 5 dakika haşlayın. || 3. Nar ve yeşillikle birleştirin.,Köfteleri fındık boyunda yapmak sosta dağılmadan kalmalarını sağlar.,"Derin cam kasede, üzerine bir fiske pul biber ve birkaç damla nar ekşisi gezdirerek servise çıkarın."
narli-reyhanli-bulgur-salatasi-diyarbakir-usulu,Narlı Reyhanlı Bulgur Salatası,salatalar,SALATA,tr,0,İnce bulgur 1 su bardağı | Nar taneleri 0.75 su bardağı | Reyhan 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Bulguru 10 dakika demleyin. || 2. Reyhanı kıyın. || 3. Narla karıştırıp servis edin.,Bulguru diri bırakmak salatada tane tane bir yapı kurar.,Soğuk servis edin.
narli-salatalik-cooler-orta-dogu-usulu,Narlı Salatalık Cooler,icecekler,ICECEK,me,0,Nar suyu 1.5 su bardağı | Su 2.5 su bardağı | Salatalık 1 adet | Nane 0.25 demet | Buz 1 su bardağı,1. Salatalığı ince dilimleyin. || 2. Tüm sıvıları karıştırın. || 3. Buzla servis edin.,Salatalığı ince dilimlemek içecekte ferah aromanın daha hızlı açılmasını sağlar.,"Tahta tepsiye buzlu bardağı, yanına limon dilimleri ve taze nane sapıyla sunum kurun."
narli-turplu-maydanoz-salata-diyarbakir-usulu,Narlı Turplu Maydanoz Salata,salatalar,SALATA,tr,0,Nar tanesi 1 su bardağı | Turp 3 adet | Maydanoz 0.5 demet | Limon suyu 1 yemek kaşığı,1. Turpu ince doğrayın. || 2. Maydanozu iri kıyın. || 3. Narla karıştırıp servis edin.,Maydanozu iri doğramak salatada 10 dakikada sönmesini geciktirir.,Soğuk servis edin.
nasu-dengaku-japon-izgara-usulu,Nasu Dengaku,sebze-yemekleri,YEMEK,jp,0,Patlıcan 2 adet | Miso 2 yemek kaşığı | Bal 1 yemek kaşığı | Susam 1 tatlı kaşığı,1. Patlıcanı ortadan bölün. || 2. Miso sosunu üstüne sürün. || 3. Patlıcanı 190°C fırında 18 dakika pişirin.,Patlıcanı çizmek sırın içine işlemesini kolaylaştırır.,"Geniş servis tabağında, üstüne sızma zeytinyağı ve limon kabuğu rendesi gezdirerek ılık servis edin."
negroni,Negroni,kokteyller,KOKTEYL,it,0,Cin 30 ml | Campari 30 ml | Tatlı vermut 30 ml | Buz 6 adet | Portakal kabuğu 1 parça,"1. Karıştırma bardağına cin, Campari, vermut ve buzu alın. || 2. 20 saniye bar kaşığıyla karıştırın. || 3. Buzlu kısa bardağa süzün ve portakal kabuğuyla servis edin.",Kokteyli bol buzla 20 saniye karıştırın; içki soğur ama fazla sulanmaz.,Portakal kabuğu ile servis edin.
nevzine-kayseri-usulu,Nevzine,tatlilar,TATLI,tr,0,Un 300 gr | Tahin 3 yemek kaşığı | Ceviz 1 su bardağı | Tereyağı 100 gr | Pekmez 0.5 su bardağı | Su 1 su bardağı | Şeker 0.5 su bardağı,"1. Un, tahin, ceviz ve tereyağıyla hamuru hazırlayıp tepsiye yayın. || 2. Tatlıyı 180°C fırında 25 dakika pişirin. || 3. Pekmez, su ve şekeri 5 dakika kaynatıp şerbeti hazırlayın. || 4. Şerbeti nevzinenin üstüne döküp dinlendirin.",Şerbeti ılık tatlıya vermek hamurun diri kalmasına yardım eder.,Dilimleyip oda sıcaklığında servis edin.
nevzine-tatlisi,Nevzine Tatlısı,tatlilar,TATLI,tr,0,Un 400 gr | Tahin 3 yemek kaşığı | Ceviz 1 su bardağı | Tereyağı 120 gr | Su 1.5 su bardağı | Şeker 1 su bardağı | Üzüm pekmezi 0.5 su bardağı,"1. Un, tahin, ceviz ve tereyağıyla hamuru hazırlayıp tepsiye bastırın. || 2. Tatlıyı 180°C fırında 30 dakika pişirin. || 3. Su, şeker ve pekmezle hazırladığınız şerbeti tatlıya döküp dinlendirin.","Şerbeti ılık, tatlıyı ilk sıcağı çıkmış halde buluşturmak dokuyu daha dengeli kılar.",Üzerine ceviz serperek servis edin.
nicoise-salatasi,Niçoise Salatası,salatalar,SALATA,fr,0,Ton balığı 200 gr | Yumurta 3 adet | Patates 3 adet | Yeşil fasulye 200 gr | Siyah zeytin 0.5 su bardağı | Hardal 1 tatlı kaşığı,"1. Yumurta, patates ve fasulyeyi ayrı ayrı haşlayın. || 2. Haşlanan malzemeleri doğrayıp tabağa yerleştirin. || 3. Ton balığı, zeytin ve hardallı sos ekleyin.",Patates ve fasulyeyi ayrı haşlayın; ikisi farklı sürede yumuşar.,Zeytinyağlı hardal sosla servis edin.
nigde-sogurmeli-yumurta,Niğde Söğürmeli Yumurta,kahvaltiliklar,KAHVALTI,tr,0,Yumurta 4 adet | Kapya biber 2 adet | Domates 2 adet | Tereyağı 20 gr | Tuz 0.5 çay kaşığı | Ekmek 6 dilim,1. Kapya biberleri közleyip doğrayın. || 2. Biber ve domatesi tereyağında 5 dakika pişirin. || 3. Yumurtaları tavaya kırıp tuz ekleyin ve 4 dakika pişirin. || 4. Niğde söğürmeli yumurtayı ekmekle sıcak servis edin.,Sebzeleri önce hafif suyunu çektirmek yumurta kırıldığında tavanın sulu kalmasını önler.,Yanına sıcak ekmekle hemen servis edin.
