slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
armutlu-zencefil-smoothie,Armutlu Zencefil Smoothie,smoothie-shake,ICECEK,tr,0,Armut 2 adet | Taze zencefil 10 gr | Limon suyu 1 tatlı kaşığı | Su 150 ml,"1. Armudu doğrayın. || 2. Zencefil, limon suyu ve suyu blendera alın. || 3. Karışımı 35 saniye çekip soğuk servis edin.",Zencefili az tutmak armudun ana tadını korur.,Bardağın kenarına armut dilimi takarak servis edin.
arnold-palmer,Arnold Palmer,icecekler,ICECEK,us,0,Demlenmiş siyah çay 500 ml | Limon suyu 160 ml | Şeker 80 gr | Su 400 ml,"1. Siyah çayı 5 dakika demleyip soğutun. || 2. Limon suyu, şeker ve suyu karıştırın. || 3. Çay ve limonatayı buzla birleştirin.",Çayı 5 dakikadan uzun demlemeyin; fazla demlenen siyah çay burukluk verir.,Bol buz ve limon dilimleriyle sürahide servis edin.
arpa-sehriye-salatasi,Arpa Şehriye Salatası,salatalar,SALATA,tr,0,Arpa şehriye 1.5 su bardağı | Salatalık 2 adet | Kırmızı biber 1 adet | Mısır 1 su bardağı | Maydanoz 0.5 demet | Limon suyu 3 yemek kaşığı,"1. Şehriyeyi kavurup 10 dakika haşlayın. || 2. Şehriyeyi süzüp soğutun. || 3. Sebzeler, maydanoz ve limon suyuyla karıştırın.",Şehriyeyi piştikten sonra soğuk sudan geçirin; taneler birbirine yapışmaz.,Piknik sofralarında soğuk servis edin.
arpa-sehriyeli-eriste-pilavi-kars-usulu,Kars Arpa Şehriyeli Erişte Pilavı,makarna-pilav,YEMEK,tr,0,Erişte 200 gr | Arpa şehriye 0.5 su bardağı | Tereyağı 20 gr | Su 2.5 su bardağı,1. Şehriyeyi tereyağında 3 dakika kavurun. || 2. Erişteyi ekleyip 2 dakika daha çevirin. || 3. Suyu ekleyip pilavı 10 dakika pişirin.,Şehriyeyi erişteden önce kavurmak renk dengesini korur.,"Yanına yeşil yapraklı bir salata koyun, üzerine bol zeytinyağı ve balzamik gezdirin."
arpa-sehriyeli-nohut-pilavi,Arpa Şehriyeli Nohut Pilavı,makarna-pilav,YEMEK,tr,0,Pirinç 1.5 su bardağı | Arpa şehriye 0.5 su bardağı | Haşlanmış nohut 200 gr | Tereyağı 1 yemek kaşığı,1. Arpa şehriyeyi tereyağında hafifçe kavurun. || 2. Pirinci ve nohudu ekleyin. || 3. Sıcak suyla kısık ateşte 15 dakika pişirin.,Arpa şehriyeyi önce hafif renk aldırırsanız pilavın tadı daha derinleşir.,Yanında cacık veya turşuyla servis edin.
arpa-sehriyeli-pilav,Arpa Şehriyeli Pilav,makarna-pilav,YEMEK,tr,0,Pirinç 2 su bardağı | Arpa şehriye 0.5 su bardağı | Tereyağı 2 yemek kaşığı | Sıcak su 3 su bardağı | Tuz 1 tatlı kaşığı,1. Pirinci yıkayıp 15 dakika süzgeçte bekletin. || 2. Şehriyeyi tereyağında 4 dakika kavurun. || 3. Pirinç ve suyu ekleyip 15 dakika pişirin.,Şehriyeyi açık kahverengi olana kadar kavurun; pilava fındıksı tat verir.,Et ve sebze yemekleri yanında servis edin.
arpa-yarmali-yogurt-corbasi-eskisehir-usulu,Arpa Yarmalı Yoğurt Çorbası,corbalar,CORBA,tr,0,Arpa yarma 0.75 su bardağı | Yoğurt 1.5 su bardağı | Yumurta 1 adet | Su 5 su bardağı | Kuru nane 1 tatlı kaşığı,1. Arpa yarmayı 18 dakika haşlayın. || 2. Yoğurt ve yumurtayı açın. || 3. Terbiyeyi ekleyip 6 dakika daha pişirin.,Yoğurtlu terbiyeyi azar azar açmak çorbanın pürüzsüz ve kesilmeden kalmasını sağlar.,Çorbayı derin kaseye boşaltıp üzerine eritilmiş tereyağında kavurulmuş nane dökün.
arroz-carreteiro,Arroz Carreteiro,makarna-pilav,YEMEK,tr,0,Pirinç 2 su bardağı | Kurutulmuş dana eti 400 gr | Soğan 1 adet | Domates 2 adet,"1. Kurutulmuş eti sıcak suda 20 dakika bekletip doğrayın. || 2. Et, soğan ve domatesi 10 dakika kavurun. || 3. Pirinci ekleyip 25 dakika pişirin.","Pişirme sırasında sık karıştırmaktan kaçının, etin bir yüzeyinin tavaya 2-3 dakika temas etmesi tat tabakası oluşturur.",Derin kaseye boşaltıp küçük bir kase yoğurt ve maydanoz dalıyla sunun.
arroz-chaufa-peru-usulu,Arroz Chaufa,makarna-pilav,YEMEK,pe,0,Haşlanmış pirinç 2 su bardağı | Tavuk göğsü 250 gr | Yumurta 2 adet | Soya sosu 2 yemek kaşığı,1. Tavuğu tavada pişirin. || 2. Yumurtayı ekleyip hızlıca karıştırın. || 3. Pilav ve soya sosunu katıp 4 dakika çevirin.,Soğuk pilav wokta daha tane tane kalır.,Tavuğu sıcak sosunun içinde bırakıp yanına ince kesilmiş yeşil yaprak salatayla verin.
arroz-con-elote-meksika-usulu,Arroz con Elote,makarna-pilav,YEMEK,mx,0,Pirinç 1.5 su bardağı | Mısır tanesi 1 su bardağı | Soğan 1 adet | Kişniş 0.25 demet | Su 2.5 su bardağı,1. Pirinci ve soğanı 4 dakika kavurun. || 2. Mısır ve suyu ekleyin. || 3. Pilavı 14 dakika pişirip dinlendirin.,Pirinci kavurarak başlatmak pilavın tane tane kalmasına yardım eder.,Üzerine kavrulmuş dolmalık fıstık ve kuş üzümü serpip Osmanlı sofrası sunumu hazırlayın.
