slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
su-boregi,Su Böreği,YEMEK,hamur-isleri,tr,5,3,no-time,Börek yufkası 6 adet | Beyaz peynir 300 gr | Maydanoz 1 demet | Yumurta 3 adet | Süt 1 su bardağı | Sıvı yağ 0.5 su bardağı | Tereyağı 50 gr,"1. Büyük bir tencerede su kaynatın. Yumurta, süt ve yağı çırpın. || 2. Yufkaları tek tek kaynar suda 10 sn haşlayıp soğuk suya atın. || 3. Tepsiye tereyağı sürün. Yufkaları araya peynir-maydanoz koyarak katman katman dizin. || 4. Her katmana yumurtalı karışımdan gezdirin. || 5. 180°C fırında 35-40 dakika kızarana kadar pişirin."
kusburnulu-cevizli-pelte-erzurum-usulu,Kuşburnulu Cevizli Pelte,TATLI,tatlilar,tr,5,3,no-time,Kuşburnu suyu 4 su bardağı | Mısır nişastası 4 yemek kaşığı | Şeker 0.5 su bardağı | Ceviz 0.25 su bardağı,1. Kuşburnu suyunu şekerle birlikte tencereye alın. || 2. Nişastayı az suyla açıp tencereye karıştırın. || 3. Peltesi koyulaşana kadar 6-8 dakika pişirin. || 4. Kaselere paylaştırıp üstüne cevizi serpin. || 5. Soğuk olarak bekletmeden servis edin.
cuban-mojo-chicken,Cuban Mojo Chicken,YEMEK,tavuk-yemekleri,cu,3,3,few-steps,Tavuk but 1 kg | Portakal suyu 180 ml | Lime suyu 60 ml | Sarımsak 6 diş,1. Tavuğu mojo marinasyonuyla 2 saat bekletin. || 2. Tavuğu 190°C fırında 45 dakika pişirin. || 3. Fırın suyunu üzerine gezdirip servis edin.
kuymakli-kara-lahana-omleti-rize-usulu,Kuymaklı Kara Lahana Omleti,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Yumurta 3 adet | Tel peynir 120 gr | Kara lahana 100 gr | Mısır unu 2 yemek kaşığı | Tereyağı 1 yemek kaşığı,"1. Kara lahanayı tereyağında 3 dakika çevirin. || 2. Yumurta, mısır unu ve peyniri çırpıp tavaya alın. || 3. Omleti kısık ateşte 7 dakika pişirin."
kuzu-koftesi,Kuzu Köftesi,YEMEK,et-yemekleri,tr,3,3,few-steps,Kuzu kıyma 600 gr | Soğan 1 adet | Sarımsak 2 diş | Kimyon 1 çay kaşığı | Kişniş 0.5 çay kaşığı | Tuz 1 tatlı kaşığı,"1. Kuzu kıyma, rendelenmiş soğan, sarımsak ve baharatları 8 dakika yoğurun. || 2. Harçtan yassı köfteler yapıp 20 dakika soğutun. || 3. Köfteleri ızgarada her yüzü 6-7 dakika pişirin."
kakaolu-enerji-lokmalari,Kakaolu Enerji Lokmaları,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Hurma 200 gr | Yulaf 120 gr | Kakao 2 yemek kaşığı | Fındık 80 gr | Kokos rendesi 40 gr,"1. Hurma, yulaf, kakao ve fındığı rondodan geçirin. || 2. Karışımdan 12 lokma yuvarlayın. || 3. Kokos rendesine bulayıp 20 dakika soğutun."
tavuklu-fajita,Tavuklu Fajita,YEMEK,tavuk-yemekleri,mx,3,3,few-steps,Tavuk göğsü 600 gr | Kırmızı biber 2 adet | Yeşil biber 2 adet | Soğan 1 adet | Tortilla 4 adet | Kimyon 1 çay kaşığı | Yoğurt 0.5 su bardağı,1. Tavukları ince şeritler halinde doğrayıp baharatla karıştırın. || 2. Tavuğu geniş tavada 7-8 dakika pişirin. || 3. Biber ve soğanı ekleyip 6-7 dakika daha soteleyin.
sfenj,Sfenj,ATISTIRMALIK,hamur-isleri,ma,3,3,few-steps,Un 400 gr | Kuru maya 1 tatlı kaşığı | Şeker 1 tatlı kaşığı | Tuz 0.5 çay kaşığı | Su 320 ml | Ayçiçek yağı 2 su bardağı,"1. Un, maya, şeker, tuz ve suyla çok yumuşak hamur karıştırın. || 2. Hamuru 45 dakika mayalanmaya bırakın. || 3. Hamuru halka biçiminde açıp 6 dakika kızartın."
teriyaki-tavuk,Teriyaki Tavuk,YEMEK,tavuk-yemekleri,jp,3,3,few-steps,Tavuk kalça 600 gr | Soya sosu 4 yemek kaşığı | Bal 2 yemek kaşığı | Taze zencefil 1 tatlı kaşığı | Sarımsak 2 diş | Susam 1 yemek kaşığı,"1. Tavuk parçalarını tavada 10 dakika kızartın. || 2. Soya sosu, bal, zencefil ve sarımsağı ekleyin. || 3. Sosu koyulaşana kadar 6-8 dakika pişirin ve susam serpin."
labneli-somonlu-bagel,Labneli Somonlu Bagel,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Bagel 2 adet | Labne 150 gr | Füme somon 120 gr | Kapari 1 yemek kaşığı | Dereotu 0.25 demet | Limon suyu 1 tatlı kaşığı,1. Bagelleri ortadan kesip 2 dakika kızartın. || 2. Labneyi limon suyu ve dereotuyla karıştırın. || 3. Bagellere labne sürüp somon ve kapari yerleştirin.
labneli-zaatar-pide-orta-dogu-usulu,Labneli Zaatar Pide,KAHVALTI,hamur-isleri,me,3,3,few-steps,Un 2.5 su bardağı | Labne 1 su bardağı | Zahter 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Su 1 su bardağı,1. Hamuru yoğurup 10 dakika dinlendirin. || 2. Labne ve zahteri üstüne sürün. || 3. Pideyi 12 dakika pişirin.
welsh-rarebit,Welsh Rarebit,ATISTIRMALIK,atistirmaliklar,gb,3,3,few-steps,Ekşi mayalı ekmek 4 dilim | Cheddar peyniri 200 gr | Süt 120 ml | Hardal 1 tatlı kaşığı | Tereyağı 20 gr | Karabiber 0.25 çay kaşığı,"1. Ekmeği hafifçe kızartın. || 2. Tereyağı, süt, peynir ve hardalı tencerede 5 dakika çırparak eritin. || 3. Sosu ekmeğin üstüne yayıp karabiberle sıcak servis edin."
vareniki,Vareniki,YEMEK,hamur-isleri,ru,3,3,few-steps,Un 500 gr | Yumurta 1 adet | Patates 600 gr | Tereyağı 60 gr,1. Hamuru yoğurup 20 dakika dinlendirin. || 2. Patatesli içle mantıları kapatın. || 3. Varenikileri kaynar suda 10 dakika haşlayın.
limonlu-humus-mersin-usulu,Mersin Limonlu Humus,SOS,soslar-dippler,tr,3,3,few-steps,Haşlanmış nohut 2 su bardağı | Tahin 2 yemek kaşığı | Limon suyu 3 yemek kaşığı | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı,"1. Nohut, tahin, limon suyu ve sarımsağı çekin. || 2. Kıvamı zeytinyağı ile açın. || 3. Humusu tabağa yayıp servis edin."
zeytinyagli-bamya,Zeytinyağlı Bamya,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Bamya 600 gr | Soğan 1 adet | Domates 3 adet | Zeytinyağı 0.5 çay bardağı | Limon suyu 2 yemek kaşığı | Şeker 1 çay kaşığı,"1. Bamyaları ayıklayıp limonlu suda 10 dakika bekletin. || 2. Soğan ve domatesi zeytinyağında 6 dakika pişirin. || 3. Bamya, limon suyu ve şekeri ekleyip 30-35 dakika kısık ateşte pişirin."
kabak-kalye,Kabak Kalye,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Kabak 5 adet | Haşlanmış nohut 1 su bardağı | Soğan 1 adet | Domates 2 adet | Zeytinyağı 0.5 çay bardağı | Dereotu 0.25 demet,"1. Soğanı zeytinyağında 4 dakika kavurun. || 2. Kabak, domates ve nohudu ekleyin. || 3. Yemeği 25-30 dakika kısık ateşte pişirip dereotu ekleyin."
lamington-kakaolu-kup-avustralya-usulu,Lamington Kakaolu Kup,TATLI,tatlilar,au,5,3,no-time,Kek küpü 2 su bardağı | Kakao 2 yemek kaşığı | Hindistancevizi rendesi 3 yemek kaşığı | Krema 1 su bardağı,1. Kek küplerini geniş kasede kakaoyla hafifçe kaplayın. || 2. Krema ve hindistancevizini ayrı kaplarda hazırlayın. || 3. Kup bardaklara kek ve kremayı kat kat yerleştirin. || 4. Üstüne hindistancevizi serperek 20 dakika soğutun. || 5. Soğuk olarak bekletmeden servis edin.
lamington-yogurt-kup-avustralya-usulu,Avustralya Lamington Yoğurt Kup,TATLI,tatlilar,au,5,3,no-time,Kakaolu kek 4 dilim | Yoğurt 2 su bardağı | Hindistan cevizi 3 yemek kaşığı,1. Kakaolu keki küçük küpler halinde doğrayın. || 2. Yoğurdu pürüzsüz olana kadar çırpın. || 3. Kup bardaklara kek ve yoğurdu kat kat paylaştırın. || 4. Hindistan cevizini üstüne serpip 20 dakika soğutun. || 5. Soğuk olarak bekletmeden servis edin.
patates-graten,Patates Graten,YEMEK,sebze-yemekleri,fr,3,3,few-steps,Patates 6 adet | Krema 300 ml | Süt 1 su bardağı | Kaşar peyniri 1 su bardağı | Sarımsak 1 diş | Muskat 0.25 çay kaşığı,"1. Patatesleri ince yuvarlak dilimleyin. || 2. Krema, süt, sarımsak ve muskatı karıştırın. || 3. Patatesleri sosla kat kat dizip 180°C fırında 45-50 dakika pişirin."
cokertme-kebabi-mugla-usulu,Çökertme Kebabı,YEMEK,et-yemekleri,tr,4,3,few-steps,Dana jülyen 400 gr | Patates 3 adet | Yoğurt 200 gr | Sarımsak 2 diş | Domates püresi 0.5 su bardağı | Tereyağı 25 gr | Ayçiçek yağı 1 su bardağı | Tuz 1 çay kaşığı,"1. Patatesleri ince kibrit doğrayıp ayçiçek yağında kızartın. || 2. Yoğurt ve sarımsağı karıştırıp tabağa yayın. || 3. Dana jülyeni tereyağı ve tuzla tavada 8 dakika soteleyin. || 4. Patateslerin üstüne yoğurt, et ve ısıtılmış domates püresi ekleyip servis edin."
ratatouille,Ratatouille,YEMEK,sebze-yemekleri,fr,3,3,few-steps,Patlıcan 2 adet | Kabak 2 adet | Domates 4 adet | Kırmızı biber 2 adet | Zeytinyağı 4 yemek kaşığı | Fesleğen 8 yaprak,1. Sebzeleri ince halkalar halinde dilimleyin. || 2. Domates sosunu fırın kabına yayıp sebzeleri sırayla dizin. || 3. Üzerine zeytinyağı gezdirip 180°C fırında 40-45 dakika pişirin.
kasha-grechka,Kasha Grechka,YEMEK,makarna-pilav,ru,3,3,few-steps,Karabuğday 1.5 su bardağı | Mantar 250 gr | Tereyağı 40 gr | Soğan 1 adet,1. Karabuğdayı kuru tavada 3 dakika kavurun. || 2. Soğan ve mantarı tereyağında 8 dakika pişirin. || 3. Karabuğdayla birlikte 20 dakika pişirin.
shish-tawook,Shish Tawook,YEMEK,tavuk-yemekleri,me,3,3,few-steps,Tavuk göğsü 800 gr | Yoğurt 200 gr | Limon suyu 3 yemek kaşığı | Sarımsak 4 diş,1. Tavuğu yoğurtlu marinasyonla 2 saat bekletin. || 2. Tavukları şişlere dizin. || 3. Şişleri 15 dakika ızgarada pişirin.
fistikli-sutlu-irmik-tatlisi-kahramanmaras-usulu,Kahramanmaraş Fıstıklı Sütlü İrmik Tatlısı,TATLI,tatlilar,tr,3,3,few-steps,İrmik 1 su bardağı | Süt 1 lt | Toz şeker 0.5 su bardağı | Antep fıstığı 0.5 su bardağı,"1. Süt, irmik ve şekeri tencereye alın. || 2. Karışımı 10 dakika koyulaşana kadar pişirin. || 3. Fıstığı ekleyip tatlıyı soğutarak servis edin."
eton-mess-kup-ingiliz-usulu,Eton Mess Kup,TATLI,tatlilar,gb,3,3,few-steps,Çilek 2 su bardağı | Beze 6 adet | Krema 1 su bardağı | Pudra şekeri 1 yemek kaşığı,1. Kremayı pudra şekeriyle çırpın. || 2. Çilek ve bezenin bir kısmını kupalara paylaştırın. || 3. Krema ekleyip kalan bezeyle tamamlayarak servis edin.
sebzeli-guvec,Sebzeli Güveç,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Patlıcan 2 adet | Patates 2 adet | Kabak 2 adet | Biber 3 adet | Domates 3 adet | Zeytinyağı 0.5 çay bardağı | Tuz 1 çay kaşığı,"1. Sebzeleri iri doğrayıp güveç kabına alın. || 2. Domates, zeytinyağı ve tuzu ekleyip karıştırın. || 3. Güveci 180°C fırında 65-70 dakika pişirin."
firinda-balkabagi,Fırında Balkabağı,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Balkabağı 800 gr | Zeytinyağı 3 yemek kaşığı | Sarımsak 2 diş | Biberiye 1 dal | Tahin 2 yemek kaşığı,"1. Balkabağını iri küpler halinde doğrayın. || 2. Zeytinyağı, sarımsak ve biberiyeyle karıştırın. || 3. Kabakları 200°C fırında 30-35 dakika pişirin."
