slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
yumurtali-ispanak-kavurmasi-karadeniz-usulu,Yumurtalı Ispanak Kavurması,kahvaltiliklar,KAHVALTI,tr,0,Ispanak 400 gr | Soğan 1 adet | Yumurta 3 adet | Tereyağı 20 gr | Tuz 0.5 çay kaşığı,1. Soğanı ince doğrayıp tereyağında 3 dakika çevirin. || 2. Ispanağı ve tuzu ekleyip hacmi düşünceye kadar pişirin. || 3. Yumurtaları kırıp 3 dakika daha pişirerek servis edin.,Ispanağı tavaya parti parti almak suyunu bırakmadan sönmesini sağlar.,Yanına mısır ekmeği koyarak sıcak servis edin.
yumurtali-ispanak-tava,Yumurtalı Ispanak Tava,kahvaltiliklar,KAHVALTI,tr,0,Ispanak 250 gr | Yumurta 4 adet | Zeytinyağı 1 yemek kaşığı | Sarımsak 1 diş,1. Sarımsağı yağda 30 saniye çevirin. || 2. Ispanağı ekleyip 3 dakika soteleyin. || 3. Yumurtaları kırıp kapağı kapalı pişirin.,Ispanağı yıkadıktan sonra süzgeçte 5 dakika bekletin; tavada su salarsa yumurta geç tutar.,Yanında kızarmış ekmekle servis edin.
yumurtali-kenger-kavurmasi-elazig-usulu,Elazığ Yumurtalı Kenger Kavurması,kahvaltiliklar,KAHVALTI,tr,0,Kenger otu 250 gr | Yumurta 3 adet | Zeytinyağı 1 yemek kaşığı | Tuz 0.5 çay kaşığı | Tandır ekmeği 3 dilim,1. Kengeri ayıklayıp doğrayın. || 2. Yağda kengeri 5 dakika çevirip tuz ekleyin. || 3. Yumurtaları kırıp 4 dakika daha pişirin.,Kengeri kısa pişirmek lifli yapıyı korur.,Yanına tandır ekmeği koyarak sıcak servis edin.
yumurtali-sogan-tavasi-yozgat-usulu,Yozgat Yumurtalı Soğan Tavası,kahvaltiliklar,KAHVALTI,tr,0,Kuru soğan 3 adet | Yumurta 3 adet | Tereyağı 25 gr | Pul biber 0.25 çay kaşığı,"1. Soğanları yarım ay doğrayın. || 2. Soğanı tereyağında 8 dakika yumuşatın. || 3. Yumurtaları kırıp 3 dakika pişirin, pul biberle servis edin.",Soğanı orta ateşte çevirmek yanmadan renk almasını sağlar.,Üzerine pul biber serpip sıcak servis edin.
yuvalama-corbasi,Yuvalama Çorbası,corbalar,CORBA,tr,0,Pirinç unu 1.5 su bardağı | Dana kıyma 250 gr | Nohut 1 su bardağı | Yoğurt 2 su bardağı | Yumurta 1 adet | Tereyağı 40 gr,1. Pirinç unu ve kıymayla minik köfteler yuvarlayın. || 2. Nohut ve köfteleri suda 35 dakika pişirin. || 3. Yoğurt ve yumurtayı çırpıp çorbaya ılıtarak ekleyin. || 4. Çorbayı 10 dakika kısık ateşte pişirin.,Köfteleri nohut büyüklüğünde yuvarlayın; büyük olursa çorba içinde ağır kalır.,Kuru naneli tereyağıyla servis edin.
yuzu-soda-japon-usulu,Yuzu Soda,icecekler,ICECEK,jp,0,Yuzu suyu 0.25 su bardağı | Soda 1.75 su bardağı | Bal 1 tatlı kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Yuzu ve balı ekleyin. || 3. Sodayla tamamlayın.,Yuzu suyunu servis öncesi süzmek bardakta pürüzsüz bir sonuç verir.,Soğuk servis edin.
zaalouk,Zaalouk,soslar-dippler,SOS,ma,0,Patlıcan 3 adet | Domates 3 adet | Sarımsak 3 diş | Kimyon 1 çay kaşığı,1. Patlıcanları közleyip kabuklarını soyun. || 2. Domates ve sarımsağı 10 dakika pişirin. || 3. Patlıcan ve kimyonu ekleyip ezerek 10 dakika daha pişirin.,Pişmeye başlamadan önce tüm malzemeleri doğrayıp tezgahta dizmek tat dengesini bozmadan akışı korur.,Taze dilimlenmiş ekmek ve yanında mevsim yeşillikleriyle derin tabakta verin.
zaatarli-labneh-gozleme-levant-usulu,Zaatarlı Labneh Gözleme,hamur-isleri,KAHVALTI,me,0,Un 2 su bardağı | Labneh 1 su bardağı | Zahter 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Su 0.75 su bardağı,1. Hamuru yoğurup 10 dakika dinlendirin. || 2. Labneh ve zahteri karıştırıp hamura yayın. || 3. Gözlemeyi tavada iki yüzünü 8 dakika pişirin.,Labneh'i fazla sulu bırakmamak gözlemenin tavada daha kolay çevrilmesini sağlar.,"Sıcak servis edip yanına bal, kaymak ve tereyağlı simit dilimleri koyun."
zahter-salatasi-hatay-usulu,Zahter Salatası,salatalar,SALATA,tr,0,Taze zahter 1 demet | Domates 2 adet | Ceviz 0.5 su bardağı | Nar ekşisi 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Zahteri ayıklayıp iri doğrayın. || 2. Domates ve cevizi ekleyin. || 3. Nar ekşisi ve zeytinyağıyla salatayı karıştırıp servis edin.,Zahteri iri bırakın; çok ezilirse acılığı baskın çıkar.,Yanına domates dilimleri koyarak serin servis edin.
zahterli-domatesli-pide-hatay-usulu,Hatay Zahterli Domatesli Pide,hamur-isleri,APERATIF,tr,0,Un 2 su bardağı | Domates 3 adet | Zahter 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Su 0.75 su bardağı,1. Hamuru yoğurup 10 dakika dinlendirin. || 2. Domates ve zahteri hamurun üstüne yayın. || 3. 220°C fırında 12 dakika pişirin.,Domatesi fazla sulu bırakmamak pidenin tabanını gevrek tutar.,Küçük cam kaselerde tabağın ortasına yerleştirip etrafına közlenmiş sebze dilimleri dizin.
