slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
limonlu-nohut-corbasi-yunan-usulu,CORBA,3,5,10,Limonlu Nohut Çorbası,"[{""stepNumber"":1,""instruction"":""Nohudu kaynatın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kekik ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Limonla 6 dakika daha pişirin."",""timerSeconds"":360}]"
limonotlu-mantar-corbasi-tayland-usulu,CORBA,3,5,10,Limonotlu Mantar Çorbası,"[{""stepNumber"":1,""instruction"":""Limon otunu ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Suyu ve mantarı ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 12 dakika pişirin."",""timerSeconds"":720}]"
limonotlu-tofu-bulyon-vietnam-usulu,CORBA,3,5,10,Limonotlu Tofu Bulyon,"[{""stepNumber"":1,""instruction"":""Limon otunu ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Suyu kaynatıp aromaları ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tofuyla 8 dakika pişirin."",""timerSeconds"":480}]"
lohikeitto,CORBA,3,5,10,Lohikeitto,"[{""stepNumber"":1,""instruction"":""Patatesleri küp doğrayıp 20 dakika haşlayın."",""timerSeconds"":1200},{""stepNumber"":2,""instruction"":""Krema ve somonu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 5 dakika daha pişirip dereotu ekleyin."",""timerSeconds"":300}]"
lorlu-kabak-corbasi-edirne-usulu,CORBA,3,5,10,Lorlu Kabak Çorbası,"[{""stepNumber"":1,""instruction"":""Kabağı tencerede 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Su ile 10 dakika pişirin."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Loru ekleyip karıştırın."",""timerSeconds"":null}]"
mahlepli-yesil-mercimek-corbasi-tokat-bag-usulu,CORBA,3,5,10,Tokat Mahlepli Yeşil Mercimek Çorbası,"[{""stepNumber"":1,""instruction"":""Soğanı tereyağında 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Mercimek ve suyu ekleyip çorbayı 25 dakika pişirin."",""timerSeconds"":1500},{""stepNumber"":3,""instruction"":""Mahlep ekleyip servis edin."",""timerSeconds"":null}]"
mahluta-corbasi-hatay-usulu,CORBA,3,5,10,Mahluta Çorbası,"[{""stepNumber"":1,""instruction"":""Mercimek ve pirinci tuzla birlikte 25 dakika yumuşayana kadar pişirin."",""timerSeconds"":1500},{""stepNumber"":2,""instruction"":""Soğanı zeytinyağında renk alana kadar çevirip kimyonu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı pürüzsüz hale getirip kavrulmuş soğan ve limon suyuyla servis edin."",""timerSeconds"":null}]"
mantarli-arpa-corbasi-rus-usulu,CORBA,3,5,10,Mantarlı Arpa Çorbası,"[{""stepNumber"":1,""instruction"":""Soğanı ve mantarı çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Arpa ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 18 dakika pişirin."",""timerSeconds"":1080}]"
mantarli-dereotlu-arpa-corbasi-polonya-usulu,CORBA,3,5,10,Polonya Mantarlı Dereotlu Arpa Çorbası,"[{""stepNumber"":1,""instruction"":""Mantarı 5 dakika soteleyin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Arpa ve suyu ekleyip 18 dakika pişirin."",""timerSeconds"":1080},{""stepNumber"":3,""instruction"":""Dereotu ile tamamlayıp servis edin."",""timerSeconds"":null}]"
meggyleves-soguk-macar-usulu,CORBA,3,5,10,Meggyleves,"[{""stepNumber"":1,""instruction"":""Vişneyi su ve şekerle 8 dakika pişirin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Kremayı ekleyip kısa ısıtın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı soğutup servis edin."",""timerSeconds"":null}]"
mercimekli-domatesli-shorba-hindistan-usulu,CORBA,3,5,10,Mercimekli Domatesli Shorba,"[{""stepNumber"":1,""instruction"":""Baharatı kısa çevirin."",""timerSeconds"":30},{""stepNumber"":2,""instruction"":""Mercimek ve domatesi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 14 dakika pişirin."",""timerSeconds"":840}]"
mercimekli-kisir-corbasi-levant-usulu,CORBA,3,5,10,Mercimekli Kısır Çorbası,"[{""stepNumber"":1,""instruction"":""Mercimek ve suyu 12 dakika kaynatın."",""timerSeconds"":720},{""stepNumber"":2,""instruction"":""Domates ve baharatları ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Bulguru ekleyip 10 dakika daha pişirin."",""timerSeconds"":600}]"
mercimekli-sumakli-domates-corbasi-mardin-usulu,CORBA,3,5,10,Mercimekli Sumaklı Domates Çorbası,"[{""stepNumber"":1,""instruction"":""Mercimeği 14 dakika pişirin."",""timerSeconds"":840},{""stepNumber"":2,""instruction"":""Domatesi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sumağı katıp 4 dakika pişirin."",""timerSeconds"":240}]"
mercimekli-sumakli-sogan-corbasi-mardin-usulu,CORBA,3,5,10,Mercimekli Sumaklı Soğan Çorbası,"[{""stepNumber"":1,""instruction"":""Soğanı 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Mercimek ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sumakla 10 dakika pişirin."",""timerSeconds"":600}]"
minestrone,CORBA,3,5,10,Minestrone,"[{""stepNumber"":1,""instruction"":""Sebzeleri zeytinyağında 8 dakika kavurun."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Fasulye ve suyu ekleyip 20 dakika kaynatın."",""timerSeconds"":1200},{""stepNumber"":3,""instruction"":""Makarnayı ekleyip 10 dakika pişirin."",""timerSeconds"":600}]"
misir-corbasi,CORBA,3,5,10,Mısır Çorbası,"[{""stepNumber"":1,""instruction"":""Tereyağında unu 2 dakika kavurun."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Su, süt ve mısırı ekleyip 15 dakika pişirin."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Çorbanın yarısını blenderdan geçirip taneli kısmıyla karıştırın."",""timerSeconds"":null}]"
