slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
dana-solyanka,CORBA,3,5,10,Dana Solyanka,"[{""stepNumber"":1,""instruction"":""Eti ve soğanı kavurup domates püresi ekleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Su ilave edip 35 dakika pişirin."",""timerSeconds"":2100},{""stepNumber"":3,""instruction"":""Turşu ve zeytini katıp 5 dakika daha kaynatın."",""timerSeconds"":300}]"
dereotlu-patates-corbasi-macar-usulu,CORBA,3,5,10,Dereotlu Patates Çorbası,"[{""stepNumber"":1,""instruction"":""Soğanı ve paprikayı 2 dakika çevirin."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Patates ve suyu ekleyip çorbayı 15 dakika kaynatın."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Dereotunu katıp 3 dakika daha pişirin."",""timerSeconds"":180}]"
diyarbakir-lebeniyesi,CORBA,3,5,10,Diyarbakır Lebeniyesi,"[{""stepNumber"":1,""instruction"":""Kıyma ve bulgurla küçük köfteler hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Nohut ve köfteleri 25 dakika haşlayın."",""timerSeconds"":1500},{""stepNumber"":3,""instruction"":""Yoğurt ve yumurtayı çırpıp çorbaya ekleyin, 10 dakika pişirin."",""timerSeconds"":600}]"
doenjang-jjigae,CORBA,3,5,10,Doenjang Jjigae,"[{""stepNumber"":1,""instruction"":""800 ml suda doenjangı çırpıp kaynatın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kabak ve mantarı ekleyip 12 dakika pişirin."",""timerSeconds"":720},{""stepNumber"":3,""instruction"":""Tofu ve yeşil soğanı ekleyip 3 dakika daha kaynatın."",""timerSeconds"":180}]"
domatesli-arapsaci-corbasi-urla-usulu,CORBA,3,5,10,Domatesli Arapsaçı Çorbası,"[{""stepNumber"":1,""instruction"":""Domatesi tencerede 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Pirinç ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Arapsaçını katıp 12 dakika pişirin."",""timerSeconds"":720}]"
domatesli-arpa-sehriye-corbasi-bilecik-usulu,CORBA,3,5,10,Domatesli Arpa Şehriye Çorbası,"[{""stepNumber"":1,""instruction"":""Şehriyeyi yağda 2 dakika çevirin."",""timerSeconds"":120},{""stepNumber"":2,""instruction"":""Domates ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 12 dakika pişirin."",""timerSeconds"":720}]"
domatesli-beyaz-fasulye-corbasi-ispanya-usulu,CORBA,3,5,10,Domatesli Beyaz Fasulye Çorbası,"[{""stepNumber"":1,""instruction"":""Sarımsağı çevirin."",""timerSeconds"":60},{""stepNumber"":2,""instruction"":""Fasulye ve domatesi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 15 dakika pişirin."",""timerSeconds"":900}]"
domatesli-borulce-corbasi-manisa-usulu,CORBA,3,5,10,Domatesli Börülce Çorbası,"[{""stepNumber"":1,""instruction"":""Domatesi tencerede 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Su ve börülceyi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Çorbayı 12 dakika pişirin."",""timerSeconds"":720}]"
domatesli-lebeniye-corbasi-gaziantep-usulu,CORBA,3,5,10,Domatesli Lebeniye Çorbası,"[{""stepNumber"":1,""instruction"":""Minik köfteleri hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Pirinçli suyu kaynatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Yoğurt ve domatesle 12 dakika pişirin."",""timerSeconds"":720}]"
domatesli-sarimsak-corbasi-ispanya-usulu,CORBA,3,5,10,Domatesli Sarımsak Çorbası,"[{""stepNumber"":1,""instruction"":""Sarımsak ve domatesi 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Suyu ekleyip kaynatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ekmeği katıp 8 dakika pişirin."",""timerSeconds"":480}]"
