slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
kolotlu-mantar-guveci-artvin-usulu,YEMEK,3,5,10,Kolotlu Mantar Güveci,"[{""stepNumber"":1,""instruction"":""Soğanı ve mantarı 6 dakika çevirin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Karışımı güvece alın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kolotla kaplayıp 10 dakika pişirin."",""timerSeconds"":600}]"
kongguksu,YEMEK,3,5,10,Kongguksu,"[{""stepNumber"":1,""instruction"":""Erişteyi haşlayıp soğuk sudan geçirerek süzün."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kaselere erişteyi yerleştirip çok soğuk soya sütünü üstüne dökün."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatalık ve susamla tamamlayıp servis edin."",""timerSeconds"":null}]"
konya-hashasli-mercimekli-eriste,YEMEK,4,5,10,Konya Haşhaşlı Mercimekli Erişte,"[{""stepNumber"":1,""instruction"":""Yeşil mercimeği 15 dakika diri kalacak şekilde haşlayıp süzün."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Erişteyi tereyağında 3 dakika hafif renk alana kadar kavurun."",""timerSeconds"":180},{""stepNumber"":3,""instruction"":""Mercimek, tuz ve sıcak suyu ekleyip 10-12 dakika pişirin."",""timerSeconds"":660},{""stepNumber"":4,""instruction"":""Haşhaş ezmesi ve cevizi karıştırıp erişteyi sıcak servis edin."",""timerSeconds"":null}]"
konya-tiridi,YEMEK,3,5,10,Konya Tiridi,"[{""stepNumber"":1,""instruction"":""Eti et suyunda 30 dakika yumuşayana kadar ısıtın."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Pideleri doğrayıp sıcak et suyuyla ıslatın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pideleri tabağa alıp eti yerleştirin ve yoğurtla tereyağını üzerine gezdirin."",""timerSeconds"":null}]"
koper-soslu-fasulye-polonya-usulu,YEMEK,3,5,10,Polonya Koper Soslu Fasulye,"[{""stepNumber"":1,""instruction"":""Fasulyeyi 10 dakika haşlayın."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Krema ve tereyağını kısa süre ısıtın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Dereotunu ekleyip fasulyeyle buluşturarak servis edin."",""timerSeconds"":null}]"
kopytka-polonya-usulu,YEMEK,3,5,10,Kopytka,"[{""stepNumber"":1,""instruction"":""Patatesi haşlayıp soğutarak ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Unla hamur yapıp küçük parçalar kesin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kopytkaları kaynar suda haşlayıp tereyağıyla çevirin."",""timerSeconds"":null}]"
korean-fried-chicken,YEMEK,4,5,10,Korean Fried Chicken,"[{""stepNumber"":1,""instruction"":""Tavukları nişastaya bulayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tavukları 8 dakika kızartıp 5 dakika dinlendirin."",""timerSeconds"":780},{""stepNumber"":3,""instruction"":""Tavukları ikinci kez 5 dakika kızartın."",""timerSeconds"":300},{""stepNumber"":4,""instruction"":""Gochujang ve soya sosuyla hazırlanan sosa bulayın."",""timerSeconds"":null}]"
koruklu-zeytinli-bulgur-pilavi-ayvalik-usulu,YEMEK,3,5,10,Koruklu Zeytinli Bulgur Pilavı,"[{""stepNumber"":1,""instruction"":""Soğanı 4 dakika çevirin."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Bulgur ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Zeytin ve korukla 12 dakika pişirin."",""timerSeconds"":720}]"
koshari,YEMEK,3,5,10,Koshari,"[{""stepNumber"":1,""instruction"":""Pirinç, makarna ve mercimeği ayrı ayrı pişirin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Domates sosunu sarımsakla 10 dakika kaynatın."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Tüm katları tabakta birleştirin."",""timerSeconds"":null}]"
kotleti-rus-ev-usulu,YEMEK,3,5,10,Kotleti,"[{""stepNumber"":1,""instruction"":""Ekmeği sütle ıslatıp harcı yoğurun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Köftelere şekil verin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Köfteleri tavada 10 dakika pişirin."",""timerSeconds"":600}]"
