slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
zeytinli-peynirli-katmer-kilis-usulu,Zeytinli Peynirli Katmer,"Kilis usulü zeytinli peynirli katmer, ince hamuru zeytin ve peynirle buluşturarak kat kat, sıcak bir hamur işi yapar.",YEMEK,tr,MEDIUM,18,16,34,4,302,Un 3 su bardağı | Zeytin 1 su bardağı | Beyaz peynir 120 gr | Zeytinyağı 2 yemek kaşığı,4,"1. Un ve suyla yumuşak, ele yapışmayan hamur yoğurun. || 2. Zeytin ve beyaz peyniri iç harç için karıştırın. || 3. Hamuru ince açıp iç harcı yüzeye yayın. || 4. Katmeri katlayıp üstüne zeytinyağı sürün. || 5. Katmeri tavada iki yüzü kızarana kadar pişirin.",5,"GLUTEN,SUT","vejetaryen,misafir-sofrasi",Zeytini ince kıymak katmerin daha düzgün kapanmasını sağlar.,Ilık servis edin.,Layered Flatbread with Olive and Cheese,This Kilis-style katmer fills thin dough with olive and cheese.,,,0,0,Katmer mit Olive und Käse,Dieser Katmer nach Art aus Kilis füllt dünnen Teig mit Olive und Käse.,,,0,0
demirhindi-zencefilli-soguk-icecek-sanliurfa-usulu,Demirhindi Zencefilli Soğuk İçecek,"Şanlıurfa usulü demirhindi zencefilli soğuk içecek, demirhindiyi zencefil ve buzla buluşturarak canlı, ferah bir içecek yapar.",ICECEK,tr,EASY,8,8,16,4,42,Demirhindi özü 3 yemek kaşığı | Su 4 su bardağı | Zencefil 1 tatlı kaşığı | Buz 1 su bardağı,4,1. Demirhindi Zencefilli Soğuk İçecek için tüm malzemeyi servis öncesi hazırlayın. || 2. Demirhindi Zencefilli Soğuk İçecek sıvılarını ve aromatiklerini dengeli biçimde karıştırın. || 3. Demirhindi Zencefilli Soğuk İçecek içeceğini serin veya ılık biçimde servis edin.,3,,"alkolsuz,30-dakika-alti",Demirhindiyi süzmek bardakta temiz bir doku sağlar.,Soğuk servis edin.,Tamarind Ginger Cooler,This Sanliurfa-style drink combines tamarind and ginger into a chilled refresher.,,,0,0,Tamarinden-Ingwer-Kühler,Dieses Getränk nach Art aus Sanliurfa verbindet Tamarinde und Ingwer zu einer gekühlten Erfrischung.,,,0,0
tahinli-isotlu-kabak-dip-adiyaman-usulu,Tahinli İsotlu Kabak Dip,"Adıyaman usulü tahinli isotlu kabak dip, kabağı tahin ve isotla buluşturarak yoğun, hafif isli bir meze yapar.",APERATIF,tr,EASY,10,10,20,4,134,Kabak 3 adet | Tahin 2 yemek kaşığı | İsot 0.5 çay kaşığı | Limon suyu 1 yemek kaşığı,4,"1. Kabakları yumuşayana kadar haşlayıp süzdürün. || 2. Haşlanan kabağı çatalla ezerek hazırlayın. || 3. Tahin, isot ve limon suyunu içine karıştırın. || 4. Dip sosu soğutup servis tabağına alın.",4,SUSAM,"vegan,30-dakika-alti",İsotu servis öncesi üstüne serpmek rengini daha canlı tutar.,Soğuk servis edin.,Zucchini Dip with Tahini and Isot,This Adiyaman-style dip blends zucchini with tahini and isot pepper.,,,0,0,Zucchinidip mit Tahini und Isot,Diese Meze nach Art aus Adiyaman mixt Zucchini mit Tahini und Isot-Pfeffer.,,,0,0
tavuklu-nohutlu-sehriye-pilavi-siirt-usulu,Tavuklu Nohutlu Şehriye Pilavı,"Siirt usulü tavuklu nohutlu şehriye pilavı, tavuğu nohut ve şehriyeyle buluşturarak tok, sıcak bir ana yemek yapar.",YEMEK,tr,EASY,12,20,32,4,318,Tavuk göğsü 450 gr | Arpa şehriye 1.5 su bardağı | Haşlanmış nohut 1 su bardağı | Su 3 su bardağı,4,"1. Tavuk göğsünü kuşbaşı doğrayıp tavada 5 dakika mühürleyin. || 2. Arpa şehriyeyi tencerede hafif kahverengi görünüm alana kadar kavurun. || 3. Tavuğu ve haşlanmış nohudu şehriyeye ekleyin, ardından sıcak suyu dökün. || 4. Pilavı kapağı kapalı biçimde kısık ateşte 12-14 dakika pişirin. || 5. Şehriye pilavını 10 dakika demlendirip tane tane servis edin.",5,GLUTEN,"tek-tencere,yuksek-protein",Nohudu son aşamada eklemek tanelerin dağılmasını önler.,Sıcak servis edin.,Orzo Pilaf with Chicken and Chickpeas,"This Siirt-style main cooks chicken, chickpeas, and orzo into one pan.",,,0,0,Orzo-Pilaw mit Hähnchen und Kichererbsen,"Dieses Hauptgericht nach Art aus Siirt kocht Hähnchen, Kichererbsen und Orzo in einer Pfanne.",,,0,0
kaymakli-cevizli-havuclu-tatli-mardin-usulu,Kaymaklı Cevizli Havuçlu Tatlı,"Mardin usulü kaymaklı cevizli havuçlu tatlı, havucu kaymak ve cevizle buluşturarak yumuşak, hafif yoğun bir tatlı yapar.",TATLI,tr,EASY,10,12,22,4,232,Havuç 4 adet | Kaymak 3 yemek kaşığı | Ceviz 0.5 su bardağı | Bal 1 yemek kaşığı,4,1. Havucu rendeleyip tavada 5-6 dakika yumuşatın. || 2. Cevizi ekleyip karışımı kısa süre çevirin. || 3. Tatlıyı servis kaselerine eşitçe paylaştırın. || 4. Üzerine kaymak ekleyip 20 dakika dinlendirin. || 5. Ilık ya da soğuk servis edin.,5,"SUT,KUSUYEMIS",vejetaryen,Havucu ince rendelemek tatlının daha çabuk yumuşamasını sağlar.,Ilık servis edin.,Carrot Dessert with Clotted Cream and Walnut,This Mardin-style dessert cooks carrot with clotted cream and walnut.,,,0,0,Karottendessert mit Kaymak und Walnuss,Dieses Dessert nach Art aus Mardin gart Karotte mit Kaymak und Walnuss.,,,0,0
tortillali-ispanak-tava-ispanya-usulu,Tortillalı Ispanak Tava,"İspanya usulü tortillalı ıspanak tava, yumurtayı ıspanak ve patatesle buluşturarak sıcak, tok bir tava kahvaltısı yapar.",KAHVALTI,es,EASY,10,14,24,4,236,Yumurta 4 adet | Ispanak 150 gr | Patates 2 adet | Zeytinyağı 1 yemek kaşığı,4,1. Patatesleri ince dilimleyip tavada hafif yumuşatın. || 2. Ispanağı ekleyip 2 dakika daha çevirin. || 3. Yumurtaları çırpıp tavadaki malzemenin üstüne dökün. || 4. Tortillayı kısık ateşte iki yüzüyle pişirin. || 5. Ilık olarak servis tabağına alın.,5,YUMURTA,"vejetaryen,tek-tencere",Patatesi ince dilimlemek tavada daha hızlı yumuşamasını sağlar.,Ilık servis edin.,Spinach Tortilla Skillet,This Spanish-style skillet folds spinach and potato into a quick tortilla.,,,0,0,Tortilla-Pfanne mit Spinat,Diese Pfanne nach spanischer Art faltet Spinat und Kartoffel in eine schnelle Tortilla.,,,0,0
domatesli-beyaz-fasulye-corbasi-ispanya-usulu,Domatesli Beyaz Fasulye Çorbası,"İspanya usulü domatesli beyaz fasulye çorbası, beyaz fasulyeyi domates ve sarımsakla buluşturarak koyu, sıcak bir çorba yapar.",CORBA,es,EASY,10,18,28,4,174,Haşlanmış beyaz fasulye 2 su bardağı | Domates rendesi 1.5 su bardağı | Sarımsak 2 diş | Su 4 su bardağı,4,1. Sarımsağı ezip domates rendesiyle birlikte tencerede 3 dakika çevirin. || 2. Haşlanmış beyaz fasulyeyi ve suyu tencereye ekleyip kaynama noktasına getirin. || 3. Çorbayı orta ateşte 18-20 dakika tatların birleşmesi için pişirin. || 4. Fasulyenin bir kısmını kaşıkla hafifçe ezerek doğal kıvam oluşturun. || 5. Çorbayı sıcak kaselere paylaştırıp bekletmeden sofraya çıkarın.,5,,"vegan,tek-tencere",Bir kepçe fasulyeyi ezmek çorbada daha bağlı bir kıvam oluşturur.,Sıcak servis edin.,White Bean Tomato Soup,This Spanish-style soup simmers white beans and tomato into a rich bowl.,,,0,0,Weiße-Bohnen-Tomatensuppe,Diese Suppe nach spanischer Art kocht weiße Bohnen und Tomate zu einer reichen Schale.,,,0,0
karidesli-safranli-pirinc-tava-ispanya-usulu,Karidesli Safranlı Pirinç Tava,"İspanya usulü karidesli safranlı pirinç tava, pirinci karides ve safranla buluşturarak parlak, deniz kokulu bir ana yemek yapar.",YEMEK,es,MEDIUM,12,18,30,4,296,Karides 300 gr | Pirinç 1.5 su bardağı | Safran 1 çimdik | Su 3 su bardağı,4,1. Karidesleri geniş tavada yüksek ısıda 2-3 dakika çevirip ayrı tabağa alın. || 2. Pirinci aynı tavaya ekleyip safranla birlikte kısa süre çevirin. || 3. Sıcak suyu döküp karidesleri tekrar tavaya alın. || 4. Pirinç taneleri yumuşayana kadar kapağı kapalı biçimde 16-18 dakika pişirin. || 5. Safranlı tava dinlendikten sonra tabaktan servis edin.,5,DENIZ_URUNLERI,"tek-tencere,misafir-sofrasi",Safranı ılık suda açmak tavada daha eşit renk verir.,Sıcak servis edin.,Saffron Rice Skillet with Shrimp,This Spanish-style skillet cooks shrimp and rice with saffron into a bright main.,,,0,0,Safran-Reispfanne mit Garnelen,Diese Pfanne nach spanischer Art kocht Garnelen und Reis mit Safran zu einem hellen Hauptgericht.,,,0,0
portakalli-krema-kup-ispanya-usulu,Portakallı Krema Kup,"İspanya usulü portakallı krema kup, portakalı krema ve vanilyayla buluşturarak hafif, serin bir tatlı yapar.",TATLI,es,EASY,10,6,16,4,218,Krema 1.5 su bardağı | Portakal suyu 0.75 su bardağı | Şeker 2 yemek kaşığı | Vanilya 1 çay kaşığı,4,"1. Kremayı, portakal suyunu ve şekeri kapta birleşene kadar çırpın. || 2. Vanilyayı ekleyip karışımı ipeksi kıvam alıncaya kadar yeniden çevirin. || 3. Portakallı kremayı kup bardaklara dikkatlice paylaştırın. || 4. Bardakları buzdolabında 30 dakika soğumaya bırakın. || 5. Tatlıyı yüzeyi hafifçe tutunca serin halde sunun.",5,SUT,vejetaryen,Portakal kabuğunu çok ince rendelemek tatlıda acılık oluşmasını önler.,Soğuk servis edin.,Orange Cream Cups,This Spanish-style dessert chills orange and vanilla cream in little cups.,,,0,0,Orangencreme-Becher,Dieses Dessert nach spanischer Art kühlt Orangen-Vanille-Creme in kleinen Bechern.,,,0,0
bademli-zeytinli-salata-ispanya-usulu,Bademli Zeytinli Salata,"İspanya usulü bademli zeytinli salata, yeşillikleri zeytin ve bademle buluşturarak gevrek, hafif bir salata yapar.",SALATA,es,EASY,10,2,12,4,126,Karışık yeşillik 1 paket | Yeşil zeytin 0.75 su bardağı | Badem 0.5 su bardağı | Zeytinyağı 1 yemek kaşığı,4,"1. Yeşillikleri kurutun, zeytinleri çekirdeklerinden ayırın, bademleri hafifçe kırın. || 2. Karışık yeşilliği kurutup geniş servis tabağına yayın. || 3. Yeşil zeytinleri iri dilimleyin, bademleri hafifçe kırın. || 4. Zeytinyağını kısa bir sos olacak kadar çırpın. || 5. Zeytin ve bademi yeşilliğin üstüne dağıtın, zeytinyağını gezdirin. || 6. Salatayı hafifçe karıştırıp bekletmeden servis edin.",6,KUSUYEMIS,"vegan,30-dakika-alti",Bademi kısa kavurmak salatada daha belirgin bir koku bırakır.,Soğuk servis edin.,Olive Salad with Almonds,This Spanish-style salad tosses greens with olives and toasted almonds.,,,0,0,Oliven-Salat mit Mandeln,Dieser Salat nach spanischer Art mischt Blätter mit Oliven und gerösteten Mandeln.,,,0,0
