slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
mini-kis,APERATIF,3,4,8,Mini Kiş,"[{""stepNumber"":1,""instruction"":""Tart hamurunu kalıplara yerleştirip 8 dakika ön pişirin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Yumurta, krema, peynir, ıspanak ve mantarı karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Harcı kalıplara paylaştırıp 180°C fırında 18-20 dakika pişirin."",""timerSeconds"":1200}]"
misir-unlu-balik-koftesi,APERATIF,3,4,8,Mısır Unlu Balık Köftesi,"[{""stepNumber"":1,""instruction"":""Balığı didikleyip diğer malzemelerle karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Küçük köfteler yapıp tavaya dizin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Orta ateşte iki yüzünü toplam 10 dakika pişirin."",""timerSeconds"":600}]"
misir-unlu-hamsi-koftesi-bartin-liman-usulu,APERATIF,3,4,8,Bartın Mısır Unlu Hamsi Köftesi,"[{""stepNumber"":1,""instruction"":""Malzemeleri yoğurup küçük köfteler yapın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Köfteleri tavada toplam 8 dakika kızartın."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Sıcak servis edin."",""timerSeconds"":null}]"
mojo-patates-kuba-usulu,APERATIF,3,4,8,Mojo Patates,"[{""stepNumber"":1,""instruction"":""Patatesleri dilimleyip kızartın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sarımsak, portakal suyu ve yağı karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sosu patateslerin üstüne gezdirin."",""timerSeconds"":null}]"
nar-eksili-kuru-patlican-ezmesi-mardin-usulu,APERATIF,3,4,8,Nar Ekşili Kuru Patlıcan Ezmesi,"[{""stepNumber"":1,""instruction"":""Patlıcanları 8 dakika haşlayın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Malzemeleri birlikte ezin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Ezmenin üstünü zeytinyağıyla tamamlayın."",""timerSeconds"":null}]"
nohutlu-firikli-semsek-gaziantep-usulu,APERATIF,3,4,8,Gaziantep Nohutlu Firikli Semsek,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup 10 dakika dinlendirin."",""timerSeconds"":600},{""stepNumber"":2,""instruction"":""Firik ve nohudu iç harç olarak hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Semsekleri kapatıp 180°C fırında 18 dakika pişirin."",""timerSeconds"":1080}]"
nohutlu-otlu-borek-aydin-usulu,APERATIF,3,4,8,Aydın Nohutlu Otlu Börek,"[{""stepNumber"":1,""instruction"":""Otları ince doğrayıp nohutla ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaları iç harçla sarın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Üzerine yumurta sürüp 190°C fırında 25 dakika pişirin."",""timerSeconds"":1500}]"
nohutlu-yogurt-ezmesi-kirikkale-usulu,APERATIF,3,4,8,Nohutlu Yoğurt Ezmesi,"[{""stepNumber"":1,""instruction"":""Nohudun yarısını ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yoğurtlu karışımı ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nane ile servis edin."",""timerSeconds"":null}]"
otlu-misir-mucveri-van-usulu,APERATIF,3,4,8,Van Otlu Mısır Mücveri,"[{""stepNumber"":1,""instruction"":""Harcı karıştırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kaşıkla tavaya dökün."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Mücverleri toplam 8 dakika kızartın."",""timerSeconds"":480}]"
otlu-pancar-mucveri-van-gol-usulu,APERATIF,3,4,8,Van Otlu Pancar Mücveri,"[{""stepNumber"":1,""instruction"":""Pancarı rendeleyip suyunu sıkın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Malzemeleri karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Mücverleri toplam 6 dakika kızartın."",""timerSeconds"":360}]"
