slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
el-presidente-kuba-usulu,El Presidente,kokteyller,KOKTEYL,cu,0,Beyaz rom 45 ml | Kuru vermut 25 ml | Portakal likörü 10 ml | Buz 1 su bardağı,1. Karıştırma bardağını buzla doldurun. || 2. İçkileri ekleyip karıştırın. || 3. Süzüp servis edin.,Buzu çok eritmeden karıştırmak gücü korur.,"Yüksek ince bardakta buzla birlikte verin, bardağın kenarını limon kabuğuyla gezdirip süsleyin."
elderflower-elma-fizz-ingiltere-usulu,Elderflower Elma Fizz,icecekler,ICECEK,gb,0,Elma suyu 2 su bardağı | Mürver çiçeği şurubu 0.5 su bardağı | Soda 2 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Sıvıları ekleyin. || 3. Hafifçe karıştırıp servis edin.,Sodayı en son eklemek içeceğin canlılığını korur.,"Kısa köpüklü bardakta, üstüne ince rende muskat gezdirip Avrupai bir sunum verin."
elderflower-gin-cooler-ingiliz-usulu,Elderflower Gin Cooler,kokteyller,KOKTEYL,gb,0,Cin 0.5 su bardağı | Mürver şurubu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Soda 1 su bardağı | Buz 1 su bardağı,"1. Bardağı buzla doldurun. || 2. Cin, şurup ve limonu ekleyin. || 3. Sodayla tamamlayın.",Şurubu kontrollü kullanmak kokteylin şekerini dengede tutar.,"Şeffaf sürahide sunmak içeceğin rengini öne çıkarır, bardakları yanına ayrı dizin."
elderflower-gin-spritz-ingiltere-usulu,Elderflower Gin Spritz,kokteyller,KOKTEYL,gb,0,Cin 0.5 su bardağı | Mürver çiçeği şurubu 0.25 su bardağı | Soda 1 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Cin ve şurubu ekleyin. || 3. Sodayla tamamlayın.,Bardağı bol buzla doldurmak spritzin uzun süre serin kalmasını sağlar.,Soğuk servis edin.
eli-bogrunde-kahramanmaras-usulu,Kahramanmaraş Eli Böğründe,et-yemekleri,YEMEK,tr,0,Kuzu kuşbaşı 700 gr | Yeşil biber 4 adet | Domates 3 adet | Sarımsak 4 diş | Tuz 1 çay kaşığı,"1. Eti, biberi, domatesi ve sarımsağı tepsiye yerleştirin. || 2. Tuz ekleyip malzemeyi kendi suyuyla karıştırın. || 3. Yemeği 190°C fırında 45 dakika pişirip sıcak servis edin.",Eti çok küçük değil iri parçalarda bırakmak uzun pişirmede kurumasını azaltır.,Yanına lavaşla sıcak servis edin.
elma-hardal-lahana-salata-ingiltere-usulu,Elma Hardal Lahana Salata,salatalar,SALATA,gb,0,Beyaz lahana 3 su bardağı | Elma 1 adet | Hardal 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Lahanayı ince doğrayın. || 2. Sosu hazırlayın. || 3. Elmayla karıştırıp servis edin.,Lahanayı ince doğramak sosun daha iyi tutmasını sağlar.,Soğuk servis edin.
elma-havuclu-kok-patates-salatasi-isvec-usulu,Elma Havuçlu Kök Patates Salatası,salatalar,SALATA,se,0,Patates 3 adet | Havuç 2 adet | Elma 1 adet | Tane hardal 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı,1. Sebzeleri 12 dakika haşlayın. || 2. Elma ve sosu ekleyin. || 3. Salatayı karıştırıp servis edin.,Sebzeleri diri pişirmek salatanın gevrekliğini korur.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.
elma-kompot-fizz-polonya-usulu,Elma Kompot Fizz,icecekler,ICECEK,pl,0,Elma kompostosu 2 su bardağı | Soda 2 su bardağı | Buz 1 su bardağı,1. Bardakları buzla doldurun. || 2. Kompostoyu pay edin. || 3. Sodayla tamamlayın.,Kompostoyu buzdolabında en az 30 dakika soğutmak sodayı daha canlı tutar.,Soğuk içecek için 1 saat önceden bardakları buzdolabında bekletin; sıcak camda aroma zayıflar.
elma-melisa-kompotu-polonya-usulu,Polonya Elma Melisa Kompotu,icecekler,ICECEK,pl,0,Elma 4 adet | Su 1.5 lt | Melisa 4 dal | Toz şeker 0.5 su bardağı,1. Elmaları dilimleyin. || 2. Su ve şekerle 8 dakika kaynatın. || 3. Melisayı ekleyip soğutarak servis edin.,Melisayı son dakikada eklemek kokusunun canlı kalmasını sağlar.,"Bardağın ağzını tuz veya şekerle kaplayıp (rim) süsleyin, içine dik bir kamış koyun."
elma-pekmezli-yulaf-lapasi-kirsehir-usulu,Kırşehir Elma Pekmezli Yulaf Lapası,kahvaltiliklar,KAHVALTI,tr,0,Yulaf 1 su bardağı | Elma 1 adet | Üzüm pekmezi 2 yemek kaşığı | Su 2 su bardağı,1. Elmayı küp doğrayın. || 2. Yulaf ve suyu 6 dakika pişirin. || 3. Elma ve pekmezi ekleyip 2 dakika daha pişirin.,Elmayı küçük küp kesmek yulafla aynı sürede yumuşamasını kolaylaştırır.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
elma-sirkeli-lahana-corbasi-bolu-usulu,Bolu Elma Sirkeli Lahana Çorbası,corbalar,CORBA,tr,0,Beyaz lahana 400 gr | Kuru soğan 1 adet | Elma sirkesi 2 yemek kaşığı | Su 1.25 lt | Zeytinyağı 1 yemek kaşığı,1. Soğanı yağda 3 dakika çevirin. || 2. Lahana ve suyu ekleyip 18 dakika pişirin. || 3. Sirkeyi ekleyip 2 dakika daha kaynatın.,Sirkeyi son 5 dakikada eklemek aromasının canlı kalmasına yardım eder.,Çorbayı derin kaseye boşaltıp üzerine eritilmiş tereyağında kavurulmuş nane dökün.
elma-sirkeli-lahana-salatasi-tekirdag-usulu,Elma Sirkeli Lahana Salatası,salatalar,SALATA,tr,0,Beyaz lahana 300 gr | Elma sirkesi 2 yemek kaşığı | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Lahanayı ince doğrayın. || 2. Sosu ekleyin. || 3. Kısa dinlendirip servis edin.,Lahanayı sosla 5 dakika dinlendirmek yaprakların hafif yumuşamasını sağlar.,Soğuk servis edin.
elmali-crumble-kup-ingiltere-usulu,Elmalı Crumble Kup,tatlilar,TATLI,gb,0,Elma 3 adet | Un 0.75 su bardağı | Tereyağı 50 gr | Şeker 0.5 su bardağı | Tarçın 0.5 çay kaşığı,1. Elmaları 6 dakika tavada çevirin. || 2. Kırıntı hamurunu hazırlayın. || 3. Kup katlarını 12 dakika fırınlayın.,Kırıntıyı iri bırakmak kup içinde belirgin kıtırlık verir.,"Buzdolabında bekletmiş tabakta tek porsiyon olarak, yanına demli ıhlamur fincanıyla verin."
elmali-findikli-irmik-kup-aksaray-usulu,Elmalı Fındıklı İrmik Kup,tatlilar,TATLI,tr,0,İrmik 4 yemek kaşığı | Süt 2 su bardağı | Elma 2 adet | Fındık 0.5 su bardağı,1. İrmikli tabanı 8 dakika pişirin. || 2. Elmayı doğrayın. || 3. Kup halinde soğutun.,Elmayı küçük doğramak kup içinde daha dengeli katman kurulmasını sağlar.,Soğuk servis edin.
elmali-hashasli-kek-kup-polonya-usulu,Elmalı Haşhaşlı Kek Kup,tatlilar,TATLI,pl,0,Kek küpü 2 su bardağı | Elma 1 adet | Krema 1 su bardağı | Haşhaş 1 yemek kaşığı,1. Elmayı küçük doğrayın. || 2. Kup içine keki pay edin. || 3. Krema ve haşhaşla katmanlayın.,Elmayı ince küp kesmek kup içinde her kaşıkta meyve hissi bırakır.,Soğuk servis edin.
elmali-hashasli-kup-polonya-usulu,Elmalı Haşhaşlı Kup,tatlilar,TATLI,pl,0,Elma 2 adet | Krema 1 su bardağı | Haşhaş 1 yemek kaşığı | Bal 1 yemek kaşığı,1. Elmayı 6 dakika pişirin. || 2. Kup halinde pay edin. || 3. Krema ve haşhaşla tamamlayın.,Elmayı kısa pişirmek kup içinde diri bir meyve dokusu bırakır.,Soğuk servis edin.
