slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
galbi,Galbi,YEMEK,et-yemekleri,kr,5,3,no-time,Dana kaburga 800 gr | Armut püresi 120 gr | Soya sosu 80 ml | Susam yağı 1 yemek kaşığı | Esmer şeker 1 yemek kaşığı,"1. Armut püresi, soya sosu, susam yağı ve esmer şekeri karıştırıp marine hazırlayın. || 2. Dana kaburgayı sosa bulayıp buzdolabında en az 4 saat dinlendirin. || 3. Eti pişirmeden 20 dakika önce dolaptan çıkararak ılınmasını sağlayın. || 4. Izgarayı yüksek ısıda kızdırın, kaburgaları her yüzü 3-4 dakika pişirin. || 5. Etleri 5 dakika dinlendirip dilimleyerek servis edin."
aside-tatlisi-erzurum-usulu,Aside Tatlısı,TATLI,tatlilar,tr,3,3,few-steps,Un 1 su bardağı | Tereyağı 70 gr | Üzüm pekmezi 0.5 su bardağı | Su 1.5 su bardağı | Ceviz 0.25 su bardağı,1. Unu tereyağında 5 dakika kokusu çıkana kadar kavurun. || 2. Su ve pekmezi ekleyip asideyi 5 dakika daha karıştırarak pişirin. || 3. Tatlıyı cevizle sıcak servis edin.
sumakli-mahluta-corbasi-mardin-usulu,Sumaklı Mahluta Çorbası,CORBA,corbalar,tr,5,3,no-time,Kırmızı mercimek 1 su bardağı | Soğan 1 adet | Sumak ekşisi 2 yemek kaşığı | Su 5 su bardağı | Kimyon 0.5 çay kaşığı,1. Soğanı ince doğrayıp tencerede 4 dakika çevirerek yumuşatın. || 2. Kırmızı mercimek ve suyu ekleyip kaynamaya bırakın. || 3. Mercimekler dağılana kadar 20 dakika pişirin. || 4. Sumak ekşisi ile kimyonu ekleyip 3 dakika daha kaynatın. || 5. Çorbayı kısa dinlendirip sıcak servis edin.
turron-yogurt-kup-ispanya-usulu,İspanya Turron Yoğurt Kup,TATLI,tatlilar,es,5,3,no-time,Yoğurt 2 su bardağı | Turron 120 gr | Bal 1 yemek kaşığı | Portakal kabuğu rendesi 0.5 çay kaşığı,1. Yoğurt ve ufalanmış turronu kasede nazikçe karıştırın. || 2. Karışımı kup bardaklara kat kat paylaştırın. || 3. Tatlıyı 30 dakika buzdolabında dinlendirin. || 4. Üstünü biraz daha turronla tamamlayın. || 5. Soğuk olarak bekletmeden servis edin.
amasya-coregi,Amasya Çöreği,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 600 gr | Süt 250 ml | Ceviz 180 gr | Haşhaş ezmesi 120 gr,1. Sütlü mayalı hamur yoğurup 40 dakika dinlendirin. || 2. Ceviz ve haşhaşlı içi hamura yayın. || 3. 180°C fırında 30 dakika pişirin.
edirne-cigeri,Edirne Ciğeri,YEMEK,et-yemekleri,tr,3,3,few-steps,Dana ciğeri 600 gr | Un 120 gr | Ayçiçek yağı 500 ml | Kuru acı biber 8 adet,1. Ciğeri ince yaprak doğrayıp süzün. || 2. Ciğeri una bulayıp fazla ununu silkeleyin. || 3. Kızgın yağda 2-3 dakika kızartın.
limonlu-nohutlu-semizotu-mersin-usulu,Mersin Limonlu Nohutlu Semizotu,SALATA,salatalar,tr,5,3,no-time,Semizotu 1 demet | Haşlanmış nohut 1 su bardağı | Limon suyu 1.5 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Semizotunu ayıklayıp yıkayın, fazla suyunu süzdürün. || 2. Haşlanmış nohudu ve semizotunu geniş kasede birleştirin. || 3. Limon suyu ve zeytinyağını ekleyip karıştırın. || 4. Salatayı servis öncesi 10 dakika dinlendirin. || 5. Soğuk olarak bekletmeden servis edin."
clover-club,Clover Club,KOKTEYL,kokteyller,us,3,3,few-steps,Cin 50 ml | Ahududu şurubu 20 ml | Limon suyu 20 ml | Yumurta akı 1 adet,1. Malzemeleri buzsuz shakerda 10 saniye çalkalayın. || 2. Buz ekleyip 12 saniye daha çalkalayın. || 3. Kokteyli çift süzgeçle bardağa aktarın.
kapros-zoldbabfozelek-macar-usulu,Kapros Zöldbabfőzelék,YEMEK,sebze-yemekleri,hu,3,3,few-steps,Taze fasulye 500 gr | Krema 0.75 su bardağı | Dereotu 0.25 demet | Un 1 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Fasulyeyi doğrayıp 12 dakika haşlayın. || 2. Krema ve unu çırpın. || 3. Sosu ve dereotunu fasulyeye ekleyip kısa pişirin.
ayran-asili-kesme-corbasi-erzincan-usulu,Ayran Aşı Kesme Çorbası,CORBA,corbalar,tr,3,3,few-steps,Kesme hamur 1 su bardağı | Ayran 2 su bardağı | Su 3 su bardağı | Nane 0.5 çay kaşığı | Tereyağı 10 gr,1. Kesme hamuru suda 10 dakika haşlayın. || 2. Ayranı ayrı kapta çırpın. || 3. Ayranı ekleyip 5 dakika ısıtın.
hardalli-elma-havuc-salatasi-tekirdag-usulu,Hardallı Elma Havuç Salatası,SALATA,salatalar,tr,5,3,no-time,Havuç 3 adet | Elma 1 adet | Hardal 1 tatlı kaşığı | Limon suyu 1 yemek kaşığı,"1. Elmayı ve havucu rendeleyip geniş kaseye alın. || 2. Hardal, limon suyu ve zeytinyağını ayrı kapta karıştırın. || 3. Sosu rendelenmiş malzemelerin üzerine dökün. || 4. Salatayı servis öncesi 10 dakika dinlendirin. || 5. Soğuk olarak bekletmeden servis edin."
earl-grey-collins-ingiltere-usulu,Earl Grey Collins,KOKTEYL,kokteyller,gb,4,3,no-time,Demli Earl Grey 0.5 su bardağı | Cin 0.5 su bardağı | Limon suyu 0.25 su bardağı | Soda 0.5 su bardağı | Buz 1 su bardağı,"1. Demlenmiş Earl Grey çayını tamamen soğutun. || 2. Shaker'a buz, cin, limon suyu ve çayı ekleyin. || 3. Karışımı buzla birlikte 12-15 saniye çalkalayın. || 4. Soda ekleyip hemen servis edin."
roka-salatasi,Roka Salatası,SALATA,salatalar,tr,3,3,few-steps,Roka 2 demet | Cherry domates 12 adet | Parmesan peyniri 40 gr | Zeytinyağı 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Tuz 0.5 çay kaşığı,"1. Rokayı yıkayıp kurutun ve iri parçalayın. || 2. Domatesleri ikiye bölün, parmesan peyniriyle rokaya ekleyin. || 3. Zeytinyağı, limon suyu ve tuzu karıştırıp salataya ekleyin."
tahinli-nohutlu-piyaz-antalya-usulu,Tahinli Nohutlu Piyaz,SALATA,salatalar,tr,3,3,few-steps,Haşlanmış nohut 2 su bardağı | Tahin 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Kırmızı soğan 1 adet | Maydanoz 0.25 demet,1. Tahini limon suyu ve suyla açın. || 2. Nohut ve soğanı karıştırın. || 3. Sosu ekleyip maydanozla servis edin.
mantarli-karabugday-kasha-polonya-usulu,Mantarlı Karabuğday Kasha,YEMEK,makarna-pilav,pl,5,3,no-time,Karabuğday 1.5 su bardağı | Mantar 250 gr | Soğan 1 adet | Su 3 su bardağı | Ayçiçek yağı 1 yemek kaşığı,1. Karabuğdayı sıcak suda 12-15 dakika haşlayın. || 2. Mantarları tavada 5-6 dakika soteleyin. || 3. Haşlanmış karabuğdayı mantarlara ekleyip karıştırın. || 4. Tuzunu ayarlayıp 3-4 dakika birlikte pişirin. || 5. Sıcak olarak bekletmeden servis edin.
karalahana-patates-corbasi-bartin-usulu,Bartın Karalahana Patates Çorbası,CORBA,corbalar,tr,3,3,few-steps,Karalahana 350 gr | Patates 2 adet | Sarımsak 2 diş | Zeytinyağı 1 yemek kaşığı,1. Lahana ve patatesi iri doğrayın. || 2. Malzemeyi 1 litre suyla 18 dakika kaynatın. || 3. Çorbayı hafifçe ezip sıcak servis edin.
kasarli-biberli-pide-tekirdag-usulu,Kaşarlı Biberli Pide,ATISTIRMALIK,hamur-isleri,tr,4,3,few-steps,Un 2.5 su bardağı | Kaşar peyniri 180 gr | Kapya biber 2 adet | Su 0.75 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Hamuru oval açıp tepsiye yerleştirin. || 2. Üzerine doğranmış biber ve kaşarı eşit yayın. || 3. Kenarları içe kıvırıp pide formu verin. || 4. Pideyi 200°C fırında 15-18 dakika pişirin.
kasarli-kapya-pide-bursa-usulu,Kaşarlı Kapya Pide,ATISTIRMALIK,hamur-isleri,tr,4,3,few-steps,Un 2.5 su bardağı | Kaşar peyniri 180 gr | Kapya biber 2 adet | Zeytinyağı 1 yemek kaşığı | Su 0.75 su bardağı,1. Hamuru oval açıp pişirme tepsisine alın. || 2. Üzerine doğranmış kapya biber ve kaşarı yayın. || 3. Kenarları toparlayıp pide şeklini verin. || 4. Pideyi 200°C fırında 15-18 dakika pişirin.
nuoc-cham,Nuoc Cham,SOS,soslar-dippler,vn,3,3,few-steps,Balık sosu 60 ml | Lime suyu 60 ml | Şeker 40 gr | Sarımsak 2 diş | Kırmızı biber 1 adet,1. Şekeri 80 ml ılık suda eritin. || 2. Balık sosu ve lime suyunu ekleyin. || 3. Sarımsak ve biberi ince kıyıp sosa karıştırın.
musakhan,Musakhan,YEMEK,tavuk-yemekleri,me,3,3,few-steps,Tavuk but 800 gr | Lavaş ekmeği 4 adet | Soğan 5 adet | Sumak 2 yemek kaşığı | Çam fıstığı 50 gr | Zeytinyağı 3 yemek kaşığı,1. Tavuk butları 200°C fırında 35 dakika pişirin. || 2. Soğanı zeytinyağı ve sumakla 15 dakika pişirin. || 3. Lavaşın üzerine soğan ve tavuğu yerleştirip 10 dakika fırınlayın.
raita-sos,Raita Sos,SOS,soslar-dippler,in,3,3,few-steps,Yoğurt 300 gr | Salatalık 1 adet | Nane 8 yaprak | Kimyon 0.5 çay kaşığı,"1. Salatalığı rendeleyip suyunu sıkın. || 2. Yoğurt, salatalık, nane ve kimyonu karıştırın. || 3. Sosu 10 dakika buzdolabında dinlendirin."
sakizli-bademli-muhallebi-cesme-usulu,Sakızlı Bademli Muhallebi,TATLI,tatlilar,tr,5,3,no-time,Süt 4 su bardağı | Toz badem 0.5 su bardağı | Pirinç unu 4 yemek kaşığı | Şeker 0.75 su bardağı | Damla sakızı 1 çimdik,"1. Süt, şeker ve nişastayı tencerede pürüzsüz çırpın. || 2. Muhallebiyi orta ateşte 8-10 dakika koyulaştırın. || 3. Dövülmüş damla sakızı ve bademi ekleyin. || 4. Kaselere paylaştırıp 1 saat soğutun. || 5. Soğuk olarak bekletmeden servis edin."
firin-fistikli-tel-kadayif-kahramanmaras-usulu,Kahramanmaraş Fırın Fıstıklı Tel Kadayıf,TATLI,tatlilar,tr,3,3,few-steps,Tel kadayıf 300 gr | Antep fıstığı 1 su bardağı | Tereyağı 70 gr | Toz şeker 0.5 su bardağı,1. Kadayıfı tereyağıyla harmanlayın. || 2. Fıstığı araya yayarak tepsiye bastırın. || 3. 190°C fırında 25 dakika pişirin.
toum,Toum,SOS,soslar-dippler,me,3,3,few-steps,Sarımsak 80 gr | Ayçiçek yağı 300 ml | Limon suyu 3 yemek kaşığı | Tuz 1 çay kaşığı,1. Sarımsak ve tuzu mutfak robotunda püre yapın. || 2. Yağı çok yavaş ekleyerek robotu çalıştırın. || 3. Limon suyunu ekleyip 1 dakika daha çekin.
lemongrass-tofu-rice-salad-vietnam-usulu,Vietnam Lemongrass Tofu Rice Salad,SALATA,salatalar,vn,3,3,few-steps,Tofu 250 gr | Haşlanmış pirinç 1.5 su bardağı | Limon otu 1 dal | Lime suyu 1 yemek kaşığı | Havuç 1 adet,1. Tofuyu limon otu ile 6 dakika soteleyin. || 2. Pirinci ve havucu hazırlayın. || 3. Tüm malzemeyi lime suyu ile karıştırıp servis edin.
sutlu-hurmali-ekmek-kasigi-kirklareli-usulu,Sütlü Hurmalı Ekmek Kaşığı,TATLI,tatlilar,tr,3,3,few-steps,Ekmek 6 dilim | Süt 2 su bardağı | Hurma 8 adet | Şeker 2 yemek kaşığı,1. Ekmeği küp doğrayın. || 2. Sütlü sosu 8 dakika pişirin. || 3. Hurma ile birleştirip servis edin.
tahinli-zahterli-yumurta-durumu-antalya-usulu,Tahinli Zahterli Yumurta Dürümü,KAHVALTI,kahvaltiliklar,tr,5,3,no-time,Lavaş 2 adet | Yumurta 2 adet | Tahin 2 yemek kaşığı | Zahter 1 tatlı kaşığı,1. Yumurtaları tavada istediğiniz kıvamda 3-4 dakika pişirin. || 2. Dürüm ekmeğine tahini ince kat halinde sürün. || 3. Pişen yumurtayı yerleştirip zahter serpin. || 4. Dürümü sarıp 1-2 dakika ısıtın. || 5. Sıcak olarak bekletmeden servis edin.
lorlu-dereotlu-krep-macar-usulu,Macar Lorlu Dereotlu Krep,KAHVALTI,kahvaltiliklar,hu,3,3,few-steps,Un 1 su bardağı | Yumurta 2 adet | Süt 1 su bardağı | Lor peyniri 150 gr | Dereotu 0.25 demet,1. Krep hamurunu çırpın. || 2. İnce krepleri tavada 6 dakika pişirin. || 3. Lor ve dereotuyla doldurup servis edin.
tahinli-pide,Tahinli Pide,TATLI,hamur-isleri,tr,3,3,few-steps,Un 500 gr | Maya 7 gr | Tahin 200 gr | Şeker 120 gr,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru açıp tahin ve şeker sürün. || 3. 220°C fırında 18 dakika pişirin."
ajvar,Ajvar,SOS,soslar-dippler,tr,3,3,few-steps,Kırmızı kapya biber 1 kg | Patlıcan 2 adet | Zeytinyağı 80 ml | Sirke 2 yemek kaşığı,1. Biber ve patlıcanları közleyip kabuklarını soyun. || 2. Sebzeleri robottan geçirip tencereye alın. || 3. Zeytinyağı ve sirkeyle 45 dakika pişirin.
terbiyeli-nohut-corbasi-burdur-usulu,Terbiyeli Nohut Çorbası,CORBA,corbalar,tr,5,3,no-time,Haşlanmış nohut 1.5 su bardağı | Yoğurt 1 su bardağı | Yumurta 1 adet | Un 1 yemek kaşığı,"1. Haşlanmış nohudu 3 su bardağı sıcak suyla tencereye alıp kaynatın. || 2. Yoğurt, yumurta ve unu ayrı kapta pürüzsüz olana kadar çırpın. || 3. Terbiyeye tencereden bir kepçe sıcak su ekleyip yavaşça ılıştırın. || 4. Ilıyan karışımı tencereye ince akıtarak ekleyin, kesilmemesi için karıştırın. || 5. Çorbayı orta kısık ateşte 8-10 dakika pişirip koyulaşınca servis edin."
kayisili-kestaneli-irmik-helvasi-malatya-usulu,Kayısılı Kestaneli İrmik Helvası,TATLI,tatlilar,tr,3,3,few-steps,İrmik 1 su bardağı | Tereyağı 2 yemek kaşığı | Kuru kayısı 6 adet | Haşlanmış kestane 1 su bardağı,1. İrmiği tereyağında 6 dakika kavurun. || 2. Kayısı ve kestaneyi ekleyin. || 3. Helvayı 6 dakika daha pişirin.
