slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
cilbir,Çılbır,KAHVALTI,kahvaltiliklar,tr,5,3,no-time,Yumurta 4 adet | Yoğurt 1.5 su bardağı | Sarımsak 1 diş | Tereyağı 2 yemek kaşığı | Pul biber 1 çay kaşığı | Sirke 1 yemek kaşığı | Tuz 1 çay kaşığı,"1. Yoğurdu ezilmiş sarımsak ve yarım çay kaşığı tuzla karıştırıp servis tabağına yayın. || 2. Geniş tencerede suyu kaynatın, sirke ve kalan tuzu ekleyip ateşi kısın. || 3. Yumurtaları tek tek kaseye kırıp suya bırakın ve 3 dakika pişirin. || 4. Yumurtaları kevgirle alıp yoğurdun üzerine yerleştirin. || 5. Tereyağında pul biberi 30 saniye kızdırıp yumurtaların üzerine dökün."
karalahana-diblesi-giresun-usulu,Karalahana Diblesi,YEMEK,makarna-pilav,tr,3,3,few-steps,Karalahana 400 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Su 1.5 su bardağı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Karalahana ve pirinci ekleyin. || 3. Suyu katıp yemeği 18 dakika pişirin.
koz-patlicanli-humus,Köz Patlıcanlı Humus,APERATIF,aperatifler,me,3,3,few-steps,Haşlanmış nohut 350 gr | Közlenmiş patlıcan 250 gr | Tahin 2 yemek kaşığı | Limon suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Nohut, patlıcan, tahin ve limon suyunu robota alın. || 2. Pürüzsüz kıvam için çekin. || 3. Servis tabağına alıp zeytinyağı gezdirin."
last-word,Last Word,KOKTEYL,kokteyller,us,4,3,no-time,Cin 25 ml | Yeşil Chartreuse 25 ml | Maraschino likörü 25 ml | Lime suyu 25 ml,"1. Cin için servis bardağını bol buzla önceden soğutun. || 2. Cin, Yeşil Chartreuse ve Maraschino likörü malzemelerini bardağa ekleyin. || 3. Cin karışımını 12-15 saniye hafifçe çalkalayın. || 4. Cin karışımını buzlu bardakta bekletmeden servis edin."
prinsesstarta,Prinsesstarta,TATLI,tatlilar,se,3,3,few-steps,Pandispanya keki 1 adet | Krema 400 ml | Reçel 0.5 su bardağı | Badem ezmesi 400 gr,1. Keki katlara ayırıp reçel ve krema ile doldurun. || 2. Pastayı kubbe şeklinde sıvayıp soğutun. || 3. Badem ezmesiyle kaplayıp servis edin.
massaman-curry,Massaman Curry,YEMEK,et-yemekleri,th,3,3,few-steps,Dana kuşbaşı 600 gr | Massaman köri macunu 3 yemek kaşığı | Kokos kreması 400 ml | Patates 3 adet | Yer fıstığı 80 gr,1. Köri macununu tencerede yağla 2 dakika kavurun. || 2. Dana eti ve kokos kremasını ekleyip 45 dakika pişirin. || 3. Patates ve yer fıstığını ekleyip 15 dakika daha pişirin.
negroni,Negroni,KOKTEYL,kokteyller,it,3,3,few-steps,Cin 30 ml | Campari 30 ml | Tatlı vermut 30 ml | Buz 6 adet | Portakal kabuğu 1 parça,"1. Karıştırma bardağına cin, Campari, vermut ve buzu alın. || 2. 20 saniye bar kaşığıyla karıştırın. || 3. Buzlu kısa bardağa süzün ve portakal kabuğuyla servis edin."
espresso-martini,Espresso Martini,KOKTEYL,kokteyller,tr,3,3,few-steps,Votka 45 ml | Kahve likörü 25 ml | Espresso 30 ml | Şeker şurubu 10 ml | Buz 6 adet,"1. Espressoyu demleyin ve 2 dakika soğutun. || 2. Shaker'a votka, kahve likörü, espresso, şeker şurubu ve buz koyun. || 3. 15 saniye sert sallayın ve kokteyl bardağına süzün."
margarita,Margarita,KOKTEYL,kokteyller,mx,3,3,few-steps,Tekila 50 ml | Lime suyu 25 ml | Triple sec 20 ml | Buz 5 adet | Tuz (kenar için) 1 çay kaşığı,"1. Bardak kenarını lime ile ıslatıp tuza bastırın. || 2. Shaker'a tekila, lime suyu, triple sec ve buz koyun. || 3. 10-15 saniye sert sallayın, süzüp bardağa dökün."
peynirli-quesadilla,Peynirli Quesadilla,APERATIF,aperatifler,mx,3,3,few-steps,Un tortilla 4 adet | Kaşar peyniri 2 su bardağı | Kırmızı biber 1 adet | Taze soğan 3 dal,1. Tortillanın yarısına peynir ve biber koyun. || 2. Tortillayı kapatıp tavaya alın. || 3. Her yüzünü 3-4 dakika pişirin.
mole-poblano,Mole Poblano,YEMEK,tavuk-yemekleri,mx,4,3,few-steps,Tavuk but 6 adet | Kuru acı biber 4 adet | Bitter çikolata 40 gr | Yer fıstığı 0.25 su bardağı | Susam 2 yemek kaşığı | Badem 0.25 su bardağı,"1. Tavuğu 30 dakika haşlayın. || 2. Biber, fıstık, susam ve bademi 5 dakika kavurun. || 3. Karışımı çikolata ve tavuk suyuyla blenderdan geçirin. || 4. Tavuğu sosta 25 dakika pişirin."
