slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
erikli-seftali-salata-canakkale-usulu,SALATA,3,5,8,Çanakkale Erikli Şeftali Salata,"[{""stepNumber"":1,""instruction"":""Meyveleri ince dilimleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Rokayı hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tüm malzemeyi birleştirip servis edin."",""timerSeconds"":null}]"
erikli-semizotu-salatasi-ayvalik-usulu,SALATA,3,5,8,Erikli Semizotu Salatası,"[{""stepNumber"":1,""instruction"":""Semizotunu ayıklayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Erikleri ince doğrayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Malzemeleri karıştırıp servis edin."",""timerSeconds"":null}]"
erikli-tavuk-salata-kocaeli-usulu,SALATA,3,5,8,Kocaeli Erikli Tavuk Salata,"[{""stepNumber"":1,""instruction"":""Tavuğu didikleyin, eriği ince dilimleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yeşillikleri doğrayıp tüm malzemeyi karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sosu gezdirip salatayı servis edin."",""timerSeconds"":null}]"
erikli-yarma-salata-igdir-usulu,SALATA,3,5,8,Iğdır Erikli Yarma Salata,"[{""stepNumber"":1,""instruction"":""Yarmayı 18 dakika haşlayıp soğutun."",""timerSeconds"":1080},{""stepNumber"":2,""instruction"":""Erikleri ince dilimleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tüm malzemeyi karıştırıp servis edin."",""timerSeconds"":null}]"
eristeli-yesil-mercimek-salatasi-kayseri-usulu,SALATA,3,5,8,Kayseri Erişteli Yeşil Mercimek Salatası,"[{""stepNumber"":1,""instruction"":""Mercimeği 15 dakika haşlayın."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Erişteyi 8 dakika haşlayıp süzün."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Tüm malzemeyi karıştırıp servis edin."",""timerSeconds"":null}]"
fattoush,SALATA,4,5,8,Fattoush,"[{""stepNumber"":1,""instruction"":""Pita ekmeğini 180°C fırında 8 dakika kızartın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Sebzeleri doğrayıp geniş kaseye alın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Limon suyu, zeytinyağı ve sumakla karıştırın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Kızarmış pitayı ekleyip servis edin."",""timerSeconds"":null}]"
fava-izmir-usulu,SALATA,3,5,8,Fava,"[{""stepNumber"":1,""instruction"":""Kuru iç baklayı yıkayıp soğanla birlikte tencereye alın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Baklaya 1 litre su, zeytinyağı, şeker ve tuz ekleyip 30 dakika pişirin."",""timerSeconds"":1800},{""stepNumber"":3,""instruction"":""Karışımı pürüzsüz çekip kaba yayıp dereotuyla soğuk servis edin."",""timerSeconds"":null}]"
feslegenli-karpuz-salatasi-antalya-usulu,SALATA,3,5,8,Fesleğenli Karpuz Salatası,"[{""stepNumber"":1,""instruction"":""Malzemeleri küp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Bir kasede birleştirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı hemen servis edin."",""timerSeconds"":null}]"
findikli-elma-salatasi-sinop-usulu,SALATA,3,5,8,Fındıklı Elma Salatası,"[{""stepNumber"":1,""instruction"":""Rokayı iri doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Elma ve fındığı ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Salatayı sosla karıştırın."",""timerSeconds"":null}]"
findikli-pancar-salatasi-ordu-usulu,SALATA,3,5,8,Ordu Fındıklı Pancar Salatası,"[{""stepNumber"":1,""instruction"":""Pancarı 18 dakika haşlayıp soğutun."",""timerSeconds"":1080},{""stepNumber"":2,""instruction"":""Pancarı küp doğrayıp fındıkla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sirke ve yağ ekleyip salatayı soğuk servis edin."",""timerSeconds"":null}]"
firikli-kabak-kisiri-gaziantep-bag-usulu,SALATA,3,5,8,Gaziantep Firikli Kabak Kısırı,"[{""stepNumber"":1,""instruction"":""Firiği haşlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kabağı kısa süre soteleyin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Malzemeyi karıştırıp servis edin."",""timerSeconds"":null}]"
gavurdagi-salatasi,SALATA,4,5,8,Gavurdağı Salatası,"[{""stepNumber"":1,""instruction"":""Domates, biber ve kırmızı soğanı küçük küpler halinde doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Maydanozu ince kıyın, cevizi bıçakla iri parçalayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nar ekşisi, zeytinyağı, tuz ve sumağı kapta karıştırın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Sebzeleri sosla harmanlayın ve cevizi en son ekleyin."",""timerSeconds"":null}]"
gaziantep-omac,SALATA,3,5,8,Gaziantep Omaç,"[{""stepNumber"":1,""instruction"":""Yufkaları küçük parçalara kırın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Domates ve biberi ince doğrayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tüm malzemeleri 5 dakika yoğurun."",""timerSeconds"":300}]"
