slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
firinda-falafel-cipsi,ATISTIRMALIK,3,4,8,Fırında Falafel Cipsi,"[{""stepNumber"":1,""instruction"":""Nohut ve baharatları robottan geçirip harç yapın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Harcı yağlı kâğıda ince yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""200°C fırında 20 dakika pişirip kırarak servis edin."",""timerSeconds"":1200}]"
firinda-nohut-cipsi,ATISTIRMALIK,3,4,8,Fırında Nohut Cipsi,"[{""stepNumber"":1,""instruction"":""Nohutları kağıt havluyla kurulayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Nohutları zeytinyağı, kırmızı biber, kimyon ve tuzla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Nohutları 190°C fırında 25-30 dakika pişirin."",""timerSeconds"":1800}]"
firinlanmis-kabak-cekirdegi,ATISTIRMALIK,3,4,8,Fırınlanmış Kabak Çekirdeği,"[{""stepNumber"":1,""instruction"":""Kabak çekirdeklerini yıkayıp kurulayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Çekirdekleri yağ, biber ve tuzla karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""170°C fırında 18-20 dakika pişirin."",""timerSeconds"":1200}]"
furikake-popcorn,ATISTIRMALIK,3,4,8,Furikake Popcorn,"[{""stepNumber"":1,""instruction"":""Mısırı yağla tencerede patlatın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sıcakken furikake ve tuz ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kaseye alıp hemen servis edin."",""timerSeconds"":null}]"
grechka-mantar-kofte-rus-usulu,ATISTIRMALIK,3,4,8,Greçka Mantar Köftesi,"[{""stepNumber"":1,""instruction"":""Karabuğdayı haşlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Mantarı ve soğanı soteleyip karabuğdayla ezin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Köfte şekli verip tavada 6 dakika pişirin."",""timerSeconds"":360}]"
grissini,ATISTIRMALIK,3,4,8,Grissini,"[{""stepNumber"":1,""instruction"":""Hamur malzemelerini yoğurup 30 dakika mayalandırın."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Hamuru ince çubuklar halinde yuvarlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Grissinileri 190°C fırında 15-18 dakika pişirin."",""timerSeconds"":1080}]"
hardalli-kabak-mucveri-edirne-usulu,ATISTIRMALIK,3,4,8,Edirne Hardallı Kabak Mücveri,"[{""stepNumber"":1,""instruction"":""Kabağı rendeleyip suyunu sıkın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Un, yumurta, hardal ve dereotunu ekleyip karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Harçtan kaşıkla alıp tavada iki yüzünü 10 dakika kızartın."",""timerSeconds"":600}]"
hasselback-potatoes-iskandinav-usulu,ATISTIRMALIK,3,4,8,Hasselback Potatoes,"[{""stepNumber"":1,""instruction"":""Patatesleri altına kadar inmeden dilimleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tereyağı sürüp baharatlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Patatesleri 200°C fırında 45 dakika pişirin."",""timerSeconds"":2700}]"
hush-puppies,ATISTIRMALIK,3,4,8,Hush Puppies,"[{""stepNumber"":1,""instruction"":""Kuru malzemeleri karıştırıp yumurta ve ayranı ekleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Hamurdan kaşıkla parçalar alıp kızgın yağa bırakın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""3-4 dakika altın rengi olana kadar kızartın."",""timerSeconds"":240}]"
isotlu-tandir-boregi-sanliurfa-usulu,ATISTIRMALIK,3,4,8,İsotlu Tandır Böreği,"[{""stepNumber"":1,""instruction"":""İç harcı hazırlayıp soğutun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaları harçla katlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Böreği 22 dakika pişirin."",""timerSeconds"":1320}]"
