slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
dugun-corbasi,Düğün Çorbası,corbalar,CORBA,tr,2,Kuzu gerdan 500 gr | Su 6 su bardağı | Yoğurt 1 su bardağı | Yumurta sarısı 1 adet | Un 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Tereyağı 1 yemek kaşığı | Pul biber 1 çay kaşığı | Tuz 1.5 çay kaşığı,"1. Kuzu gerdanı suyla birlikte 50 dakika haşlayın. || 2. Eti tencereden alın, didikleyin ve et suyunu süzün. || 3. Yoğurt, yumurta sarısı, un ve limon suyunu pürüzsüz olana kadar çırpın. || 4. Terbiyeye 1 kepçe sıcak et suyu ekleyip karıştırın, sonra tencereye dökün. || 5. Didiklenmiş eti ve tuzu ekleyip 10 dakika kısık ateşte pişirin. || 6. Tereyağında pul biberi 30 saniye kızdırıp çorbanın üzerine gezdirin.",Terbiyeyi çorbaya eklemeden önce sıcak et suyuyla ılıtın; yoğurt kesilmez.,Üzerine tereyağlı pul biber gezdirin.
erzincan-kesme-corbasi,Erzincan Kesme Çorbası,corbalar,CORBA,tr,2,Ev eriştesi 200 gr | Yeşil mercimek 1 su bardağı | Yoğurt 300 gr | Yumurta 1 adet,1. Mercimeği 20 dakika haşlayın. || 2. Erişteyi ekleyip 10 dakika pişirin. || 3. Yoğurt ve yumurtayı alıştırarak çorbaya ekleyin.,"Yoğurdu tencereye direkt katmayın, önce biraz sıcak çorbayla yumuşatın, ardından tencereye akıtın.",Porselen derin kaseye boşaltıp kenarına haşlanmış bir dilim yumurta ve taze soğan koyun.
filtre-kahve,Filtre Kahve,kahve-sicak-icecekler,ICECEK,tr,2,Filtre kahve 30 gr | Sıcak su 500 ml,1. Filtre kağıdını sıcak suyla ıslatıp suyu dökün. || 2. Kahveyi filtreye koyup suyu dairesel hareketle dökün. || 3. Kahvenin 3-4 dakika süzülmesini bekleyin.,Suyu kaynar halde dökmeyin; 92-96°C aralığı acılığı azaltır.,Sade veya az sütle servis edin.
firik-pilavi,Firik Pilavı,makarna-pilav,YEMEK,tr,2,Firik 1.5 su bardağı | Bulgur 0.5 su bardağı | Et suyu 3 su bardağı | Tereyağı 50 gr,1. Firik ve bulguru yıkayıp süzün. || 2. Tereyağında 5 dakika kavurun. || 3. Et suyunu ekleyip 30 dakika pişirin.,"Pilavı ateşten alınca kapağın altına temiz bir bez koyup 10 dakika dinlendirmek nemi alır, taneler kabarır.",Derin kaseye boşaltıp küçük bir kase yoğurt ve maydanoz dalıyla sunun.
firinda-soslu-tavuk-kanat,Fırında Soslu Tavuk Kanat,tavuk-yemekleri,YEMEK,tr,2,Tavuk kanat 1 kg | Yoğurt 3 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Domates salçası 1 yemek kaşığı | Sarımsak 2 diş | Tatlı toz biber 1 tatlı kaşığı | Tuz 1 tatlı kaşığı | Karabiber 0.5 çay kaşığı,"1. Yoğurt, zeytinyağı, salça, ezilmiş sarımsak ve baharatları kapta karıştırın. || 2. Kanatları sosla kaplayın ve buzdolabında 30 dakika dinlendirin. || 3. Kanatları yağlı kağıt serili tepsiye aralıklı dizin. || 4. 200°C fırında 35-40 dakika kızarana kadar pişirin.",Kanatları tepsiye aralıklı dizin; üst üste binerse derisi kızarmak yerine haşlanır.,Fırın patates ve yeşil salata ile servis edin.
flat-white,Flat White,kahve-sicak-icecekler,ICECEK,tr,2,Espresso 60 ml | Süt 130 ml,1. Çift espressoyu fincana alın. || 2. Sütü ısıtıp ince köpük oluşana kadar buharlayın. || 3. Sütü espressoya tek noktadan dökün.,Süt köpüğünü ince mikro köpük halinde hazırlayın; içecek latte kadar sütlü olmaz.,Şekersiz servis edin.
general-tso-tavuk,General Tso Tavuk,tavuk-yemekleri,YEMEK,cn,2,Tavuk göğsü 600 gr | Mısır nişastası 100 gr | Soya sosu 4 yemek kaşığı | Pirinç sirkesi 2 yemek kaşığı,1. Tavuğu küp doğrayıp nişastaya bulayın. || 2. Parçaları kızgın yağda 8 dakika kızartın. || 3. Soya soslu sosta 5 dakika çevirin.,"Tavuğu kızarttıktan sonra yağını süzün; sosla buluşturduğunuzda kaplama çıtır kalır, yumuşamaz.",Buharda pişmiş pirinç ile servis edin.
gratin-dauphinois,Gratin Dauphinois,sebze-yemekleri,YEMEK,fr,2,Patates 1 kg | Krema 2 su bardağı | Süt 1 su bardağı | Sarımsak 2 diş | Muskat 0.25 çay kaşığı,"1. Patatesleri ince dilimleyin. || 2. Krema, süt, sarımsak ve muskatı karıştırın. || 3. Patatesleri tepsiye dizip kremalı karışımı dökün. || 4. 170°C fırında 60 dakika pişirin.",Patatesleri ince ve eşit dilimleyin; tepside aynı anda yumuşar.,Izgara et yanında garnitür olarak servis edin.
havuc-zencefil-corbasi,Havuç Zencefil Çorbası,corbalar,CORBA,tr,2,Havuç 6 adet | Soğan 1 adet | Taze zencefil 20 gr | Sebze suyu 4 su bardağı | Portakal suyu 0.5 su bardağı | Zeytinyağı 2 yemek kaşığı,1. Soğan ve havucu zeytinyağında 5 dakika kavurun. || 2. Zencefil ve sebze suyunu ekleyip 20 dakika pişirin. || 3. Çorbayı blenderdan geçirip portakal suyuyla karıştırın.,Zencefili ince rendeleyin; lifli parçalar çorbada kalmaz.,Üzerine kabak çekirdeği serpin.
haydari,Haydari,soslar-dippler,SOS,tr,2,Süzme yoğurt 400 gr | Beyaz peynir 80 gr | Sarımsak 2 diş | Kuru nane 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Süzme yoğurdu kâseye alın. || 2. Beyaz peyniri ufalayıp ekleyin, sarımsağı ezin. || 3. Nane ve zeytinyağını ekleyip pürüzsüz kıvam alana kadar karıştırın.","Taze otları pişmenin son dakikasında ekleyin; uzun ısı maydanoz, dereotu, nane gibi otların aromasını söndürür.",Ekmek veya pide ile.
