slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
japchae,YEMEK,3,5,10,Japchae,"[{""stepNumber"":1,""instruction"":""Erişteyi 7 dakika haşlayıp süzün."",""timerSeconds"":420},{""stepNumber"":2,""instruction"":""Sebzeleri tavada 8 dakika soteleyin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Erişte, sebze, soya sosu ve susam yağını karıştırın."",""timerSeconds"":null}]"
japon-susamli-edamame-pirinc-kasesi,YEMEK,4,5,10,Japon Susamlı Edamame Pirinç Kasesi,"[{""stepNumber"":1,""instruction"":""Edamameyi kaynar suda 3 dakika haşlayıp süzün."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Soya sosu ve susam yağını küçük kasede karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sıcak pirinci kaselere paylaştırıp edamame ekleyin."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Nori şeritleri ve susamla tamamlayıp servis edin."",""timerSeconds"":null}]"
jeyuk-bokkeum,YEMEK,3,5,10,Jeyuk Bokkeum,"[{""stepNumber"":1,""instruction"":""Eti marinasyonla 30 dakika bekletin."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Eti yüksek ateşte 15 dakika soteleyin."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Susam ve taze soğanla servis edin."",""timerSeconds"":null}]"
jjajangmyeon,YEMEK,3,5,10,Jjajangmyeon,"[{""stepNumber"":1,""instruction"":""Et ve sebzeleri 8 dakika soteleyin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Siyah fasulye ezmesini ekleyip 10 dakika pişirin."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Sosu haşlanmış noodle üzerine dökün."",""timerSeconds"":null}]"
kabak-boranisi-gaziantep-usulu,YEMEK,3,5,10,Kabak Boranisi,"[{""stepNumber"":1,""instruction"":""Kabukları alınmış kabağı iri küp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Kabağı zeytinyağında 12 dakika yumuşayana kadar pişirin."",""timerSeconds"":720},{""stepNumber"":3,""instruction"":""Yoğurt, sarımsak ve nane ile birleştirip ılık servis edin."",""timerSeconds"":null}]"
kabak-cicegi-dolmasi,YEMEK,3,5,10,Kabak Çiçeği Dolması,"[{""stepNumber"":1,""instruction"":""Kabak çiçeklerini yıkayıp iç kısımlarını temizleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Pirinçli iç hazırlayıp çiçekleri doldurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tencerede 25 dakika pişirin."",""timerSeconds"":1500}]"
kabak-cicekli-bulgur-pilavi-mugla-usulu,YEMEK,3,5,10,Kabak Çiçekli Bulgur Pilavı,"[{""stepNumber"":1,""instruction"":""Soğanı zeytinyağında çevirin."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Bulgur ve suyu ekleyip pişirin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kabak çiçeklerini ekleyip 4 dakika dinlendirin."",""timerSeconds"":240}]"
kabak-cicekli-lor-pilavi-izmir-usulu,YEMEK,3,5,10,Kabak Çiçekli Lor Pilavı,"[{""stepNumber"":1,""instruction"":""Pirinci zeytinyağında 3 dakika çevirin."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Sıcak su ekleyip pilavı 10 dakika pişirin."",""timerSeconds"":600},{""stepNumber"":3,""instruction"":""Lor, dereotu ve kabak çiçeklerini katıp 5 dakika demlendirerek servis edin."",""timerSeconds"":300}]"
kabak-cicekli-peynirli-borek-mugla-usulu,YEMEK,3,5,10,Kabak Çiçekli Peynirli Börek,"[{""stepNumber"":1,""instruction"":""İç harcı hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkaları çiçeklerle katlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Böreği 22 dakika pişirin."",""timerSeconds"":1320}]"
kabak-kalye,YEMEK,3,5,10,Kabak Kalye,"[{""stepNumber"":1,""instruction"":""Soğanı zeytinyağında 4 dakika kavurun."",""timerSeconds"":240},{""stepNumber"":2,""instruction"":""Kabak, domates ve nohudu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Yemeği 25-30 dakika kısık ateşte pişirip dereotu ekleyin."",""timerSeconds"":1800}]"
