slug,type,currentStepCount,minTarget,maxTarget,currentTitle,currentStepsJson
peynirli-biberiyeli-bazlama-isparta-usulu,YEMEK,3,5,10,Peynirli Biberiyeli Bazlama,"[{""stepNumber"":1,""instruction"":""Bazlamayı ısıtın."",""timerSeconds"":180},{""stepNumber"":2,""instruction"":""Peyniri ve biberiyeyi ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kısa pişirip servis edin."",""timerSeconds"":null}]"
peynirli-biberli-firikli-gozleme-kahramanmaras-usulu,YEMEK,3,5,10,Peynirli Biberli Firikli Gözleme,"[{""stepNumber"":1,""instruction"":""Firiği 8 dakika haşlayın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Hamuru açıp içi pay edin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Gözlemeyi 10 dakika pişirin."",""timerSeconds"":600}]"
peynirli-fasulye-diblesi-samsun-usulu,YEMEK,3,5,10,Peynirli Fasulye Diblesi,"[{""stepNumber"":1,""instruction"":""Fasulyeyi 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":2,""instruction"":""Pirinç ve suyu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Peynirle birlikte 12 dakika pişirin."",""timerSeconds"":720}]"
peynirli-findikli-pide-duzce-usulu,YEMEK,3,5,10,Peynirli Fındıklı Pide,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup 15 dakika dinlendirin."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Peynir ve fındığı karıştırıp hamura yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pideleri 220 derecede 14 dakika pişirin."",""timerSeconds"":840}]"
peynirli-kabak-cicegi-boregi-balikesir-usulu,YEMEK,3,5,10,Peynirli Kabak Çiçeği Böreği,"[{""stepNumber"":1,""instruction"":""Lor ve dereotunu karıştırıp çiçekleri doldurun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Çiçekleri yufka parçalarına sarıp tepsiye dizin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Böreği 200 derecede 18 dakika pişirin."",""timerSeconds"":1080}]"
peynirli-kekikli-katmer-kilis-usulu,YEMEK,3,5,10,Peynirli Kekikli Katmer,"[{""stepNumber"":1,""instruction"":""Hamuru açın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Peynirli içi yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Katmeri 12 dakika pişirin."",""timerSeconds"":720}]"
peynirli-mantarli-rulo-borek-sakarya-usulu,YEMEK,3,5,10,Peynirli Mantarlı Rulo Börek,"[{""stepNumber"":1,""instruction"":""Mantarı 6 dakika soteleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Yufkaları harçla sarın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Böreği 22 dakika pişirin."",""timerSeconds"":1320}]"
peynirli-maydanozlu-kol-boregi-sakarya-usulu,YEMEK,3,5,10,Peynirli Maydanozlu Kol Böreği,"[{""stepNumber"":1,""instruction"":""İç harcı hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yufkayı rulo sarın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Böreği 24 dakika pişirin."",""timerSeconds"":1440}]"
peynirli-patatesli-tunnbrod-durum-isvec-usulu,YEMEK,3,5,10,Peynirli Patatesli Tunnbrod Dürüm,"[{""stepNumber"":1,""instruction"":""Patatesi tereyağı ve dereotuyla ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Ekmeğe patates ve peyniri yayıp rulo yapın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Dürümü tavada 4 dakika çevirerek ısıtın."",""timerSeconds"":240}]"
peynirli-soganli-sikma-konya-usulu,YEMEK,3,5,10,Peynirli Soğanlı Sıkma,"[{""stepNumber"":1,""instruction"":""Un ve su ile yumuşak bir hamur yoğurup 15 dakika dinlendirin."",""timerSeconds"":900},{""stepNumber"":2,""instruction"":""Soğanı tavada 6 dakika çevirip peynirle karıştırın."",""timerSeconds"":360},{""stepNumber"":3,""instruction"":""Hamuru açıp harçla sarın ve sacda 8 dakika pişirin."",""timerSeconds"":480}]"
peynirli-soganli-tahinli-pide-sakarya-usulu,YEMEK,3,5,10,Peynirli Soğanlı Tahinli Pide,"[{""stepNumber"":1,""instruction"":""Hamuru açın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Soğanı 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Pideyi 18 dakika pişirin."",""timerSeconds"":1080}]"
peynirli-zeytinli-gozleme-isparta-usulu,YEMEK,3,5,10,Peynirli Zeytinli Gözleme,"[{""stepNumber"":1,""instruction"":""Hamuru açın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""İç harcı yayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Gözlemeyi 10 dakika pişirin."",""timerSeconds"":600}]"
picadillo-cubano,YEMEK,3,5,10,Picadillo Cubano,"[{""stepNumber"":1,""instruction"":""Kıymayı soğanla 8 dakika kavurun."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Domates püresi, zeytin ve kuru üzümü ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Kısık ateşte 20 dakika pişirin."",""timerSeconds"":1200}]"
picanha,YEMEK,3,5,10,Picanha,"[{""stepNumber"":1,""instruction"":""Eti kalın dilimleyip iri tuz ve karabiberle ovun."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Yağlı yüzeyi alta gelecek şekilde ızgarada 8 dakika mühürleyin."",""timerSeconds"":480},{""stepNumber"":3,""instruction"":""Dilimleri çevirip 12-15 dakika daha pişirin ve 5 dakika dinlendirin."",""timerSeconds"":900}]"
pide-ekmegi,YEMEK,3,5,10,Pide Ekmeği,"[{""stepNumber"":1,""instruction"":""Hamur malzemelerini yoğurup 40 dakika mayalandırın."",""timerSeconds"":2400},{""stepNumber"":2,""instruction"":""Hamuru tepsiye yayıp parmak uçlarınızla şekil verin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Susam serpip 220°C fırında 15-18 dakika pişirin."",""timerSeconds"":1080}]"
pierogi,YEMEK,3,5,10,Pierogi,"[{""stepNumber"":1,""instruction"":""Un, yumurta ve suyla hamur yoğurup 30 dakika dinlendirin."",""timerSeconds"":1800},{""stepNumber"":2,""instruction"":""Haşlanmış patates ve lor peynirini karıştırıp iç harç hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Hamuru doldurup kapatın, 6 dakika haşlayın ve tereyağında 4 dakika çevirin."",""timerSeconds"":600}]"
pierogi-ruskie,YEMEK,4,5,10,Pierogi Ruskie,"[{""stepNumber"":1,""instruction"":""Un ve suyla hamur yoğurup dinlendirin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patatesi haşlayıp lor peyniri ve sotelenmiş soğanla iç harç hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Hamuru açıp içi koyarak yarım ay pierogiler kapatın."",""timerSeconds"":null},{""stepNumber"":4,""instruction"":""Pierogi ruskieyi haşlayıp tereyağıyla servis edin."",""timerSeconds"":null}]"
pirasa-yemegi,YEMEK,3,5,10,Pırasa Yemeği,"[{""stepNumber"":1,""instruction"":""Pırasaları ve havuçları çapraz dilimleyin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Havucu zeytinyağında 4 dakika çevirin, pırasayı ekleyin."",""timerSeconds"":240},{""stepNumber"":3,""instruction"":""Pirinç, limon suyu, şeker, tuz ve 1 su bardağı su ekleyip 25-30 dakika pişirin."",""timerSeconds"":1800}]"
pirasali-misir-unlu-pide-samsun-usulu,YEMEK,3,5,10,Pırasalı Mısır Unlu Pide,"[{""stepNumber"":1,""instruction"":""Hamuru yoğurup dinlendirin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Pırasayı 5 dakika tavada çevirin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Pideyi 20 dakika pişirin."",""timerSeconds"":1200}]"
pirasali-patates-pasty-ingiltere-usulu,YEMEK,3,5,10,Pırasalı Patates Pasty,"[{""stepNumber"":1,""instruction"":""Patatesi küçük küp doğrayıp 8 dakika haşlayın."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Pırasayı tavada 5 dakika yumuşatıp patates ve cheddar ile karıştırın."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Pastyleri kapatıp 200 derecede 18-20 dakika pişirin."",""timerSeconds"":1140}]"
pirasali-tavuk-pie-ingiltere-usulu,YEMEK,3,5,10,Pırasalı Tavuk Pie,"[{""stepNumber"":1,""instruction"":""Tavuk ve pırasayı 8 dakika soteleyin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Kremayı ekleyip iç harcı hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Pieyi kapatıp 20 dakika pişirin."",""timerSeconds"":1200}]"
pisto-yumurtali-kase-ispanya-usulu,YEMEK,3,5,10,İspanya Pisto Yumurtalı Kâse,"[{""stepNumber"":1,""instruction"":""Sebzeleri küçük küpler halinde doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Sebzeleri domatesle 15 dakika pişirin."",""timerSeconds"":900},{""stepNumber"":3,""instruction"":""Yumurtaları üstüne kırıp kısa süre daha pişirerek servis edin."",""timerSeconds"":240}]"
pizza-margherita,YEMEK,3,5,10,Pizza Margherita,"[{""stepNumber"":1,""instruction"":""Un, su, maya ve tuzu yoğurup 45 dakika mayalandırın."",""timerSeconds"":2700},{""stepNumber"":2,""instruction"":""Hamuru açın, domates sosu ve mozzarella ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""240°C fırında 10-12 dakika pişirin."",""timerSeconds"":720}]"
pollo-al-ajillo-ispanya-usulu,YEMEK,3,5,10,Pollo al Ajillo,"[{""stepNumber"":1,""instruction"":""Tavuğu tuzlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Tavada tavukları 12 dakika pişirin."",""timerSeconds"":720},{""stepNumber"":3,""instruction"":""Sarımsak ve limon suyunu ekleyip 4 dakika daha çevirin."",""timerSeconds"":240}]"
pollo-cacciatora-italyan-ev-usulu,YEMEK,3,5,10,Pollo Cacciatora,"[{""stepNumber"":1,""instruction"":""Tavuğu 6 dakika mühürleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Soğan ve sos malzemelerini ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Yemeği 18 dakika pişirin."",""timerSeconds"":1080}]"
porkolt,YEMEK,3,5,10,Pörkölt,"[{""stepNumber"":1,""instruction"":""Soğanı yağda 8 dakika karamelize edin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Eti ve kırmızı biberi ekleyip 5 dakika çevirin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Domates püresi ve 1 su bardağı sıcak su ekleyip 60 dakika pişirin."",""timerSeconds"":3600}]"
portakalli-dana-picadillo-kuba-usulu,YEMEK,3,5,10,Portakallı Dana Picadillo,"[{""stepNumber"":1,""instruction"":""Kıymayı ve soğanı tavada 8 dakika çevirin."",""timerSeconds"":480},{""stepNumber"":2,""instruction"":""Zeytin ve kapariyi ekleyip 5 dakika daha pişirin."",""timerSeconds"":300},{""stepNumber"":3,""instruction"":""Portakal suyunu katıp yemeği 3 dakika toparlayın."",""timerSeconds"":180}]"
portakalli-tavuk-kapama-antalya-usulu,YEMEK,3,5,10,Portakallı Tavuk Kapama,"[{""stepNumber"":1,""instruction"":""Tavuk butlarını tavada 6 dakika mühürleyin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Pirinci ve havucu fırın kabına alıp portakal suyu ile tavuk suyunu ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tavukları üzerine yerleştirip 200 derecede 24 dakika pişirin."",""timerSeconds"":1440}]"
portakalli-tavuk-kulbasti-antalya-usulu,YEMEK,3,5,10,Portakallı Tavuk Külbastı,"[{""stepNumber"":1,""instruction"":""Tavuğu tavada mühürleyin."",""timerSeconds"":420},{""stepNumber"":2,""instruction"":""Portakal suyu ve kekiği ekleyin."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Sosu çektirip servis edin."",""timerSeconds"":240}]"
pot-au-feu,YEMEK,3,5,10,Pot-au-Feu,"[{""stepNumber"":1,""instruction"":""Eti soğuk suyla tencereye alın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Köpüğünü alarak 90 dakika pişirin."",""timerSeconds"":5400},{""stepNumber"":3,""instruction"":""Sebzeleri ekleyip 60 dakika daha pişirin."",""timerSeconds"":3600}]"
pupusa,YEMEK,3,5,10,Pupusa,"[{""stepNumber"":1,""instruction"":""Masa harina ve suyla hamur hazırlayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Hamuru peynir ve fasulyeyle doldurun."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Tavada iki yüzünü 10 dakika pişirin."",""timerSeconds"":600}]"
pytt-i-panna-iskandinav-usulu,YEMEK,3,5,10,Pytt i Panna,"[{""stepNumber"":1,""instruction"":""Et ve soğanı 6 dakika tavada pişirin."",""timerSeconds"":360},{""stepNumber"":2,""instruction"":""Patatesi ekleyip karıştırın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Karışımı 6 dakika daha kızartın."",""timerSeconds"":360}]"
pyttipanna,YEMEK,3,5,10,Pyttipanna,"[{""stepNumber"":1,""instruction"":""Patates ve eti küçük küp doğrayın."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Patates, et ve soğanı tavada 20 dakika kızartın."",""timerSeconds"":1200},{""stepNumber"":3,""instruction"":""Yumurtaları ayrı pişirip üzerine koyun."",""timerSeconds"":null}]"
pyttipanna-med-agg,YEMEK,3,5,10,Pyttipanna med Ägg,"[{""stepNumber"":1,""instruction"":""Patates ve eti küçük küpler halinde kesin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Soğanla birlikte yüksek ateşte 12 dakika soteleyin."",""timerSeconds"":720},{""stepNumber"":3,""instruction"":""Ayrı pişirdiğiniz yumurtayla servis edin."",""timerSeconds"":null}]"
pyzy-polonya-usulu,YEMEK,3,5,10,Pyzy,"[{""stepNumber"":1,""instruction"":""Patatesi haşlayıp ezin."",""timerSeconds"":null},{""stepNumber"":2,""instruction"":""Un ve yumurtayla hamur hazırlayın."",""timerSeconds"":null},{""stepNumber"":3,""instruction"":""Topları 8 dakika haşlayıp servis edin."",""timerSeconds"":480}]"
